,expanded transitions,synthesis time(ms),OutOfMem,Exception,algorithm,heuristic,problem,n,k,idx
0,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/0.onnx,TA,1,1,0
1,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/1.onnx,TA,1,1,1
2,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/2.onnx,TA,1,1,2
3,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/3.onnx,TA,1,1,3
4,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/4.onnx,TA,1,1,4
5,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/5.onnx,TA,1,1,5
6,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/6.onnx,TA,1,1,6
7,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/7.onnx,TA,1,1,7
8,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/8.onnx,TA,1,1,8
9,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/10.onnx,TA,1,1,10
10,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/11.onnx,TA,1,1,11
11,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/13.onnx,TA,1,1,13
12,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/14.onnx,TA,1,1,14
13,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/15.onnx,TA,1,1,15
14,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/16.onnx,TA,1,1,16
15,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/17.onnx,TA,1,1,17
16,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/18.onnx,TA,1,1,18
17,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/19.onnx,TA,1,1,19
18,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/20.onnx,TA,1,1,20
19,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/22.onnx,TA,1,1,22
20,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/23.onnx,TA,1,1,23
21,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/24.onnx,TA,1,1,24
22,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/25.onnx,TA,1,1,25
23,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/26.onnx,TA,1,1,26
24,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/27.onnx,TA,1,1,27
25,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/28.onnx,TA,1,1,28
26,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/29.onnx,TA,1,1,29
27,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/30.onnx,TA,1,1,30
28,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/31.onnx,TA,1,1,31
29,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/32.onnx,TA,1,1,32
30,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/33.onnx,TA,1,1,33
31,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/34.onnx,TA,1,1,34
32,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/35.onnx,TA,1,1,35
33,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/37.onnx,TA,1,1,37
34,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/38.onnx,TA,1,1,38
35,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/39.onnx,TA,1,1,39
36,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/40.onnx,TA,1,1,40
37,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/41.onnx,TA,1,1,41
38,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/42.onnx,TA,1,1,42
39,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/43.onnx,TA,1,1,43
40,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/45.onnx,TA,1,1,45
41,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/46.onnx,TA,1,1,46
42,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/48.onnx,TA,1,1,48
43,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/49.onnx,TA,1,1,49
44,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/50.onnx,TA,1,1,50
45,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/51.onnx,TA,1,1,51
46,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/52.onnx,TA,1,1,52
47,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/53.onnx,TA,1,1,53
48,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/54.onnx,TA,1,1,54
49,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/55.onnx,TA,1,1,55
50,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/56.onnx,TA,1,1,56
51,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/57.onnx,TA,1,1,57
52,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/59.onnx,TA,1,1,59
53,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/60.onnx,TA,1,1,60
54,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/61.onnx,TA,1,1,61
55,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/62.onnx,TA,1,1,62
56,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/63.onnx,TA,1,1,63
57,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/66.onnx,TA,1,1,66
58,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/68.onnx,TA,1,1,68
59,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/69.onnx,TA,1,1,69
60,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/71.onnx,TA,1,1,71
61,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/72.onnx,TA,1,1,72
62,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/73.onnx,TA,1,1,73
63,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/74.onnx,TA,1,1,74
64,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/75.onnx,TA,1,1,75
65,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/76.onnx,TA,1,1,76
66,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/77.onnx,TA,1,1,77
67,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/78.onnx,TA,1,1,78
68,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/79.onnx,TA,1,1,79
69,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/80.onnx,TA,1,1,80
70,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/81.onnx,TA,1,1,81
71,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/82.onnx,TA,1,1,82
72,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/84.onnx,TA,1,1,84
73,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/85.onnx,TA,1,1,85
74,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/86.onnx,TA,1,1,86
75,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/89.onnx,TA,1,1,89
