,expanded transitions,synthesis time(ms),OutOfMem,Exception,algorithm,heuristic,problem,n,k,idx
76,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/90.onnx,TA,1,1,90
77,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/91.onnx,TA,1,1,91
78,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/92.onnx,TA,1,1,92
79,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/93.onnx,TA,1,1,93
80,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/94.onnx,TA,1,1,94
81,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/95.onnx,TA,1,1,95
82,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/96.onnx,TA,1,1,96
83,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/97.onnx,TA,1,1,97
84,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/98.onnx,TA,1,1,98
85,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/99.onnx,TA,1,1,99
86,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/100.onnx,TA,1,1,100
87,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/101.onnx,TA,1,1,101
88,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/102.onnx,TA,1,1,102
89,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/105.onnx,TA,1,1,105
90,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/106.onnx,TA,1,1,106
91,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/107.onnx,TA,1,1,107
92,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/108.onnx,TA,1,1,108
93,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/109.onnx,TA,1,1,109
94,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/110.onnx,TA,1,1,110
95,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/111.onnx,TA,1,1,111
96,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/112.onnx,TA,1,1,112
97,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/114.onnx,TA,1,1,114
98,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/115.onnx,TA,1,1,115
99,,,False,True,new,experiments/results/TA_2_2/pathLabelsSGDNoMomentum/116.onnx,TA,1,1,116
