,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,4.0,0.0,3.0,0.0,139.0,0.0,0.0,0.0,1.0,0.0,7.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,1,
1,5.0,0.0,4.0,0.0,139.0,0.0,0.0,0.0,1.0,0.0,7.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,2,
2,6.0,0.0,5.0,0.0,141.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,3,
3,7.0,0.0,6.0,0.0,140.0,0.0,0.0,0.0,1.0,0.0,6.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,4,
4,8.0,0.0,7.0,0.0,141.0,0.0,0.0,0.0,1.0,0.0,7.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,5,
5,9.0,0.0,8.0,0.0,159.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,6,
6,10.0,0.0,9.0,0.0,141.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,7,
7,11.0,0.0,10.0,0.0,177.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,8,
8,12.0,0.0,11.0,0.0,142.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,9,
9,13.0,0.0,12.0,0.0,143.0,0.0,0.0,0.0,1.0,0.0,7.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,10,
10,14.0,0.0,13.0,0.0,150.0,0.0,0.0,0.0,1.0,0.0,11.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,11,
11,15.0,0.0,14.0,0.0,149.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,12,
12,16.0,0.0,15.0,0.0,161.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,13,
13,17.0,0.0,16.0,0.0,161.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,14,
14,18.0,0.0,17.0,0.0,142.0,0.0,0.0,0.0,1.0,0.0,11.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,1,15,
15,25.0,23.0,29.0,27.0,160.0,4.0,0.0,1.0,1.0,19.2,19.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,1,
16,28.0,25.0,32.0,29.0,182.0,4.0,0.0,1.0,1.0,19.2,44.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,2,
17,31.0,27.0,35.0,31.0,184.0,4.0,0.0,1.0,1.0,19.17,20.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,3,
18,34.0,29.0,38.0,33.0,161.0,4.0,0.0,1.0,1.0,19.68,22.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,4,
19,37.0,31.0,41.0,35.0,165.0,4.0,0.0,1.0,1.0,19.65,27.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,5,
20,40.0,33.0,44.0,37.0,167.0,4.0,0.0,1.0,1.0,19.65,29.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,6,
21,43.0,35.0,47.0,39.0,167.0,4.0,0.0,1.0,1.0,19.68,24.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,7,
22,46.0,37.0,50.0,41.0,168.0,4.0,0.0,1.0,1.0,19.65,30.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,8,
23,49.0,39.0,53.0,43.0,177.0,4.0,0.0,1.0,1.0,19.68,39.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,9,
24,52.0,41.0,56.0,45.0,207.0,4.0,0.0,1.0,1.0,19.68,29.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,10,
25,55.0,43.0,59.0,47.0,188.0,4.0,0.0,1.0,1.0,19.68,45.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,11,
26,58.0,45.0,62.0,49.0,177.0,4.0,0.0,1.0,1.0,19.7,39.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,12,
27,61.0,47.0,65.0,51.0,195.0,4.0,0.0,1.0,1.0,20.18,33.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,13,
28,64.0,49.0,68.0,53.0,215.0,4.0,0.0,1.0,1.0,20.66,52.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,14,
29,67.0,51.0,71.0,55.0,179.0,4.0,0.0,1.0,1.0,20.66,37.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,2,15,
30,77.0,59.0,105.0,82.0,228.0,7.0,2.0,1.0,1.0,21.14,76.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,3,1,
31,40.0,40.0,51.0,51.0,187.0,4.0,0.0,1.0,0.0,19.68,49.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,3,2,
32,44.0,44.0,56.0,56.0,195.0,4.0,0.0,1.0,0.0,20.18,38.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,3,3,
33,48.0,48.0,61.0,61.0,192.0,4.0,0.0,1.0,0.0,20.66,47.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,3,4,
34,52.0,52.0,66.0,66.0,186.0,4.0,0.0,1.0,0.0,20.66,41.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,3,5,
35,56.0,56.0,71.0,71.0,196.0,4.0,0.0,1.0,0.0,20.66,56.0,True,new,experiments/results/DP_2_2/rmsprop/58.onnx,DP,3,6,
