,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,6,6,8,8,174,2,0,1,0,17.7,13.0,false,False,new,experiments/results/AT_2_2/testTrainIO/0.onnx,AT,1,1,0.04597701149425287,0
1,7,7,9,9,176,2,0,1,0,17.7,13.0,false,False,new,experiments/results/AT_2_2/testTrainIO/0.onnx,AT,1,2,0.05113636363636364,0
2,11,0,15,0,179,2,0,0,1,0.0,15.0,false,False,new,experiments/results/AT_2_2/testTrainIO/0.onnx,AT,2,1,0.08379888268156424,0
3,26,22,46,36,208,15,0,1,0,20.66,44.0,false,False,new,experiments/results/AT_2_2/testTrainIO/0.onnx,AT,2,2,0.22115384615384615,0
4,6,6,8,8,171,2,0,1,0,17.7,12.0,false,False,new,experiments/results/AT_2_2/testTrainIO/1.onnx,AT,1,1,0.04678362573099415,1
5,7,7,9,9,174,2,0,1,0,18.21,14.0,false,False,new,experiments/results/AT_2_2/testTrainIO/1.onnx,AT,1,2,0.05172413793103448,1
6,11,0,15,0,180,2,0,0,1,0.0,17.0,false,False,new,experiments/results/AT_2_2/testTrainIO/1.onnx,AT,2,1,0.08333333333333333,1
7,26,22,46,36,203,15,0,1,0,20.66,34.0,false,False,new,experiments/results/AT_2_2/testTrainIO/1.onnx,AT,2,2,0.22660098522167488,1
8,6,6,8,8,173,2,0,1,0,17.7,14.0,false,False,new,experiments/results/AT_2_2/testTrainIO/2.onnx,AT,1,1,0.046242774566473986,2
9,7,7,9,9,177,2,0,1,0,17.7,16.0,false,False,new,experiments/results/AT_2_2/testTrainIO/2.onnx,AT,1,2,0.05084745762711865,2
10,11,0,15,0,181,2,0,0,1,0.0,18.0,false,False,new,experiments/results/AT_2_2/testTrainIO/2.onnx,AT,2,1,0.08287292817679558,2
11,26,22,46,36,210,15,0,1,0,20.66,45.0,false,False,new,experiments/results/AT_2_2/testTrainIO/2.onnx,AT,2,2,0.21904761904761905,2
12,6,6,8,8,174,2,0,1,0,17.7,13.0,false,False,new,experiments/results/AT_2_2/testTrainIO/3.onnx,AT,1,1,0.04597701149425287,3
13,7,7,9,9,177,2,0,1,0,17.7,14.0,false,False,new,experiments/results/AT_2_2/testTrainIO/3.onnx,AT,1,2,0.05084745762711865,3
14,11,0,15,0,186,2,0,0,1,0.0,17.0,false,False,new,experiments/results/AT_2_2/testTrainIO/3.onnx,AT,2,1,0.08064516129032258,3
15,26,22,46,36,201,15,0,1,0,20.66,34.0,false,False,new,experiments/results/AT_2_2/testTrainIO/3.onnx,AT,2,2,0.22885572139303484,3
