,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,avg q,idx
0,2.029799699783325,0,1e-05,20,0.1,20,True,10000,True,10000,True,True,0.2649959,0
1,84.54026675224304,50000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-4.378557,1
2,168.112313747406,100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.631086,2
3,253.47426581382751,150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-11.681587,3
4,336.88106632232666,200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-13.520426,4
5,418.45657777786255,250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-15.599509,5
6,501.28601360321045,300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-17.44156,6
7,585.2923209667206,350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-18.087126,7
8,667.5264647006989,400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-19.01375,8
9,749.935448884964,450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-19.57124,9
10,833.4531607627869,500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-19.861814,10
11,917.5983266830444,550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.082542,11
12,1003.5603342056274,600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.49672,12
13,1086.9158644676208,650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-19.83007,13
14,1172.2917850017548,700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.215086,14
15,1257.4225723743439,750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.887596,15
16,1341.5563778877258,800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.533249,16
17,1426.0808432102203,850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.9114,17
18,1511.2392580509186,900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.493744,18
19,1597.3084645271301,950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.968672,19
20,1681.8093073368073,1000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.580782,20
21,1765.6815874576569,1050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.434393,21
22,1850.3430316448212,1100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.726278,22
23,1935.1331386566162,1150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.804235,23
24,2017.539076089859,1200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.618362,24
25,2103.1531603336334,1250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.599283,25
26,2187.0930767059326,1300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.430376,26
27,2272.2348766326904,1350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.280607,27
28,2355.750205516815,1400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.984371,28
29,2439.3044571876526,1450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-20.71283,29
30,2522.3255517482758,1500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.505913,30
31,2605.8185589313507,1550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.51604,31
32,2690.6777527332306,1600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.829002,32
33,2774.3876388072968,1650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.167387,33
34,2857.5777566432953,1700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.651491,34
35,2941.8202464580536,1750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.16623,35
36,3026.452668428421,1800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.48597,36
37,3110.414661884308,1850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.588028,37
38,3196.1050431728363,1900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.399773,38
39,3278.5196113586426,1950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.023365,39
40,3362.6152341365814,2000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.674109,40
41,3445.8501563072205,2050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.019125,41
42,3530.719142436981,2100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.894897,42
43,3615.267855167389,2150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.343575,43
44,3699.404531955719,2200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.431826,44
45,3783.207051515579,2250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.558771,45
46,3868.1263320446014,2300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.251253,46
47,3950.7887201309204,2350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.765966,47
48,4033.406261205673,2400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.184126,48
49,4117.896376609802,2450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.939957,49
50,4200.868001461029,2500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.933243,50
51,4285.904772758484,2550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.335258,51
52,4370.925861597061,2600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.742716,52
53,4457.379217386246,2650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.90463,53
54,4541.206491947174,2700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.71234,54
55,4625.8199808597565,2750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.19582,55
56,4711.786046028137,2800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.282288,56
57,4796.583596229553,2850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.51266,57
58,4881.552121162415,2900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.742867,58
59,4966.196174860001,2950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.61929,59
60,5049.501422405243,3000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.286577,60
61,5133.686993598938,3050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.340076,61
62,5219.3519718647,3100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.677166,62
63,5305.140440225601,3150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.189638,63
64,5389.291893005371,3200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.590515,64
65,5474.100395441055,3250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.72938,65
66,5559.413574934006,3300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.81341,66
67,5645.1481013298035,3350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-25.228218,67
68,5731.597958564758,3400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-24.777575,68
69,5815.934860944748,3450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-24.415325,69
70,5900.387607336044,3500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.644114,70
71,5987.010615825653,3550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.118423,71
72,6072.350339889526,3600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.812511,72
73,6157.678055763245,3650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.555473,73
74,6242.3230085372925,3700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.364002,74
75,6327.701098680496,3750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.860752,75
76,6413.839823007584,3800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-24.288258,76
77,6498.492586374283,3850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.551466,77
78,6583.999125242233,3900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.17968,78
79,6666.338157176971,3950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.29029,79
80,6753.012863397598,4000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.480951,80
81,6836.931371212006,4050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.500109,81
82,6920.253076314926,4100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.619276,82
83,7006.970150470734,4150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-23.153812,83
84,7089.526236772537,4200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.459846,84
85,7173.834196090698,4250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.940619,85
86,7257.258172750473,4300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-22.235514,86
