,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,idx
0,30,15,45,20,189,12,0,1,0,18.18,36.0,new,experiments/results/BW_2_2/labels_2h/0.onnx,BW,2,2,2.029799699783325,0,1e-05,20,0.1,20,True,10000,True,10000,True,True,0
1,37,23,79,40,202,25,0,1,0,21.14,43.0,new,experiments/results/BW_2_2/labels_2h/1.onnx,BW,2,2,84.54026675224304,50000,1e-05,20,0.1,20,True,10000,True,10000,True,True,1
2,37,15,65,20,205,22,0,1,0,21.14,39.0,new,experiments/results/BW_2_2/labels_2h/2.onnx,BW,2,2,168.112313747406,100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,2
3,30,19,49,30,189,1,0,1,0,18.66,33.0,new,experiments/results/BW_2_2/labels_2h/3.onnx,BW,2,2,253.47426581382751,150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,3
4,19,15,26,20,160,4,0,1,0,17.15,21.0,new,experiments/results/BW_2_2/labels_2h/4.onnx,BW,2,2,336.88106632232666,200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,4
5,19,15,26,20,162,4,0,1,0,17.15,18.0,new,experiments/results/BW_2_2/labels_2h/5.onnx,BW,2,2,418.45657777786255,250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,5
6,19,15,26,20,168,4,0,1,0,17.15,20.0,new,experiments/results/BW_2_2/labels_2h/6.onnx,BW,2,2,501.28601360321045,300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,6
7,26,18,50,29,179,24,0,1,0,18.18,28.0,new,experiments/results/BW_2_2/labels_2h/7.onnx,BW,2,2,585.2923209667206,350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,7
8,18,15,25,20,147,3,0,1,0,17.15,16.0,new,experiments/results/BW_2_2/labels_2h/8.onnx,BW,2,2,667.5264647006989,400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,8
9,34,15,71,20,203,35,0,1,0,19.62,41.0,new,experiments/results/BW_2_2/labels_2h/9.onnx,BW,2,2,749.935448884964,450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,9
10,29,15,40,20,197,7,0,1,0,18.18,41.0,new,experiments/results/BW_2_2/labels_2h/10.onnx,BW,2,2,833.4531607627869,500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,10
11,33,15,49,20,183,12,0,2,0,18.66,27.0,new,experiments/results/BW_2_2/labels_2h/11.onnx,BW,2,2,917.5983266830444,550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,11
12,25,15,35,20,151,7,0,1,0,17.63,23.0,new,experiments/results/BW_2_2/labels_2h/12.onnx,BW,2,2,1003.5603342056274,600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,12
13,20,15,28,20,150,6,0,1,0,17.63,24.0,new,experiments/results/BW_2_2/labels_2h/13.onnx,BW,2,2,1086.9158644676208,650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,13
14,25,15,32,20,160,6,0,1,0,17.7,29.0,new,experiments/results/BW_2_2/labels_2h/14.onnx,BW,2,2,1172.2917850017548,700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,14
15,24,15,31,20,191,6,0,2,0,17.63,31.0,new,experiments/results/BW_2_2/labels_2h/15.onnx,BW,2,2,1257.4225723743439,750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,15
16,30,23,61,40,216,28,0,1,0,19.14,34.0,new,experiments/results/BW_2_2/labels_2h/16.onnx,BW,2,2,1341.5563778877258,800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,16
