,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,5977,26,10697,36,6724,1670,0,1,2498,163.49,232.0,new,mock,TL,3,3,0
1,1978,32,3022,46,636,293,0,1,782,47.25,23.0,new,mock,TL,3,3,1
2,3397,11,5359,12,1582,588,0,1,1212,127.3,76.0,new,mock,TL,3,3,2
3,2914,53,4487,79,1154,485,0,1,1113,151.09,43.0,new,mock,TL,3,3,3
4,1699,38,2432,49,411,172,0,1,631,32.27,24.0,new,mock,TL,3,3,4
5,11890,207,25418,392,39123,4878,0,275,6341,329.79,982.0,new,mock,TL,3,3,5
6,5681,50,9851,80,5299,1406,0,1,2275,152.78,202.0,new,mock,TL,3,3,6
7,2002,48,3013,74,654,289,0,1,748,34.16,28.0,new,mock,TL,3,3,7
8,1881,26,2871,37,715,334,0,1,722,63.97,39.0,new,mock,TL,3,3,8
9,4426,84,7356,143,3212,969,0,1,1708,51.41,114.0,new,mock,TL,3,3,9
10,2192,38,3198,51,560,189,0,5,810,120.61,39.0,new,mock,TL,3,3,10
11,1748,20,2519,27,457,189,0,1,638,65.33,24.0,new,mock,TL,3,3,11
12,6404,97,11615,162,8105,1791,0,1,2583,298.54,264.0,new,mock,TL,3,3,12
13,1262,20,1710,27,213,80,0,1,464,75.24,14.0,new,mock,TL,3,3,13
14,1398,18,1987,24,333,124,0,1,557,129.07,21.0,new,mock,TL,3,3,14
15,2569,21,3935,28,946,403,0,1,932,14.58,39.0,new,mock,TL,3,3,15
16,4443,58,7420,84,3131,973,0,1,1748,68.39,105.0,new,mock,TL,3,3,16
17,7032,77,12879,135,9348,2011,0,1,2998,203.12,303.0,new,mock,TL,3,3,17
18,2675,57,4056,88,968,347,0,1,926,130.33,53.0,new,mock,TL,3,3,18
19,3719,32,6131,49,2256,811,0,1,1463,27.55,83.0,new,mock,TL,3,3,19
