,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx
0,12.0,7.0,14.0,8.0,164.0,2.0,0.0,1.0,4.0,17.23,12.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,1,0
1,25.0,17.0,43.0,28.0,161.0,6.0,0.0,1.0,7.0,19.2,26.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,2,0
2,52.0,7.0,99.0,8.0,189.0,14.0,0.0,1.0,15.0,20.18,48.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,3,0
3,80.0,7.0,166.0,8.0,220.0,23.0,0.0,1.0,20.0,22.18,69.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,4,0
4,123.0,7.0,249.0,8.0,261.0,27.0,0.0,1.0,26.0,23.62,101.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,5,0
5,165.0,7.0,333.0,8.0,304.0,25.0,0.0,1.0,31.0,25.62,132.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,6,0
6,221.0,7.0,451.0,8.0,379.0,25.0,0.0,1.0,42.0,28.18,183.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,7,0
7,284.0,7.0,586.0,8.0,408.0,25.0,0.0,1.0,46.0,18.38,210.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,8,0
8,352.0,7.0,741.0,8.0,454.0,28.0,0.0,1.0,55.0,22.56,233.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,9,0
9,441.0,7.0,929.0,8.0,498.0,25.0,0.0,1.0,74.0,31.53,285.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,10,0
10,519.0,7.0,1109.0,8.0,556.0,31.0,0.0,1.0,58.0,39.41,334.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,11,0
11,614.0,7.0,1302.0,8.0,616.0,33.0,0.0,1.0,99.0,43.48,355.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,12,0
12,710.0,7.0,1489.0,8.0,819.0,34.0,0.0,1.0,109.0,52.51,535.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,13,0
13,839.0,7.0,1820.0,8.0,805.0,35.0,0.0,1.0,104.0,76.57,510.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,14,0
14,939.0,7.0,2024.0,8.0,894.0,37.0,0.0,1.0,106.0,82.59,599.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,1,15,0
15,36.0,13.0,45.0,16.0,160.0,4.0,0.0,1.0,13.0,19.2,24.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,2,1,0
16,212.0,23.0,437.0,37.0,362.0,21.0,0.0,1.0,80.0,9.21,150.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,2,2,0
17,734.0,9.0,1651.0,10.0,924.0,80.0,0.0,1.0,235.0,85.45,580.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,2,3,0
18,1847.0,9.0,4489.0,10.0,1873.0,102.0,0.0,1.0,532.0,82.65,1178.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,2,4,0
19,,,,,,,,,,,,False,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,2,5,0
20,124.0,11.0,197.0,12.0,240.0,14.0,0.0,1.0,49.0,23.14,84.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,3,1,0
21,1569.0,25.0,3670.0,34.0,1624.0,158.0,0.0,1.0,682.0,73.86,905.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,3,2,0
22,,,,,,,,,,,,False,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,3,3,0
23,409.0,13.0,752.0,14.0,464.0,49.0,0.0,1.0,171.0,36.36,225.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,4,1,0
24,,,,,,,,,,,,False,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,4,2,0
25,1319.0,15.0,2766.0,16.0,1385.0,173.0,0.0,1.0,642.0,153.62,750.0,True,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,5,1,0
26,,,,,,,,,,,,False,new,experiments/results/TL_2_2/no_TB/0.onnx,TL,6,1,0
27,8.0,7.0,9.0,8.0,142.0,2.0,0.0,1.0,1.0,17.26,8.0,True,new,experiments/results/TL_2_2/no_TB/1.onnx,TL,1,1,1
28,9.0,7.0,11.0,8.0,169.0,2.0,0.0,1.0,0.0,18.72,12.0,True,new,experiments/results/TL_2_2/no_TB/1.onnx,TL,1,2,1
29,9.0,7.0,11.0,8.0,143.0,2.0,0.0,1.0,0.0,18.72,9.0,True,new,experiments/results/TL_2_2/no_TB/1.onnx,TL,1,3,1
30,9.0,7.0,11.0,8.0,143.0,2.0,0.0,1.0,0.0,18.72,12.0,True,new,experiments/results/TL_2_2/no_TB/1.onnx,TL,1,4,1
