,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,6.0,6.0,8.0,8.0,145.0,2.0,0.0,2.0,0.0,16.18,6.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,1,0
1,7.0,6.0,10.0,8.0,126.0,2.0,0.0,2.0,0.0,16.18,7.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,2,0
2,8.0,6.0,12.0,8.0,134.0,3.0,0.0,2.0,0.0,16.18,11.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,3,0
3,9.0,6.0,14.0,8.0,162.0,3.0,0.0,2.0,0.0,16.68,13.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,4,0
4,10.0,6.0,16.0,8.0,155.0,4.0,0.0,2.0,0.0,16.66,11.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,5,0
5,11.0,6.0,18.0,8.0,175.0,4.0,0.0,2.0,0.0,17.14,13.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,6,0
6,12.0,6.0,20.0,8.0,147.0,5.0,0.0,2.0,0.0,17.2,15.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,7,0
7,13.0,6.0,22.0,8.0,150.0,5.0,0.0,2.0,0.0,17.62,12.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,8,0
8,14.0,6.0,24.0,8.0,160.0,6.0,0.0,2.0,0.0,17.62,20.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,9,0
9,15.0,6.0,26.0,8.0,166.0,6.0,0.0,2.0,0.0,18.18,20.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,10,0
10,16.0,6.0,28.0,8.0,171.0,7.0,0.0,2.0,0.0,18.66,25.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,11,0
11,17.0,6.0,30.0,8.0,183.0,7.0,0.0,2.0,0.0,19.14,31.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,12,0
12,18.0,6.0,32.0,8.0,185.0,8.0,0.0,2.0,0.0,19.62,21.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,13,0
13,19.0,6.0,34.0,8.0,199.0,8.0,0.0,2.0,0.0,20.18,24.0,new,experiments/results/AT_2_2/5mill_SL20/0.onnx,AT,1,14,0
