,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,306,131,610,220,477,78,0,1,153,69.92,103.0,new,experiments/results/AT_2_2/ra_feature2_target/0.onnx,AT,3,3,0.005355358123779297,0,1e-05,20,0.1,15,True,0
1,240,121,466,216,500,182,0,1,65,70.91,110.0,new,experiments/results/AT_2_2/ra_feature2_target/5.onnx,AT,3,3,628.0338551998138,250000,1e-05,20,0.1,15,True,5
2,327,148,625,274,654,243,0,1,108,129.91,163.0,new,experiments/results/AT_2_2/ra_feature2_target/10.onnx,AT,3,3,1257.021650314331,500000,1e-05,20,0.1,15,True,10
3,229,97,411,157,382,125,0,1,82,45.94,57.0,new,experiments/results/AT_2_2/ra_feature2_target/15.onnx,AT,3,3,1932.3529608249664,750000,1e-05,20,0.1,15,True,15
4,303,168,601,318,644,187,0,10,124,102.89,183.0,new,experiments/results/AT_2_2/ra_feature2_target/20.onnx,AT,3,3,2546.9987185001373,1000000,1e-05,20,0.1,15,True,20
5,313,151,626,271,588,126,0,1,136,82.91,140.0,new,experiments/results/AT_2_2/ra_feature2_target/25.onnx,AT,3,3,3265.3817207813263,1250000,1e-05,20,0.1,15,True,25
6,206,127,391,201,461,87,0,6,28,52.88,132.0,new,experiments/results/AT_2_2/ra_feature2_target/30.onnx,AT,3,3,3999.9579932689667,1500000,1e-05,20,0.1,15,True,30
7,296,120,516,183,474,90,0,2,138,59.89,118.0,new,experiments/results/AT_2_2/ra_feature2_target/35.onnx,AT,3,3,4686.086732149124,1750000,1e-05,20,0.1,15,True,35
8,324,141,577,231,670,105,0,1,131,86.9,214.0,new,experiments/results/AT_2_2/ra_feature2_target/40.onnx,AT,3,3,5391.9857614040375,2000000,1e-05,20,0.1,15,True,40
9,327,157,608,273,620,130,0,1,168,86.91,129.0,new,experiments/results/AT_2_2/ra_feature2_target/45.onnx,AT,3,3,6144.579458236694,2250000,1e-05,20,0.1,15,True,45
10,326,147,605,253,467,24,0,1,142,61.89,124.0,new,experiments/results/AT_2_2/ra_feature2_target/50.onnx,AT,3,3,6882.826769828796,2500000,1e-05,20,0.1,15,True,50
