,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,6.0,6.0,8.0,8.0,173.0,2.0,0.0,1.0,0.0,12.03,10.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,1,
1,7.0,6.0,10.0,8.0,160.0,2.0,0.0,1.0,0.0,13.02,9.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,2,
2,8.0,6.0,12.0,8.0,178.0,2.0,0.0,1.0,0.0,13.55,13.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,3,
3,9.0,6.0,14.0,8.0,192.0,2.0,0.0,1.0,0.0,14.51,13.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,4,
4,10.0,6.0,16.0,8.0,181.0,2.0,0.0,1.0,0.0,14.99,14.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,5,
5,11.0,6.0,18.0,8.0,182.0,2.0,0.0,1.0,0.0,14.99,14.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,6,
6,12.0,6.0,20.0,8.0,183.0,2.0,0.0,1.0,0.0,14.99,15.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,7,
7,13.0,6.0,22.0,8.0,185.0,2.0,0.0,1.0,0.0,14.99,19.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,8,
8,14.0,6.0,24.0,8.0,166.0,2.0,0.0,1.0,0.0,15.5,15.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,9,
9,15.0,6.0,26.0,8.0,188.0,2.0,0.0,1.0,0.0,15.5,19.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,10,
10,16.0,6.0,28.0,8.0,185.0,2.0,0.0,1.0,0.0,15.53,18.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,11,
11,17.0,6.0,30.0,8.0,192.0,2.0,0.0,1.0,0.0,15.53,22.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,12,
12,18.0,6.0,32.0,8.0,187.0,2.0,0.0,1.0,0.0,16.0,19.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,13,
13,19.0,6.0,34.0,8.0,173.0,2.0,0.0,1.0,0.0,16.0,22.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,14,
14,20.0,6.0,36.0,8.0,193.0,2.0,0.0,1.0,0.0,15.47,26.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,1,15,
15,15.0,0.0,15.0,0.0,183.0,0.0,0.0,0.0,1.0,0.0,17.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,1,
16,31.0,23.0,55.0,33.0,188.0,6.0,0.0,1.0,0.0,15.47,31.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,2,
17,43.0,23.0,87.0,33.0,229.0,8.0,0.0,1.0,0.0,16.48,48.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,3,
18,57.0,23.0,127.0,33.0,240.0,8.0,0.0,1.0,0.0,17.44,59.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,4,
19,73.0,25.0,176.0,39.0,251.0,16.0,0.0,1.0,0.0,18.96,71.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,5,
20,91.0,23.0,231.0,33.0,276.0,8.0,0.0,1.0,0.0,19.44,85.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,6,
21,111.0,25.0,296.0,39.0,285.0,19.0,0.0,1.0,0.0,22.48,95.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,7,
22,133.0,25.0,368.0,39.0,294.0,14.0,0.0,1.0,0.0,23.44,109.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,8,
23,157.0,25.0,448.0,39.0,344.0,15.0,0.0,1.0,0.0,25.92,130.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,9,
24,183.0,23.0,535.0,33.0,331.0,8.0,0.0,1.0,0.0,26.48,119.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,10,
25,211.0,23.0,631.0,33.0,374.0,8.0,0.0,1.0,0.0,8.21,148.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,11,
26,241.0,25.0,736.0,39.0,381.0,18.0,0.0,1.0,0.0,19.45,145.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,12,
27,273.0,25.0,848.0,39.0,461.0,31.0,0.0,1.0,0.0,33.43,204.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,13,
28,307.0,23.0,967.0,33.0,492.0,8.0,0.0,1.0,0.0,24.5,243.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,14,
29,343.0,25.0,1096.0,39.0,563.0,35.0,0.0,1.0,0.0,49.56,262.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,2,15,
30,10.0,0.0,9.0,0.0,189.0,0.0,0.0,0.0,1.0,0.0,24.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,3,1,
31,81.0,0.0,119.0,0.0,238.0,0.0,0.0,0.0,3.0,0.0,66.0,True,new,experiments/results/AT_2_2/focused_4/0.onnx,AT,3,2,
