,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,2574,653,6379,1516,16756,2168,131,1,459,372.12,3472.0,new,experiments/results/DP_2_2/ra_feature2_target/0.onnx,DP,3,3,0.003398418426513672,0,1e-05,20,0.1,15,True,0
1,173,40,193,48,307,4,0,14,0,17.73,72.0,new,experiments/results/DP_2_2/ra_feature2_target/5.onnx,DP,3,3,420.68217158317566,250000,1e-05,20,0.1,15,True,5
2,893,151,1420,290,1803,337,2,1,3,111.7,1180.0,new,experiments/results/DP_2_2/ra_feature2_target/10.onnx,DP,3,3,842.5484285354614,500000,1e-05,20,0.1,15,True,10
3,687,310,1466,731,1375,552,4,5,0,81.68,600.0,new,experiments/results/DP_2_2/ra_feature2_target/15.onnx,DP,3,3,1260.089807510376,750000,1e-05,20,0.1,15,True,15
4,2057,67,3108,110,5141,391,0,3,14,185.42,3972.0,new,experiments/results/DP_2_2/ra_feature2_target/20.onnx,DP,3,3,1619.110109090805,1000000,1e-05,20,0.1,15,True,20
5,416,213,806,455,835,131,1,154,0,148.69,378.0,new,experiments/results/DP_2_2/ra_feature2_target/25.onnx,DP,3,3,2007.7021188735962,1250000,1e-05,20,0.1,15,True,25
6,379,84,678,136,972,203,0,5,4,150.75,391.0,new,experiments/results/DP_2_2/ra_feature2_target/30.onnx,DP,3,3,2435.491662502289,1500000,1e-05,20,0.1,15,True,30
7,2429,285,4628,573,9997,1192,25,1,9,242.35,7135.0,new,experiments/results/DP_2_2/ra_feature2_target/35.onnx,DP,3,3,2807.5225789546967,1750000,1e-05,20,0.1,15,True,35
8,2049,291,4367,570,8796,1409,10,1,90,328.21,4892.0,new,experiments/results/DP_2_2/ra_feature2_target/40.onnx,DP,3,3,3166.9515964984894,2000000,1e-05,20,0.1,15,True,40
9,2795,715,6735,1718,13615,2321,1,155,402,344.53,6092.0,new,experiments/results/DP_2_2/ra_feature2_target/45.onnx,DP,3,3,3547.913331747055,2250000,1e-05,20,0.1,15,True,45
10,1169,153,2125,292,2705,525,1,4,0,73.37,1768.0,new,experiments/results/DP_2_2/ra_feature2_target/50.onnx,DP,3,3,3939.7895078659058,2500000,1e-05,20,0.1,15,True,50
11,2531,571,6118,1386,14395,2342,2,5,68,343.79,6494.0,new,experiments/results/DP_2_2/ra_feature2_target/55.onnx,DP,3,3,4328.251727581024,2750000,1e-05,20,0.1,15,True,55
12,2782,696,6892,1714,14121,2320,11,170,53,162.7,7569.0,new,experiments/results/DP_2_2/ra_feature2_target/60.onnx,DP,3,3,4739.540354967117,3000000,1e-05,20,0.1,15,True,60
13,2818,720,7235,1748,15585,2424,8,72,155,361.33,7674.0,new,experiments/results/DP_2_2/ra_feature2_target/65.onnx,DP,3,3,5106.380466461182,3250000,1e-05,20,0.1,15,True,65
14,2829,2081,7270,5094,19602,2684,0,52,225,128.68,11144.0,new,experiments/results/DP_2_2/ra_feature2_target/70.onnx,DP,3,3,5418.006266593933,3500000,1e-05,20,0.1,15,True,70
15,1318,127,2080,225,2919,134,7,55,0,37.93,2328.0,new,experiments/results/DP_2_2/ra_feature2_target/75.onnx,DP,3,3,5730.048829317093,3750000,1e-05,20,0.1,15,True,75
16,2797,1645,7046,4032,14079,2777,0,44,142,417.58,6343.0,new,experiments/results/DP_2_2/ra_feature2_target/80.onnx,DP,3,3,6041.668900489807,4000000,1e-05,20,0.1,15,True,80
17,2831,1425,6926,3488,17552,2427,0,51,318,140.39,9024.0,new,experiments/results/DP_2_2/ra_feature2_target/85.onnx,DP,3,3,6354.184751987457,4250000,1e-05,20,0.1,15,True,85
18,843,120,1547,204,1729,343,0,5,0,14.02,1025.0,new,experiments/results/DP_2_2/ra_feature2_target/90.onnx,DP,3,3,6666.458350658417,4500000,1e-05,20,0.1,15,True,90
19,2804,2259,7334,5636,14138,2960,3,35,161,268.01,5290.0,new,experiments/results/DP_2_2/ra_feature2_target/95.onnx,DP,3,3,6980.50580406189,4750000,1e-05,20,0.1,15,True,95
