,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms
0,26,17,33,21,243,5,1,1,2,15.5,42.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,1,0.13580246913580246
1,50,29,68,37,257,8,8,1,0,16.48,72.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,2,0.26459143968871596
2,86,53,120,69,291,18,14,1,2,19.44,88.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,3,0.41237113402061853
3,171,77,269,102,427,32,55,1,5,21.79,122.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,4,0.629976580796253
4,238,105,388,141,828,33,103,1,5,36.95,409.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,5,0.46859903381642515
5,275,137,455,186,620,57,93,1,1,53.05,228.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,6,0.7338709677419355
6,465,173,774,237,865,83,141,31,7,153.21,279.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,7,0.8947976878612717
7,752,207,1198,282,1437,157,189,31,10,138.17,529.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,8,0.8336812804453723
8,690,241,1194,331,1502,158,198,76,10,134.7,406.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,9,0.7949400798934754
9,782,297,1368,411,1748,95,440,1,10,137.49,443.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,10,0.782608695652174
10,955,289,1681,389,2518,148,432,60,13,90.0,454.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,11,0.6675933280381255
11,1199,299,1997,408,2733,230,446,32,16,48.49,566.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,12,0.7306988657153312
12,1210,373,2130,515,2847,163,615,47,8,115.49,564.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,13,0.7481559536354057
13,1467,522,2622,724,5476,290,592,98,15,169.36,679.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,14,0.4788166544923302
14,2042,533,3629,739,7131,408,789,221,29,117.86,805.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,15,0.5089047819380171
15,162,75,248,132,601,41,2,1,29,26.48,296.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,1,0.41264559068219636
16,784,221,1314,413,1228,134,86,1,225,10.69,548.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,2,1.0700325732899023
17,2466,460,4510,886,4246,275,527,1,703,121.23,1924.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,3,1.0621761658031088
18,5878,806,11646,1583,18836,483,1984,1,1509,306.86,6983.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,4,0.6182841367593969
19,7103,0,15001,0,32764,0,3656,0,1308,0.0,14638.0,true,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,5,0.45785007935539007
20,987,355,2037,922,1852,517,6,1,167,110.56,782.0,false,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,3,1,1.099892008639309
21,7817,0,15001,0,43522,2034,288,0,2423,0.0,22868.0,true,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,3,2,0.3446762556867791
22,5902,0,15001,0,37471,2908,18,0,859,0.0,14895.0,true,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,4,1,0.40033626004109846
