,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,avg q,idx
0,0.8851678371429443,0,1e-05,20,0.1,15,False,10000,True,1.0729262,0
1,20.96185827255249,10000,1e-05,20,0.1,15,False,10000,True,-4.043666,1
2,41.455621004104614,20000,1e-05,20,0.1,15,False,10000,True,-23.399546,2
3,62.14104771614075,30000,1e-05,20,0.1,15,False,10000,True,-46.47424,3
4,82.77884411811829,40000,1e-05,20,0.1,15,False,10000,True,-0.16047814,4
5,102.80246591567993,50000,1e-05,20,0.1,15,False,10000,True,-3.8271341,5
6,122.32991576194763,60000,1e-05,20,0.1,15,False,10000,True,-20.716433,6
7,142.69505333900452,70000,1e-05,20,0.1,15,False,10000,True,-31.022856,7
8,163.29110479354858,80000,1e-05,20,0.1,15,False,10000,True,-62.31108,8
9,183.4915735721588,90000,1e-05,20,0.1,15,False,10000,True,-46.832935,9
10,204.05126667022705,100000,1e-05,20,0.1,15,False,10000,True,-73.248436,10
11,224.40532970428467,110000,1e-05,20,0.1,15,False,10000,True,-14.239861,11
12,244.13331961631775,120000,1e-05,20,0.1,15,False,10000,True,-36.75699,12
13,264.1498203277588,130000,1e-05,20,0.1,15,False,10000,True,-50.84389,13
14,283.7824218273163,140000,1e-05,20,0.1,15,False,10000,True,-16.256664,14
15,303.5556764602661,150000,1e-05,20,0.1,15,False,10000,True,-26.644588,15
16,323.45887303352356,160000,1e-05,20,0.1,15,False,10000,True,-59.114014,16
17,343.5204825401306,170000,1e-05,20,0.1,15,False,10000,True,2.0136828,17
18,363.1572620868683,180000,1e-05,20,0.1,15,False,10000,True,-2.6595464,18
19,382.66020250320435,190000,1e-05,20,0.1,15,False,10000,True,-18.925276,19
20,402.80025696754456,200000,1e-05,20,0.1,15,False,10000,True,-35.56228,20
21,423.052273273468,210000,1e-05,20,0.1,15,False,10000,True,-4.2435274,21
22,442.71487760543823,220000,1e-05,20,0.1,15,False,10000,True,-8.163348,22
23,462.4386582374573,230000,1e-05,20,0.1,15,False,10000,True,-24.024258,23
24,482.3471210002899,240000,1e-05,20,0.1,15,False,10000,True,-34.742058,24
25,502.58200335502625,250000,1e-05,20,0.1,15,False,10000,True,-69.460335,25
26,522.6080386638641,260000,1e-05,20,0.1,15,False,10000,True,-17.771004,26
27,542.6716637611389,270000,1e-05,20,0.1,15,False,10000,True,-46.144005,27
28,562.994726896286,280000,1e-05,20,0.1,15,False,10000,True,-56.181957,28
29,583.147253036499,290000,1e-05,20,0.1,15,False,10000,True,-72.10055,29
30,603.5238838195801,300000,1e-05,20,0.1,15,False,10000,True,-51.4851,30
31,623.5202960968018,310000,1e-05,20,0.1,15,False,10000,True,-50.608364,31
32,643.68696808815,320000,1e-05,20,0.1,15,False,10000,True,-77.35427,32
33,663.7691349983215,330000,1e-05,20,0.1,15,False,10000,True,-87.25047,33
34,683.8295648097992,340000,1e-05,20,0.1,15,False,10000,True,-87.36942,34
35,703.7293608188629,350000,1e-05,20,0.1,15,False,10000,True,-123.30641,35
36,723.7073981761932,360000,1e-05,20,0.1,15,False,10000,True,-106.12416,36
37,743.5630514621735,370000,1e-05,20,0.1,15,False,10000,True,-104.06985,37
38,763.2643809318542,380000,1e-05,20,0.1,15,False,10000,True,-28.693266,38
39,782.7654895782471,390000,1e-05,20,0.1,15,False,10000,True,-3.391662,39
40,802.3111622333527,400000,1e-05,20,0.1,15,False,10000,True,-4.442154,40
41,821.9090502262115,410000,1e-05,20,0.1,15,False,10000,True,-9.574163,41
42,841.317440032959,420000,1e-05,20,0.1,15,False,10000,True,-26.529106,42
43,861.2375159263611,430000,1e-05,20,0.1,15,False,10000,True,-40.543163,43
44,881.4724082946777,440000,1e-05,20,0.1,15,False,10000,True,-17.689249,44
45,901.6253666877747,450000,1e-05,20,0.1,15,False,10000,True,-18.327894,45
46,921.4823026657104,460000,1e-05,20,0.1,15,False,10000,True,-38.35643,46
47,941.2662832736969,470000,1e-05,20,0.1,15,False,10000,True,-47.804974,47
48,961.2768769264221,480000,1e-05,20,0.1,15,False,10000,True,-79.31462,48
49,981.0360949039459,490000,1e-05,20,0.1,15,False,10000,True,-33.753872,49
50,1000.8323457241058,500000,1e-05,20,0.1,15,False,10000,True,-38.69856,50
51,1020.6207945346832,510000,1e-05,20,0.1,15,False,10000,True,-66.01248,51
52,1040.5818409919739,520000,1e-05,20,0.1,15,False,10000,True,-85.732834,52
53,1060.2880947589874,530000,1e-05,20,0.1,15,False,10000,True,-50.935158,53
54,1080.1096320152283,540000,1e-05,20,0.1,15,False,10000,True,-54.9349,54
55,1100.0050740242004,550000,1e-05,20,0.1,15,False,10000,True,-74.67238,55
56,1119.8032779693604,560000,1e-05,20,0.1,15,False,10000,True,-58.676807,56
57,1139.517644405365,570000,1e-05,20,0.1,15,False,10000,True,-71.98255,57
58,1159.2506260871887,580000,1e-05,20,0.1,15,False,10000,True,-29.140339,58
59,1178.683527469635,590000,1e-05,20,0.1,15,False,10000,True,-28.443106,59
60,1198.5476138591766,600000,1e-05,20,0.1,15,False,10000,True,-30.473675,60
61,1218.7038626670837,610000,1e-05,20,0.1,15,False,10000,True,-76.36552,61
62,1238.6384172439575,620000,1e-05,20,0.1,15,False,10000,True,-5.6647115,62
63,1258.0316786766052,630000,1e-05,20,0.1,15,False,10000,True,-16.428743,63
64,1277.9312648773193,640000,1e-05,20,0.1,15,False,10000,True,-30.743162,64
65,1298.0261855125427,650000,1e-05,20,0.1,15,False,10000,True,-59.4976,65
66,1317.7739601135254,660000,1e-05,20,0.1,15,False,10000,True,-5.8223724,66
67,1337.0857889652252,670000,1e-05,20,0.1,15,False,10000,True,-19.310514,67
68,1357.002980709076,680000,1e-05,20,0.1,15,False,10000,True,-36.21327,68
69,1377.0417914390564,690000,1e-05,20,0.1,15,False,10000,True,-64.19993,69
70,1396.8681497573853,700000,1e-05,20,0.1,15,False,10000,True,-6.4071255,70
71,1416.2419228553772,710000,1e-05,20,0.1,15,False,10000,True,-17.25859,71
72,1436.1031847000122,720000,1e-05,20,0.1,15,False,10000,True,-33.925976,72
73,1456.207225561142,730000,1e-05,20,0.1,15,False,10000,True,-63.37097,73
74,1475.9757487773895,740000,1e-05,20,0.1,15,False,10000,True,-6.6211534,74
75,1495.374382019043,750000,1e-05,20,0.1,15,False,10000,True,-15.544395,75
76,1515.309826850891,760000,1e-05,20,0.1,15,False,10000,True,-32.76672,76
77,1535.3086087703705,770000,1e-05,20,0.1,15,False,10000,True,-59.562004,77
78,1555.3603694438934,780000,1e-05,20,0.1,15,False,10000,True,-66.80723,78
79,1575.5463111400604,790000,1e-05,20,0.1,15,False,10000,True,-61.851334,79
80,1595.2388935089111,800000,1e-05,20,0.1,15,False,10000,True,-43.46892,80
81,1615.057681798935,810000,1e-05,20,0.1,15,False,10000,True,-63.565723,81
82,1635.2478280067444,820000,1e-05,20,0.1,15,False,10000,True,-91.27174,82
83,1655.5100347995758,830000,1e-05,20,0.1,15,False,10000,True,-113.54274,83
84,1675.2090275287628,840000,1e-05,20,0.1,15,False,10000,True,-6.9350157,84
85,1694.7193899154663,850000,1e-05,20,0.1,15,False,10000,True,-7.9849997,85
86,1714.2088737487793,860000,1e-05,20,0.1,15,False,10000,True,-8.774997,86
87,1733.7049481868744,870000,1e-05,20,0.1,15,False,10000,True,-10.515368,87
88,1753.6073956489563,880000,1e-05,20,0.1,15,False,10000,True,-23.515984,88
89,1773.764652967453,890000,1e-05,20,0.1,15,False,10000,True,-50.46708,89
90,1793.5512642860413,900000,1e-05,20,0.1,15,False,10000,True,-12.431558,90
91,1813.1232142448425,910000,1e-05,20,0.1,15,False,10000,True,-26.573828,91
92,1833.2759091854095,920000,1e-05,20,0.1,15,False,10000,True,-52.77518,92
93,1853.333572626114,930000,1e-05,20,0.1,15,False,10000,True,-94.24315,93
94,1873.0162959098816,940000,1e-05,20,0.1,15,False,10000,True,-11.56169,94
95,1892.7360508441925,950000,1e-05,20,0.1,15,False,10000,True,-17.171108,95
96,1912.5206532478333,960000,1e-05,20,0.1,15,False,10000,True,-31.278383,96
97,1932.5575001239777,970000,1e-05,20,0.1,15,False,10000,True,-40.099426,97
98,1953.0470988750458,980000,1e-05,20,0.1,15,False,10000,True,-68.96207,98
99,1973.2113728523254,990000,1e-05,20,0.1,15,False,10000,True,-23.90485,99
100,1993.4110074043274,1000000,1e-05,20,0.1,15,False,10000,True,-24.554888,100
