,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,idx
0,1083,135,3217,192,3078,393,0,1,14,177.99,1865.0,new,experiments/results/TA_2_2/B_1mill/0.onnx,TA,3,3,0.8851678371429443,0,1e-05,20,0.1,15,False,10000,True,0
1,1083,479,3113,1069,4354,272,0,1,66,116.24,3154.0,new,experiments/results/TA_2_2/B_1mill/1.onnx,TA,3,3,20.96185827255249,10000,1e-05,20,0.1,15,False,10000,True,1
2,1083,182,3113,294,4996,429,0,1,71,272.45,3705.0,new,experiments/results/TA_2_2/B_1mill/2.onnx,TA,3,3,41.455621004104614,20000,1e-05,20,0.1,15,False,10000,True,2
3,1083,364,3198,765,5995,622,0,1,74,164.4,4115.0,new,experiments/results/TA_2_2/B_1mill/3.onnx,TA,3,3,62.14104771614075,30000,1e-05,20,0.1,15,False,10000,True,3
4,1069,476,3207,1087,3020,1370,0,1,140,120.21,689.0,new,experiments/results/TA_2_2/B_1mill/4.onnx,TA,3,3,82.77884411811829,40000,1e-05,20,0.1,15,False,10000,True,4
5,1083,529,3341,1225,2909,921,0,1,90,21.96,738.0,new,experiments/results/TA_2_2/B_1mill/5.onnx,TA,3,3,102.80246591567993,50000,1e-05,20,0.1,15,False,10000,True,5
6,1083,524,3175,1215,3454,114,0,1,68,128.84,2576.0,new,experiments/results/TA_2_2/B_1mill/6.onnx,TA,3,3,122.32991576194763,60000,1e-05,20,0.1,15,False,10000,True,6
7,1083,217,2930,360,4527,1188,0,1,24,26.35,2498.0,new,experiments/results/TA_2_2/B_1mill/7.onnx,TA,3,3,142.69505333900452,70000,1e-05,20,0.1,15,False,10000,True,7
8,1083,271,3205,482,5169,1122,0,1,14,240.47,3083.0,new,experiments/results/TA_2_2/B_1mill/8.onnx,TA,3,3,163.29110479354858,80000,1e-05,20,0.1,15,False,10000,True,8
9,1083,482,3124,1075,5618,1184,0,1,137,263.23,3417.0,new,experiments/results/TA_2_2/B_1mill/9.onnx,TA,3,3,183.4915735721588,90000,1e-05,20,0.1,15,False,10000,True,9
10,1083,368,3282,746,5111,1249,0,1,36,234.84,2862.0,new,experiments/results/TA_2_2/B_1mill/10.onnx,TA,3,3,204.05126667022705,100000,1e-05,20,0.1,15,False,10000,True,10
11,1083,527,3269,1220,3498,1108,0,1,129,89.35,1272.0,new,experiments/results/TA_2_2/B_1mill/11.onnx,TA,3,3,224.40532970428467,110000,1e-05,20,0.1,15,False,10000,True,11
12,1079,297,3000,543,4637,855,0,1,39,181.39,2572.0,new,experiments/results/TA_2_2/B_1mill/12.onnx,TA,3,3,244.13331961631775,120000,1e-05,20,0.1,15,False,10000,True,12
13,1083,522,3317,1212,2883,1569,0,1,126,57.82,818.0,new,experiments/results/TA_2_2/B_1mill/13.onnx,TA,3,3,264.1498203277588,130000,1e-05,20,0.1,15,False,10000,True,13
14,1083,524,3340,1215,2390,1,0,1,142,95.5,1703.0,new,experiments/results/TA_2_2/B_1mill/14.onnx,TA,3,3,283.7824218273163,140000,1e-05,20,0.1,15,False,10000,True,14
