,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,17,15,20,18,220,4,0,1,2,18.18,21.0,false,False,new,experiments/results/TA_2_2/testTrainIO/0.onnx,TA,1,1,0.09090909090909091,0
1,19,17,23,21,219,4,0,1,2,18.69,20.0,false,False,new,experiments/results/TA_2_2/testTrainIO/0.onnx,TA,1,2,0.1050228310502283,0
2,120,48,225,64,356,44,0,1,28,15.29,106.0,false,False,new,experiments/results/TA_2_2/testTrainIO/0.onnx,TA,2,1,0.6320224719101124,0
3,140,54,268,73,394,46,0,1,33,19.35,159.0,false,False,new,experiments/results/TA_2_2/testTrainIO/0.onnx,TA,2,2,0.6802030456852792,0
4,17,15,20,18,219,4,0,1,2,18.18,19.0,false,False,new,experiments/results/TA_2_2/testTrainIO/1.onnx,TA,1,1,0.091324200913242,1
5,19,17,23,21,220,4,0,1,2,18.69,19.0,false,False,new,experiments/results/TA_2_2/testTrainIO/1.onnx,TA,1,2,0.10454545454545454,1
6,120,48,225,64,389,44,0,1,28,13.25,140.0,false,False,new,experiments/results/TA_2_2/testTrainIO/1.onnx,TA,2,1,0.5784061696658098,1
7,140,54,268,73,414,46,0,1,33,20.38,156.0,false,False,new,experiments/results/TA_2_2/testTrainIO/1.onnx,TA,2,2,0.6473429951690821,1
8,17,15,20,18,213,4,0,1,2,18.18,21.0,false,False,new,experiments/results/TA_2_2/testTrainIO/2.onnx,TA,1,1,0.09389671361502347,2
9,19,17,23,21,234,4,0,1,2,19.2,42.0,false,False,new,experiments/results/TA_2_2/testTrainIO/2.onnx,TA,1,2,0.09829059829059829,2
10,120,48,225,64,434,44,0,1,28,12.28,168.0,false,False,new,experiments/results/TA_2_2/testTrainIO/2.onnx,TA,2,1,0.5184331797235023,2
11,140,54,268,73,525,46,0,1,33,20.37,239.0,false,False,new,experiments/results/TA_2_2/testTrainIO/2.onnx,TA,2,2,0.5104761904761905,2
12,17,15,20,18,234,4,0,1,2,18.69,27.0,false,False,new,experiments/results/TA_2_2/testTrainIO/3.onnx,TA,1,1,0.08547008547008547,3
13,19,17,23,21,252,4,0,1,2,19.2,28.0,false,False,new,experiments/results/TA_2_2/testTrainIO/3.onnx,TA,1,2,0.09126984126984126,3
14,120,48,226,64,413,45,0,1,28,15.25,156.0,false,False,new,experiments/results/TA_2_2/testTrainIO/3.onnx,TA,2,1,0.5472154963680388,3
15,140,54,266,73,400,46,0,1,33,19.38,139.0,false,False,new,experiments/results/TA_2_2/testTrainIO/3.onnx,TA,2,2,0.665,3
16,17,15,20,18,208,4,0,1,2,18.18,19.0,false,False,new,experiments/results/TA_2_2/testTrainIO/4.onnx,TA,1,1,0.09615384615384616,4
17,19,17,23,21,213,4,0,1,2,19.2,23.0,false,False,new,experiments/results/TA_2_2/testTrainIO/4.onnx,TA,1,2,0.107981220657277,4
18,120,48,226,64,366,46,0,1,28,16.25,127.0,false,False,new,experiments/results/TA_2_2/testTrainIO/4.onnx,TA,2,1,0.6174863387978142,4
19,140,54,267,73,368,48,0,1,32,20.37,127.0,false,False,new,experiments/results/TA_2_2/testTrainIO/4.onnx,TA,2,2,0.7255434782608695,4
20,17,15,20,18,212,4,0,1,2,18.18,21.0,false,False,new,experiments/results/TA_2_2/testTrainIO/5.onnx,TA,1,1,0.09433962264150944,5
21,19,17,23,21,217,4,0,1,2,19.2,24.0,false,False,new,experiments/results/TA_2_2/testTrainIO/5.onnx,TA,1,2,0.10599078341013825,5
22,120,48,226,64,413,46,0,1,28,15.25,148.0,false,False,new,experiments/results/TA_2_2/testTrainIO/5.onnx,TA,2,1,0.5472154963680388,5
23,140,54,267,73,382,48,0,1,32,20.32,150.0,false,False,new,experiments/results/TA_2_2/testTrainIO/5.onnx,TA,2,2,0.6989528795811518,5
24,17,15,20,18,202,4,0,1,2,18.18,17.0,false,False,new,experiments/results/TA_2_2/testTrainIO/6.onnx,TA,1,1,0.09900990099009901,6
25,19,17,23,21,226,4,0,1,2,18.69,21.0,false,False,new,experiments/results/TA_2_2/testTrainIO/6.onnx,TA,1,2,0.10176991150442478,6
26,120,48,220,64,444,37,0,1,29,29.62,174.0,false,False,new,experiments/results/TA_2_2/testTrainIO/6.onnx,TA,2,1,0.4954954954954955,6
27,140,54,262,73,421,43,0,1,32,18.38,161.0,false,False,new,experiments/results/TA_2_2/testTrainIO/6.onnx,TA,2,2,0.6223277909738717,6
28,17,15,20,18,209,4,0,1,2,18.18,21.0,false,False,new,experiments/results/TA_2_2/testTrainIO/7.onnx,TA,1,1,0.09569377990430622,7
29,19,17,23,21,201,4,0,1,2,18.69,17.0,false,False,new,experiments/results/TA_2_2/testTrainIO/7.onnx,TA,1,2,0.11442786069651742,7
30,120,48,220,64,348,37,0,1,28,29.62,120.0,false,False,new,experiments/results/TA_2_2/testTrainIO/7.onnx,TA,2,1,0.632183908045977,7
