,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms
0,15,15,18,18,205,4,0,1,0,20.21,19.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,1,1,0.08780487804878048
1,17,17,21,21,209,4,0,1,0,19.2,23.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,1,2,0.10047846889952153
2,19,19,24,24,213,6,0,1,0,20.21,22.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,1,3,0.11267605633802817
3,21,21,27,27,216,4,0,1,0,19.26,27.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,1,4,0.125
4,23,23,30,30,216,6,0,1,0,20.18,25.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,1,5,0.1388888888888889
5,72,42,103,52,293,16,0,1,0,23.14,94.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,2,1,0.3515358361774744
6,78,48,112,61,285,15,0,1,0,23.14,84.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,2,2,0.3929824561403509
7,84,54,121,70,299,16,0,1,0,23.62,83.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,2,3,0.40468227424749165
8,90,61,130,80,295,16,0,1,0,24.18,93.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,2,4,0.4406779661016949
9,96,67,139,89,305,16,0,1,0,24.66,98.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,2,5,0.4557377049180328
10,360,94,659,114,547,37,0,1,0,38.7,313.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,3,1,1.2047531992687386
11,374,112,683,139,610,42,0,1,0,47.75,350.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,3,2,1.119672131147541
12,388,123,701,157,658,37,0,1,0,49.79,390.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,3,3,1.0653495440729484
13,402,138,722,179,622,37,0,1,0,52.81,371.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,3,4,1.1607717041800643
14,416,150,746,198,755,37,0,1,0,56.85,495.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,3,5,0.9880794701986755
15,1874,209,3971,256,4487,179,0,1,0,158.2,3927.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,4,1,0.8850011143302875
16,1904,239,4044,301,4677,168,0,1,0,33.38,4114.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,4,2,0.8646568313021168
17,1936,266,4089,347,5089,171,0,1,0,97.91,4438.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,4,3,0.8034977402240125
18,1976,294,4134,384,5587,210,0,1,0,184.14,4907.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,4,4,0.7399319849650976
19,1994,330,4151,439,5719,179,0,1,0,25.79,5055.0,false,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,4,5,0.7258261933904528
20,4073,0,10001,0,19697,0,0,0,0,0.0,19086.0,true,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,5,1,0.5077422957810834
21,4112,0,10001,0,20621,0,0,0,0,0.0,20040.0,true,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,5,2,0.48499102856311527
22,4148,0,10001,0,21620,0,0,0,0,0.0,20925.0,true,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,5,3,0.4625809435707678
23,4162,0,10001,0,21752,0,0,0,0,0.0,21089.0,true,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,5,4,0.4597738139021699
24,4194,0,10001,0,22504,0,0,0,0,0.0,21784.0,true,False,new,experiments/results/TA_2_2/sample3NoFeature/80.onnx,TA,5,5,0.44440988268752224
