,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,idx
0,109,81,189,130,292,41,0,1,2,11.94,46.0,new,experiments/results/TA_2_2/T_1mill/0.onnx,TA,2,2,0.05755877494812012,0,1e-05,20,0.1,15,True,10000,True,0
1,72,47,114,60,217,22,0,1,0,25.7,32.0,new,experiments/results/TA_2_2/T_1mill/1.onnx,TA,2,2,13.903124570846558,10000,1e-05,20,0.1,15,True,10000,True,1
2,135,75,248,118,287,48,0,1,6,18.97,47.0,new,experiments/results/TA_2_2/T_1mill/2.onnx,TA,2,2,27.677555322647095,20000,1e-05,20,0.1,15,True,10000,True,2
3,140,58,257,80,353,41,0,1,10,18.97,103.0,new,experiments/results/TA_2_2/T_1mill/3.onnx,TA,2,2,41.539647817611694,30000,1e-05,20,0.1,15,True,10000,True,3
4,140,57,253,78,276,37,0,1,10,17.97,66.0,new,experiments/results/TA_2_2/T_1mill/4.onnx,TA,2,2,55.28967642784119,40000,1e-05,20,0.1,15,True,10000,True,4
5,140,73,255,114,273,38,0,1,11,17.97,61.0,new,experiments/results/TA_2_2/T_1mill/5.onnx,TA,2,2,69.20914506912231,50000,1e-05,20,0.1,15,True,10000,True,5
6,140,57,256,78,272,40,0,1,11,19.02,58.0,new,experiments/results/TA_2_2/T_1mill/6.onnx,TA,2,2,83.05850601196289,60000,1e-05,20,0.1,15,True,10000,True,6
7,140,57,254,78,275,39,0,1,11,18.97,54.0,new,experiments/results/TA_2_2/T_1mill/7.onnx,TA,2,2,96.93034172058105,70000,1e-05,20,0.1,15,True,10000,True,7
8,140,54,253,73,340,43,0,1,15,17.98,74.0,new,experiments/results/TA_2_2/T_1mill/8.onnx,TA,2,2,110.74232411384583,80000,1e-05,20,0.1,15,True,10000,True,8
9,140,50,248,65,280,38,0,1,15,18.97,64.0,new,experiments/results/TA_2_2/T_1mill/9.onnx,TA,2,2,124.79199767112732,90000,1e-05,20,0.1,15,True,10000,True,9
10,140,50,246,65,333,45,0,1,19,18.96,68.0,new,experiments/results/TA_2_2/T_1mill/10.onnx,TA,2,2,138.9250476360321,100000,1e-05,20,0.1,15,True,10000,True,10
11,138,50,236,65,338,50,0,1,12,14.98,76.0,new,experiments/results/TA_2_2/T_1mill/11.onnx,TA,2,2,153.05545568466187,110000,1e-05,20,0.1,15,True,10000,True,11
12,138,50,246,65,297,57,0,1,18,16.98,55.0,new,experiments/results/TA_2_2/T_1mill/12.onnx,TA,2,2,167.03408765792847,120000,1e-05,20,0.1,15,True,10000,True,12
13,140,50,249,65,297,59,0,1,19,17.98,44.0,new,experiments/results/TA_2_2/T_1mill/13.onnx,TA,2,2,181.08023023605347,130000,1e-05,20,0.1,15,True,10000,True,13
14,140,50,241,65,270,49,0,1,17,18.0,55.0,new,experiments/results/TA_2_2/T_1mill/14.onnx,TA,2,2,195.1113305091858,140000,1e-05,20,0.1,15,True,10000,True,14
15,140,50,223,65,271,48,0,1,8,15.98,61.0,new,experiments/results/TA_2_2/T_1mill/15.onnx,TA,2,2,209.2945535182953,150000,1e-05,20,0.1,15,True,10000,True,15
16,140,50,227,65,293,47,0,1,12,15.99,52.0,new,experiments/results/TA_2_2/T_1mill/16.onnx,TA,2,2,223.36316299438477,160000,1e-05,20,0.1,15,True,10000,True,16
17,140,50,220,65,330,52,0,1,6,15.98,64.0,new,experiments/results/TA_2_2/T_1mill/17.onnx,TA,2,2,237.5320680141449,170000,1e-05,20,0.1,15,True,10000,True,17
18,140,47,207,60,266,37,0,1,6,13.97,55.0,new,experiments/results/TA_2_2/T_1mill/18.onnx,TA,2,2,251.4604184627533,180000,1e-05,20,0.1,15,True,10000,True,18
19,140,50,216,65,276,50,0,1,6,15.98,70.0,new,experiments/results/TA_2_2/T_1mill/19.onnx,TA,2,2,265.48808693885803,190000,1e-05,20,0.1,15,True,10000,True,19
20,136,50,209,65,315,58,0,1,6,15.97,78.0,new,experiments/results/TA_2_2/T_1mill/20.onnx,TA,2,2,279.64996337890625,200000,1e-05,20,0.1,15,True,10000,True,20
21,136,47,200,60,348,51,0,1,6,13.97,70.0,new,experiments/results/TA_2_2/T_1mill/21.onnx,TA,2,2,293.8049075603485,210000,1e-05,20,0.1,15,True,10000,True,21
22,139,50,238,65,272,63,0,1,12,17.97,63.0,new,experiments/results/TA_2_2/T_1mill/22.onnx,TA,2,2,307.9500594139099,220000,1e-05,20,0.1,15,True,10000,True,22
23,120,45,153,56,295,21,0,1,0,8.97,57.0,new,experiments/results/TA_2_2/T_1mill/23.onnx,TA,2,2,322.08711433410645,230000,1e-05,20,0.1,15,True,10000,True,23
24,128,50,189,65,341,47,0,1,4,13.97,72.0,new,experiments/results/TA_2_2/T_1mill/24.onnx,TA,2,2,336.24047803878784,240000,1e-05,20,0.1,15,True,10000,True,24
25,139,56,234,77,331,71,0,1,12,17.98,79.0,new,experiments/results/TA_2_2/T_1mill/25.onnx,TA,2,2,350.3072328567505,250000,1e-05,20,0.1,15,True,10000,True,25
26,139,50,269,65,283,96,0,1,12,23.95,57.0,new,experiments/results/TA_2_2/T_1mill/26.onnx,TA,2,2,364.68079710006714,260000,1e-05,20,0.1,15,True,10000,True,26
27,128,72,235,110,315,77,0,1,12,18.94,63.0,new,experiments/results/TA_2_2/T_1mill/27.onnx,TA,2,2,379.048944234848,270000,1e-05,20,0.1,15,True,10000,True,27
28,140,56,245,77,283,76,0,1,22,19.94,67.0,new,experiments/results/TA_2_2/T_1mill/28.onnx,TA,2,2,393.45230627059937,280000,1e-05,20,0.1,15,True,10000,True,28
29,140,91,263,155,350,98,0,1,12,23.97,89.0,new,experiments/results/TA_2_2/T_1mill/29.onnx,TA,2,2,408.0173132419586,290000,1e-05,20,0.1,15,True,10000,True,29
30,140,91,265,156,345,97,0,1,13,23.01,55.0,new,experiments/results/TA_2_2/T_1mill/30.onnx,TA,2,2,422.72349309921265,300000,1e-05,20,0.1,15,True,10000,True,30
31,140,91,257,155,306,97,0,1,11,22.98,68.0,new,experiments/results/TA_2_2/T_1mill/31.onnx,TA,2,2,437.3445122241974,310000,1e-05,20,0.1,15,True,10000,True,31
32,117,82,195,132,289,73,0,1,8,12.94,53.0,new,experiments/results/TA_2_2/T_1mill/32.onnx,TA,2,2,451.9482662677765,320000,1e-05,20,0.1,15,True,10000,True,32
33,88,45,141,56,293,44,0,1,14,27.62,37.0,new,experiments/results/TA_2_2/T_1mill/33.onnx,TA,2,2,466.4122049808502,330000,1e-05,20,0.1,15,True,10000,True,33
34,84,51,129,68,255,43,0,1,6,27.62,40.0,new,experiments/results/TA_2_2/T_1mill/34.onnx,TA,2,2,480.7372283935547,340000,1e-05,20,0.1,15,True,10000,True,34
35,140,81,269,134,296,111,0,1,14,19.94,57.0,new,experiments/results/TA_2_2/T_1mill/35.onnx,TA,2,2,494.9908638000488,350000,1e-05,20,0.1,15,True,10000,True,35
36,140,99,270,174,343,103,0,1,18,19.96,71.0,new,experiments/results/TA_2_2/T_1mill/36.onnx,TA,2,2,509.19100999832153,360000,1e-05,20,0.1,15,True,10000,True,36
37,139,97,275,170,317,115,0,1,12,19.91,57.0,new,experiments/results/TA_2_2/T_1mill/37.onnx,TA,2,2,523.2304110527039,370000,1e-05,20,0.1,15,True,10000,True,37
38,78,45,119,56,250,37,0,1,9,26.66,32.0,new,experiments/results/TA_2_2/T_1mill/38.onnx,TA,2,2,537.5459372997284,380000,1e-05,20,0.1,15,True,10000,True,38
39,130,71,248,111,279,86,0,1,18,15.95,49.0,new,experiments/results/TA_2_2/T_1mill/39.onnx,TA,2,2,551.5652556419373,390000,1e-05,20,0.1,15,True,10000,True,39
40,130,97,258,170,296,95,0,1,6,16.97,37.0,new,experiments/results/TA_2_2/T_1mill/40.onnx,TA,2,2,565.6226017475128,400000,1e-05,20,0.1,15,True,10000,True,40
41,128,80,253,133,265,91,0,1,6,16.95,51.0,new,experiments/results/TA_2_2/T_1mill/41.onnx,TA,2,2,579.5753147602081,410000,1e-05,20,0.1,15,True,10000,True,41
42,133,97,269,170,305,97,0,1,13,18.95,45.0,new,experiments/results/TA_2_2/T_1mill/42.onnx,TA,2,2,593.5815165042877,420000,1e-05,20,0.1,15,True,10000,True,42
43,133,97,271,170,307,95,0,1,14,18.97,42.0,new,experiments/results/TA_2_2/T_1mill/43.onnx,TA,2,2,607.5746781826019,430000,1e-05,20,0.1,15,True,10000,True,43
44,134,93,256,162,362,91,0,1,12,20.95,59.0,new,experiments/results/TA_2_2/T_1mill/44.onnx,TA,2,2,621.6921508312225,440000,1e-05,20,0.1,15,True,10000,True,44
45,140,99,282,174,278,103,0,1,14,19.99,47.0,new,experiments/results/TA_2_2/T_1mill/45.onnx,TA,2,2,635.788843870163,450000,1e-05,20,0.1,15,True,10000,True,45
46,91,71,154,110,297,41,0,1,21,26.66,44.0,new,experiments/results/TA_2_2/T_1mill/46.onnx,TA,2,2,649.8835134506226,460000,1e-05,20,0.1,15,True,10000,True,46
47,139,97,277,170,337,117,0,1,18,18.95,45.0,new,experiments/results/TA_2_2/T_1mill/47.onnx,TA,2,2,664.0670781135559,470000,1e-05,20,0.1,15,True,10000,True,47
48,140,99,286,174,280,120,0,1,23,20.99,39.0,new,experiments/results/TA_2_2/T_1mill/48.onnx,TA,2,2,678.2388212680817,480000,1e-05,20,0.1,15,True,10000,True,48
49,139,100,275,173,332,106,0,1,21,18.99,56.0,new,experiments/results/TA_2_2/T_1mill/49.onnx,TA,2,2,692.5713963508606,490000,1e-05,20,0.1,15,True,10000,True,49
50,135,71,258,108,273,105,0,1,11,19.96,52.0,new,experiments/results/TA_2_2/T_1mill/50.onnx,TA,2,2,706.9137616157532,500000,1e-05,20,0.1,15,True,10000,True,50
51,140,101,284,177,335,104,0,1,33,17.98,52.0,new,experiments/results/TA_2_2/T_1mill/51.onnx,TA,2,2,721.3119819164276,510000,1e-05,20,0.1,15,True,10000,True,51
52,139,100,273,173,339,104,0,1,20,17.99,64.0,new,experiments/results/TA_2_2/T_1mill/52.onnx,TA,2,2,735.6823863983154,520000,1e-05,20,0.1,15,True,10000,True,52
53,140,101,278,177,276,122,0,1,13,20.95,38.0,new,experiments/results/TA_2_2/T_1mill/53.onnx,TA,2,2,750.0927193164825,530000,1e-05,20,0.1,15,True,10000,True,53
54,140,99,286,174,336,114,0,1,21,17.0,49.0,new,experiments/results/TA_2_2/T_1mill/54.onnx,TA,2,2,764.4014494419098,540000,1e-05,20,0.1,15,True,10000,True,54
55,139,98,280,173,274,112,0,1,35,19.94,45.0,new,experiments/results/TA_2_2/T_1mill/55.onnx,TA,2,2,778.8990139961243,550000,1e-05,20,0.1,15,True,10000,True,55
56,140,99,286,174,303,99,0,1,35,18.97,32.0,new,experiments/results/TA_2_2/T_1mill/56.onnx,TA,2,2,793.3657698631287,560000,1e-05,20,0.1,15,True,10000,True,56
57,140,99,287,174,354,118,0,1,18,19.01,54.0,new,experiments/results/TA_2_2/T_1mill/57.onnx,TA,2,2,808.0613305568695,570000,1e-05,20,0.1,15,True,10000,True,57
58,139,100,280,173,284,110,0,1,32,20.96,40.0,new,experiments/results/TA_2_2/T_1mill/58.onnx,TA,2,2,822.0257222652435,580000,1e-05,20,0.1,15,True,10000,True,58
59,109,70,194,109,279,73,0,1,12,10.97,41.0,new,experiments/results/TA_2_2/T_1mill/59.onnx,TA,2,2,835.1924901008606,590000,1e-05,20,0.1,15,True,10000,True,59
60,140,99,285,174,276,107,0,1,22,20.0,44.0,new,experiments/results/TA_2_2/T_1mill/60.onnx,TA,2,2,848.3310220241547,600000,1e-05,20,0.1,15,True,10000,True,60
61,140,101,280,177,270,115,0,1,15,19.97,40.0,new,experiments/results/TA_2_2/T_1mill/61.onnx,TA,2,2,861.4612722396851,610000,1e-05,20,0.1,15,True,10000,True,61
62,140,101,283,177,292,109,0,1,21,16.97,40.0,new,experiments/results/TA_2_2/T_1mill/62.onnx,TA,2,2,874.5479283332825,620000,1e-05,20,0.1,15,True,10000,True,62
63,140,99,282,174,380,114,0,1,20,19.98,55.0,new,experiments/results/TA_2_2/T_1mill/63.onnx,TA,2,2,887.6440708637238,630000,1e-05,20,0.1,15,True,10000,True,63
64,140,99,283,174,311,116,0,1,23,19.95,54.0,new,experiments/results/TA_2_2/T_1mill/64.onnx,TA,2,2,900.8336870670319,640000,1e-05,20,0.1,15,True,10000,True,64
65,140,99,283,174,307,120,0,1,24,21.96,56.0,new,experiments/results/TA_2_2/T_1mill/65.onnx,TA,2,2,914.0279219150543,650000,1e-05,20,0.1,15,True,10000,True,65
66,82,49,131,64,267,47,0,1,7,27.14,36.0,new,experiments/results/TA_2_2/T_1mill/66.onnx,TA,2,2,927.1893599033356,660000,1e-05,20,0.1,15,True,10000,True,66
67,140,101,281,177,273,117,0,1,22,20.01,36.0,new,experiments/results/TA_2_2/T_1mill/67.onnx,TA,2,2,940.3721234798431,670000,1e-05,20,0.1,15,True,10000,True,67
68,125,83,232,134,273,61,0,1,13,14.98,41.0,new,experiments/results/TA_2_2/T_1mill/68.onnx,TA,2,2,953.5495102405548,680000,1e-05,20,0.1,15,True,10000,True,68
69,103,77,201,125,294,79,0,1,17,11.96,46.0,new,experiments/results/TA_2_2/T_1mill/69.onnx,TA,2,2,966.7364072799683,690000,1e-05,20,0.1,15,True,10000,True,69
70,140,101,286,177,325,118,0,1,22,21.01,54.0,new,experiments/results/TA_2_2/T_1mill/70.onnx,TA,2,2,980.1424627304077,700000,1e-05,20,0.1,15,True,10000,True,70
71,132,81,262,134,331,95,0,1,8,17.93,57.0,new,experiments/results/TA_2_2/T_1mill/71.onnx,TA,2,2,993.4859941005707,710000,1e-05,20,0.1,15,True,10000,True,71
72,140,99,287,174,370,107,0,1,25,20.01,61.0,new,experiments/results/TA_2_2/T_1mill/72.onnx,TA,2,2,1006.8325157165527,720000,1e-05,20,0.1,15,True,10000,True,72
73,139,97,273,170,299,109,0,1,15,20.99,46.0,new,experiments/results/TA_2_2/T_1mill/73.onnx,TA,2,2,1020.1081607341766,730000,1e-05,20,0.1,15,True,10000,True,73
74,140,101,275,177,345,112,0,1,25,17.99,56.0,new,experiments/results/TA_2_2/T_1mill/74.onnx,TA,2,2,1033.4046711921692,740000,1e-05,20,0.1,15,True,10000,True,74
75,122,90,236,154,342,73,0,1,6,13.97,60.0,new,experiments/results/TA_2_2/T_1mill/75.onnx,TA,2,2,1046.6767930984497,750000,1e-05,20,0.1,15,True,10000,True,75
76,140,101,274,177,343,97,0,1,26,19.97,60.0,new,experiments/results/TA_2_2/T_1mill/76.onnx,TA,2,2,1059.9730100631714,760000,1e-05,20,0.1,15,True,10000,True,76
77,140,99,287,174,334,128,0,1,18,18.01,45.0,new,experiments/results/TA_2_2/T_1mill/77.onnx,TA,2,2,1073.281308889389,770000,1e-05,20,0.1,15,True,10000,True,77
78,140,99,280,174,337,98,0,1,32,18.96,54.0,new,experiments/results/TA_2_2/T_1mill/78.onnx,TA,2,2,1086.5903725624084,780000,1e-05,20,0.1,15,True,10000,True,78
79,96,68,172,101,243,69,0,1,12,9.93,44.0,new,experiments/results/TA_2_2/T_1mill/79.onnx,TA,2,2,1099.8606388568878,790000,1e-05,20,0.1,15,True,10000,True,79
80,140,101,279,177,324,102,0,1,15,18.97,68.0,new,experiments/results/TA_2_2/T_1mill/80.onnx,TA,2,2,1113.0190930366516,800000,1e-05,20,0.1,15,True,10000,True,80
81,140,101,284,177,264,102,0,1,35,16.04,31.0,new,experiments/results/TA_2_2/T_1mill/81.onnx,TA,2,2,1126.2374999523163,810000,1e-05,20,0.1,15,True,10000,True,81
82,140,99,274,174,270,113,0,1,24,16.99,39.0,new,experiments/results/TA_2_2/T_1mill/82.onnx,TA,2,2,1139.4704596996307,820000,1e-05,20,0.1,15,True,10000,True,82
83,140,99,287,174,303,122,0,1,28,21.0,36.0,new,experiments/results/TA_2_2/T_1mill/83.onnx,TA,2,2,1152.6949009895325,830000,1e-05,20,0.1,15,True,10000,True,83
84,140,99,283,174,345,124,0,1,14,19.95,63.0,new,experiments/results/TA_2_2/T_1mill/84.onnx,TA,2,2,1165.8960943222046,840000,1e-05,20,0.1,15,True,10000,True,84
