,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,avg q,idx
0,0.05755877494812012,0,1e-05,20,0.1,15,True,10000,True,0.14083916,0
1,13.903124570846558,10000,1e-05,20,0.1,15,True,10000,True,-0.7191562,1
2,27.677555322647095,20000,1e-05,20,0.1,15,True,10000,True,-1.6405383,2
3,41.539647817611694,30000,1e-05,20,0.1,15,True,10000,True,-2.5619204,3
4,55.28967642784119,40000,1e-05,20,0.1,15,True,10000,True,-3.4771788,4
5,69.20914506912231,50000,1e-05,20,0.1,15,True,10000,True,-4.3753414,5
6,83.05850601196289,60000,1e-05,20,0.1,15,True,10000,True,-5.262206,6
7,96.93034172058105,70000,1e-05,20,0.1,15,True,10000,True,-6.1400323,7
8,110.74232411384583,80000,1e-05,20,0.1,15,True,10000,True,-7.022423,8
9,124.79199767112732,90000,1e-05,20,0.1,15,True,10000,True,-7.900994,9
10,138.9250476360321,100000,1e-05,20,0.1,15,True,10000,True,-8.77347,10
11,153.05545568466187,110000,1e-05,20,0.1,15,True,10000,True,-9.686165,11
12,167.03408765792847,120000,1e-05,20,0.1,15,True,10000,True,-10.5964985,12
13,181.08023023605347,130000,1e-05,20,0.1,15,True,10000,True,-11.442112,13
14,195.1113305091858,140000,1e-05,20,0.1,15,True,10000,True,-12.203559,14
15,209.2945535182953,150000,1e-05,20,0.1,15,True,10000,True,-13.058571,15
16,223.36316299438477,160000,1e-05,20,0.1,15,True,10000,True,-13.892907,16
17,237.5320680141449,170000,1e-05,20,0.1,15,True,10000,True,-14.713445,17
18,251.4604184627533,180000,1e-05,20,0.1,15,True,10000,True,-15.54739,18
19,265.48808693885803,190000,1e-05,20,0.1,15,True,10000,True,-16.329418,19
20,279.64996337890625,200000,1e-05,20,0.1,15,True,10000,True,-17.204054,20
21,293.8049075603485,210000,1e-05,20,0.1,15,True,10000,True,-18.16713,21
22,307.9500594139099,220000,1e-05,20,0.1,15,True,10000,True,-18.608616,22
23,322.08711433410645,230000,1e-05,20,0.1,15,True,10000,True,-19.520004,23
24,336.24047803878784,240000,1e-05,20,0.1,15,True,10000,True,-20.560879,24
25,350.3072328567505,250000,1e-05,20,0.1,15,True,10000,True,-21.41927,25
26,364.68079710006714,260000,1e-05,20,0.1,15,True,10000,True,-21.97332,26
27,379.048944234848,270000,1e-05,20,0.1,15,True,10000,True,-22.797344,27
28,393.45230627059937,280000,1e-05,20,0.1,15,True,10000,True,-23.410278,28
29,408.0173132419586,290000,1e-05,20,0.1,15,True,10000,True,-24.073635,29
30,422.72349309921265,300000,1e-05,20,0.1,15,True,10000,True,-24.790356,30
31,437.3445122241974,310000,1e-05,20,0.1,15,True,10000,True,-25.86517,31
32,451.9482662677765,320000,1e-05,20,0.1,15,True,10000,True,-26.63553,32
33,466.4122049808502,330000,1e-05,20,0.1,15,True,10000,True,-27.06975,33
34,480.7372283935547,340000,1e-05,20,0.1,15,True,10000,True,-28.41302,34
35,494.9908638000488,350000,1e-05,20,0.1,15,True,10000,True,-28.644144,35
36,509.19100999832153,360000,1e-05,20,0.1,15,True,10000,True,-29.705524,36
37,523.2304110527039,370000,1e-05,20,0.1,15,True,10000,True,-29.897938,37
38,537.5459372997284,380000,1e-05,20,0.1,15,True,10000,True,-31.496773,38
39,551.5652556419373,390000,1e-05,20,0.1,15,True,10000,True,-32.088615,39
40,565.6226017475128,400000,1e-05,20,0.1,15,True,10000,True,-33.145943,40
41,579.5753147602081,410000,1e-05,20,0.1,15,True,10000,True,-33.905766,41
42,593.5815165042877,420000,1e-05,20,0.1,15,True,10000,True,-34.649002,42
43,607.5746781826019,430000,1e-05,20,0.1,15,True,10000,True,-35.15343,43
44,621.6921508312225,440000,1e-05,20,0.1,15,True,10000,True,-36.204384,44
45,635.788843870163,450000,1e-05,20,0.1,15,True,10000,True,-37.11447,45
46,649.8835134506226,460000,1e-05,20,0.1,15,True,10000,True,-37.911182,46
47,664.0670781135559,470000,1e-05,20,0.1,15,True,10000,True,-38.561928,47
48,678.2388212680817,480000,1e-05,20,0.1,15,True,10000,True,-39.107254,48
49,692.5713963508606,490000,1e-05,20,0.1,15,True,10000,True,-40.24085,49
50,706.9137616157532,500000,1e-05,20,0.1,15,True,10000,True,-41.234726,50
51,721.3119819164276,510000,1e-05,20,0.1,15,True,10000,True,-41.281963,51
52,735.6823863983154,520000,1e-05,20,0.1,15,True,10000,True,-42.206303,52
53,750.0927193164825,530000,1e-05,20,0.1,15,True,10000,True,-42.77927,53
54,764.4014494419098,540000,1e-05,20,0.1,15,True,10000,True,-42.82368,54
55,778.8990139961243,550000,1e-05,20,0.1,15,True,10000,True,-43.820663,55
56,793.3657698631287,560000,1e-05,20,0.1,15,True,10000,True,-44.73626,56
57,808.0613305568695,570000,1e-05,20,0.1,15,True,10000,True,-44.563644,57
58,822.0257222652435,580000,1e-05,20,0.1,15,True,10000,True,-45.504322,58
59,835.1924901008606,590000,1e-05,20,0.1,15,True,10000,True,-46.436848,59
60,848.3310220241547,600000,1e-05,20,0.1,15,True,10000,True,-47.167862,60
61,861.4612722396851,610000,1e-05,20,0.1,15,True,10000,True,-47.9692,61
62,874.5479283332825,620000,1e-05,20,0.1,15,True,10000,True,-48.266594,62
63,887.6440708637238,630000,1e-05,20,0.1,15,True,10000,True,-49.203327,63
64,900.8336870670319,640000,1e-05,20,0.1,15,True,10000,True,-50.2176,64
65,914.0279219150543,650000,1e-05,20,0.1,15,True,10000,True,-50.973816,65
66,927.1893599033356,660000,1e-05,20,0.1,15,True,10000,True,-52.20138,66
67,940.3721234798431,670000,1e-05,20,0.1,15,True,10000,True,-52.64878,67
68,953.5495102405548,680000,1e-05,20,0.1,15,True,10000,True,-53.232754,68
69,966.7364072799683,690000,1e-05,20,0.1,15,True,10000,True,-53.960464,69
70,980.1424627304077,700000,1e-05,20,0.1,15,True,10000,True,-53.81258,70
71,993.4859941005707,710000,1e-05,20,0.1,15,True,10000,True,-54.46698,71
72,1006.8325157165527,720000,1e-05,20,0.1,15,True,10000,True,-54.771378,72
73,1020.1081607341766,730000,1e-05,20,0.1,15,True,10000,True,-55.532314,73
74,1033.4046711921692,740000,1e-05,20,0.1,15,True,10000,True,-56.433365,74
75,1046.6767930984497,750000,1e-05,20,0.1,15,True,10000,True,-57.182327,75
76,1059.9730100631714,760000,1e-05,20,0.1,15,True,10000,True,-58.185425,76
77,1073.281308889389,770000,1e-05,20,0.1,15,True,10000,True,-58.035248,77
78,1086.5903725624084,780000,1e-05,20,0.1,15,True,10000,True,-59.58256,78
79,1099.8606388568878,790000,1e-05,20,0.1,15,True,10000,True,-60.500946,79
80,1113.0190930366516,800000,1e-05,20,0.1,15,True,10000,True,-61.2954,80
81,1126.2374999523163,810000,1e-05,20,0.1,15,True,10000,True,-60.576004,81
82,1139.4704596996307,820000,1e-05,20,0.1,15,True,10000,True,-61.228355,82
83,1152.6949009895325,830000,1e-05,20,0.1,15,True,10000,True,-62.063404,83
84,1165.8960943222046,840000,1e-05,20,0.1,15,True,10000,True,-63.190495,84
85,1179.1110451221466,850000,1e-05,20,0.1,15,True,10000,True,-63.12555,85
86,1192.247142314911,860000,1e-05,20,0.1,15,True,10000,True,-63.922897,86
87,1205.4762122631073,870000,1e-05,20,0.1,15,True,10000,True,-64.64209,87
88,1218.7697987556458,880000,1e-05,20,0.1,15,True,10000,True,-63.71695,88
89,1232.009562253952,890000,1e-05,20,0.1,15,True,10000,True,-63.233433,89
90,1245.170196056366,900000,1e-05,20,0.1,15,True,10000,True,-64.13455,90
91,1258.5104529857635,910000,1e-05,20,0.1,15,True,10000,True,-64.57988,91
92,1271.8319613933563,920000,1e-05,20,0.1,15,True,10000,True,-65.60956,92
93,1285.213276386261,930000,1e-05,20,0.1,15,True,10000,True,-65.31869,93
94,1298.369372844696,940000,1e-05,20,0.1,15,True,10000,True,-66.425316,94
95,1311.6531291007996,950000,1e-05,20,0.1,15,True,10000,True,-67.26455,95
96,1324.903090953827,960000,1e-05,20,0.1,15,True,10000,True,-67.839005,96
97,1338.1651322841644,970000,1e-05,20,0.1,15,True,10000,True,-67.75281,97
98,1351.3132531642914,980000,1e-05,20,0.1,15,True,10000,True,-68.5878,98
99,1364.607493877411,990000,1e-05,20,0.1,15,True,10000,True,-69.47175,99
100,1377.8633737564087,1000000,1e-05,20,0.1,15,True,10000,True,-70.11771,100
