,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,31,17,43,21,195,9,0,1,4,20.69,25.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,1,0.2205128205128205,0
1,85,39,117,48,234,14,2,1,12,22.66,58.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,2,0.5,0
2,175,60,252,77,314,31,6,1,20,27.7,107.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,3,0.802547770700637,0
3,297,88,445,115,483,39,15,13,29,25.56,231.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,4,0.9213250517598344,0
4,451,109,696,146,501,88,32,1,41,48.75,205.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,5,1.3892215568862276,0
5,637,129,1006,174,726,110,47,27,52,82.7,368.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,6,1.3856749311294765,0
6,855,190,1374,258,864,120,103,56,72,138.89,391.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,7,1.5902777777777777,0
7,1105,230,1782,307,1093,96,124,94,82,57.46,536.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,8,1.6303751143641354,0
8,1387,318,2304,428,1383,138,241,106,151,17.66,699.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,9,1.665943600867679,0
9,1701,251,2723,335,1652,252,218,9,141,151.25,895.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,10,1.6483050847457628,0
10,2047,386,3452,533,2274,380,316,65,199,152.04,1039.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,11,1.5180299032541777,0
11,2425,469,4131,634,2890,333,358,225,234,118.19,1374.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,12,1.4294117647058824,0
12,2835,264,4560,346,3688,393,378,1,199,48.69,1551.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,13,1.2364425162689805,0
13,3277,0,5001,0,3533,247,337,0,193,0.0,2042.0,true,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,1,14,1.415510897254458,0
14,189,75,351,132,370,48,2,1,92,20.28,137.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,2,1,0.9486486486486486,0
15,1161,221,2198,413,1470,263,22,1,596,69.49,636.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,2,2,1.4952380952380953,0
16,3070,0,5001,0,4085,56,220,0,1168,0.0,2029.0,true,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,2,3,1.224235006119951,0
17,1159,355,2891,922,1574,402,2,1,953,144.61,743.0,false,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,3,1,1.8367217280813215,0
18,3385,0,5001,0,3702,0,9,0,839,0.0,3246.0,true,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,3,2,1.3508914100486225,0
19,2603,0,5001,0,2418,4,0,0,1938,0.0,1998.0,true,False,new,experiments/results/CM_2_2/boolean_2/0.onnx,CM,4,1,2.068238213399504,0
20,31,21,38,26,190,8,0,1,2,20.66,29.0,false,False,new,experiments/results/CM_2_2/boolean_2/1.onnx,CM,1,1,0.2,1
