,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,6,0,5,0,212,0,0,0,1,0.0,15.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,1,3,0.02358490566037736,0
1,161,59,274,94,332,18,0,1,26,27.62,129.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,2,3,0.8253012048192772,0
2,2077,0,5001,0,5546,588,8,0,185,0.0,3560.0,true,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,3,3,0.9017309772809232,0
3,6,0,5,0,187,0,0,0,1,0.0,12.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,1,3,0.026737967914438502,1
4,65,27,80,31,247,4,0,1,0,21.14,64.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,2,3,0.32388663967611336,1
5,210,50,345,68,442,13,0,1,0,29.62,234.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,3,3,0.7805429864253394,1
6,1530,81,3121,126,2539,169,0,1,18,92.96,1977.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,4,3,1.2292241039779441,1
7,2123,0,5001,0,4328,0,0,0,0,0.0,3915.0,true,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,5,3,1.1554990757855823,1
8,6,0,5,0,183,0,0,0,1,0.0,10.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,1,3,0.0273224043715847,2
9,50,27,63,31,235,4,0,1,0,21.14,53.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,2,3,0.2680851063829787,2
10,240,63,400,88,512,26,1,1,0,21.54,290.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,3,3,0.78125,2
11,1579,73,3214,110,3032,263,1,1,25,98.49,2462.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,4,3,1.0600263852242744,2
12,2600,0,5001,0,5109,0,0,0,0,0.0,4677.0,true,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,5,3,0.9788608338226659,2
13,6,0,5,0,206,0,0,0,1,0.0,12.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,1,3,0.024271844660194174,3
14,90,27,121,31,261,4,0,1,4,22.18,79.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,2,3,0.46360153256704983,3
15,436,40,658,48,648,35,0,1,7,33.61,416.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,3,3,1.0154320987654322,3
16,1035,65,1607,93,1337,46,0,1,7,16.59,1034.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,4,3,1.2019446522064323,3
17,2622,0,5001,0,10292,460,1,0,5,0.0,9639.0,true,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,5,3,0.48591138748542556,3
18,6,0,5,0,186,0,0,0,1,0.0,12.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,1,3,0.026881720430107527,4
19,72,31,103,39,259,4,0,1,3,21.62,66.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,2,3,0.39768339768339767,4
20,454,40,659,48,648,40,2,1,8,34.62,394.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,3,3,1.0169753086419753,4
21,1854,86,2725,118,2413,64,8,1,34,78.53,2041.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,4,3,1.1292996270203066,4
22,3313,0,5001,0,7565,0,0,0,0,0.0,7140.0,true,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,5,3,0.6610707204230006,4
23,6,0,5,0,181,0,0,0,1,0.0,12.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,1,3,0.027624309392265192,5
24,96,27,129,31,267,3,0,1,12,22.18,77.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,2,3,0.48314606741573035,5
25,632,40,911,48,669,30,4,1,52,46.62,420.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,3,3,1.3617339312406578,5
26,1976,57,2766,77,2334,45,3,1,127,61.3,2030.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,4,3,1.1850899742930592,5
27,3427,0,5001,0,7349,0,0,0,243,0.0,6915.0,true,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,5,3,0.680500748401143,5
28,6,0,5,0,183,0,0,0,1,0.0,12.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,1,3,0.0273224043715847,6
29,131,31,206,40,319,40,0,1,15,27.14,102.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,2,3,0.64576802507837,6
30,453,40,652,48,563,16,1,1,55,29.6,302.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,3,3,1.1580817051509769,6
31,3382,0,5001,0,5274,1,0,0,407,0.0,4831.0,true,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,4,3,0.9482366325369739,6
32,6,0,5,0,190,0,0,0,1,0.0,12.0,false,False,new,/home/marco/Desktop/Learning-Synthesis/experiments/results/components_by_state_DP_3_3/,DP,1,3,0.02631578947368421,7
