,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx
0,54.2096483707428,50000,1e-05,20,0.1,12,False,-61.252197,0
1,113.79363250732422,100000,1e-05,20,0.1,12,False,-41.24521,1
2,173.2168369293213,150000,1e-05,20,0.1,12,False,-35.122585,2
3,231.4498701095581,200000,1e-05,20,0.1,12,False,-36.042915,3
4,290.7717912197113,250000,1e-05,20,0.1,12,False,-37.065166,4
5,348.8094334602356,300000,1e-05,20,0.1,12,False,-33.007675,5
6,408.2635395526886,350000,1e-05,20,0.1,12,False,-36.266327,6
7,466.3957049846649,400000,1e-05,20,0.1,12,False,-38.2749,7
8,526.2510995864868,450000,1e-05,20,0.1,12,False,-38.733177,8
9,584.3377931118011,500000,1e-05,20,0.1,12,False,-33.504673,9
10,643.2642858028412,550000,1e-05,20,0.1,12,False,-38.561417,10
11,701.9539496898651,600000,1e-05,20,0.1,12,False,-36.212574,11
12,759.7496795654297,650000,1e-05,20,0.1,12,False,-31.870714,12
13,818.8307921886444,700000,1e-05,20,0.1,12,False,-41.35175,13
14,877.8216729164124,750000,1e-05,20,0.1,12,False,-36.065994,14
15,936.2974781990051,800000,1e-05,20,0.1,12,False,-35.305893,15
16,996.2125430107117,850000,1e-05,20,0.1,12,False,-39.505898,16
17,1056.2408430576324,900000,1e-05,20,0.1,12,False,-38.71972,17
18,1115.4808304309845,950000,1e-05,20,0.1,12,False,-35.643085,18
19,1175.1905138492584,1000000,1e-05,20,0.1,12,False,-34.306545,19
20,1235.5691494941711,1050000,1e-05,20,0.1,12,False,-33.85246,20
21,1295.6699979305267,1100000,1e-05,20,0.1,12,False,-35.291695,21
22,1355.5304832458496,1150000,1e-05,20,0.1,12,False,-33.877472,22
23,1414.8551940917969,1200000,1e-05,20,0.1,12,False,-33.03127,23
24,1475.3230376243591,1250000,1e-05,20,0.1,12,False,-30.998503,24
25,1535.6216480731964,1300000,1e-05,20,0.1,12,False,-29.739492,25
26,1594.9014511108398,1350000,1e-05,20,0.1,12,False,-32.701687,26
27,1654.7321391105652,1400000,1e-05,20,0.1,12,False,-30.183092,27
28,1715.0265295505524,1450000,1e-05,20,0.1,12,False,-31.706755,28
29,1774.1335077285767,1500000,1e-05,20,0.1,12,False,-31.102936,29
30,1834.30118060112,1550000,1e-05,20,0.1,12,False,-31.147013,30
31,1894.9440393447876,1600000,1e-05,20,0.1,12,False,-32.362568,31
32,1954.4451222419739,1650000,1e-05,20,0.1,12,False,-32.256973,32
33,2014.329258441925,1700000,1e-05,20,0.1,12,False,-32.642876,33
34,2075.3191447257996,1750000,1e-05,20,0.1,12,False,-33.46699,34
35,2134.9875133037567,1800000,1e-05,20,0.1,12,False,-32.743793,35
36,2194.5063302516937,1850000,1e-05,20,0.1,12,False,-32.42022,36
