,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,4.0,0.0,3.0,0.0,168.0,0.0,0.0,0.0,1.0,0.0,7.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,1,
1,5.0,0.0,4.0,0.0,150.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,2,
2,6.0,0.0,5.0,0.0,168.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,3,
3,7.0,0.0,6.0,0.0,152.0,0.0,0.0,0.0,1.0,0.0,6.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,4,
4,8.0,0.0,7.0,0.0,169.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,5,
5,9.0,0.0,8.0,0.0,151.0,0.0,0.0,0.0,1.0,0.0,7.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,6,
6,10.0,0.0,9.0,0.0,170.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,7,
7,11.0,0.0,10.0,0.0,172.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,8,
8,12.0,0.0,11.0,0.0,173.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,9,
9,13.0,0.0,12.0,0.0,153.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,10,
10,14.0,0.0,13.0,0.0,171.0,0.0,0.0,0.0,1.0,0.0,11.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,11,
11,15.0,0.0,14.0,0.0,171.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,12,
12,16.0,0.0,15.0,0.0,172.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,13,
13,17.0,0.0,16.0,0.0,174.0,0.0,0.0,0.0,1.0,0.0,12.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,14,
14,18.0,0.0,17.0,0.0,154.0,0.0,0.0,0.0,1.0,0.0,11.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,1,15,
15,78.0,32.0,111.0,45.0,242.0,16.0,0.0,1.0,6.0,17.44,67.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,2,1,
16,73.0,33.0,104.0,45.0,225.0,12.0,0.0,1.0,5.0,16.48,49.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,2,2,
17,90.0,36.0,127.0,49.0,235.0,12.0,0.0,1.0,7.0,17.44,58.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,2,3,
18,106.0,34.0,147.0,44.0,251.0,9.0,1.0,1.0,11.0,17.92,62.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,2,4,
19,125.0,37.0,173.0,48.0,249.0,9.0,1.0,1.0,13.0,18.48,60.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,2,5,
20,141.0,40.0,192.0,52.0,262.0,8.0,1.0,1.0,15.0,18.48,64.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,2,6,
21,167.0,43.0,231.0,56.0,286.0,9.0,0.0,1.0,19.0,19.44,83.0,True,new,experiments/results/DP_2_2/focused_5/23.onnx,DP,2,7,
