,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,5.0,5.0,6.0,6.0,130.0,2.0,0.0,1.0,0.0,11.96,11.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,1,
1,5.0,5.0,6.0,6.0,138.0,2.0,0.0,1.0,0.0,11.97,12.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,2,
2,5.0,5.0,6.0,6.0,136.0,2.0,0.0,1.0,0.0,11.96,11.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,3,
3,5.0,5.0,6.0,6.0,137.0,2.0,0.0,1.0,0.0,11.97,11.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,4,
4,5.0,5.0,6.0,6.0,136.0,2.0,0.0,1.0,0.0,11.97,10.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,5,
5,5.0,5.0,6.0,6.0,130.0,2.0,0.0,1.0,0.0,11.96,10.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,6,
6,5.0,5.0,6.0,6.0,133.0,2.0,0.0,1.0,0.0,11.95,8.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,7,
7,5.0,5.0,6.0,6.0,132.0,2.0,0.0,1.0,0.0,11.96,11.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,8,
8,5.0,5.0,6.0,6.0,138.0,2.0,0.0,1.0,0.0,11.95,11.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,9,
9,5.0,5.0,6.0,6.0,132.0,2.0,0.0,1.0,0.0,11.96,12.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,10,
10,5.0,5.0,6.0,6.0,132.0,2.0,0.0,1.0,0.0,11.96,9.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,11,
11,5.0,5.0,6.0,6.0,135.0,2.0,0.0,1.0,0.0,11.96,12.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,12,
12,5.0,5.0,6.0,6.0,134.0,2.0,0.0,1.0,0.0,11.95,12.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,13,
13,5.0,5.0,6.0,6.0,136.0,2.0,0.0,1.0,0.0,11.95,8.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,14,
14,5.0,5.0,6.0,6.0,134.0,2.0,0.0,1.0,0.0,11.97,11.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,1,15,
15,15.0,11.0,21.0,14.0,143.0,6.0,0.0,1.0,0.0,14.99,21.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,1,
16,19.0,15.0,27.0,20.0,149.0,8.0,0.0,1.0,0.0,14.99,23.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,2,
17,23.0,19.0,33.0,26.0,154.0,10.0,0.0,1.0,0.0,14.99,23.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,3,
18,27.0,23.0,39.0,32.0,155.0,12.0,0.0,1.0,0.0,15.47,25.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,4,
19,31.0,27.0,45.0,38.0,160.0,14.0,0.0,1.0,0.0,15.47,31.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,5,
20,35.0,31.0,51.0,44.0,171.0,16.0,0.0,1.0,0.0,15.95,30.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,6,
21,39.0,35.0,57.0,50.0,164.0,18.0,0.0,1.0,0.0,16.48,35.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,7,
22,43.0,39.0,63.0,56.0,173.0,20.0,0.0,1.0,0.0,15.98,37.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,8,
23,47.0,43.0,69.0,62.0,165.0,22.0,0.0,1.0,0.0,15.98,37.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,9,
24,51.0,47.0,75.0,68.0,174.0,24.0,0.0,1.0,0.0,16.96,36.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,10,
25,55.0,51.0,81.0,74.0,176.0,26.0,0.0,1.0,0.0,16.96,44.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,11,
26,59.0,55.0,87.0,80.0,185.0,28.0,0.0,1.0,0.0,17.44,49.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,12,
27,63.0,59.0,93.0,86.0,191.0,30.0,0.0,1.0,0.0,17.44,55.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,13,
28,67.0,63.0,99.0,92.0,195.0,32.0,0.0,1.0,0.0,17.44,57.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,14,
29,71.0,67.0,105.0,98.0,193.0,34.0,0.0,1.0,0.0,17.44,60.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,2,15,
30,39.0,23.0,56.0,30.0,176.0,13.0,0.0,1.0,0.0,16.0,43.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,1,
31,52.0,33.0,71.0,45.0,197.0,17.0,0.0,1.0,0.0,16.96,62.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,2,
32,81.0,47.0,118.0,66.0,213.0,34.0,0.0,1.0,0.0,18.96,76.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,3,
33,106.0,64.0,155.0,91.0,243.0,47.0,0.0,1.0,0.0,21.44,95.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,4,
34,125.0,74.0,183.0,106.0,261.0,52.0,0.0,1.0,0.0,23.44,102.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,5,
35,140.0,86.0,206.0,124.0,275.0,60.0,0.0,1.0,0.0,25.44,116.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,6,
36,141.0,101.0,205.0,147.0,274.0,61.0,0.0,1.0,0.0,25.92,102.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,7,
37,162.0,113.0,238.0,165.0,317.0,70.0,0.0,1.0,0.0,27.92,149.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,8,
38,174.0,125.0,256.0,183.0,307.0,77.0,0.0,1.0,0.0,15.85,124.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,9,
39,188.0,137.0,277.0,201.0,307.0,84.0,0.0,1.0,0.0,18.89,122.0,True,new,experiments/results/BW_2_2/pytorch_sgd/11.onnx,BW,3,10,
