,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,idx
0,167,130,295,226,370,42,4,1,30,19.76,114.0,new,experiments/results/DP_2_2/labels_2h_40/0.onnx,DP,2,2,2.304687023162842,0,1e-05,40,0.1,21,True,10000,True,10000,True,True,0
1,173,75,307,127,346,59,0,1,25,40.69,108.0,new,experiments/results/DP_2_2/labels_2h_40/1.onnx,DP,2,2,96.07380771636963,50000,1e-05,40,0.1,21,True,10000,True,10000,True,True,1
2,175,56,310,89,342,59,1,1,25,45.68,111.0,new,experiments/results/DP_2_2/labels_2h_40/2.onnx,DP,2,2,194.21960735321045,100000,1e-05,40,0.1,21,True,10000,True,10000,True,True,2
3,175,34,281,44,369,65,1,1,22,37.65,101.0,new,experiments/results/DP_2_2/labels_2h_40/3.onnx,DP,2,2,293.2069048881531,150000,1e-05,40,0.1,21,True,10000,True,10000,True,True,3
4,147,31,230,42,263,54,0,1,10,18.69,67.0,new,experiments/results/DP_2_2/labels_2h_40/4.onnx,DP,2,2,388.8437213897705,200000,1e-05,40,0.1,21,True,10000,True,10000,True,True,4
5,61,28,81,36,210,5,1,1,2,20.66,45.0,new,experiments/results/DP_2_2/labels_2h_40/5.onnx,DP,2,2,477.825896024704,250000,1e-05,40,0.1,21,True,10000,True,10000,True,True,5
6,42,28,54,36,209,6,0,7,0,19.14,30.0,new,experiments/results/DP_2_2/labels_2h_40/6.onnx,DP,2,2,569.5606892108917,300000,1e-05,40,0.1,21,True,10000,True,10000,True,True,6
7,37,25,42,29,163,4,0,1,0,18.66,29.0,new,experiments/results/DP_2_2/labels_2h_40/7.onnx,DP,2,2,661.073578119278,350000,1e-05,40,0.1,21,True,10000,True,10000,True,True,7
8,45,31,68,42,207,11,0,10,0,20.66,35.0,new,experiments/results/DP_2_2/labels_2h_40/8.onnx,DP,2,2,752.2937273979187,400000,1e-05,40,0.1,21,True,10000,True,10000,True,True,8
9,41,28,57,35,187,12,0,1,0,20.18,35.0,new,experiments/results/DP_2_2/labels_2h_40/9.onnx,DP,2,2,841.1589183807373,450000,1e-05,40,0.1,21,True,10000,True,10000,True,True,9
10,43,31,57,41,185,5,0,7,5,18.66,28.0,new,experiments/results/DP_2_2/labels_2h_40/10.onnx,DP,2,2,932.1524569988251,500000,1e-05,40,0.1,21,True,10000,True,10000,True,True,10
11,46,28,62,35,202,14,0,1,1,20.18,31.0,new,experiments/results/DP_2_2/labels_2h_40/11.onnx,DP,2,2,1022.7801976203918,550000,1e-05,40,0.1,21,True,10000,True,10000,True,True,11
12,34,25,41,29,184,4,0,1,3,18.18,26.0,new,experiments/results/DP_2_2/labels_2h_40/12.onnx,DP,2,2,1113.5076596736908,600000,1e-05,40,0.1,21,True,10000,True,10000,True,True,12
13,32,25,38,29,193,4,0,1,1,18.18,25.0,new,experiments/results/DP_2_2/labels_2h_40/13.onnx,DP,2,2,1206.6430864334106,650000,1e-05,40,0.1,21,True,10000,True,10000,True,True,13
14,36,25,43,29,169,4,0,1,3,18.18,22.0,new,experiments/results/DP_2_2/labels_2h_40/14.onnx,DP,2,2,1296.9360222816467,700000,1e-05,40,0.1,21,True,10000,True,10000,True,True,14
15,38,25,44,29,193,4,0,2,1,18.66,21.0,new,experiments/results/DP_2_2/labels_2h_40/15.onnx,DP,2,2,1387.798462152481,750000,1e-05,40,0.1,21,True,10000,True,10000,True,True,15
16,175,90,279,134,335,58,2,2,16,29.68,101.0,new,experiments/results/DP_2_2/labels_2h_40/16.onnx,DP,2,2,1480.0108783245087,800000,1e-05,40,0.1,21,True,10000,True,10000,True,True,16
17,44,28,59,36,213,5,0,1,6,18.66,34.0,new,experiments/results/DP_2_2/labels_2h_40/17.onnx,DP,2,2,1571.568214416504,850000,1e-05,40,0.1,21,True,10000,True,10000,True,True,17
18,45,28,56,35,182,4,0,1,4,19.14,26.0,new,experiments/results/DP_2_2/labels_2h_40/18.onnx,DP,2,2,1664.1600074768066,900000,1e-05,40,0.1,21,True,10000,True,10000,True,True,18
19,61,28,84,36,214,10,0,1,3,21.14,31.0,new,experiments/results/DP_2_2/labels_2h_40/19.onnx,DP,2,2,1756.8476507663727,950000,1e-05,40,0.1,21,True,10000,True,10000,True,True,19
20,35,28,45,35,188,4,0,1,3,18.18,32.0,new,experiments/results/DP_2_2/labels_2h_40/20.onnx,DP,2,2,1847.1484117507935,1000000,1e-05,40,0.1,21,True,10000,True,10000,True,True,20
21,54,31,73,42,174,6,0,2,4,20.18,36.0,new,experiments/results/DP_2_2/labels_2h_40/21.onnx,DP,2,2,1938.3678905963898,1050000,1e-05,40,0.1,21,True,10000,True,10000,True,True,21
22,44,31,61,42,195,8,0,1,4,19.14,28.0,new,experiments/results/DP_2_2/labels_2h_40/22.onnx,DP,2,2,2030.7457976341248,1100000,1e-05,40,0.1,21,True,10000,True,10000,True,True,22
23,41,25,55,29,203,10,0,2,2,19.14,35.0,new,experiments/results/DP_2_2/labels_2h_40/23.onnx,DP,2,2,2122.2780799865723,1150000,1e-05,40,0.1,21,True,10000,True,10000,True,True,23
24,33,25,40,29,180,4,0,2,3,18.18,20.0,new,experiments/results/DP_2_2/labels_2h_40/24.onnx,DP,2,2,2212.33611369133,1200000,1e-05,40,0.1,21,True,10000,True,10000,True,True,24
25,56,31,80,42,217,15,0,2,3,21.14,34.0,new,experiments/results/DP_2_2/labels_2h_40/25.onnx,DP,2,2,2302.983871459961,1250000,1e-05,40,0.1,21,True,10000,True,10000,True,True,25
26,174,47,264,62,354,42,1,2,16,28.7,97.0,new,experiments/results/DP_2_2/labels_2h_40/26.onnx,DP,2,2,2393.8367142677307,1300000,1e-05,40,0.1,21,True,10000,True,10000,True,True,26
27,52,31,72,41,171,4,0,1,5,19.62,21.0,new,experiments/results/DP_2_2/labels_2h_40/27.onnx,DP,2,2,2486.3474700450897,1350000,1e-05,40,0.1,21,True,10000,True,10000,True,True,27
28,54,28,76,35,204,8,0,1,4,20.18,30.0,new,experiments/results/DP_2_2/labels_2h_40/28.onnx,DP,2,2,2575.869980096817,1400000,1e-05,40,0.1,21,True,10000,True,10000,True,True,28
29,46,31,67,42,190,12,0,1,4,19.62,31.0,new,experiments/results/DP_2_2/labels_2h_40/29.onnx,DP,2,2,2667.485435962677,1450000,1e-05,40,0.1,21,True,10000,True,10000,True,True,29
30,44,25,59,29,203,5,0,1,5,18.66,35.0,new,experiments/results/DP_2_2/labels_2h_40/30.onnx,DP,2,2,2758.332572698593,1500000,1e-05,40,0.1,21,True,10000,True,10000,True,True,30
31,38,25,49,29,187,5,0,1,1,18.66,25.0,new,experiments/results/DP_2_2/labels_2h_40/31.onnx,DP,2,2,2849.9366207122803,1550000,1e-05,40,0.1,21,True,10000,True,10000,True,True,31
32,69,31,108,42,228,15,0,1,7,21.62,38.0,new,experiments/results/DP_2_2/labels_2h_40/32.onnx,DP,2,2,2941.0627086162567,1600000,1e-05,40,0.1,21,True,10000,True,10000,True,True,32
33,164,73,274,105,306,49,2,1,19,29.7,91.0,new,experiments/results/DP_2_2/labels_2h_40/33.onnx,DP,2,2,3032.6058485507965,1650000,1e-05,40,0.1,21,True,10000,True,10000,True,True,33
34,44,25,58,29,170,7,0,1,1,19.14,29.0,new,experiments/results/DP_2_2/labels_2h_40/34.onnx,DP,2,2,3124.0110070705414,1700000,1e-05,40,0.1,21,True,10000,True,10000,True,True,34
35,42,28,58,35,170,11,0,2,2,19.62,35.0,new,experiments/results/DP_2_2/labels_2h_40/35.onnx,DP,2,2,3215.30087685585,1750000,1e-05,40,0.1,21,True,10000,True,10000,True,True,35
36,39,28,49,35,163,4,0,1,2,18.66,24.0,new,experiments/results/DP_2_2/labels_2h_40/36.onnx,DP,2,2,3306.8192462921143,1800000,1e-05,40,0.1,21,True,10000,True,10000,True,True,36
37,48,31,72,41,218,12,0,6,3,19.62,41.0,new,experiments/results/DP_2_2/labels_2h_40/37.onnx,DP,2,2,3398.837769508362,1850000,1e-05,40,0.1,21,True,10000,True,10000,True,True,37
38,41,28,59,35,205,9,0,5,0,19.62,37.0,new,experiments/results/DP_2_2/labels_2h_40/38.onnx,DP,2,2,3489.8205547332764,1900000,1e-05,40,0.1,21,True,10000,True,10000,True,True,38
39,167,114,299,193,331,80,0,2,27,33.72,95.0,new,experiments/results/DP_2_2/labels_2h_40/39.onnx,DP,2,2,3579.701229095459,1950000,1e-05,40,0.1,21,True,10000,True,10000,True,True,39
40,43,28,58,35,193,6,0,2,4,19.14,33.0,new,experiments/results/DP_2_2/labels_2h_40/40.onnx,DP,2,2,3670.7859692573547,2000000,1e-05,40,0.1,21,True,10000,True,10000,True,True,40
41,175,130,314,227,395,85,1,2,26,41.68,129.0,new,experiments/results/DP_2_2/labels_2h_40/41.onnx,DP,2,2,3762.8244042396545,2050000,1e-05,40,0.1,21,True,10000,True,10000,True,True,41
42,41,28,57,35,170,12,0,2,0,19.7,24.0,new,experiments/results/DP_2_2/labels_2h_40/42.onnx,DP,2,2,3854.858375310898,2100000,1e-05,40,0.1,21,True,10000,True,10000,True,True,42
43,38,25,48,29,163,5,0,1,3,18.66,23.0,new,experiments/results/DP_2_2/labels_2h_40/43.onnx,DP,2,2,3945.810654401779,2150000,1e-05,40,0.1,21,True,10000,True,10000,True,True,43
44,42,28,55,35,199,10,0,2,3,19.62,30.0,new,experiments/results/DP_2_2/labels_2h_40/44.onnx,DP,2,2,4038.202214241028,2200000,1e-05,40,0.1,21,True,10000,True,10000,True,True,44
45,35,25,44,29,189,5,0,1,3,18.18,27.0,new,experiments/results/DP_2_2/labels_2h_40/45.onnx,DP,2,2,4128.419330358505,2250000,1e-05,40,0.1,21,True,10000,True,10000,True,True,45
46,175,130,315,226,354,84,0,2,26,31.67,100.0,new,experiments/results/DP_2_2/labels_2h_40/46.onnx,DP,2,2,4220.13082742691,2300000,1e-05,40,0.1,21,True,10000,True,10000,True,True,46
47,35,25,45,29,197,6,0,1,2,18.18,31.0,new,experiments/results/DP_2_2/labels_2h_40/47.onnx,DP,2,2,4312.569593906403,2350000,1e-05,40,0.1,21,True,10000,True,10000,True,True,47
48,47,25,61,29,196,8,0,1,4,19.14,33.0,new,experiments/results/DP_2_2/labels_2h_40/48.onnx,DP,2,2,4404.5381400585175,2400000,1e-05,40,0.1,21,True,10000,True,10000,True,True,48
49,41,28,55,35,188,7,0,2,0,19.62,38.0,new,experiments/results/DP_2_2/labels_2h_40/49.onnx,DP,2,2,4496.090116977692,2450000,1e-05,40,0.1,21,True,10000,True,10000,True,True,49
50,66,36,91,51,202,5,0,7,6,20.18,32.0,new,experiments/results/DP_2_2/labels_2h_40/50.onnx,DP,2,2,4588.482548952103,2500000,1e-05,40,0.1,21,True,10000,True,10000,True,True,50
51,56,28,77,35,207,13,0,2,4,21.14,26.0,new,experiments/results/DP_2_2/labels_2h_40/51.onnx,DP,2,2,4679.455902338028,2550000,1e-05,40,0.1,21,True,10000,True,10000,True,True,51
52,40,25,52,29,189,4,0,1,6,18.18,20.0,new,experiments/results/DP_2_2/labels_2h_40/52.onnx,DP,2,2,4771.60940694809,2600000,1e-05,40,0.1,21,True,10000,True,10000,True,True,52
53,53,28,74,35,212,19,0,2,3,21.14,33.0,new,experiments/results/DP_2_2/labels_2h_40/53.onnx,DP,2,2,4862.178735494614,2650000,1e-05,40,0.1,21,True,10000,True,10000,True,True,53
54,42,25,52,29,182,4,0,2,3,18.66,27.0,new,experiments/results/DP_2_2/labels_2h_40/54.onnx,DP,2,2,4952.992522239685,2700000,1e-05,40,0.1,21,True,10000,True,10000,True,True,54
55,35,25,42,29,169,6,0,2,1,18.66,27.0,new,experiments/results/DP_2_2/labels_2h_40/55.onnx,DP,2,2,5044.497984170914,2750000,1e-05,40,0.1,21,True,10000,True,10000,True,True,55
56,44,28,60,35,193,5,0,1,5,18.66,33.0,new,experiments/results/DP_2_2/labels_2h_40/56.onnx,DP,2,2,5136.853785037994,2800000,1e-05,40,0.1,21,True,10000,True,10000,True,True,56
57,44,25,54,29,175,4,0,1,4,18.66,29.0,new,experiments/results/DP_2_2/labels_2h_40/57.onnx,DP,2,2,5227.903681755066,2850000,1e-05,40,0.1,21,True,10000,True,10000,True,True,57
58,48,25,63,29,208,11,0,1,4,19.62,36.0,new,experiments/results/DP_2_2/labels_2h_40/58.onnx,DP,2,2,5318.055804014206,2900000,1e-05,40,0.1,21,True,10000,True,10000,True,True,58
59,57,25,76,29,213,11,0,1,5,20.18,40.0,new,experiments/results/DP_2_2/labels_2h_40/59.onnx,DP,2,2,5410.0217299461365,2950000,1e-05,40,0.1,21,True,10000,True,10000,True,True,59
60,56,25,67,29,207,7,0,3,1,20.18,37.0,new,experiments/results/DP_2_2/labels_2h_40/60.onnx,DP,2,2,5501.245690107346,3000000,1e-05,40,0.1,21,True,10000,True,10000,True,True,60
61,47,31,66,41,184,12,0,2,3,20.18,36.0,new,experiments/results/DP_2_2/labels_2h_40/61.onnx,DP,2,2,5592.927558660507,3050000,1e-05,40,0.1,21,True,10000,True,10000,True,True,61
62,42,28,55,35,210,5,0,2,3,19.14,32.0,new,experiments/results/DP_2_2/labels_2h_40/62.onnx,DP,2,2,5684.644688367844,3100000,1e-05,40,0.1,21,True,10000,True,10000,True,True,62
63,43,31,61,42,191,11,0,1,1,19.7,41.0,new,experiments/results/DP_2_2/labels_2h_40/63.onnx,DP,2,2,5778.333153486252,3150000,1e-05,40,0.1,21,True,10000,True,10000,True,True,63
64,58,28,84,35,226,19,0,1,4,21.62,33.0,new,experiments/results/DP_2_2/labels_2h_40/64.onnx,DP,2,2,5869.42276263237,3200000,1e-05,40,0.1,21,True,10000,True,10000,True,True,64
65,39,28,52,35,188,4,0,2,3,18.66,26.0,new,experiments/results/DP_2_2/labels_2h_40/65.onnx,DP,2,2,5959.760034799576,3250000,1e-05,40,0.1,21,True,10000,True,10000,True,True,65
66,44,25,57,29,188,4,0,2,4,18.66,23.0,new,experiments/results/DP_2_2/labels_2h_40/66.onnx,DP,2,2,6052.830802440643,3300000,1e-05,40,0.1,21,True,10000,True,10000,True,True,66
67,159,34,257,45,336,53,0,2,16,31.69,95.0,new,experiments/results/DP_2_2/labels_2h_40/67.onnx,DP,2,2,6145.684735774994,3350000,1e-05,40,0.1,21,True,10000,True,10000,True,True,67
68,52,44,77,64,209,5,0,8,6,19.7,44.0,new,experiments/results/DP_2_2/labels_2h_40/68.onnx,DP,2,2,6236.311072349548,3400000,1e-05,40,0.1,21,True,10000,True,10000,True,True,68
69,66,36,90,52,213,5,0,7,2,20.66,35.0,new,experiments/results/DP_2_2/labels_2h_40/69.onnx,DP,2,2,6329.378510475159,3450000,1e-05,40,0.1,21,True,10000,True,10000,True,True,69
70,42,28,58,35,211,11,0,1,1,19.62,27.0,new,experiments/results/DP_2_2/labels_2h_40/70.onnx,DP,2,2,6420.490291833878,3500000,1e-05,40,0.1,21,True,10000,True,10000,True,True,70
71,49,31,68,42,217,13,0,2,3,20.18,35.0,new,experiments/results/DP_2_2/labels_2h_40/71.onnx,DP,2,2,6512.970149517059,3550000,1e-05,40,0.1,21,True,10000,True,10000,True,True,71
72,42,28,57,36,192,6,0,1,3,18.66,27.0,new,experiments/results/DP_2_2/labels_2h_40/72.onnx,DP,2,2,6604.535685777664,3600000,1e-05,40,0.1,21,True,10000,True,10000,True,True,72
73,41,28,55,35,206,5,0,5,2,19.14,40.0,new,experiments/results/DP_2_2/labels_2h_40/73.onnx,DP,2,2,6694.856296539307,3650000,1e-05,40,0.1,21,True,10000,True,10000,True,True,73
74,173,130,309,226,299,56,0,2,30,30.71,72.0,new,experiments/results/DP_2_2/labels_2h_40/74.onnx,DP,2,2,6787.049020767212,3700000,1e-05,40,0.1,21,True,10000,True,10000,True,True,74
75,36,25,45,29,215,7,0,2,3,18.66,32.0,new,experiments/results/DP_2_2/labels_2h_40/75.onnx,DP,2,2,6880.060903549194,3750000,1e-05,40,0.1,21,True,10000,True,10000,True,True,75
76,45,28,62,35,205,14,0,2,1,19.7,35.0,new,experiments/results/DP_2_2/labels_2h_40/76.onnx,DP,2,2,6971.929929971695,3800000,1e-05,40,0.1,21,True,10000,True,10000,True,True,76
77,45,28,56,35,185,4,0,1,4,19.14,25.0,new,experiments/results/DP_2_2/labels_2h_40/77.onnx,DP,2,2,7065.082352876663,3850000,1e-05,40,0.1,21,True,10000,True,10000,True,True,77
78,43,25,51,29,188,4,0,1,4,19.14,28.0,new,experiments/results/DP_2_2/labels_2h_40/78.onnx,DP,2,2,7157.589018821716,3900000,1e-05,40,0.1,21,True,10000,True,10000,True,True,78
79,44,25,55,29,189,4,0,1,6,18.66,28.0,new,experiments/results/DP_2_2/labels_2h_40/79.onnx,DP,2,2,7248.984647035599,3950000,1e-05,40,0.1,21,True,10000,True,10000,True,True,79
80,39,25,50,29,167,4,0,1,3,18.66,30.0,new,experiments/results/DP_2_2/labels_2h_40/80.onnx,DP,2,2,7343.715421676636,4000000,1e-05,40,0.1,21,True,10000,True,10000,True,True,80
81,49,28,66,35,191,4,0,1,6,19.62,36.0,new,experiments/results/DP_2_2/labels_2h_40/81.onnx,DP,2,2,7434.999660730362,4050000,1e-05,40,0.1,21,True,10000,True,10000,True,True,81
82,48,31,67,42,191,10,0,2,4,19.7,30.0,new,experiments/results/DP_2_2/labels_2h_40/82.onnx,DP,2,2,7528.052570343018,4100000,1e-05,40,0.1,21,True,10000,True,10000,True,True,82
83,42,28,55,35,181,12,0,2,1,19.62,32.0,new,experiments/results/DP_2_2/labels_2h_40/83.onnx,DP,2,2,7620.240843296051,4150000,1e-05,40,0.1,21,True,10000,True,10000,True,True,83
84,37,25,46,29,197,5,0,1,3,18.18,17.0,new,experiments/results/DP_2_2/labels_2h_40/84.onnx,DP,2,2,7712.16957616806,4200000,1e-05,40,0.1,21,True,10000,True,10000,True,True,84
85,115,31,152,42,268,18,0,2,1,16.7,75.0,new,experiments/results/DP_2_2/labels_2h_40/85.onnx,DP,2,2,7805.803147554398,4250000,1e-05,40,0.1,21,True,10000,True,10000,True,True,85
86,39,28,50,35,162,4,0,1,3,18.66,25.0,new,experiments/results/DP_2_2/labels_2h_40/86.onnx,DP,2,2,7900.040442228317,4300000,1e-05,40,0.1,21,True,10000,True,10000,True,True,86
87,101,25,126,29,247,14,0,2,3,9.67,62.0,new,experiments/results/DP_2_2/labels_2h_40/87.onnx,DP,2,2,7992.410329580307,4350000,1e-05,40,0.1,21,True,10000,True,10000,True,True,87
88,41,25,54,29,209,5,0,1,6,18.66,31.0,new,experiments/results/DP_2_2/labels_2h_40/88.onnx,DP,2,2,8087.891253232956,4400000,1e-05,40,0.1,21,True,10000,True,10000,True,True,88
89,38,28,50,35,202,5,0,1,3,18.18,31.0,new,experiments/results/DP_2_2/labels_2h_40/89.onnx,DP,2,2,8181.571001291275,4450000,1e-05,40,0.1,21,True,10000,True,10000,True,True,89
90,31,25,38,29,184,5,0,2,0,18.18,28.0,new,experiments/results/DP_2_2/labels_2h_40/90.onnx,DP,2,2,8277.36299419403,4500000,1e-05,40,0.1,21,True,10000,True,10000,True,True,90
91,126,51,176,63,324,19,1,2,3,15.7,80.0,new,experiments/results/DP_2_2/labels_2h_40/91.onnx,DP,2,2,8374.292978286743,4550000,1e-05,40,0.1,21,True,10000,True,10000,True,True,91
92,50,25,66,29,187,4,1,1,7,19.14,27.0,new,experiments/results/DP_2_2/labels_2h_40/92.onnx,DP,2,2,8466.186529636383,4600000,1e-05,40,0.1,21,True,10000,True,10000,True,True,92
93,48,28,67,35,189,13,0,1,3,20.18,41.0,new,experiments/results/DP_2_2/labels_2h_40/93.onnx,DP,2,2,8558.659977436066,4650000,1e-05,40,0.1,21,True,10000,True,10000,True,True,93
94,45,28,60,35,171,8,0,2,2,19.62,30.0,new,experiments/results/DP_2_2/labels_2h_40/94.onnx,DP,2,2,8650.034136295319,4700000,1e-05,40,0.1,21,True,10000,True,10000,True,True,94
95,40,28,52,35,176,10,0,1,2,19.14,31.0,new,experiments/results/DP_2_2/labels_2h_40/95.onnx,DP,2,2,8745.206858158112,4750000,1e-05,40,0.1,21,True,10000,True,10000,True,True,95
96,48,28,62,35,198,7,0,1,4,19.62,28.0,new,experiments/results/DP_2_2/labels_2h_40/96.onnx,DP,2,2,8839.649074554443,4800000,1e-05,40,0.1,21,True,10000,True,10000,True,True,96
97,46,31,64,41,210,4,0,5,6,19.14,28.0,new,experiments/results/DP_2_2/labels_2h_40/97.onnx,DP,2,2,8939.792527198792,4850000,1e-05,40,0.1,21,True,10000,True,10000,True,True,97
98,162,54,270,69,302,59,0,1,17,30.69,81.0,new,experiments/results/DP_2_2/labels_2h_40/98.onnx,DP,2,2,9032.33191728592,4900000,1e-05,40,0.1,21,True,10000,True,10000,True,True,98
99,58,31,84,41,198,14,0,2,6,20.66,28.0,new,experiments/results/DP_2_2/labels_2h_40/99.onnx,DP,2,2,9128.712039232254,4950000,1e-05,40,0.1,21,True,10000,True,10000,True,True,99
100,44,25,53,29,167,4,1,1,3,18.66,26.0,new,experiments/results/DP_2_2/labels_2h_40/100.onnx,DP,2,2,9223.215384483337,5000000,1e-05,40,0.1,21,True,10000,True,10000,True,True,100
