,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,avg q,idx
0,2.304687023162842,0,1e-05,40,0.1,21,True,10000,True,10000,True,True,0.34284192,0
1,96.07380771636963,50000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-4.080767,1
2,194.21960735321045,100000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-8.478354,2
3,293.2069048881531,150000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-13.010423,3
4,388.8437213897705,200000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-16.962723,4
5,477.825896024704,250000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-18.868425,5
6,569.5606892108917,300000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-19.054071,6
7,661.073578119278,350000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-16.13111,7
8,752.2937273979187,400000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-19.523624,8
9,841.1589183807373,450000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-19.190027,9
10,932.1524569988251,500000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-21.651026,10
11,1022.7801976203918,550000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-20.937216,11
12,1113.5076596736908,600000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-21.285795,12
13,1206.6430864334106,650000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-20.428709,13
14,1296.9360222816467,700000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-19.315945,14
15,1387.798462152481,750000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-18.35347,15
16,1480.0108783245087,800000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-19.978056,16
17,1571.568214416504,850000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-22.583405,17
18,1664.1600074768066,900000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-22.486073,18
19,1756.8476507663727,950000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-25.241323,19
20,1847.1484117507935,1000000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-22.396257,20
21,1938.3678905963898,1050000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-24.133461,21
22,2030.7457976341248,1100000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-24.048405,22
23,2122.2780799865723,1150000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-21.421665,23
24,2212.33611369133,1200000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-20.565607,24
25,2302.983871459961,1250000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-24.528044,25
26,2393.8367142677307,1300000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-23.106945,26
27,2486.3474700450897,1350000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-27.152409,27
28,2575.869980096817,1400000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-24.750706,28
29,2667.485435962677,1450000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-27.47284,29
30,2758.332572698593,1500000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-26.836647,30
31,2849.9366207122803,1550000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-25.090998,31
32,2941.0627086162567,1600000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-27.309303,32
33,3032.6058485507965,1650000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-28.050104,33
34,3124.0110070705414,1700000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-28.620155,34
35,3215.30087685585,1750000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-28.219284,35
36,3306.8192462921143,1800000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-26.438564,36
37,3398.837769508362,1850000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-27.651142,37
38,3489.8205547332764,1900000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-28.493458,38
39,3579.701229095459,1950000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-25.564365,39
40,3670.7859692573547,2000000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-28.422327,40
41,3762.8244042396545,2050000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-26.819086,41
42,3854.858375310898,2100000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-28.199848,42
43,3945.810654401779,2150000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-26.740854,43
44,4038.202214241028,2200000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-27.94417,44
45,4128.419330358505,2250000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-28.468212,45
46,4220.13082742691,2300000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-26.46256,46
47,4312.569593906403,2350000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-25.540796,47
48,4404.5381400585175,2400000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-24.976467,48
49,4496.090116977692,2450000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-26.961754,49
50,4588.482548952103,2500000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-27.672241,50
51,4679.455902338028,2550000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-26.309439,51
52,4771.60940694809,2600000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-26.073763,52
53,4862.178735494614,2650000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-25.37182,53
54,4952.992522239685,2700000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-24.805752,54
55,5044.497984170914,2750000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-23.741217,55
56,5136.853785037994,2800000,1e-05,40,0.1,21,True,10000,True,10000,True,True,-25.212029,56
