,synthesis time(ms),expanded transitions,expanded states,n,k,problem,nfeatures,training time,training steps,eta,nnsize,epsilon,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
11,,,,3,3,CM,,49.3488130569458,52000,1e-05,20,0.1,-267.48758,25,-0.48075894,-0.73967993,-0.537936,-0.22268435,-0.3349959,-2.3841858e-07,-5.3339524,-5.868353,-2.2100916,-3.8869576,-5.584112
12,1620.0,3072.0,1666.0,2,2,CM,11.0,61.878490686416626,62000,1e-05,20,0.1,-358.8878,30,-0.3037997,-0.8182927,-0.47288916,-0.15753588,-0.17090312,4.3958426e-07,-6.384979,-6.3597436,-1.2338281,-2.5471187,-6.3157
13,,,,3,3,CM,,61.878490686416626,62000,1e-05,20,0.1,-358.8878,30,-0.3037997,-0.8182927,-0.47288916,-0.15753588,-0.17090312,4.3958426e-07,-6.384979,-6.3597436,-1.2338281,-2.5471187,-6.3157
14,1451.0,2536.0,1590.0,2,2,CM,11.0,72.7322986125946,72000,1e-05,20,0.1,-400.72513,35,-0.022526309,-0.821088,0.109866604,-0.15549712,-0.041168258,5.9604645e-07,-7.3990493,-5.698614,-0.9605152,-1.0362482,-6.088656
15,,,,3,3,CM,,72.7322986125946,72000,1e-05,20,0.1,-400.72513,35,-0.022526309,-0.821088,0.109866604,-0.15549712,-0.041168258,5.9604645e-07,-7.3990493,-5.698614,-0.9605152,-1.0362482,-6.088656
16,1157.0,3245.0,1774.0,2,2,CM,11.0,83.02522301673889,82000,1e-05,20,0.1,-518.7176,40,-0.15850458,-0.79786867,-0.41733837,-0.11917356,-0.13898039,-1.6391277e-07,-6.5083447,-6.455189,-0.6105828,-1.5209472,-6.435613
17,,,,3,3,CM,,83.02522301673889,82000,1e-05,20,0.1,-518.7176,40,-0.15850458,-0.79786867,-0.41733837,-0.11917356,-0.13898039,-1.6391277e-07,-6.5083447,-6.455189,-0.6105828,-1.5209472,-6.435613
18,1088.0,2896.0,1619.0,2,2,CM,11.0,97.49494671821594,92000,1e-05,20,0.1,-700.66406,45,-0.45804352,-0.6765318,-0.44164684,-0.142762,-0.17107289,2.682209e-07,-6.1305857,-6.3778424,-0.7518122,-1.2484069,-6.160533
19,,,,3,3,CM,,97.49494671821594,92000,1e-05,20,0.1,-700.66406,45,-0.45804352,-0.6765318,-0.44164684,-0.142762,-0.17107289,2.682209e-07,-6.1305857,-6.3778424,-0.7518122,-1.2484069,-6.160533
20,1090.0,2604.0,1732.0,2,2,CM,11.0,114.04744935035706,102000,1e-05,20,0.1,-546.8694,50,0.0027172894,-0.9554149,-0.120479584,-0.20446143,-0.13653567,5.066395e-07,-7.4478965,-6.3206186,-0.24489617,-0.29632446,-6.391421
21,,,,3,3,CM,,114.04744935035706,102000,1e-05,20,0.1,-546.8694,50,0.0027172894,-0.9554149,-0.120479584,-0.20446143,-0.13653567,5.066395e-07,-7.4478965,-6.3206186,-0.24489617,-0.29632446,-6.391421
22,2137.0,2524.0,1576.0,2,2,CM,11.0,126.7952287197113,112000,1e-05,20,0.1,-473.83594,55,-0.3532546,0.31923568,0.17344815,-0.18059596,-0.2563276,9.536743e-07,-5.859521,-4.4402604,3.3127854,3.4286308,-4.0900817
23,,,,3,3,CM,,126.7952287197113,112000,1e-05,20,0.1,-473.83594,55,-0.3532546,0.31923568,0.17344815,-0.18059596,-0.2563276,9.536743e-07,-5.859521,-4.4402604,3.3127854,3.4286308,-4.0900817
24,2289.0,2664.0,1545.0,2,2,CM,11.0,137.98157143592834,122000,1e-05,20,0.1,-389.33612,60,0.7170053,0.5440223,3.1111825,-0.022082403,-0.08897878,2.3841858e-07,-1.3986144,-0.3681929,0.35586065,1.4479189,-0.24754691
25,,,,3,3,CM,,137.98157143592834,122000,1e-05,20,0.1,-389.33612,60,0.7170053,0.5440223,3.1111825,-0.022082403,-0.08897878,2.3841858e-07,-1.3986144,-0.3681929,0.35586065,1.4479189,-0.24754691
26,1634.0,3154.0,1674.0,2,2,CM,11.0,152.46499633789062,132000,1e-05,20,0.1,-743.04987,65,-0.460228,0.31175512,-0.8602039,-0.18687928,-0.2698143,2.9802322e-08,-6.147734,-6.1216025,-0.77203214,-2.5745158,-5.7959075
27,,,,3,3,CM,,152.46499633789062,132000,1e-05,20,0.1,-743.04987,65,-0.460228,0.31175512,-0.8602039,-0.18687928,-0.2698143,2.9802322e-08,-6.147734,-6.1216025,-0.77203214,-2.5745158,-5.7959075
28,2399.0,2816.0,1525.0,2,2,CM,11.0,166.38409948349,142000,1e-05,20,0.1,-463.6406,70,0.7242758,1.8127842,3.4034495,-0.06420605,-0.23029628,5.9604645e-08,-1.754399,-0.82595634,1.3023821,1.6895565,-0.86138123
29,,,,3,3,CM,,166.38409948349,142000,1e-05,20,0.1,-463.6406,70,0.7242758,1.8127842,3.4034495,-0.06420605,-0.23029628,5.9604645e-08,-1.754399,-0.82595634,1.3023821,1.6895565,-0.86138123
