,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,1680.0,221.0,2703.0,413.0,2226.0,123.0,125.0,1.0,757.0,61.91,1896.0,new,base_features0,CM,2,2,31.684499979019165,10000,1e-06,20,0.1,11,False,-0.0018710054,0,-0.2571995,-0.5570868,0.28321332,0.56847185,-1.6820301,1.7881393e-07,-1.4115455,-1.7810599,-0.7488735,-0.4848619,0.1529069
1,,,,,,,,,,,,new,base_features0,CM,3,3,31.684499979019165,10000,1e-06,20,0.1,11,False,-0.0018710054,0,-0.2571995,-0.5570868,0.28321332,0.56847185,-1.6820301,1.7881393e-07,-1.4115455,-1.7810599,-0.7488735,-0.4848619,0.1529069
2,1557.0,221.0,2589.0,413.0,2179.0,119.0,160.0,1.0,635.0,175.11,1789.0,new,base_features1,CM,2,2,62.35614204406738,20000,1e-06,20,0.1,11,False,-0.33510143,1,-0.38954017,-0.77276754,0.014379233,0.72296494,-1.7618045,8.940697e-08,-1.5447841,-1.8527507,-0.8110075,-0.48908558,0.038094625
3,,,,,,,,,,,,new,base_features1,CM,3,3,62.35614204406738,20000,1e-06,20,0.1,11,False,-0.33510143,1,-0.38954017,-0.77276754,0.014379233,0.72296494,-1.7618045,8.940697e-08,-1.5447841,-1.8527507,-0.8110075,-0.48908558,0.038094625
4,1586.0,221.0,2800.0,413.0,2636.0,190.0,53.0,1.0,807.0,125.48,2007.0,new,base_features2,CM,2,2,92.69590425491333,30000,1e-06,20,0.1,11,False,-0.7003798,2,-0.6517507,-1.021065,-0.3791837,0.9343547,-1.8080072,3.2782555e-07,-1.6072724,-1.9144762,-0.8932335,-0.5831531,-0.08757982
5,,,,,,,,,,,,new,base_features2,CM,3,3,92.69590425491333,30000,1e-06,20,0.1,11,False,-0.7003798,2,-0.6517507,-1.021065,-0.3791837,0.9343547,-1.8080072,3.2782555e-07,-1.6072724,-1.9144762,-0.8932335,-0.5831531,-0.08757982
6,1611.0,221.0,2963.0,413.0,2159.0,107.0,106.0,1.0,943.0,163.34,1599.0,new,base_features3,CM,2,2,123.0118682384491,40000,1e-06,20,0.1,11,False,-1.1296886,3,-0.99578637,-1.3809161,-0.7909001,1.0668534,-1.786405,4.172325e-07,-1.7828873,-2.0490863,-1.0074885,-0.7643374,-0.4216717
7,,,,,,,,,,,,new,base_features3,CM,3,3,123.0118682384491,40000,1e-06,20,0.1,11,False,-1.1296886,3,-0.99578637,-1.3809161,-0.7909001,1.0668534,-1.786405,4.172325e-07,-1.7828873,-2.0490863,-1.0074885,-0.7643374,-0.4216717
8,1703.0,221.0,3128.0,413.0,2306.0,139.0,103.0,1.0,1026.0,111.81,1572.0,new,base_features4,CM,2,2,150.0081605911255,50000,1e-06,20,0.1,11,False,-1.6379392,4,-1.3130094,-1.5803144,-1.2208511,1.1361058,-1.5970764,5.364418e-07,-1.9844048,-2.204836,-1.07595,-1.0180862,-0.8525394
9,,,,,,,,,,,,new,base_features4,CM,3,3,150.0081605911255,50000,1e-06,20,0.1,11,False,-1.6379392,4,-1.3130094,-1.5803144,-1.2208511,1.1361058,-1.5970764,5.364418e-07,-1.9844048,-2.204836,-1.07595,-1.0180862,-0.8525394
