,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,algorithm,heuristic,problem,n,k
19,7022.0,0.0,15001.0,0.0,21483.0,3688.0,629.0,710.0,1206.0,275.16,1298.0,true,OpenSet RA,r,CM,2,5
20,7710.0,0.0,15001.0,0.0,13531.0,2829.0,618.0,806.0,775.0,235.49,1715.0,true,OpenSet RA,r,CM,2,6
21,7799.0,0.0,15001.0,0.0,14934.0,2713.0,562.0,651.0,340.0,344.0,2153.0,true,OpenSet RA,r,CM,2,7
22,7861.0,0.0,15001.0,0.0,23158.0,3344.0,11.0,686.0,416.0,329.34,2622.0,true,OpenSet RA,r,CM,2,8
23,7688.0,0.0,15001.0,0.0,31228.0,2301.0,1739.0,282.0,50.0,555.86,3417.0,true,OpenSet RA,r,CM,2,9
24,7747.0,0.0,15001.0,0.0,54195.0,3788.0,191.0,476.0,44.0,392.78,4430.0,true,OpenSet RA,r,CM,2,10
25,7495.0,0.0,15001.0,0.0,64493.0,3195.0,1403.0,0.0,0.0,516.29,5664.0,true,OpenSet RA,r,CM,2,11
26,7658.0,0.0,15001.0,0.0,38406.0,2508.0,2038.0,0.0,0.0,439.53,6006.0,true,OpenSet RA,r,CM,2,12
27,7959.0,0.0,15001.0,0.0,24458.0,1699.0,2375.0,0.0,1.0,741.07,6594.0,true,OpenSet RA,r,CM,2,13
28,7445.0,0.0,15001.0,0.0,17470.0,0.0,4457.0,0.0,0.0,724.08,1842.0,true,OpenSet RA,r,CM,2,14
29,7447.0,0.0,15001.0,0.0,17849.0,0.0,4360.0,0.0,0.0,227.58,2200.0,true,OpenSet RA,r,CM,2,15
30,454.0,355.0,1144.0,922.0,570.0,460.0,0.0,1.0,0.0,75.07,133.0,false,OpenSet RA,r,CM,3,1
31,3101.0,1681.0,7545.0,4741.0,8000.0,2395.0,114.0,75.0,360.0,132.59,759.0,false,OpenSet RA,r,CM,3,2
32,5421.0,0.0,15001.0,0.0,59901.0,6208.0,0.0,0.0,0.0,308.56,1753.0,true,OpenSet RA,r,CM,3,3
33,6000.0,0.0,15001.0,0.0,48090.0,5463.0,0.0,0.0,0.0,402.06,2607.0,true,OpenSet RA,r,CM,3,4
34,7254.0,0.0,15001.0,0.0,13609.0,15.0,2406.0,0.0,1852.0,387.06,2367.0,true,OpenSet RA,r,CM,3,5
35,6990.0,0.0,15001.0,0.0,15875.0,2554.0,635.0,0.0,943.0,311.71,3440.0,true,OpenSet RA,r,CM,3,6
36,7334.0,0.0,15001.0,0.0,13229.0,0.0,2290.0,0.0,1549.0,431.9,2590.0,true,OpenSet RA,r,CM,3,7
37,6597.0,0.0,15001.0,0.0,33915.0,4581.0,0.0,0.0,0.0,465.68,6193.0,true,OpenSet RA,r,CM,3,8
38,7572.0,0.0,15001.0,0.0,15277.0,0.0,1944.0,0.0,1876.0,389.41,3071.0,true,OpenSet RA,r,CM,3,9
39,7081.0,0.0,15001.0,0.0,16647.0,0.0,2695.0,0.0,1626.0,328.17,3166.0,true,OpenSet RA,r,CM,3,10
40,7286.0,0.0,15001.0,0.0,16194.0,0.0,2171.0,0.0,1667.0,623.89,3514.0,true,OpenSet RA,r,CM,3,11
41,7467.0,0.0,15001.0,0.0,17507.0,0.0,2025.0,0.0,1762.0,430.44,3735.0,true,OpenSet RA,r,CM,3,12
42,7203.0,0.0,15001.0,0.0,19134.0,0.0,2149.0,0.0,1906.0,817.84,3918.0,true,OpenSet RA,r,CM,3,13
43,7653.0,0.0,15001.0,0.0,19119.0,0.0,1585.0,0.0,1843.0,948.23,4513.0,true,OpenSet RA,r,CM,3,14
44,7795.0,0.0,15001.0,0.0,21667.0,0.0,1434.0,0.0,2003.0,676.03,4788.0,true,OpenSet RA,r,CM,3,15
45,2641.0,1787.0,8785.0,6620.0,12917.0,4184.0,0.0,1.0,0.0,330.93,682.0,false,OpenSet RA,r,CM,4,1
46,5265.0,0.0,15001.0,0.0,22878.0,5501.0,0.0,0.0,0.0,312.95,1508.0,true,OpenSet RA,r,CM,4,2
47,6183.0,0.0,15001.0,0.0,15782.0,3183.0,0.0,0.0,0.0,430.72,2303.0,true,OpenSet RA,r,CM,4,3
48,5984.0,0.0,15001.0,0.0,18444.0,4167.0,0.0,0.0,0.0,457.92,2851.0,true,OpenSet RA,r,CM,4,4
49,6825.0,0.0,15001.0,0.0,12787.0,0.0,952.0,0.0,2104.0,389.63,3353.0,true,OpenSet RA,r,CM,4,5
50,7010.0,0.0,15001.0,0.0,8158.0,0.0,219.0,0.0,3120.0,113.12,3861.0,true,OpenSet RA,r,CM,4,6
51,7136.0,0.0,15001.0,0.0,12383.0,0.0,577.0,0.0,1972.0,254.05,4534.0,true,OpenSet RA,r,CM,4,7
52,6854.0,0.0,15001.0,0.0,13064.0,0.0,555.0,0.0,2488.0,453.06,4521.0,true,OpenSet RA,r,CM,4,8
53,6747.0,0.0,15001.0,0.0,12786.0,0.0,491.0,0.0,2636.0,635.66,4973.0,true,OpenSet RA,r,CM,4,9
54,6982.0,0.0,15001.0,0.0,14089.0,0.0,237.0,0.0,2180.0,606.54,5862.0,true,OpenSet RA,r,CM,4,10
55,7281.0,0.0,15001.0,0.0,16133.0,0.0,321.0,0.0,2233.0,343.76,6608.0,true,OpenSet RA,r,CM,4,11
56,7058.0,0.0,15001.0,0.0,19948.0,0.0,341.0,0.0,2394.0,673.91,6620.0,true,OpenSet RA,r,CM,4,12
57,7116.0,0.0,15001.0,0.0,20246.0,0.0,434.0,0.0,1798.0,1.06,7277.0,true,OpenSet RA,r,CM,4,13
58,7471.0,0.0,15001.0,0.0,22309.0,0.0,230.0,0.0,2135.0,1.02,7692.0,true,OpenSet RA,r,CM,4,14
59,7369.0,0.0,15001.0,0.0,26576.0,0.0,128.0,0.0,1858.0,1.36,8543.0,true,OpenSet RA,r,CM,4,15
60,5609.0,0.0,15001.0,0.0,14225.0,4278.0,0.0,0.0,0.0,233.84,1518.0,true,OpenSet RA,r,CM,5,1
61,5522.0,0.0,15001.0,0.0,17124.0,4840.0,0.0,0.0,0.0,252.7,2081.0,true,OpenSet RA,r,CM,5,2
62,6252.0,0.0,15001.0,0.0,14368.0,3089.0,0.0,0.0,0.0,379.24,3053.0,true,OpenSet RA,r,CM,5,3
63,6938.0,0.0,15001.0,0.0,14583.0,804.0,0.0,0.0,0.0,415.42,4945.0,true,OpenSet RA,r,CM,5,4
64,5981.0,0.0,15001.0,0.0,6831.0,0.0,98.0,0.0,320.0,223.17,4505.0,true,OpenSet RA,r,CM,5,5
65,6206.0,0.0,15001.0,0.0,8808.0,0.0,113.0,0.0,447.0,237.17,5418.0,true,OpenSet RA,r,CM,5,6
66,6462.0,0.0,15001.0,0.0,10263.0,0.0,167.0,0.0,463.0,595.67,6640.0,true,OpenSet RA,r,CM,5,7
67,6267.0,0.0,15001.0,0.0,12433.0,0.0,75.0,0.0,532.0,705.45,7193.0,true,OpenSet RA,r,CM,5,8
68,6488.0,0.0,15001.0,0.0,15206.0,0.0,377.0,0.0,582.0,905.49,7759.0,true,OpenSet RA,r,CM,5,9
69,6555.0,0.0,15001.0,0.0,17644.0,0.0,167.0,0.0,330.0,965.13,9044.0,true,OpenSet RA,r,CM,5,10
70,6859.0,0.0,15001.0,0.0,34714.0,449.0,0.0,0.0,10.0,1.26,20474.0,true,OpenSet RA,r,CM,5,11
71,6338.0,0.0,15001.0,0.0,26966.0,0.0,18.0,0.0,1126.0,1.07,10136.0,true,OpenSet RA,r,CM,5,12
72,6505.0,0.0,15001.0,0.0,29603.0,0.0,123.0,0.0,409.0,1.49,10647.0,true,OpenSet RA,r,CM,5,13
73,6592.0,0.0,15001.0,0.0,35931.0,0.0,127.0,0.0,425.0,1.4,11618.0,true,OpenSet RA,r,CM,5,14
74,6701.0,0.0,15001.0,0.0,43332.0,0.0,36.0,0.0,355.0,1.55,13079.0,true,OpenSet RA,r,CM,5,15
75,5860.0,0.0,15001.0,0.0,6237.0,1649.0,0.0,0.0,0.0,252.8,2212.0,true,OpenSet RA,r,CM,6,1
76,6590.0,0.0,15001.0,0.0,10161.0,2447.0,0.0,0.0,0.0,206.33,3077.0,true,OpenSet RA,r,CM,6,2
77,7015.0,0.0,15001.0,0.0,9178.0,684.0,0.0,0.0,0.0,337.67,4670.0,true,OpenSet RA,r,CM,6,3
78,5410.0,0.0,15001.0,0.0,7302.0,0.0,50.0,0.0,201.0,246.88,5145.0,true,OpenSet RA,r,CM,6,4
79,5487.0,0.0,15001.0,0.0,9637.0,0.0,156.0,0.0,274.0,199.73,6495.0,true,OpenSet RA,r,CM,6,5
80,5584.0,0.0,15001.0,0.0,11990.0,0.0,50.0,0.0,274.0,450.79,7705.0,true,OpenSet RA,r,CM,6,6
81,5766.0,0.0,15001.0,0.0,14336.0,0.0,170.0,0.0,262.0,152.18,8740.0,true,OpenSet RA,r,CM,6,7
82,5644.0,0.0,15001.0,0.0,16684.0,0.0,50.0,0.0,271.0,450.19,8954.0,true,OpenSet RA,r,CM,6,8
83,5794.0,0.0,15001.0,0.0,21159.0,0.0,50.0,0.0,254.0,866.43,10833.0,true,OpenSet RA,r,CM,6,9
84,5936.0,0.0,15001.0,0.0,25902.0,0.0,50.0,0.0,256.0,754.13,12083.0,true,OpenSet RA,r,CM,6,10
85,5878.0,0.0,15001.0,0.0,30020.0,0.0,50.0,0.0,254.0,1.41,11708.0,true,OpenSet RA,r,CM,6,11
86,5966.0,0.0,15001.0,0.0,36477.0,0.0,50.0,0.0,178.0,1.37,13089.0,true,OpenSet RA,r,CM,6,12
87,6112.0,0.0,15001.0,0.0,44943.0,0.0,50.0,0.0,253.0,1.81,14553.0,true,OpenSet RA,r,CM,6,13
88,6179.0,0.0,15001.0,0.0,56880.0,0.0,50.0,0.0,178.0,1.62,15810.0,true,OpenSet RA,r,CM,6,14
89,6312.0,0.0,15001.0,0.0,72590.0,0.0,96.0,0.0,178.0,1.49,17938.0,true,OpenSet RA,r,CM,6,15
90,5870.0,0.0,15001.0,0.0,8342.0,1348.0,0.0,0.0,0.0,67.9,2785.0,true,OpenSet RA,r,CM,7,1
91,5876.0,0.0,15001.0,0.0,12347.0,2491.0,0.0,0.0,0.0,213.38,3659.0,true,OpenSet RA,r,CM,7,2
92,5487.0,0.0,15001.0,0.0,17120.0,2521.0,0.0,0.0,0.0,272.16,4945.0,true,OpenSet RA,r,CM,7,3
93,7247.0,0.0,15001.0,0.0,13353.0,544.0,0.0,0.0,0.0,405.87,6948.0,true,OpenSet RA,r,CM,7,4
94,5063.0,0.0,15001.0,0.0,13540.0,0.0,235.0,0.0,633.0,602.95,7482.0,true,OpenSet RA,r,CM,7,5
95,5382.0,0.0,15001.0,0.0,16619.0,0.0,117.0,0.0,571.0,204.95,9193.0,true,OpenSet RA,r,CM,7,6
96,5842.0,0.0,15001.0,0.0,21059.0,0.0,68.0,0.0,337.0,961.24,12685.0,true,OpenSet RA,r,CM,7,7
97,5891.0,0.0,15001.0,0.0,24352.0,0.0,152.0,0.0,224.0,924.06,13342.0,true,OpenSet RA,r,CM,7,8
98,6060.0,0.0,15001.0,0.0,30241.0,0.0,0.0,0.0,19.0,1.26,16706.0,true,OpenSet RA,r,CM,7,9
99,6176.0,0.0,15001.0,0.0,37180.0,0.0,62.0,0.0,18.0,1.33,18129.0,true,OpenSet RA,r,CM,7,10
100,6252.0,0.0,15001.0,0.0,45065.0,0.0,95.0,0.0,17.0,1.23,18187.0,true,OpenSet RA,r,CM,7,11
101,6265.0,0.0,15001.0,0.0,52952.0,0.0,88.0,0.0,17.0,1.74,19347.0,true,OpenSet RA,r,CM,7,12
102,6329.0,0.0,15001.0,0.0,73819.0,0.0,0.0,0.0,15.0,1.68,22114.0,true,OpenSet RA,r,CM,7,13
103,6399.0,0.0,15001.0,0.0,87447.0,0.0,0.0,0.0,15.0,2.68,23889.0,true,OpenSet RA,r,CM,7,14
104,6336.0,0.0,15001.0,0.0,111442.0,0.0,0.0,0.0,13.0,1.7,28323.0,true,OpenSet RA,r,CM,7,15
105,3980.0,0.0,15001.0,0.0,6043.0,1.0,0.0,0.0,0.0,216.02,3063.0,true,OpenSet RA,r,CM,8,1
106,5419.0,0.0,15001.0,0.0,14788.0,2323.0,0.0,0.0,0.0,480.65,4605.0,true,OpenSet RA,r,CM,8,2
107,4208.0,0.0,15001.0,0.0,10170.0,0.0,0.0,0.0,6.0,217.69,6763.0,true,OpenSet RA,r,CM,8,3
108,4763.0,0.0,15001.0,0.0,12612.0,0.0,0.0,0.0,14.0,385.58,10077.0,true,OpenSet RA,r,CM,8,4
109,5025.0,0.0,15001.0,0.0,15231.0,0.0,232.0,0.0,11.0,507.34,11203.0,true,OpenSet RA,r,CM,8,5
110,4945.0,0.0,15001.0,0.0,18608.0,0.0,0.0,0.0,12.0,1.02,12730.0,true,OpenSet RA,r,CM,8,6
111,4919.0,0.0,15001.0,0.0,23809.0,0.0,0.0,0.0,11.0,1.14,15454.0,true,OpenSet RA,r,CM,8,7
112,5008.0,0.0,15001.0,0.0,28691.0,0.0,0.0,0.0,10.0,1.11,15815.0,true,OpenSet RA,r,CM,8,8
113,5095.0,0.0,15001.0,0.0,39123.0,0.0,0.0,0.0,8.0,1.75,21043.0,true,OpenSet RA,r,CM,8,9
114,5288.0,0.0,15001.0,0.0,50281.0,0.0,0.0,0.0,9.0,1.87,23046.0,true,OpenSet RA,r,CM,8,10
115,5154.0,0.0,15001.0,0.0,59089.0,0.0,0.0,0.0,9.0,1.82,20995.0,true,OpenSet RA,r,CM,8,11
116,5089.0,0.0,15001.0,0.0,78335.0,0.0,0.0,0.0,7.0,2.23,25536.0,true,OpenSet RA,r,CM,8,12
117,5123.0,0.0,15001.0,0.0,97963.0,0.0,0.0,0.0,7.0,1.72,24655.0,true,OpenSet RA,r,CM,8,13
118,5328.0,0.0,15001.0,0.0,120475.0,0.0,0.0,0.0,7.0,2.97,25536.0,true,OpenSet RA,r,CM,8,14
119,5103.0,0.0,15001.0,0.0,159539.0,0.0,0.0,0.0,5.0,3.25,34437.0,true,OpenSet RA,r,CM,8,15
120,5061.0,0.0,15001.0,0.0,8222.0,284.0,0.0,0.0,0.0,130.63,3894.0,true,OpenSet RA,r,CM,9,1
121,4752.0,0.0,15001.0,0.0,17108.0,648.0,0.0,0.0,0.0,383.34,5387.0,true,OpenSet RA,r,CM,9,2
122,3437.0,0.0,15001.0,0.0,7076.0,0.0,0.0,0.0,0.0,155.28,6067.0,true,OpenSet RA,r,CM,9,3
123,3567.0,0.0,15001.0,0.0,12573.0,0.0,0.0,0.0,0.0,318.89,10637.0,true,OpenSet RA,r,CM,9,4
124,3466.0,0.0,15001.0,0.0,12718.0,0.0,0.0,0.0,0.0,659.64,9068.0,true,OpenSet RA,r,CM,9,5
125,3598.0,0.0,15001.0,0.0,17059.0,0.0,0.0,0.0,0.0,711.68,10772.0,true,OpenSet RA,r,CM,9,6
126,3612.0,0.0,15001.0,0.0,27127.0,0.0,0.0,0.0,0.0,1.06,17178.0,true,OpenSet RA,r,CM,9,7
127,3697.0,0.0,15001.0,0.0,32540.0,0.0,0.0,0.0,0.0,949.31,14871.0,true,OpenSet RA,r,CM,9,8
128,3645.0,0.0,15001.0,0.0,45211.0,0.0,0.0,0.0,0.0,1.59,20727.0,true,OpenSet RA,r,CM,9,9
129,3538.0,0.0,15001.0,0.0,58617.0,0.0,0.0,0.0,0.0,1.82,23043.0,true,OpenSet RA,r,CM,9,10
130,3551.0,0.0,15001.0,0.0,71062.0,0.0,0.0,0.0,0.0,1.79,17952.0,true,OpenSet RA,r,CM,9,11
131,3882.0,0.0,15001.0,0.0,100748.0,0.0,0.0,0.0,0.0,1.97,26625.0,true,OpenSet RA,r,CM,9,12
132,3909.0,0.0,15001.0,0.0,124057.0,0.0,0.0,0.0,0.0,3.14,23777.0,true,OpenSet RA,r,CM,9,13
133,3722.0,0.0,15001.0,0.0,159196.0,0.0,0.0,0.0,0.0,3.22,23950.0,true,OpenSet RA,r,CM,9,14
134,4187.0,0.0,15001.0,0.0,210997.0,0.0,0.0,0.0,0.0,3.67,35810.0,true,OpenSet RA,r,CM,9,15
135,3448.0,0.0,15001.0,0.0,11386.0,1.0,0.0,0.0,0.0,353.16,3921.0,true,OpenSet RA,r,CM,10,1
136,3133.0,0.0,15001.0,0.0,17703.0,0.0,0.0,0.0,0.0,369.33,5820.0,true,OpenSet RA,r,CM,10,2
137,3503.0,0.0,15001.0,0.0,11871.0,0.0,0.0,0.0,0.0,205.77,10639.0,true,OpenSet RA,r,CM,10,3
138,3566.0,0.0,15001.0,0.0,15942.0,0.0,0.0,0.0,0.0,416.29,13536.0,true,OpenSet RA,r,CM,10,4
139,3542.0,0.0,15001.0,0.0,17194.0,0.0,0.0,0.0,0.0,411.25,12363.0,true,OpenSet RA,r,CM,10,5
140,3753.0,0.0,15001.0,0.0,24097.0,0.0,0.0,0.0,0.0,1.14,15370.0,true,OpenSet RA,r,CM,10,6
141,3602.0,0.0,15001.0,0.0,37457.0,0.0,0.0,0.0,0.0,1.15,22813.0,true,OpenSet RA,r,CM,10,7
142,3753.0,0.0,15001.0,0.0,42437.0,0.0,0.0,0.0,0.0,1.59,19810.0,true,OpenSet RA,r,CM,10,8
143,3752.0,0.0,15001.0,0.0,63506.0,0.0,0.0,0.0,0.0,1.66,28860.0,true,OpenSet RA,r,CM,10,9
144,3672.0,0.0,15001.0,0.0,80964.0,0.0,0.0,0.0,0.0,2.39,29812.0,true,OpenSet RA,r,CM,10,10
145,3649.0,0.0,15001.0,0.0,105094.0,0.0,0.0,0.0,0.0,2.03,31818.0,true,OpenSet RA,r,CM,10,11
146,3852.0,0.0,15001.0,0.0,141966.0,0.0,0.0,0.0,0.0,3.0,37900.0,true,OpenSet RA,r,CM,10,12
147,3817.0,0.0,15001.0,0.0,170927.0,0.0,0.0,0.0,0.0,3.37,30653.0,true,OpenSet RA,r,CM,10,13
148,3926.0,0.0,15001.0,0.0,219229.0,0.0,0.0,0.0,0.0,3.42,30914.0,true,OpenSet RA,r,CM,10,14
149,4098.0,0.0,15001.0,0.0,293642.0,0.0,0.0,0.0,0.0,3.76,51402.0,true,OpenSet RA,r,CM,10,15
150,2915.0,0.0,15001.0,0.0,11193.0,0.0,0.0,0.0,0.0,131.6,4139.0,true,OpenSet RA,r,CM,11,1
151,2961.0,0.0,15001.0,0.0,7936.0,0.0,0.0,0.0,0.0,200.64,7128.0,true,OpenSet RA,r,CM,11,2
152,2934.0,0.0,15001.0,0.0,18487.0,0.0,0.0,0.0,0.0,372.92,10248.0,true,OpenSet RA,r,CM,11,3
153,3202.0,0.0,15001.0,0.0,19856.0,0.0,0.0,0.0,0.0,746.78,16455.0,true,OpenSet RA,r,CM,11,4
154,3368.0,0.0,15001.0,0.0,21221.0,0.0,0.0,0.0,0.0,1.04,14997.0,true,OpenSet RA,r,CM,11,5
155,3462.0,0.0,15001.0,0.0,29210.0,0.0,0.0,0.0,0.0,1.27,17942.0,true,OpenSet RA,r,CM,11,6
156,3222.0,0.0,15001.0,0.0,37237.0,0.0,0.0,0.0,0.0,1.53,19375.0,true,OpenSet RA,r,CM,11,7
157,3241.0,0.0,15001.0,0.0,52750.0,0.0,0.0,0.0,0.0,1.95,22179.0,true,OpenSet RA,r,CM,11,8
158,3482.0,0.0,15001.0,0.0,80427.0,0.0,0.0,0.0,0.0,1.87,34255.0,true,OpenSet RA,r,CM,11,9
159,3357.0,0.0,15001.0,0.0,105042.0,0.0,0.0,0.0,0.0,1.85,37359.0,true,OpenSet RA,r,CM,11,10
160,3383.0,0.0,15001.0,0.0,139812.0,0.0,0.0,0.0,0.0,3.24,39847.0,true,OpenSet RA,r,CM,11,11
161,3616.0,0.0,15001.0,0.0,172060.0,0.0,0.0,0.0,0.0,3.5,35813.0,true,OpenSet RA,r,CM,11,12
162,3410.0,0.0,15001.0,0.0,225075.0,0.0,0.0,0.0,0.0,3.65,35618.0,true,OpenSet RA,r,CM,11,13
163,3718.0,0.0,15001.0,0.0,277225.0,0.0,0.0,0.0,0.0,3.91,39790.0,true,OpenSet RA,r,CM,11,14
164,3980.0,0.0,15001.0,0.0,371910.0,0.0,0.0,0.0,0.0,4.88,58863.0,true,OpenSet RA,r,CM,11,15
165,2765.0,0.0,15001.0,0.0,4670.0,0.0,0.0,0.0,0.0,0.0,4332.0,true,OpenSet RA,r,CM,12,1
166,2788.0,0.0,15001.0,0.0,7299.0,0.0,0.0,0.0,0.0,66.71,6432.0,true,OpenSet RA,r,CM,12,2
167,2933.0,0.0,15001.0,0.0,16985.0,0.0,0.0,0.0,0.0,416.85,15168.0,true,OpenSet RA,r,CM,12,3
168,2955.0,0.0,15001.0,0.0,22869.0,0.0,0.0,0.0,0.0,567.7,19087.0,true,OpenSet RA,r,CM,12,4
169,2927.0,0.0,15001.0,0.0,23389.0,0.0,0.0,0.0,0.0,1.13,16131.0,true,OpenSet RA,r,CM,12,5
170,3674.0,0.0,15001.0,0.0,45557.0,0.0,0.0,0.0,0.0,1.58,31562.0,true,OpenSet RA,r,CM,12,6
171,3449.0,0.0,15001.0,0.0,46346.0,0.0,0.0,0.0,0.0,1.73,23758.0,true,OpenSet RA,r,CM,12,7
172,2987.0,0.0,15001.0,0.0,62044.0,0.0,0.0,0.0,0.0,2.06,24549.0,true,OpenSet RA,r,CM,12,8
173,3009.0,0.0,15001.0,0.0,94416.0,0.0,0.0,0.0,0.0,2.3,36368.0,true,OpenSet RA,r,CM,12,9
174,3092.0,0.0,15001.0,0.0,129783.0,0.0,0.0,0.0,0.0,3.04,42664.0,true,OpenSet RA,r,CM,12,10
175,3054.0,0.0,15001.0,0.0,162895.0,0.0,0.0,0.0,0.0,3.29,35022.0,true,OpenSet RA,r,CM,12,11
176,3590.0,0.0,15001.0,0.0,220488.0,0.0,0.0,0.0,0.0,3.66,41232.0,true,OpenSet RA,r,CM,12,12
177,3475.0,0.0,15001.0,0.0,284901.0,0.0,0.0,0.0,0.0,4.01,45137.0,true,OpenSet RA,r,CM,12,13
178,3694.0,0.0,15001.0,0.0,381812.0,0.0,0.0,0.0,0.0,4.89,68620.0,true,OpenSet RA,r,CM,12,14
179,3484.0,0.0,15001.0,0.0,499242.0,0.0,0.0,0.0,0.0,5.83,69475.0,true,OpenSet RA,r,CM,12,15
180,2769.0,0.0,15001.0,0.0,5073.0,0.0,0.0,0.0,0.0,157.23,4717.0,true,OpenSet RA,r,CM,13,1
181,2792.0,0.0,15001.0,0.0,8357.0,0.0,0.0,0.0,0.0,110.39,7354.0,true,OpenSet RA,r,CM,13,2
182,2816.0,0.0,15001.0,0.0,16830.0,0.0,0.0,0.0,0.0,561.8,14509.0,true,OpenSet RA,r,CM,13,3
183,2801.0,0.0,15001.0,0.0,27045.0,0.0,0.0,0.0,0.0,965.7,21956.0,true,OpenSet RA,r,CM,13,4
184,2824.0,0.0,15001.0,0.0,28201.0,0.0,0.0,0.0,0.0,1.28,19022.0,true,OpenSet RA,r,CM,13,5
185,2847.0,0.0,15001.0,0.0,39661.0,0.0,0.0,0.0,0.0,1.7,23063.0,true,OpenSet RA,r,CM,13,6
186,3095.0,0.0,15001.0,0.0,54542.0,0.0,0.0,0.0,0.0,1.79,26027.0,true,OpenSet RA,r,CM,13,7
187,2891.0,0.0,15001.0,0.0,77717.0,0.0,0.0,0.0,0.0,2.51,29436.0,true,OpenSet RA,r,CM,13,8
188,2915.0,0.0,15001.0,0.0,121427.0,0.0,0.0,0.0,0.0,2.6,44998.0,true,OpenSet RA,r,CM,13,9
189,3240.0,0.0,15001.0,0.0,166880.0,0.0,0.0,0.0,0.0,3.14,52674.0,true,OpenSet RA,r,CM,13,10
190,2963.0,0.0,15001.0,0.0,204010.0,0.0,0.0,0.0,0.0,3.39,41293.0,true,OpenSet RA,r,CM,13,11
191,3119.0,0.0,15001.0,0.0,268639.0,0.0,0.0,0.0,0.0,3.94,47833.0,true,OpenSet RA,r,CM,13,12
192,3011.0,0.0,15001.0,0.0,366715.0,0.0,0.0,0.0,0.0,4.88,52756.0,true,OpenSet RA,r,CM,13,13
193,3120.0,0.0,15001.0,0.0,499006.0,0.0,0.0,0.0,0.0,5.92,74215.0,true,OpenSet RA,r,CM,13,14
194,3121.0,0.0,15001.0,0.0,690991.0,0.0,0.0,0.0,0.0,7.54,74997.0,true,OpenSet RA,r,CM,13,15
195,2772.0,0.0,15001.0,0.0,5923.0,0.0,0.0,0.0,0.0,105.22,5388.0,true,OpenSet RA,r,CM,14,1
196,2798.0,0.0,15001.0,0.0,9834.0,0.0,0.0,0.0,0.0,173.32,8784.0,true,OpenSet RA,r,CM,14,2
197,2822.0,0.0,15001.0,0.0,20430.0,0.0,0.0,0.0,0.0,480.43,17665.0,true,OpenSet RA,r,CM,14,3
198,2807.0,0.0,15001.0,0.0,31595.0,0.0,0.0,0.0,0.0,1.04,25801.0,true,OpenSet RA,r,CM,14,4
