,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,1664,221,3095,413,2258,240,95,1,1115,71.84,1436.0,new,base_features_2h0,CM,2,2,75.72330927848816,50000,1e-05,20,0.1,11,False,-344.3231,0,-0.33879572,-0.82251656,-0.43717495,-0.15424395,-0.20996445,1.7881393e-07,-6.1186666,-6.161375,-1.354086,-2.4659152,-6.058072
1,1518,221,2687,413,2726,638,18,1,728,63.57,1518.0,new,base_features_2h1,CM,2,2,152.22549104690552,100000,1e-05,20,0.1,11,False,-541.87036,1,0.035375714,-0.255839,2.5887384,-0.1762123,-0.08372551,5.364418e-07,-4.533561,-3.878499,0.90026414,0.7521521,-3.87602
2,1513,221,2758,413,2494,284,70,1,866,140.25,1832.0,new,base_features_2h2,CM,2,2,255.3886239528656,150000,1e-05,20,0.1,11,False,-73.1146,2,0.3515432,1.3716813,1.4480218,0.13271362,-0.042260516,-9.23872e-07,1.9659455,1.7255269,1.8996269,2.9991765,3.494162
3,1607,221,2947,413,2077,297,67,1,989,77.82,1206.0,new,base_features_2h3,CM,2,2,342.82615661621094,200000,1e-05,20,0.1,11,False,-838.219,3,-0.33049968,1.7218378,-0.72643775,-0.17618552,-0.27582064,-5.9604645e-08,-6.237364,-6.0614424,-0.50933516,-2.0367274,-5.847846
4,1476,221,2748,413,1398,208,161,1,856,123.14,569.0,new,base_features_2h4,CM,2,2,431.3814163208008,250000,1e-05,20,0.1,11,False,-860.95447,4,-0.84050244,1.5761743,-0.8627639,-0.10145274,-0.12697132,-1.1920929e-07,-5.3488684,-5.5731597,0.12145394,0.63461936,-5.614222
5,1496,221,2702,413,2503,388,31,1,806,165.37,1608.0,new,base_features_2h5,CM,2,2,521.3101286888123,300000,1e-05,20,0.1,11,False,-436.37515,5,0.69360375,2.8047237,2.0038588,0.0019403808,-0.19455874,-9.23872e-07,-0.15043312,0.16431957,1.987397,3.3128939,1.4611416
6,1568,221,2509,413,1916,548,68,1,377,162.2,988.0,new,base_features_2h6,CM,2,2,614.1049587726593,350000,1e-05,20,0.1,11,False,-732.1256,6,-0.13433598,0.89817405,0.27768576,-0.058554515,-0.06112766,-2.682209e-07,-2.4066954,-0.39782584,-0.4177969,1.8112191,-1.1054906
7,1615,221,2497,413,1805,330,82,1,386,144.55,1143.0,new,base_features_2h7,CM,2,2,715.7171726226807,400000,1e-05,20,0.1,11,False,-622.84406,7,0.9937734,6.190664,0.46781826,-0.17610149,0.08681844,-1.0728836e-06,-4.8436184,-2.28207,0.69486845,1.8938705,-2.483657
8,1499,221,2734,413,3038,534,18,1,782,146.58,1820.0,new,base_features_2h8,CM,2,2,813.4904389381409,450000,1e-05,20,0.1,11,False,-389.05377,8,0.67525405,2.4424338,2.5979164,0.06317066,0.0419946,-9.536743e-07,-0.33237356,0.1617713,1.4635236,2.4752796,1.1119266
9,1620,221,2777,413,2303,344,100,1,772,50.61,1419.0,new,base_features_2h9,CM,2,2,912.3915221691132,500000,1e-05,20,0.1,11,False,-847.05316,9,-0.4121574,4.95125,-0.681951,-0.13085699,-0.080880314,-1.013279e-06,-5.879768,-5.758594,-0.23203254,-0.2883166,-5.2957697
10,1499,221,2799,413,1737,348,123,1,799,181.48,633.0,new,base_features_2h10,CM,2,2,1006.5946872234344,550000,1e-05,20,0.1,11,False,-782.82465,10,-0.84285444,6.1405554,-1.5006373,-0.10187414,-0.08157402,-1.013279e-06,-5.6453934,-5.208486,-0.025443316,-1.3437709,-5.067075
11,1623,221,2947,413,1698,230,30,1,876,86.52,995.0,new,base_features_2h11,CM,2,2,1093.2482945919037,600000,1e-05,20,0.1,11,False,-546.46185,11,0.5102321,12.056303,-0.84061265,0.35036033,0.10191995,-3.823079e-06,-1.9905992,-1.2221565,3.208321,5.3720574,-1.7096978
12,1529,254,2717,459,2570,624,40,1,655,201.25,1388.0,new,base_features_2h12,CM,2,2,1187.378026008606,650000,1e-05,20,0.1,11,False,-447.6423,12,1.123614,2.4314377,2.7948608,0.0023637172,-0.06337351,-8.6426735e-07,-1.0811107,-0.07052408,0.6384444,1.7809769,0.2769131
13,1538,221,2878,413,1505,243,107,1,973,107.24,694.0,new,base_features_2h13,CM,2,2,1288.749943971634,700000,1e-05,20,0.1,11,False,-856.9634,13,-0.9046241,5.37868,-1.2277741,-0.14676295,-0.20042893,-1.501292e-06,-4.906048,-5.2573023,-0.26687956,-1.4199761,-4.728641
