,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,33.0,17.0,43.0,21.0,13.0,8.0,1.0,1.0,5.0,15.14,0.0,Open+BFS,r,CM,1,1
1,84.0,36.0,124.0,45.0,28.0,20.0,7.0,1.0,11.0,18.18,0.0,Open+BFS,r,CM,1,2
2,162.0,56.0,256.0,72.0,53.0,36.0,22.0,1.0,20.0,28.19,0.0,Open+BFS,r,CM,1,3
3,270.0,83.0,444.0,108.0,115.0,59.0,40.0,1.0,30.0,34.55,1.0,Open+BFS,r,CM,1,4
4,413.0,110.0,690.0,146.0,198.0,87.0,64.0,1.0,39.0,89.6,0.0,Open+BFS,r,CM,1,5
5,591.0,146.0,1029.0,195.0,375.0,147.0,92.0,1.0,53.0,73.58,5.0,Open+BFS,r,CM,1,6
6,814.0,188.0,1431.0,252.0,645.0,216.0,123.0,1.0,62.0,15.6,1.0,Open+BFS,r,CM,1,7
7,1051.0,216.0,1888.0,297.0,1275.0,328.0,153.0,1.0,69.0,162.27,2.0,Open+BFS,r,CM,1,8
8,1308.0,275.0,2372.0,375.0,2028.0,427.0,193.0,1.0,77.0,41.68,4.0,Open+BFS,r,CM,1,9
9,1629.0,326.0,2998.0,447.0,3371.0,567.0,228.0,1.0,88.0,44.35,2.0,Open+BFS,r,CM,1,10
10,1925.0,360.0,3556.0,504.0,5212.0,658.0,299.0,1.0,98.0,307.73,8.0,Open+BFS,r,CM,1,11
11,2275.0,428.0,4225.0,597.0,7215.0,774.0,344.0,1.0,109.0,130.83,8.0,Open+BFS,r,CM,1,12
12,2662.0,476.0,4968.0,672.0,10726.0,914.0,399.0,1.0,120.0,317.59,3.0,Open+BFS,r,CM,1,13
13,3074.0,549.0,5767.0,774.0,15331.0,1068.0,459.0,1.0,131.0,300.91,5.0,Open+BFS,r,CM,1,14
14,3513.0,620.0,6621.0,876.0,21480.0,1217.0,523.0,1.0,142.0,243.44,7.0,Open+BFS,r,CM,1,15
15,221.0,75.0,364.0,132.0,73.0,48.0,2.0,1.0,112.0,8.58,1.0,Open+BFS,r,CM,2,1
16,1214.0,221.0,2242.0,413.0,616.0,192.0,57.0,1.0,591.0,72.61,4.0,Open+BFS,r,CM,2,2
17,4848.0,460.0,9808.0,886.0,8137.0,810.0,405.0,1.0,2175.0,68.37,9.0,Open+BFS,r,CM,2,3
18,15091.0,850.0,33357.0,1643.0,103721.0,2956.0,1377.0,1.0,6120.0,358.2,50.0,Open+BFS,r,CM,2,4
19,,,,,,,,,,,,Open+BFS,r,CM,2,5
20,,,,,,,,,,,,Open+BFS,r,CM,2,6
21,,,,,,,,,,,,Open+BFS,r,CM,2,7
22,,,,,,,,,,,,Open+BFS,r,CM,2,8
23,,,,,,,,,,,,Open+BFS,r,CM,2,9
24,,,,,,,,,,,,Open+BFS,r,CM,2,10
25,,,,,,,,,,,,Open+BFS,r,CM,2,11
26,,,,,,,,,,,,Open+BFS,r,CM,2,12
27,,,,,,,,,,,,Open+BFS,r,CM,2,13
28,,,,,,,,,,,,Open+BFS,r,CM,2,14
29,,,,,,,,,,,,Open+BFS,r,CM,2,15
30,1603.0,355.0,3131.0,922.0,868.0,315.0,5.0,1.0,1147.0,84.84,3.0,Open+BFS,r,CM,3,1
31,15964.0,1681.0,36789.0,4741.0,64760.0,2130.0,427.0,1.0,10935.0,391.64,30.0,Open+BFS,r,CM,3,2
32,,,,,,,,,,,,Open+BFS,r,CM,3,3
33,,,,,,,,,,,,Open+BFS,r,CM,3,4
34,11850.0,1787.0,25487.0,6620.0,30004.0,2074.0,12.0,1.0,9362.0,326.36,34.0,Open+BFS,r,CM,4,1
35,,,,,,,,,,,,Open+BFS,r,CM,4,2
36,,,,,,,,,,,,Open+BFS,r,CM,5,1
37,,,,,,,,,,,,Open+BFS,r,CM,6,1
38,,,,,,,,,,,,Open+BFS,r,CM,7,1
39,,,,,,,,,,,,Open+BFS,r,CM,8,1
40,,,,,,,,,,,,Open+BFS,r,CM,9,1
41,,,,,,,,,,,,Open+BFS,r,CM,10,1
42,,,,,,,,,,,,Open+BFS,r,CM,11,1
43,,,,,,,,,,,,Open+BFS,r,CM,12,1
44,,,,,,,,,,,,Open+BFS,r,CM,13,1
45,,,,,,,,,,,,Open+BFS,r,CM,14,1
46,,,,,,,,,,,,Open+BFS,r,CM,15,1
