,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,17.0,17.0,21.0,21.0,25.0,5.0,0.0,1.0,0.0,15.62,0.0,RAsola,r,CM,1,1
1,33.0,33.0,42.0,42.0,46.0,9.0,0.0,2.0,0.0,17.14,0.0,RAsola,r,CM,1,2
2,53.0,53.0,69.0,69.0,55.0,13.0,0.0,5.0,0.0,20.66,1.0,RAsola,r,CM,1,3
3,81.0,77.0,110.0,102.0,119.0,17.0,5.0,7.0,0.0,26.18,0.0,RAsola,r,CM,1,4
4,109.0,105.0,150.0,141.0,114.0,21.0,5.0,15.0,0.0,12.99,1.0,RAsola,r,CM,1,5
5,223.0,137.0,322.0,186.0,165.0,54.0,3.0,32.0,6.0,32.4,0.0,RAsola,r,CM,1,6
6,383.0,157.0,626.0,213.0,343.0,175.0,9.0,40.0,12.0,99.8,6.0,RAsola,r,CM,1,7
7,343.0,191.0,517.0,261.0,255.0,78.0,21.0,59.0,7.0,47.88,0.0,RAsola,r,CM,1,8
8,411.0,271.0,629.0,375.0,408.0,124.0,10.0,59.0,9.0,23.17,4.0,RAsola,r,CM,1,9
9,523.0,287.0,806.0,399.0,446.0,152.0,10.0,94.0,11.0,47.83,4.0,RAsola,r,CM,1,10
10,693.0,317.0,1111.0,441.0,720.0,254.0,20.0,113.0,15.0,111.39,8.0,RAsola,r,CM,1,11
11,1013.0,369.0,1731.0,514.0,1453.0,542.0,10.0,123.0,22.0,118.99,3.0,RAsola,r,CM,1,12
12,1173.0,449.0,1999.0,632.0,1836.0,589.0,23.0,161.0,27.0,226.14,5.0,RAsola,r,CM,1,13
13,1349.0,473.0,2342.0,658.0,3034.0,741.0,32.0,141.0,27.0,166.45,10.0,RAsola,r,CM,1,14
14,1533.0,577.0,2655.0,819.0,3165.0,826.0,24.0,194.0,30.0,49.46,7.0,RAsola,r,CM,1,15
15,83.0,75.0,148.0,132.0,75.0,47.0,0.0,1.0,0.0,23.62,0.0,RAsola,r,CM,2,1
16,373.0,221.0,676.0,413.0,228.0,143.0,15.0,20.0,5.0,61.3,4.0,RAsola,r,CM,2,2
17,685.0,460.0,1237.0,886.0,612.0,289.0,3.0,15.0,1.0,62.5,3.0,RAsola,r,CM,2,3
18,4572.0,981.0,10235.0,1908.0,9637.0,2779.0,38.0,402.0,973.0,273.65,18.0,RAsola,r,CM,2,4
19,10663.0,1479.0,25478.0,2932.0,99383.0,8028.0,320.0,786.0,2226.0,376.91,44.0,RAsola,r,CM,2,5
20,18227.0,2478.0,44554.0,4961.0,432105.0,15364.0,477.0,1924.0,3139.0,495.77,107.0,RAsola,r,CM,2,6
21,,,,,,,,,,,,RAsola,r,CM,2,7
22,,,,,,,,,,,,RAsola,r,CM,2,8
23,,,,,,,,,,,,RAsola,r,CM,2,9
24,,,,,,,,,,,,RAsola,r,CM,2,10
25,,,,,,,,,,,,RAsola,r,CM,2,11
26,,,,,,,,,,,,RAsola,r,CM,2,12
27,,,,,,,,,,,,RAsola,r,CM,2,13
28,,,,,,,,,,,,RAsola,r,CM,2,14
29,,,,,,,,,,,,RAsola,r,CM,2,15
30,459.0,355.0,1156.0,922.0,476.0,426.0,0.0,1.0,0.0,77.9,1.0,RAsola,r,CM,3,1
31,4559.0,1681.0,11105.0,4741.0,7694.0,2173.0,521.0,91.0,1356.0,252.84,14.0,RAsola,r,CM,3,2
32,11206.0,4729.0,28309.0,13812.0,56467.0,6741.0,266.0,324.0,703.0,357.97,42.0,RAsola,r,CM,3,3
33,,,,,,,,,,,,RAsola,r,CM,3,4
34,,,,,,,,,,,,RAsola,r,CM,3,5
35,,,,,,,,,,,,RAsola,r,CM,3,6
36,2667.0,1787.0,8860.0,6620.0,11273.0,3511.0,0.0,1.0,0.0,324.15,21.0,RAsola,r,CM,4,1
37,,,,,,,,,,,,RAsola,r,CM,4,2
38,,,,,,,,,,,,RAsola,r,CM,4,3
39,,,,,,,,,,,,RAsola,r,CM,5,1
40,,,,,,,,,,,,RAsola,r,CM,6,1
41,,,,,,,,,,,,RAsola,r,CM,7,1
42,,,,,,,,,,,,RAsola,r,CM,8,1
43,,,,,,,,,,,,RAsola,r,CM,9,1
44,,,,,,,,,,,,RAsola,r,CM,10,1
45,,,,,,,,,,,,RAsola,r,CM,11,1
46,,,,,,,,,,,,RAsola,r,CM,12,1
47,,,,,,,,,,,,RAsola,r,CM,13,1
48,,,,,,,,,,,,RAsola,r,CM,14,1
49,,,,,,,,,,,,RAsola,r,CM,15,1
