,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx,ra 1,ra 2,controllable,depth,state unexplorability,state marked,child marked,child goal,child error,child none,child deadlock,uncontrollability child,unexplorability child
0,1303,221,2471,413,1805,271,126,16,747,23.56,841.0,new,ra_feature_2h0,CM,2,2,82.0391571521759,50000,1e-05,20,0.1,13,True,-277.86438,0,-0.52724224,-1.3837408,-0.26867568,-0.14970344,-0.5389509,-0.18899,-0.16881415,-2.3841858e-07,-5.4287477,-5.6802654,-2.099964,-3.3322463,-5.372944
1,1246,221,2193,413,1523,159,245,7,441,98.96,607.0,new,ra_feature_2h1,CM,2,2,176.93033933639526,100000,1e-05,20,0.1,13,True,-588.32513,1,-0.3248187,-0.50577545,0.20091718,0.13361388,-0.51989084,-0.1483011,0.09081007,-8.34465e-07,-7.0718527,-6.2850137,0.17402272,0.5871707,-6.5110393
2,1231,221,2268,413,1666,356,12,2,667,160.97,771.0,new,ra_feature_2h2,CM,2,2,289.83535051345825,150000,1e-05,20,0.1,13,True,-523.56866,2,-0.28156167,2.104063,1.8990676,0.6172525,1.3891834,-0.10425831,-0.23023018,3.5762787e-07,-1.5755221,-0.9979199,0.10739901,0.6357368,-0.35079455
3,829,221,1425,413,1598,267,10,1,130,84.15,754.0,new,ra_feature_2h3,CM,2,2,391.06776547431946,200000,1e-05,20,0.1,13,True,-534.73846,3,-0.32872558,1.5941359,-0.45914853,1.5196713,-0.3530017,-0.20220232,-0.26702866,3.2782555e-07,-1.6739993,0.40447092,0.17531931,1.438691,-1.0536135
4,801,221,1355,413,906,111,146,1,215,31.19,284.0,new,ra_feature_2h4,CM,2,2,503.8464603424072,250000,1e-05,20,0.1,13,True,-581.2742,4,0.15594785,1.4341693,-0.27482665,1.2895076,0.051583268,-0.18146613,-0.1648852,1.7881393e-07,-1.9122643,0.31890714,-0.049281925,1.7433652,-1.0185791
5,843,221,1123,413,1159,111,0,27,134,59.0,684.0,new,ra_feature_2h5,CM,2,2,618.5850608348846,300000,1e-05,20,0.1,13,True,-575.58527,5,-0.78492934,4.9145374,-0.45262527,3.479022,-0.45026183,-0.041491836,-0.7770754,9.536743e-07,-1.2193885,-0.7533418,1.6523446,3.1232564,-0.26421714
6,702,221,1173,413,1047,174,54,1,98,25.21,460.0,new,ra_feature_2h6,CM,2,2,728.7920663356781,350000,1e-05,20,0.1,13,True,-623.2337,6,-0.5258749,2.1464386,-0.20034087,0.49423516,-0.04664862,-0.3005525,-0.3425291,-2.3841858e-07,-1.9499668,0.10480064,-0.08563566,1.2808335,-0.9201
7,1154,221,2221,413,2046,526,9,1,381,102.26,837.0,new,ra_feature_2h7,CM,2,2,823.4257564544678,400000,1e-05,20,0.1,13,True,-671.0332,7,-0.45149735,3.6295059,0.6022506,-0.025788724,0.64091915,-0.5631293,-0.5274825,-2.3841858e-07,-2.604086,-0.63578355,-0.5159953,0.6121041,-1.8013011
8,1159,243,1922,442,1805,325,3,25,381,191.9,1045.0,new,ra_feature_2h8,CM,2,2,907.2914443016052,450000,1e-05,20,0.1,13,True,-710.7259,8,-0.14953908,3.6636581,-0.014396429,-0.015224129,-0.5047935,-0.74010867,-0.7786928,-2.8917566e-07,-2.38156,-2.5488148,0.03376513,0.46650878,-1.8050351
9,1280,327,2269,576,2410,238,14,74,715,92.1,1647.0,new,ra_feature_2h9,CM,2,2,993.6231722831726,500000,1e-05,20,0.1,13,True,-807.8431,9,-0.020499654,2.386582,-0.43478644,-0.8528812,-0.6809515,-0.6446701,-0.5935558,-4.7683716e-07,-2.400071,-3.1187048,0.22704324,-0.27758676,-2.0886214
10,1248,253,2257,457,1600,319,129,1,517,126.38,572.0,new,ra_feature_2h10,CM,2,2,1075.4645805358887,550000,1e-05,20,0.1,13,True,-675.3338,10,-0.17404188,2.4340615,0.4057877,-1.2415509,0.12785612,-0.37428123,-0.39829606,-4.61936e-07,-2.4348562,-0.5526127,-0.21200472,0.8681441,-2.1543045
11,1271,221,2371,413,2326,538,35,1,619,78.7,846.0,new,ra_feature_2h11,CM,2,2,1162.3264849185944,600000,1e-05,20,0.1,13,True,-596.3918,11,-0.12398825,3.35967,0.5784311,-0.5389842,2.0189776,-0.25434756,-0.3819969,-2.3841858e-07,-2.3797984,-0.6234913,-0.24826427,0.5201252,-1.8016851
12,1293,221,2214,413,2501,518,8,2,565,66.3,1298.0,new,ra_feature_2h12,CM,2,2,1251.9286415576935,650000,1e-05,20,0.1,13,True,-558.9247,12,0.20135565,2.6092741,0.6470374,0.362393,1.9865296,-0.047004312,-0.15268792,0.0,-1.2292253,-0.4046377,0.1811414,1.4376152,0.32428026
13,1055,221,1640,413,1386,158,0,16,502,60.54,738.0,new,ra_feature_2h13,CM,2,2,1345.8776168823242,700000,1e-05,20,0.1,13,True,-704.2653,13,0.14669634,3.0195074,-0.73240864,0.18670183,-0.9834083,-0.58512664,-0.83703107,-1.7881393e-07,-3.0343387,-3.4390593,0.1271714,-0.56292546,-2.7623403
14,1303,221,2129,413,2317,192,31,57,572,60.96,1568.0,new,ra_feature_2h14,CM,2,2,1434.6118409633636,750000,1e-05,20,0.1,13,True,-764.8752,14,-0.23995194,1.2114514,-0.17903566,-2.1754975,-0.5494038,-0.6032001,-0.41784176,-5.9604645e-07,-2.080819,-2.3042998,0.37844598,1.6843053,-1.3453207
15,1161,221,1850,413,1811,161,149,40,216,134.78,1138.0,new,ra_feature_2h15,CM,2,2,1530.3777332305908,800000,1e-05,20,0.1,13,True,-721.31586,15,-0.9791989,1.4648352,0.075148106,-1.5924895,-0.37652004,-0.6099871,-0.40459383,-6.556511e-07,-2.169009,-1.0733045,0.23702474,1.3508847,-1.5689881
16,1157,221,1882,413,1799,262,188,7,176,79.06,825.0,new,ra_feature_2h16,CM,2,2,1652.84011220932,850000,1e-05,20,0.1,13,True,-700.0063,16,-0.59179753,0.18498585,-0.12475452,-1.3030375,-0.025474634,-0.09869671,-0.055331364,-5.364418e-07,-2.802295,-0.79949653,-0.30894056,1.3231457,-1.2551581
17,1252,243,2086,442,2034,198,3,12,620,29.96,1199.0,new,ra_feature_2h17,CM,2,2,1782.769587278366,900000,1e-05,20,0.1,13,True,-727.66327,17,0.01879237,1.7772574,-0.5324815,0.6063621,-0.7600819,-0.42371568,-0.63054556,-7.1525574e-07,-3.9544132,-4.000009,0.355036,-0.47451526,-3.6391964
18,1284,253,2055,459,2113,264,1,28,504,121.94,1211.0,new,ra_feature_2h18,CM,2,2,1891.8909845352173,950000,1e-05,20,0.1,13,True,-665.415,18,0.014492388,3.77286,-0.21061754,-0.9158654,-0.9295151,-0.55690646,-0.7388645,-6.854534e-07,-3.2254183,-2.4376228,0.75558716,1.1367779,-2.5762644
19,1216,221,2087,413,1955,176,14,32,630,115.78,1103.0,new,ra_feature_2h19,CM,2,2,2053.7186110019684,1000000,1e-05,20,0.1,13,True,-716.871,19,-0.0080095455,3.2617416,-0.2551093,0.25445372,-1.2457564,-0.18883914,-0.2968649,-8.34465e-07,-4.6251397,-4.268513,0.5165745,0.08944658,-4.158884
20,1260,221,2374,413,1695,447,34,1,688,49.37,597.0,new,ra_feature_2h20,CM,2,2,2176.195249080658,1050000,1e-05,20,0.1,13,True,-584.7044,20,0.1928356,2.1068,1.6390224,0.6201324,1.8785436,0.00924702,-0.07845453,0.0,-2.224771,-0.52042395,-0.075618505,0.53828096,-0.69566727
21,1154,221,1949,413,1833,358,168,1,176,111.24,927.0,new,ra_feature_2h21,CM,2,2,2295.9269363880157,1100000,1e-05,20,0.1,13,True,-674.9977,21,-0.4430817,0.8497634,-0.18348628,-0.0016758591,0.17277032,-0.16019359,-0.114671096,0.0,-2.928667,-0.57499504,0.0800124,1.3050094,-1.390495
22,1303,221,2390,413,2251,150,39,28,865,79.19,1356.0,new,ra_feature_2h22,CM,2,2,2408.8037736415863,1150000,1e-05,20,0.1,13,True,-777.56665,22,0.08643653,1.7670597,-0.79488605,1.0864717,-0.75642604,-0.5624401,-0.38153824,1.7881393e-07,-3.493224,-3.8718193,0.21829908,-0.60144377,-3.110538
23,1303,264,2232,472,1997,179,3,28,736,166.91,1227.0,new,ra_feature_2h23,CM,2,2,2512.2373061180115,1200000,1e-05,20,0.1,13,True,-672.36334,23,0.15711462,2.2677872,-0.6734662,1.0514641,-0.75653684,-0.5652626,-0.46905464,5.9604645e-08,-3.526555,-3.459999,0.3438171,-0.8997925,-2.7944062
24,1190,254,2202,459,1238,240,11,1,826,53.21,556.0,new,ra_feature_2h24,CM,2,2,2620.8040432929993,1250000,1e-05,20,0.1,13,True,-3.852067,24,0.123340465,-0.10649145,0.73542964,6.425164,0.3823529,0.46601236,0.39584017,1.9073486e-06,1.016356,0.21693265,-0.20600834,-0.5962501,1.3321352
