,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,26.0,17.0,33.0,21.0,197.0,5.0,1.0,1.0,2.0,14.99,23.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,1,
1,50.0,31.0,68.0,39.0,213.0,8.0,8.0,1.0,0.0,16.48,42.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,2,
2,86.0,53.0,120.0,69.0,250.0,18.0,14.0,1.0,2.0,19.44,66.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,3,
3,171.0,77.0,269.0,102.0,340.0,32.0,55.0,1.0,5.0,21.75,103.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,4,
4,238.0,105.0,388.0,141.0,382.0,33.0,103.0,1.0,5.0,36.94,122.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,5,
5,275.0,137.0,455.0,186.0,440.0,57.0,93.0,1.0,1.0,54.06,153.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,6,
6,465.0,173.0,774.0,237.0,693.0,83.0,141.0,31.0,7.0,152.2,200.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,7,
7,752.0,209.0,1198.0,286.0,939.0,157.0,189.0,31.0,10.0,138.0,256.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,8,
8,690.0,241.0,1194.0,330.0,1139.0,158.0,198.0,76.0,10.0,134.68,268.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,9,
9,782.0,297.0,1368.0,411.0,1237.0,95.0,440.0,1.0,10.0,134.61,281.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,10,
10,955.0,307.0,1681.0,416.0,1833.0,148.0,432.0,60.0,13.0,92.35,334.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,11,
11,1199.0,285.0,1997.0,388.0,2200.0,230.0,446.0,32.0,16.0,103.96,443.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,12,
12,1210.0,383.0,2130.0,526.0,2349.0,163.0,615.0,47.0,8.0,69.98,403.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,13,
13,1467.0,526.0,2622.0,732.0,4532.0,290.0,592.0,98.0,15.0,15.57,489.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,14,
14,2042.0,553.0,3629.0,767.0,6312.0,408.0,789.0,221.0,29.0,231.96,613.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,1,15,
15,162.0,75.0,248.0,132.0,309.0,41.0,2.0,1.0,29.0,26.48,107.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,1,
16,784.0,221.0,1314.0,413.0,876.0,134.0,86.0,1.0,225.0,150.1,331.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,2,
17,2466.0,460.0,4510.0,886.0,3246.0,275.0,527.0,1.0,703.0,92.18,1229.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,3,
18,5878.0,806.0,11646.0,1583.0,13745.0,483.0,1984.0,1.0,1509.0,48.73,4613.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,4,
19,13694.0,1813.0,28906.0,3558.0,87260.0,1192.0,5543.0,321.0,2840.0,216.34,23764.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,5,
20,24660.0,2356.0,56423.0,4710.0,478552.0,1025.0,15036.0,1.0,4743.0,308.24,93151.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,6,
21,40687.0,3202.0,91081.0,6457.0,1334397.0,1385.0,23077.0,1.0,6396.0,303.65,266357.0,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,7,
22,,,,,,,,,,,,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,8,
23,,,,,,,,,,,,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,9,
24,,,,,,,,,,,,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,10,
25,,,,,,,,,,,,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,11,
26,,,,,,,,,,,,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,12,
27,,,,,,,,,,,,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,13,
28,,,,,,,,,,,,False,new,experiments/results/CM_2_2/boolean/90.onnx,CM,2,14,
