,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,30.0,20.0,39.0,24.0,199.0,6.0,1.0,1.0,4.0,14.0,24.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,1,0.19597989949748743,0
1,74.0,35.0,110.0,44.0,228.0,14.0,8.0,1.0,7.0,17.92,53.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,2,0.4824561403508772,0
2,155.0,54.0,244.0,70.0,295.0,29.0,24.0,1.0,12.0,25.44,101.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,3,0.8271186440677966,0
3,255.0,77.0,422.0,102.0,366.0,54.0,46.0,1.0,16.0,31.84,118.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,4,1.1530054644808743,0
4,384.0,122.0,653.0,160.0,495.0,77.0,78.0,1.0,18.0,65.92,167.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,5,1.3191919191919192,0
5,538.0,136.0,928.0,177.0,683.0,107.0,113.0,1.0,20.0,130.06,215.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,6,1.3587115666178624,0
6,725.0,180.0,1276.0,238.0,870.0,153.0,154.0,1.0,22.0,116.4,243.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,7,1.4666666666666666,0
7,933.0,246.0,1668.0,329.0,1197.0,202.0,202.0,1.0,24.0,40.62,307.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,8,1.3934837092731829,0
8,1096.0,305.0,1983.0,409.0,1564.0,244.0,246.0,1.0,25.0,68.35,344.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,9,1.2679028132992327,0
9,1365.0,385.0,2495.0,524.0,2249.0,322.0,307.0,1.0,29.0,44.26,384.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,10,1.1093819475322366,0
10,1774.0,410.0,3286.0,566.0,3672.0,451.0,382.0,1.0,35.0,175.15,496.0,false,False,new,experiments/results/CM_2_2/boolean/0.onnx,CM,1,11,0.894880174291939,0
