,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,labels,avg q,idx
0,2.261866569519043,0,1e-05,20,0.1,20,True,10000,True,10000,True,True,-0.22358328,0
1,100.59518027305603,50000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-4.1716413,1
2,194.25046014785767,100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.480689,2
3,286.0040397644043,150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-12.914096,3
4,376.3601894378662,200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-17.460493,4
5,465.25832653045654,250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-21.25849,5
6,549.6829810142517,300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-17.725517,6
7,634.4304993152618,350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.860835,7
8,722.9252345561981,400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-5.891877,8
9,809.4374146461487,450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-4.2123914,9
10,896.3165826797485,500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.694583,10
11,982.9470639228821,550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.364929,11
12,1069.8129978179932,600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.5492916,12
13,1156.5275349617004,650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.0983403,13
14,1243.2561011314392,700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.2675297,14
15,1331.5914764404297,750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.5013452,15
16,1418.405603170395,800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.492007,16
17,1504.8226392269135,850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.413764,17
18,1592.019995212555,900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.0919867,18
19,1679.2476830482483,950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.4793527,19
20,1766.430542230606,1000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.7117639,20
21,1853.717673778534,1050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.2552316,21
22,1941.4377722740173,1100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.6124797,22
23,2029.7340903282166,1150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.6457744,23
24,2117.2082521915436,1200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.5254397,24
25,2206.536370754242,1250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.6807623,25
26,2296.9321825504303,1300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.8575125,26
27,2386.8176317214966,1350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-3.7029822,27
28,2473.978523015976,1400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-4.1767473,28
29,2561.590232372284,1450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-4.2655716,29
30,2648.5672373771667,1500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-4.4161553,30
31,2735.5384409427643,1550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-4.2617474,31
32,2821.7219138145447,1600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-5.251934,32
33,2908.7823462486267,1650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-5.837751,33
34,2997.8697974681854,1700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-7.0850143,34
35,3087.2335443496704,1750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.840626,35
36,3171.4561018943787,1800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-10.669423,36
37,3260.1116800308228,1850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-11.720643,37
38,3350.2728765010834,1900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-7.3116975,38
39,3441.0679547786713,1950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-7.354976,39
40,3525.821101665497,2000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-10.4942045,40
41,3610.4017469882965,2050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-10.255733,41
42,3699.863093852997,2100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-11.519348,42
43,3784.4512383937836,2150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.482492,43
44,3870.7209119796753,2200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.367369,44
45,3955.254096031189,2250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.593495,45
46,4044.9254446029663,2300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.980011,46
47,4130.551348209381,2350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.30793,47
48,4215.680922985077,2400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.915026,48
49,4301.447781085968,2450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.729348,49
50,4387.1886422634125,2500000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-10.541501,50
51,4474.049516677856,2550000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-10.951363,51
52,4556.924082040787,2600000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.936285,52
53,4646.585824966431,2650000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.114982,53
54,4730.017680168152,2700000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.0552025,54
55,4819.322015047073,2750000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.352162,55
56,4907.771512508392,2800000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.832737,56
57,4992.539577484131,2850000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.921223,57
58,5082.481367826462,2900000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.6774,58
59,5170.678768396378,2950000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.44412,59
60,5260.027772903442,3000000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.828554,60
61,5345.771493673325,3050000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.826231,61
62,5431.467730522156,3100000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.02169,62
63,5521.467337608337,3150000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-9.393055,63
64,5605.900108575821,3200000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.361635,64
65,5698.592323064804,3250000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-7.6934566,65
66,5784.114342927933,3300000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-6.9214997,66
67,5871.952297449112,3350000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-7.440704,67
68,5962.079972982407,3400000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.622982,68
69,6047.050500154495,3450000,1e-05,20,0.1,20,True,10000,True,10000,True,True,-8.053732,69
