,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,28.0,17.0,36.0,21.0,197.0,6.0,1.0,1.0,2.0,20.69,27.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,1,0
1,77.0,33.0,110.0,42.0,243.0,10.0,9.0,1.0,10.0,24.18,75.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,2,0
2,170.0,53.0,264.0,68.0,330.0,25.0,29.0,1.0,20.0,20.68,113.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,3,0
3,290.0,78.0,474.0,101.0,443.0,25.0,69.0,5.0,31.0,40.98,186.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,4,0
4,445.0,103.0,747.0,135.0,645.0,29.0,122.0,8.0,49.0,69.24,301.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,5,0
5,624.0,162.0,1071.0,215.0,873.0,31.0,197.0,6.0,63.0,108.53,436.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,6,0
6,830.0,190.0,1442.0,250.0,964.0,28.0,294.0,3.0,75.0,151.91,487.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,7,0
7,1069.0,196.0,1889.0,255.0,1102.0,27.0,410.0,4.0,87.0,107.53,501.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,8,0
8,1211.0,251.0,2184.0,340.0,1706.0,127.0,379.0,11.0,151.0,113.59,550.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,9,0
9,1661.0,361.0,2993.0,483.0,1941.0,70.0,597.0,26.0,149.0,110.76,836.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,10,0
10,1770.0,341.0,3221.0,445.0,2659.0,129.0,599.0,29.0,228.0,36.35,991.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,11,0
11,2117.0,553.0,3973.0,763.0,3245.0,105.0,1002.0,1.0,78.0,237.68,1063.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,12,0
12,2473.0,475.0,4660.0,663.0,3746.0,124.0,1170.0,1.0,97.0,201.42,1108.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,13,0
13,,,,,,,,,,,,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,1,14,0
14,189.0,75.0,267.0,132.0,402.0,36.0,3.0,1.0,28.0,19.5,206.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,2,1,0
15,1143.0,221.0,2120.0,413.0,1322.0,182.0,125.0,5.0,391.0,144.86,657.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,2,2,0
16,,,,,,,,,,,,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,2,3,0
17,1159.0,355.0,2468.0,922.0,1989.0,308.0,6.0,1.0,302.0,84.33,1052.0,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,3,1,0
18,,,,,,,,,,,,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,3,2,0
19,,,,,,,,,,,,new,experiments/results/CM_2_2/5mill_JE_D/0.onnx,CM,4,1,0
20,31.0,17.0,41.0,21.0,211.0,8.0,2.0,1.0,3.0,20.69,33.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,1,1
21,85.0,33.0,124.0,42.0,251.0,13.0,10.0,5.0,13.0,24.66,92.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,2,1
22,175.0,53.0,258.0,69.0,361.0,24.0,29.0,6.0,17.0,19.74,151.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,3,1
23,297.0,84.0,483.0,110.0,533.0,56.0,67.0,11.0,27.0,45.04,273.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,4,1
24,451.0,123.0,753.0,165.0,794.0,108.0,96.0,3.0,33.0,95.21,386.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,5,1
25,637.0,163.0,1105.0,211.0,1115.0,128.0,160.0,16.0,45.0,29.25,481.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,6,1
26,855.0,183.0,1516.0,248.0,1566.0,188.0,226.0,9.0,53.0,48.32,739.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,7,1
27,1105.0,235.0,1984.0,320.0,1826.0,224.0,327.0,12.0,61.0,203.75,665.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,8,1
28,1387.0,253.0,2521.0,341.0,2632.0,229.0,481.0,9.0,69.0,51.22,961.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,9,1
29,1701.0,327.0,3098.0,448.0,3169.0,257.0,613.0,6.0,73.0,206.95,1109.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,10,1
30,2047.0,395.0,3778.0,549.0,4516.0,324.0,752.0,13.0,85.0,43.11,1506.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,11,1
31,,,,,,,,,,,,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,1,12,1
32,189.0,75.0,337.0,132.0,483.0,53.0,4.0,1.0,86.0,24.52,249.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,2,1,1
33,1161.0,221.0,2352.0,413.0,1930.0,250.0,123.0,8.0,613.0,100.49,1047.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,2,2,1
34,,,,,,,,,,,,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,2,3,1
35,1152.0,355.0,2772.0,922.0,2206.0,315.0,7.0,1.0,643.0,45.87,1289.0,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,3,1,1
36,,,,,,,,,,,,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,3,2,1
37,,,,,,,,,,,,new,experiments/results/CM_2_2/5mill_JE_D/1.onnx,CM,4,1,1
38,31.0,17.0,39.0,21.0,216.0,6.0,2.0,1.0,3.0,20.69,34.0,new,experiments/results/CM_2_2/5mill_JE_D/2.onnx,CM,1,1,2
39,75.0,35.0,113.0,44.0,268.0,16.0,14.0,1.0,7.0,24.66,76.0,new,experiments/results/CM_2_2/5mill_JE_D/2.onnx,CM,1,2,2
