,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,avg q,idx
0,19.12551736831665,0,1e-05,20,0.1,15,True,10000,True,100000,True,-0.13345146,0
1,96.92415523529053,50000,1e-05,20,0.1,15,True,10000,True,100000,True,-3.7588422,1
2,177.76032733917236,100000,1e-05,20,0.1,15,True,10000,True,100000,True,-7.686615,2
3,259.38947796821594,150000,1e-05,20,0.1,15,True,10000,True,100000,True,-11.495504,3
4,340.72671389579773,200000,1e-05,20,0.1,15,True,10000,True,100000,True,-15.62029,4
5,422.93792366981506,250000,1e-05,20,0.1,15,True,10000,True,100000,True,-19.35526,5
6,506.23657488822937,300000,1e-05,20,0.1,15,True,10000,True,100000,True,-23.377565,6
7,588.9405181407928,350000,1e-05,20,0.1,15,True,10000,True,100000,True,-27.460403,7
8,672.0142049789429,400000,1e-05,20,0.1,15,True,10000,True,100000,True,-31.138765,8
9,754.3927667140961,450000,1e-05,20,0.1,15,True,10000,True,100000,True,-35.128647,9
10,836.9545848369598,500000,1e-05,20,0.1,15,True,10000,True,100000,True,-38.758923,10
11,922.1635763645172,550000,1e-05,20,0.1,15,True,10000,True,100000,True,-42.45571,11
12,1009.4548652172089,600000,1e-05,20,0.1,15,True,10000,True,100000,True,-46.059658,12
13,1094.8442785739899,650000,1e-05,20,0.1,15,True,10000,True,100000,True,-49.366512,13
14,1183.6472952365875,700000,1e-05,20,0.1,15,True,10000,True,100000,True,-52.775806,14
15,1274.625292301178,750000,1e-05,20,0.1,15,True,10000,True,100000,True,-55.85334,15
16,1356.436764240265,800000,1e-05,20,0.1,15,True,10000,True,100000,True,-58.377155,16
17,1440.6179010868073,850000,1e-05,20,0.1,15,True,10000,True,100000,True,-61.144764,17
18,1525.5100071430206,900000,1e-05,20,0.1,15,True,10000,True,100000,True,-63.400078,18
19,1611.2949240207672,950000,1e-05,20,0.1,15,True,10000,True,100000,True,-65.77412,19
20,1699.5127696990967,1000000,1e-05,20,0.1,15,True,10000,True,100000,True,-68.02647,20
21,1787.4486603736877,1050000,1e-05,20,0.1,15,True,10000,True,100000,True,-71.27224,21
22,1870.5591671466827,1100000,1e-05,20,0.1,15,True,10000,True,100000,True,-73.58627,22
23,1952.0204701423645,1150000,1e-05,20,0.1,15,True,10000,True,100000,True,-74.221085,23
24,2034.6728301048279,1200000,1e-05,20,0.1,15,True,10000,True,100000,True,-76.522095,24
25,2117.223094701767,1250000,1e-05,20,0.1,15,True,10000,True,100000,True,-79.11782,25
26,2200.049572944641,1300000,1e-05,20,0.1,15,True,10000,True,100000,True,-80.248535,26
27,2284.2431378364563,1350000,1e-05,20,0.1,15,True,10000,True,100000,True,-82.78063,27
28,2369.0893681049347,1400000,1e-05,20,0.1,15,True,10000,True,100000,True,-84.5771,28
29,2454.9683196544647,1450000,1e-05,20,0.1,15,True,10000,True,100000,True,-84.60295,29
30,2543.3850226402283,1500000,1e-05,20,0.1,15,True,10000,True,100000,True,-87.136696,30
31,2638.3345029354095,1550000,1e-05,20,0.1,15,True,10000,True,100000,True,-88.26257,31
32,2725.058161020279,1600000,1e-05,20,0.1,15,True,10000,True,100000,True,-87.843414,32
33,2812.6188378334045,1650000,1e-05,20,0.1,15,True,10000,True,100000,True,-87.91287,33
34,2906.4187932014465,1700000,1e-05,20,0.1,15,True,10000,True,100000,True,-89.98355,34
35,2995.6223769187927,1750000,1e-05,20,0.1,15,True,10000,True,100000,True,-88.83957,35
36,3076.612401008606,1800000,1e-05,20,0.1,15,True,10000,True,100000,True,-90.06056,36
37,3157.966117143631,1850000,1e-05,20,0.1,15,True,10000,True,100000,True,-89.85282,37
38,3241.697691679001,1900000,1e-05,20,0.1,15,True,10000,True,100000,True,-91.39984,38
39,3323.0629637241364,1950000,1e-05,20,0.1,15,True,10000,True,100000,True,-94.56087,39
40,3405.387176513672,2000000,1e-05,20,0.1,15,True,10000,True,100000,True,-94.818504,40
41,3487.1849403381348,2050000,1e-05,20,0.1,15,True,10000,True,100000,True,-95.64362,41
42,3568.8736469745636,2100000,1e-05,20,0.1,15,True,10000,True,100000,True,-97.91628,42
43,3650.798816204071,2150000,1e-05,20,0.1,15,True,10000,True,100000,True,-98.53431,43
44,3733.103391647339,2200000,1e-05,20,0.1,15,True,10000,True,100000,True,-98.11751,44
45,3815.8635909557343,2250000,1e-05,20,0.1,15,True,10000,True,100000,True,-99.11076,45
46,3898.8283405303955,2300000,1e-05,20,0.1,15,True,10000,True,100000,True,-100.186714,46
47,3983.2888383865356,2350000,1e-05,20,0.1,15,True,10000,True,100000,True,-102.34718,47
48,4066.7018914222717,2400000,1e-05,20,0.1,15,True,10000,True,100000,True,-103.03251,48
49,4148.199133872986,2450000,1e-05,20,0.1,15,True,10000,True,100000,True,-103.45991,49
50,4229.675466775894,2500000,1e-05,20,0.1,15,True,10000,True,100000,True,-104.99012,50
51,4311.087235927582,2550000,1e-05,20,0.1,15,True,10000,True,100000,True,-105.26806,51
52,4392.2996344566345,2600000,1e-05,20,0.1,15,True,10000,True,100000,True,-105.1821,52
53,4473.76371884346,2650000,1e-05,20,0.1,15,True,10000,True,100000,True,-105.240875,53
54,4557.193205356598,2700000,1e-05,20,0.1,15,True,10000,True,100000,True,-106.67879,54
55,4637.315056800842,2750000,1e-05,20,0.1,15,True,10000,True,100000,True,-105.19915,55
56,4717.96518778801,2800000,1e-05,20,0.1,15,True,10000,True,100000,True,-106.94266,56
57,4799.406535625458,2850000,1e-05,20,0.1,15,True,10000,True,100000,True,-105.12945,57
58,4880.273537397385,2900000,1e-05,20,0.1,15,True,10000,True,100000,True,-105.92434,58
59,4961.4217047691345,2950000,1e-05,20,0.1,15,True,10000,True,100000,True,-104.34592,59
60,5044.671426773071,3000000,1e-05,20,0.1,15,True,10000,True,100000,True,-106.11431,60
61,5125.486190795898,3050000,1e-05,20,0.1,15,True,10000,True,100000,True,-107.194176,61
62,5206.11829662323,3100000,1e-05,20,0.1,15,True,10000,True,100000,True,-107.897766,62
63,5287.825777053833,3150000,1e-05,20,0.1,15,True,10000,True,100000,True,-106.28184,63
64,5367.422493457794,3200000,1e-05,20,0.1,15,True,10000,True,100000,True,-105.347176,64
65,5447.974019050598,3250000,1e-05,20,0.1,15,True,10000,True,100000,True,-106.82405,65
66,5529.7219405174255,3300000,1e-05,20,0.1,15,True,10000,True,100000,True,-103.75189,66
67,5609.436297416687,3350000,1e-05,20,0.1,15,True,10000,True,100000,True,-103.249916,67
68,5689.281730413437,3400000,1e-05,20,0.1,15,True,10000,True,100000,True,-102.22948,68
69,5769.795909166336,3450000,1e-05,20,0.1,15,True,10000,True,100000,True,-103.49243,69
70,5849.684339046478,3500000,1e-05,20,0.1,15,True,10000,True,100000,True,-101.22306,70
71,5930.428052186966,3550000,1e-05,20,0.1,15,True,10000,True,100000,True,-100.41444,71
72,6011.198330879211,3600000,1e-05,20,0.1,15,True,10000,True,100000,True,-99.44603,72
73,6092.329871177673,3650000,1e-05,20,0.1,15,True,10000,True,100000,True,-101.23793,73
74,6174.072417497635,3700000,1e-05,20,0.1,15,True,10000,True,100000,True,-101.43125,74
75,6254.716046333313,3750000,1e-05,20,0.1,15,True,10000,True,100000,True,-102.30542,75
76,6334.834633588791,3800000,1e-05,20,0.1,15,True,10000,True,100000,True,-104.459145,76
77,6415.724662065506,3850000,1e-05,20,0.1,15,True,10000,True,100000,True,-102.08654,77
78,6495.119936466217,3900000,1e-05,20,0.1,15,True,10000,True,100000,True,-104.09044,78
79,6574.692540884018,3950000,1e-05,20,0.1,15,True,10000,True,100000,True,-103.79586,79
80,6655.066720485687,4000000,1e-05,20,0.1,15,True,10000,True,100000,True,-104.791214,80
81,6734.643742322922,4050000,1e-05,20,0.1,15,True,10000,True,100000,True,-106.11829,81
82,6814.230407238007,4100000,1e-05,20,0.1,15,True,10000,True,100000,True,-106.580765,82
83,6893.692490339279,4150000,1e-05,20,0.1,15,True,10000,True,100000,True,-104.18032,83
84,6973.310935974121,4200000,1e-05,20,0.1,15,True,10000,True,100000,True,-103.75042,84
85,7053.452498435974,4250000,1e-05,20,0.1,15,True,10000,True,100000,True,-100.64658,85
86,7133.036441326141,4300000,1e-05,20,0.1,15,True,10000,True,100000,True,-100.0147,86
87,7212.480996131897,4350000,1e-05,20,0.1,15,True,10000,True,100000,True,-99.43423,87
88,7293.332417726517,4400000,1e-05,20,0.1,15,True,10000,True,100000,True,-101.30227,88
89,7373.701200962067,4450000,1e-05,20,0.1,15,True,10000,True,100000,True,-98.641914,89
90,7452.756541490555,4500000,1e-05,20,0.1,15,True,10000,True,100000,True,-97.45719,90
91,7533.7812740802765,4550000,1e-05,20,0.1,15,True,10000,True,100000,True,-96.044106,91
92,7614.719496965408,4600000,1e-05,20,0.1,15,True,10000,True,100000,True,-96.7828,92
93,7693.6874713897705,4650000,1e-05,20,0.1,15,True,10000,True,100000,True,-96.029594,93
94,7775.564262628555,4700000,1e-05,20,0.1,15,True,10000,True,100000,True,-94.65807,94
95,7856.61706495285,4750000,1e-05,20,0.1,15,True,10000,True,100000,True,-94.86711,95
96,7937.697296619415,4800000,1e-05,20,0.1,15,True,10000,True,100000,True,-94.72118,96
97,8018.947437763214,4850000,1e-05,20,0.1,15,True,10000,True,100000,True,-94.438774,97
98,8099.080176353455,4900000,1e-05,20,0.1,15,True,10000,True,100000,True,-92.78617,98
99,8179.6668429374695,4950000,1e-05,20,0.1,15,True,10000,True,100000,True,-92.137054,99
100,8259.754729509354,5000000,1e-05,20,0.1,15,True,10000,True,100000,True,-91.70606,100
