,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,140,99,279,174,327,7,0,1,24,12.0,74.0,new,experiments/results/TA_2_2/TB_5mill_b100000/0.onnx,TA,2,2,19.12551736831665,0,1e-05,20,0.1,15,True,10000,True,100000,True,0
1,140,99,260,173,295,17,0,1,14,16.95,56.0,new,experiments/results/TA_2_2/TB_5mill_b100000/1.onnx,TA,2,2,96.92415523529053,50000,1e-05,20,0.1,15,True,10000,True,100000,True,1
2,136,72,271,113,340,87,0,1,21,23.94,69.0,new,experiments/results/TA_2_2/TB_5mill_b100000/2.onnx,TA,2,2,177.76032733917236,100000,1e-05,20,0.1,15,True,10000,True,100000,True,2
3,133,58,261,80,282,69,0,1,16,19.96,60.0,new,experiments/results/TA_2_2/TB_5mill_b100000/3.onnx,TA,2,2,259.38947796821594,150000,1e-05,20,0.1,15,True,10000,True,100000,True,3
4,138,57,253,79,270,56,0,1,16,15.0,51.0,new,experiments/results/TA_2_2/TB_5mill_b100000/4.onnx,TA,2,2,340.72671389579773,200000,1e-05,20,0.1,15,True,10000,True,100000,True,4
5,139,50,252,65,347,82,0,1,12,20.97,69.0,new,experiments/results/TA_2_2/TB_5mill_b100000/5.onnx,TA,2,2,422.93792366981506,250000,1e-05,20,0.1,15,True,10000,True,100000,True,5
6,136,50,226,65,363,64,0,1,6,17.95,82.0,new,experiments/results/TA_2_2/TB_5mill_b100000/6.onnx,TA,2,2,506.23657488822937,300000,1e-05,20,0.1,15,True,10000,True,100000,True,6
7,140,81,273,134,310,97,0,1,16,23.96,66.0,new,experiments/results/TA_2_2/TB_5mill_b100000/7.onnx,TA,2,2,588.9405181407928,350000,1e-05,20,0.1,15,True,10000,True,100000,True,7
8,69,45,108,56,266,39,0,1,0,25.14,41.0,new,experiments/results/TA_2_2/TB_5mill_b100000/8.onnx,TA,2,2,672.0142049789429,400000,1e-05,20,0.1,15,True,10000,True,100000,True,8
9,82,67,125,101,212,40,0,1,4,26.66,21.0,new,experiments/results/TA_2_2/TB_5mill_b100000/9.onnx,TA,2,2,754.3927667140961,450000,1e-05,20,0.1,15,True,10000,True,100000,True,9
10,140,99,283,174,338,127,0,1,14,19.98,52.0,new,experiments/results/TA_2_2/TB_5mill_b100000/10.onnx,TA,2,2,836.9545848369598,500000,1e-05,20,0.1,15,True,10000,True,100000,True,10
11,66,45,99,56,222,32,0,1,4,24.18,19.0,new,experiments/results/TA_2_2/TB_5mill_b100000/11.onnx,TA,2,2,922.1635763645172,550000,1e-05,20,0.1,15,True,10000,True,100000,True,11
12,140,101,273,177,287,112,0,1,7,18.96,39.0,new,experiments/results/TA_2_2/TB_5mill_b100000/12.onnx,TA,2,2,1009.4548652172089,600000,1e-05,20,0.1,15,True,10000,True,100000,True,12
13,121,77,227,121,258,99,0,1,6,14.95,26.0,new,experiments/results/TA_2_2/TB_5mill_b100000/13.onnx,TA,2,2,1094.8442785739899,650000,1e-05,20,0.1,15,True,10000,True,100000,True,13
14,82,45,122,56,228,40,0,1,6,26.66,27.0,new,experiments/results/TA_2_2/TB_5mill_b100000/14.onnx,TA,2,2,1183.6472952365875,700000,1e-05,20,0.1,15,True,10000,True,100000,True,14
15,139,97,278,170,379,110,0,1,25,21.0,56.0,new,experiments/results/TA_2_2/TB_5mill_b100000/15.onnx,TA,2,2,1274.625292301178,750000,1e-05,20,0.1,15,True,10000,True,100000,True,15
16,136,99,270,174,319,112,0,1,14,18.96,54.0,new,experiments/results/TA_2_2/TB_5mill_b100000/16.onnx,TA,2,2,1356.436764240265,800000,1e-05,20,0.1,15,True,10000,True,100000,True,16
17,69,45,97,56,235,27,0,1,2,24.66,26.0,new,experiments/results/TA_2_2/TB_5mill_b100000/17.onnx,TA,2,2,1440.6179010868073,850000,1e-05,20,0.1,15,True,10000,True,100000,True,17
18,87,45,129,56,246,41,0,1,7,26.66,29.0,new,experiments/results/TA_2_2/TB_5mill_b100000/18.onnx,TA,2,2,1525.5100071430206,900000,1e-05,20,0.1,15,True,10000,True,100000,True,18
19,126,86,242,139,261,85,0,1,22,15.98,41.0,new,experiments/results/TA_2_2/TB_5mill_b100000/19.onnx,TA,2,2,1611.2949240207672,950000,1e-05,20,0.1,15,True,10000,True,100000,True,19
20,87,45,132,56,230,44,0,1,8,27.62,36.0,new,experiments/results/TA_2_2/TB_5mill_b100000/20.onnx,TA,2,2,1699.5127696990967,1000000,1e-05,20,0.1,15,True,10000,True,100000,True,20
21,85,46,126,57,217,40,0,1,7,27.14,25.0,new,experiments/results/TA_2_2/TB_5mill_b100000/21.onnx,TA,2,2,1787.4486603736877,1050000,1e-05,20,0.1,15,True,10000,True,100000,True,21
22,115,49,214,63,289,18,0,1,17,10.01,42.0,new,experiments/results/TA_2_2/TB_5mill_b100000/22.onnx,TA,2,2,1870.5591671466827,1100000,1e-05,20,0.1,15,True,10000,True,100000,True,22
23,87,45,136,56,233,42,0,1,14,27.14,32.0,new,experiments/results/TA_2_2/TB_5mill_b100000/23.onnx,TA,2,2,1952.0204701423645,1150000,1e-05,20,0.1,15,True,10000,True,100000,True,23
24,85,45,126,56,289,41,0,1,6,27.14,41.0,new,experiments/results/TA_2_2/TB_5mill_b100000/24.onnx,TA,2,2,2034.6728301048279,1200000,1e-05,20,0.1,15,True,10000,True,100000,True,24
25,120,55,214,75,253,13,0,1,11,10.01,48.0,new,experiments/results/TA_2_2/TB_5mill_b100000/25.onnx,TA,2,2,2117.223094701767,1250000,1e-05,20,0.1,15,True,10000,True,100000,True,25
