,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx,Exception
604,29.0,27.0,38.0,36.0,220.0,1.0,0.0,1.0,2.0,20.18,29.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,7,17,
605,31.0,29.0,41.0,39.0,226.0,2.0,0.0,1.0,2.0,20.69,32.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,8,17,
606,33.0,31.0,44.0,42.0,229.0,2.0,0.0,1.0,2.0,20.69,31.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,9,17,
607,35.0,33.0,47.0,45.0,222.0,1.0,0.0,1.0,2.0,20.18,29.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,10,17,
608,37.0,35.0,50.0,48.0,240.0,1.0,0.0,1.0,2.0,20.18,39.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,11,17,
609,39.0,37.0,53.0,51.0,235.0,1.0,0.0,1.0,2.0,21.17,36.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,12,17,
610,41.0,39.0,56.0,54.0,237.0,1.0,0.0,1.0,2.0,21.14,38.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,13,17,
611,43.0,41.0,59.0,57.0,266.0,1.0,0.0,1.0,2.0,21.14,73.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,14,17,
612,45.0,43.0,62.0,60.0,234.0,1.0,0.0,1.0,2.0,21.17,38.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,1,15,17,
613,89.0,40.0,144.0,48.0,303.0,23.0,0.0,1.0,15.0,24.66,94.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,1,17,
614,97.0,46.0,152.0,57.0,306.0,23.0,0.0,1.0,15.0,25.14,84.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,2,17,
615,160.0,80.0,314.0,129.0,369.0,7.0,0.0,1.0,37.0,29.14,144.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,3,17,
616,180.0,90.0,356.0,149.0,415.0,7.0,0.0,1.0,41.0,15.57,175.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,4,17,
617,200.0,102.0,398.0,173.0,409.0,7.0,0.0,1.0,45.0,19.64,166.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,5,17,
618,220.0,114.0,440.0,197.0,455.0,7.0,0.0,1.0,49.0,21.74,215.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,6,17,
619,240.0,128.0,482.0,225.0,474.0,7.0,0.0,1.0,53.0,24.61,222.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,7,17,
620,260.0,140.0,524.0,249.0,499.0,7.0,0.0,1.0,57.0,27.67,226.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,8,17,
621,280.0,150.0,566.0,269.0,530.0,7.0,0.0,1.0,61.0,31.72,258.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,9,17,
622,276.0,97.0,552.0,134.0,461.0,1.0,0.0,1.0,41.0,23.69,214.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,10,17,
623,320.0,176.0,650.0,321.0,545.0,7.0,0.0,1.0,69.0,36.74,251.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,11,17,
624,340.0,188.0,692.0,345.0,611.0,7.0,0.0,1.0,73.0,39.75,313.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,12,17,
625,360.0,200.0,734.0,369.0,607.0,7.0,0.0,1.0,77.0,43.79,286.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,13,17,
626,380.0,212.0,776.0,393.0,645.0,7.0,0.0,1.0,81.0,47.8,321.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,14,17,
627,400.0,224.0,818.0,417.0,639.0,7.0,0.0,1.0,85.0,49.85,330.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,2,15,17,
628,498.0,134.0,958.0,190.0,1017.0,249.0,0.0,1.0,76.0,148.72,558.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,1,17,
629,571.0,192.0,1125.0,305.0,1207.0,389.0,0.0,1.0,77.0,114.63,618.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,2,17,
630,1014.0,212.0,2645.0,345.0,1763.0,102.0,0.0,1.0,193.0,42.7,1102.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,3,17,
631,1080.0,152.0,2672.0,211.0,1255.0,5.0,0.0,1.0,147.0,30.75,914.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,4,17,
632,1319.0,275.0,3446.0,469.0,2519.0,111.0,0.0,1.0,283.0,114.97,1551.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,5,17,
633,1338.0,185.0,3333.0,263.0,1557.0,5.0,0.0,1.0,179.0,107.4,1185.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,6,17,
634,1584.0,336.0,4164.0,590.0,3481.0,131.0,0.0,1.0,324.0,51.97,2128.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,7,17,
635,1737.0,396.0,4560.0,693.0,3829.0,137.0,0.0,1.0,372.0,36.1,2336.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,8,17,
636,1708.0,224.0,4306.0,320.0,2242.0,5.0,0.0,1.0,215.0,115.6,1794.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,9,17,
637,1951.0,437.0,5177.0,795.0,4517.0,154.0,0.0,1.0,350.0,45.43,2904.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,10,17,
638,1967.0,265.0,4964.0,390.0,2810.0,5.0,0.0,1.0,261.0,102.86,2348.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,11,17,
639,2099.0,279.0,5288.0,410.0,3115.0,5.0,0.0,1.0,266.0,31.74,2550.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,12,17,
640,2207.0,291.0,5601.0,427.0,3273.0,5.0,0.0,1.0,274.0,96.17,2675.0,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,13,17,
641,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,3,14,17,
642,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/17.onnx,TA,4,1,17,
643,17.0,15.0,20.0,18.0,211.0,4.0,0.0,1.0,2.0,17.73,16.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,1,18,
644,19.0,17.0,23.0,21.0,214.0,4.0,0.0,1.0,2.0,18.69,24.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,2,18,
645,21.0,19.0,26.0,24.0,213.0,1.0,0.0,1.0,2.0,20.21,21.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,3,18,
646,23.0,21.0,29.0,27.0,217.0,1.0,0.0,1.0,2.0,20.21,23.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,4,18,
647,25.0,23.0,32.0,30.0,220.0,1.0,0.0,1.0,2.0,20.18,31.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,5,18,
648,27.0,25.0,35.0,33.0,219.0,1.0,0.0,1.0,2.0,20.18,27.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,6,18,
649,29.0,27.0,38.0,36.0,226.0,2.0,0.0,1.0,2.0,20.18,37.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,7,18,
650,31.0,29.0,41.0,39.0,223.0,2.0,0.0,1.0,2.0,20.69,28.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,8,18,
651,33.0,31.0,44.0,42.0,222.0,2.0,0.0,1.0,2.0,20.69,33.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,9,18,
652,35.0,33.0,47.0,45.0,225.0,2.0,0.0,1.0,2.0,20.18,31.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,10,18,
653,37.0,35.0,50.0,48.0,230.0,1.0,0.0,1.0,2.0,20.18,40.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,11,18,
654,39.0,37.0,53.0,51.0,225.0,2.0,0.0,1.0,2.0,21.17,34.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,12,18,
655,41.0,39.0,56.0,54.0,238.0,2.0,0.0,1.0,2.0,21.14,42.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,13,18,
656,43.0,41.0,59.0,57.0,242.0,2.0,0.0,1.0,2.0,20.66,41.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,14,18,
657,45.0,43.0,62.0,60.0,242.0,2.0,0.0,1.0,2.0,21.17,45.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,1,15,18,
658,120.0,45.0,234.0,59.0,359.0,49.0,0.0,1.0,29.0,12.28,112.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,1,18,
659,115.0,63.0,193.0,96.0,333.0,45.0,0.0,1.0,13.0,28.18,116.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,2,18,
660,160.0,57.0,318.0,77.0,385.0,10.0,0.0,1.0,37.0,29.7,160.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,3,18,
661,180.0,63.0,360.0,86.0,435.0,10.0,0.0,1.0,41.0,16.57,184.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,4,18,
662,200.0,69.0,402.0,95.0,451.0,10.0,0.0,1.0,45.0,21.64,179.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,5,18,
663,220.0,75.0,444.0,104.0,445.0,10.0,0.0,1.0,49.0,23.57,185.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,6,18,
664,240.0,81.0,486.0,113.0,470.0,11.0,0.0,1.0,53.0,26.59,211.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,7,18,
665,260.0,87.0,528.0,122.0,541.0,10.0,0.0,1.0,57.0,28.65,261.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,8,18,
666,280.0,93.0,570.0,131.0,533.0,10.0,0.0,1.0,61.0,32.69,243.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,9,18,
667,300.0,99.0,612.0,140.0,568.0,10.0,0.0,1.0,65.0,35.75,269.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,10,18,
668,320.0,105.0,654.0,149.0,537.0,10.0,0.0,1.0,69.0,38.82,231.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,11,18,
669,340.0,111.0,696.0,158.0,573.0,10.0,0.0,1.0,73.0,41.81,284.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,12,18,
670,360.0,117.0,738.0,167.0,605.0,10.0,0.0,1.0,77.0,45.8,260.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,13,18,
671,380.0,123.0,780.0,176.0,626.0,10.0,0.0,1.0,81.0,48.79,295.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,14,18,
672,400.0,129.0,822.0,185.0,673.0,10.0,0.0,1.0,85.0,51.84,358.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,2,15,18,
673,600.0,173.0,1257.0,280.0,1333.0,450.0,0.0,1.0,108.0,125.06,738.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,1,18,
674,726.0,225.0,1617.0,386.0,1927.0,633.0,0.0,1.0,109.0,34.69,1059.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,2,18,
675,1032.0,225.0,2784.0,391.0,1834.0,135.0,0.0,1.0,225.0,81.89,1165.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,3,18,
676,1174.0,254.0,3166.0,449.0,2153.0,135.0,0.0,1.0,256.0,26.21,1360.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,4,18,
677,1322.0,271.0,3557.0,477.0,2600.0,153.0,0.0,1.0,293.0,154.59,1624.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,5,18,
678,1461.0,318.0,3958.0,578.0,3079.0,168.0,0.0,1.0,322.0,139.54,1895.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,6,18,
679,1589.0,307.0,4319.0,536.0,3659.0,181.0,0.0,1.0,346.0,113.18,2244.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,7,18,
680,1739.0,329.0,4719.0,582.0,4106.0,200.0,0.0,1.0,378.0,119.62,2579.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,8,18,
681,1721.0,236.0,4421.0,348.0,2139.0,7.0,0.0,1.0,261.0,102.9,1646.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,9,18,
682,1862.0,251.0,4766.0,372.0,2331.0,7.0,0.0,1.0,278.0,23.1,1818.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,10,18,
683,1991.0,269.0,5090.0,400.0,2535.0,7.0,0.0,1.0,299.0,71.78,1995.0,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,11,18,
684,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,3,12,18,
685,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/18.onnx,TA,4,1,18,
686,17.0,15.0,20.0,18.0,209.0,4.0,0.0,1.0,2.0,17.73,18.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,1,19,
687,19.0,17.0,23.0,21.0,209.0,4.0,0.0,1.0,2.0,18.69,19.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,2,19,
688,21.0,19.0,26.0,24.0,219.0,1.0,0.0,1.0,2.0,20.21,23.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,3,19,
689,23.0,21.0,29.0,27.0,219.0,1.0,0.0,1.0,2.0,19.7,24.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,4,19,
690,25.0,23.0,32.0,30.0,220.0,1.0,0.0,1.0,2.0,20.18,27.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,5,19,
691,27.0,25.0,35.0,33.0,218.0,1.0,0.0,1.0,2.0,20.18,27.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,6,19,
692,29.0,27.0,38.0,36.0,223.0,1.0,0.0,1.0,2.0,20.18,28.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,7,19,
693,31.0,29.0,41.0,39.0,226.0,2.0,0.0,1.0,2.0,20.69,31.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,8,19,
694,33.0,31.0,44.0,42.0,228.0,2.0,0.0,1.0,2.0,20.69,35.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,9,19,
695,35.0,33.0,47.0,45.0,226.0,2.0,0.0,1.0,2.0,20.18,38.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,10,19,
696,37.0,35.0,50.0,48.0,234.0,1.0,0.0,1.0,2.0,20.18,40.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,11,19,
697,39.0,37.0,53.0,51.0,234.0,1.0,0.0,1.0,2.0,21.14,39.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,12,19,
698,41.0,39.0,56.0,54.0,240.0,1.0,0.0,1.0,2.0,21.14,48.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,13,19,
699,43.0,41.0,59.0,57.0,249.0,1.0,0.0,1.0,2.0,20.66,46.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,14,19,
700,45.0,43.0,62.0,60.0,242.0,1.0,0.0,1.0,2.0,21.17,43.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,1,15,19,
701,87.0,40.0,137.0,48.0,300.0,23.0,0.0,1.0,16.0,24.18,78.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,1,19,
702,98.0,46.0,152.0,57.0,322.0,22.0,0.0,1.0,14.0,25.14,114.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,2,19,
703,160.0,81.0,319.0,132.0,378.0,12.0,0.0,1.0,37.0,9.52,133.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,3,19,
704,180.0,93.0,361.0,156.0,416.0,12.0,0.0,1.0,41.0,15.56,167.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,4,19,
705,200.0,105.0,403.0,180.0,461.0,12.0,0.0,1.0,45.0,21.65,205.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,5,19,
706,220.0,117.0,445.0,204.0,445.0,12.0,0.0,1.0,49.0,23.73,194.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,6,19,
707,240.0,129.0,487.0,228.0,467.0,12.0,0.0,1.0,53.0,25.63,210.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,7,19,
708,260.0,141.0,529.0,252.0,503.0,12.0,0.0,1.0,57.0,30.63,223.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,8,19,
709,280.0,153.0,571.0,276.0,500.0,12.0,0.0,1.0,61.0,31.7,224.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,9,19,
710,300.0,165.0,613.0,300.0,574.0,12.0,0.0,1.0,65.0,36.66,298.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,10,19,
711,320.0,177.0,655.0,324.0,584.0,12.0,0.0,1.0,69.0,39.67,287.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,11,19,
712,340.0,189.0,697.0,348.0,562.0,12.0,0.0,1.0,73.0,42.74,250.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,12,19,
713,360.0,201.0,739.0,372.0,623.0,12.0,0.0,1.0,77.0,46.76,312.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,13,19,
714,380.0,213.0,781.0,396.0,638.0,12.0,0.0,1.0,81.0,49.78,321.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,14,19,
715,400.0,225.0,823.0,420.0,655.0,12.0,0.0,1.0,85.0,53.83,316.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,2,15,19,
716,589.0,152.0,1240.0,220.0,1291.0,448.0,0.0,1.0,93.0,136.55,681.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,3,1,19,
717,639.0,212.0,1373.0,352.0,1500.0,519.0,0.0,1.0,72.0,110.25,821.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,3,2,19,
718,1031.0,238.0,2786.0,415.0,2064.0,177.0,0.0,1.0,216.0,128.08,1323.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,3,3,19,
719,1108.0,237.0,2746.0,394.0,1400.0,8.0,0.0,1.0,190.0,50.86,1032.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,3,4,19,
720,1308.0,300.0,3560.0,546.0,2995.0,217.0,0.0,1.0,280.0,124.7,1909.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,3,5,19,
721,1361.0,295.0,3444.0,518.0,1750.0,8.0,0.0,1.0,228.0,134.35,1330.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,3,6,19,
722,1581.0,362.0,4322.0,677.0,4191.0,246.0,0.0,1.0,329.0,102.45,2725.0,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,3,7,19,
723,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,3,8,19,
724,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/19.onnx,TA,4,1,19,
725,17.0,15.0,20.0,18.0,210.0,4.0,0.0,1.0,2.0,17.73,21.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,1,20,
726,19.0,17.0,23.0,21.0,210.0,4.0,0.0,1.0,2.0,18.18,19.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,2,20,
727,21.0,19.0,26.0,24.0,213.0,1.0,0.0,1.0,2.0,20.21,23.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,3,20,
728,23.0,21.0,29.0,27.0,214.0,1.0,0.0,1.0,2.0,20.21,20.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,4,20,
729,25.0,23.0,32.0,30.0,222.0,1.0,0.0,1.0,2.0,19.7,29.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,5,20,
730,27.0,25.0,35.0,33.0,223.0,1.0,0.0,1.0,2.0,20.18,28.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,6,20,
731,29.0,27.0,38.0,36.0,225.0,1.0,0.0,1.0,2.0,20.18,29.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,7,20,
732,31.0,29.0,41.0,39.0,222.0,2.0,0.0,1.0,2.0,20.69,28.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,8,20,
733,33.0,31.0,44.0,42.0,239.0,2.0,0.0,1.0,2.0,20.69,43.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,9,20,
734,35.0,33.0,47.0,45.0,228.0,2.0,0.0,1.0,2.0,20.18,31.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,10,20,
735,37.0,35.0,50.0,48.0,229.0,1.0,0.0,1.0,2.0,20.18,33.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,11,20,
736,39.0,37.0,53.0,51.0,238.0,1.0,0.0,1.0,2.0,21.14,45.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,12,20,
737,41.0,39.0,56.0,54.0,249.0,1.0,0.0,1.0,2.0,21.14,47.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,13,20,
738,43.0,41.0,59.0,57.0,239.0,1.0,0.0,1.0,2.0,21.14,46.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,14,20,
739,45.0,43.0,62.0,60.0,235.0,1.0,0.0,1.0,2.0,21.17,41.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,1,15,20,
740,120.0,57.0,240.0,84.0,347.0,54.0,0.0,1.0,31.0,15.26,108.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,1,20,
741,140.0,69.0,283.0,108.0,430.0,64.0,0.0,1.0,34.0,22.29,159.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,2,20,
742,160.0,81.0,324.0,132.0,399.0,10.0,0.0,1.0,40.0,9.51,165.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,3,20,
743,180.0,93.0,366.0,156.0,405.0,10.0,0.0,1.0,44.0,16.57,167.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,4,20,
744,200.0,105.0,408.0,180.0,470.0,10.0,0.0,1.0,48.0,20.68,213.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,5,20,
745,220.0,117.0,450.0,204.0,455.0,10.0,0.0,1.0,52.0,23.58,205.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,6,20,
746,240.0,129.0,492.0,228.0,479.0,10.0,0.0,1.0,56.0,25.61,220.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,7,20,
747,260.0,141.0,534.0,252.0,510.0,10.0,0.0,1.0,60.0,28.63,241.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,8,20,
748,280.0,153.0,576.0,276.0,499.0,10.0,0.0,1.0,64.0,32.68,221.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,9,20,
749,300.0,165.0,618.0,300.0,568.0,10.0,0.0,1.0,68.0,35.76,286.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,10,20,
750,320.0,177.0,660.0,324.0,552.0,10.0,0.0,1.0,72.0,37.77,260.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,11,20,
751,340.0,189.0,702.0,348.0,581.0,10.0,0.0,1.0,76.0,40.8,255.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,12,20,
752,360.0,201.0,744.0,372.0,562.0,10.0,0.0,1.0,80.0,45.77,271.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,13,20,
753,380.0,213.0,786.0,396.0,640.0,10.0,0.0,1.0,84.0,47.78,320.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,14,20,
754,400.0,225.0,828.0,420.0,657.0,10.0,0.0,1.0,88.0,51.79,332.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,2,15,20,
755,722.0,122.0,1638.0,175.0,1505.0,462.0,0.0,1.0,109.0,73.31,845.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,1,20,
756,804.0,214.0,1796.0,343.0,2049.0,617.0,0.0,1.0,114.0,93.33,1212.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,2,20,
757,1055.0,246.0,2962.0,431.0,1963.0,131.0,0.0,1.0,299.0,124.29,1278.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,3,20,
758,1195.0,278.0,3358.0,492.0,2455.0,140.0,0.0,1.0,325.0,95.23,1602.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,4,20,
759,1335.0,295.0,3744.0,535.0,2869.0,150.0,0.0,1.0,361.0,87.59,1824.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,5,20,
760,1475.0,334.0,4162.0,615.0,3236.0,159.0,0.0,1.0,401.0,26.68,2102.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,6,20,
761,1615.0,386.0,4571.0,725.0,3747.0,176.0,0.0,1.0,422.0,31.52,2473.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,7,20,
762,1755.0,417.0,4963.0,793.0,4466.0,185.0,0.0,1.0,469.0,20.05,2929.0,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,8,20,
763,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,3,9,20,
764,,,,,,,,,,,,False,new,experiments/results/TA_2_2/pathLabels/20.onnx,TA,4,1,20,
765,17.0,15.0,20.0,18.0,209.0,1.0,0.0,1.0,2.0,18.69,18.0,False,new,experiments/results/TA_2_2/pathLabels/22.onnx,TA,1,1,22,
766,19.0,17.0,23.0,21.0,213.0,1.0,0.0,1.0,2.0,19.7,19.0,False,new,experiments/results/TA_2_2/pathLabels/22.onnx,TA,1,2,22,
767,21.0,19.0,26.0,24.0,217.0,2.0,0.0,1.0,2.0,19.7,22.0,False,new,experiments/results/TA_2_2/pathLabels/22.onnx,TA,1,3,22,
