,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,4.0,0.0,3.0,0.0,180.0,0.0,0.0,0.0,1.0,0.0,9.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,1,0
1,5.0,0.0,4.0,0.0,155.0,0.0,0.0,0.0,1.0,0.0,9.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,2,0
2,6.0,0.0,5.0,0.0,173.0,0.0,0.0,0.0,1.0,0.0,9.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,3,0
3,7.0,0.0,6.0,0.0,156.0,0.0,0.0,0.0,1.0,0.0,10.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,4,0
4,8.0,0.0,7.0,0.0,156.0,0.0,0.0,0.0,1.0,0.0,11.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,5,0
5,9.0,0.0,8.0,0.0,158.0,0.0,0.0,0.0,1.0,0.0,11.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,6,0
6,10.0,0.0,9.0,0.0,180.0,0.0,0.0,0.0,1.0,0.0,14.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,7,0
7,11.0,0.0,10.0,0.0,182.0,0.0,0.0,0.0,1.0,0.0,13.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,8,0
8,12.0,0.0,11.0,0.0,160.0,0.0,0.0,0.0,1.0,0.0,14.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,9,0
9,13.0,0.0,12.0,0.0,161.0,0.0,0.0,0.0,1.0,0.0,14.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,10,0
10,14.0,0.0,13.0,0.0,174.0,0.0,0.0,0.0,1.0,0.0,14.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,11,0
11,15.0,0.0,14.0,0.0,183.0,0.0,0.0,0.0,1.0,0.0,17.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,12,0
12,16.0,0.0,15.0,0.0,184.0,0.0,0.0,0.0,1.0,0.0,17.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,13,0
13,17.0,0.0,16.0,0.0,183.0,0.0,0.0,0.0,1.0,0.0,13.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,14,0
14,18.0,0.0,17.0,0.0,191.0,0.0,0.0,0.0,1.0,0.0,17.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,1,15,0
15,112.0,54.0,189.0,88.0,303.0,49.0,0.0,1.0,6.0,29.7,128.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,2,1,0
16,166.0,82.0,281.0,141.0,372.0,63.0,0.0,1.0,22.0,22.22,173.0,new,experiments/results/DP_2_2/5mill_RR10k_D/0.onnx,DP,2,2,0
