,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,algorithm,heuristic,problem,n,k
48,3377,731,6968,1507,4465,373,0,1,2052,17.73,1678.0,false,OpenSet RA,r,AT,4,4
49,5761,741,12181,1490,7471,304,0,1,3264,227.55,3541.0,false,OpenSet RA,r,AT,4,5
50,9369,779,21270,1606,14794,380,0,1,5424,193.09,6635.0,false,OpenSet RA,r,AT,4,6
51,14105,833,32949,1707,24343,332,0,1,7584,215.66,11588.0,false,OpenSet RA,r,AT,4,7
52,20569,709,48219,1465,37110,326,0,1,10368,295.86,18439.0,false,OpenSet RA,r,AT,4,8
53,28977,782,68928,1615,56191,336,0,1,13900,547.0,28519.0,false,OpenSet RA,r,AT,4,9
54,39665,861,95721,1770,95771,335,0,1,18196,452.43,55549.0,false,OpenSet RA,r,AT,4,10
55,45188,0,100001,0,89618,172,0,0,13573,492.1,72049.0,true,OpenSet RA,r,AT,4,11
56,51114,0,100001,0,108835,141,0,0,12033,449.55,100859.0,true,OpenSet RA,r,AT,4,12
57,56538,0,100001,0,125622,140,0,0,9580,338.13,121663.0,true,OpenSet RA,r,AT,4,13
58,48672,0,100001,0,119536,114,0,0,11144,447.59,115476.0,true,OpenSet RA,r,AT,4,14
59,48079,0,100001,0,137030,0,0,0,6152,383.39,133751.0,true,OpenSet RA,r,AT,4,15
60,5,0,4,0,35,0,0,0,1,0.0,14.0,false,OpenSet RA,r,AT,5,1
61,1231,0,1626,0,873,0,0,0,344,0.0,766.0,false,OpenSet RA,r,AT,5,2
62,4150,0,5991,0,2497,0,0,0,1758,0.0,2290.0,false,OpenSet RA,r,AT,5,3
63,11162,0,17343,0,7817,0,0,0,5655,83.21,7009.0,false,OpenSet RA,r,AT,5,4
64,41773,6658,88940,14667,405344,2153,0,1,31760,557.96,33287.0,false,OpenSet RA,r,AT,5,5
65,58834,0,100001,0,68972,415,0,0,25361,511.83,55913.0,true,OpenSet RA,r,AT,5,6
66,56793,0,100001,0,71080,0,0,0,20293,238.33,66550.0,true,OpenSet RA,r,AT,5,7
67,56469,0,100001,0,85665,0,0,0,7700,395.01,82749.0,true,OpenSet RA,r,AT,5,8
68,61305,0,100001,0,116667,0,0,0,3871,353.29,113904.0,true,OpenSet RA,r,AT,5,9
69,62066,0,100001,0,134844,0,0,0,3433,292.35,131730.0,true,OpenSet RA,r,AT,5,10
70,66357,0,100001,0,176809,0,0,0,2964,337.84,173459.0,true,OpenSet RA,r,AT,5,11
71,74891,0,100001,0,222254,0,0,0,2408,365.15,218517.0,true,OpenSet RA,r,AT,5,12
72,80420,0,100001,0,269790,0,0,0,1989,360.12,265765.0,true,OpenSet RA,r,AT,5,13
73,81760,0,100001,0,323897,0,0,0,1702,413.07,319806.0,true,OpenSet RA,r,AT,5,14
74,81603,0,100001,0,353274,0,0,0,1540,385.35,348999.0,true,OpenSet RA,r,AT,5,15
75,5,0,4,0,51,0,0,0,1,0.0,19.0,false,OpenSet RA,r,AT,6,1
76,3534,0,4637,0,2131,0,0,0,964,0.0,1918.0,false,OpenSet RA,r,AT,6,2
77,16580,0,24257,0,11868,0,0,0,7850,86.72,10802.0,false,OpenSet RA,r,AT,6,3
78,48608,0,72967,0,46275,0,0,0,25296,272.25,41510.0,false,OpenSet RA,r,AT,6,4
79,61105,0,100001,0,70859,0,0,0,14531,330.03,66914.0,true,OpenSet RA,r,AT,6,5
80,63684,0,100001,0,93386,0,0,0,10270,314.88,90179.0,true,OpenSet RA,r,AT,6,6
81,68446,0,100001,0,124328,0,0,0,7552,295.59,120466.0,true,OpenSet RA,r,AT,6,7
82,72242,0,100001,0,161082,0,0,0,5802,313.24,157091.0,true,OpenSet RA,r,AT,6,8
83,70014,0,100001,0,189064,0,0,0,5089,313.84,185209.0,true,OpenSet RA,r,AT,6,9
84,78970,0,100001,0,241826,0,0,0,3859,380.33,237975.0,true,OpenSet RA,r,AT,6,10
85,82808,0,100001,0,303044,0,0,0,2994,380.98,298877.0,true,OpenSet RA,r,AT,6,11
86,84380,0,100001,0,360458,0,0,0,2788,381.32,355890.0,true,OpenSet RA,r,AT,6,12
87,83134,0,100001,0,408316,0,0,0,2364,378.53,403480.0,true,OpenSet RA,r,AT,6,13
88,80499,0,100001,0,430570,0,0,0,2072,381.05,425744.0,true,OpenSet RA,r,AT,6,14
89,77377,0,100001,0,500519,0,0,0,1747,438.56,495682.0,true,OpenSet RA,r,AT,6,15
90,5,0,4,0,49,0,0,0,1,0.0,17.0,false,OpenSet RA,r,AT,7,1
91,9153,0,11792,0,6489,0,0,0,2399,118.98,6053.0,false,OpenSet RA,r,AT,7,2
92,61409,0,90335,0,59179,0,0,0,31664,378.39,51914.0,false,OpenSet RA,r,AT,7,3
93,68795,0,100001,0,86133,0,0,0,17611,340.8,81693.0,true,OpenSet RA,r,AT,7,4
94,71637,0,100001,0,115009,0,0,0,13431,339.79,111280.0,true,OpenSet RA,r,AT,7,5
95,77745,0,100001,0,147936,0,0,0,10315,345.52,143754.0,true,OpenSet RA,r,AT,7,6
96,77269,0,100001,0,192954,0,0,0,8253,316.57,188303.0,true,OpenSet RA,r,AT,7,7
97,76672,0,100001,0,233043,0,0,0,6931,319.25,228657.0,true,OpenSet RA,r,AT,7,8
98,82914,0,100001,0,302641,0,0,0,4956,335.08,297990.0,true,OpenSet RA,r,AT,7,9
99,85030,0,100001,0,368002,0,0,0,4334,381.02,363228.0,true,OpenSet RA,r,AT,7,10
100,84706,0,100001,0,422896,0,0,0,2926,382.63,417831.0,true,OpenSet RA,r,AT,7,11
101,82284,0,100001,0,473905,0,0,0,3108,405.6,469016.0,true,OpenSet RA,r,AT,7,12
102,79088,0,100001,0,507864,0,0,0,2612,405.82,502866.0,true,OpenSet RA,r,AT,7,13
103,78384,0,100001,0,595161,0,0,0,2144,441.64,589677.0,true,OpenSet RA,r,AT,7,14
104,83920,0,100001,0,711634,0,0,0,1764,472.67,705858.0,true,OpenSet RA,r,AT,7,15
105,5,0,4,0,61,0,0,0,1,0.0,27.0,false,OpenSet RA,r,AT,8,1
106,22414,0,28717,0,20690,0,0,0,5607,126.48,19419.0,false,OpenSet RA,r,AT,8,2
107,75474,0,100001,0,94207,0,0,0,20770,448.53,89226.0,true,OpenSet RA,r,AT,8,3
108,77731,0,100001,0,124407,0,0,0,16828,302.84,120030.0,true,OpenSet RA,r,AT,8,4
109,81323,0,100001,0,160881,0,0,0,12824,310.1,156852.0,true,OpenSet RA,r,AT,8,5
110,81262,0,100001,0,208922,0,0,0,12145,371.91,203347.0,true,OpenSet RA,r,AT,8,6
111,78041,0,100001,0,248790,0,0,0,9086,340.44,244080.0,true,OpenSet RA,r,AT,8,7
112,84574,0,100001,0,352973,0,0,0,6927,358.3,348171.0,true,OpenSet RA,r,AT,8,8
113,86139,0,100001,0,398957,0,0,0,5100,428.47,393963.0,true,OpenSet RA,r,AT,8,9
114,84400,0,100001,0,455865,0,0,0,4155,388.06,450708.0,true,OpenSet RA,r,AT,8,10
115,81330,0,100001,0,554309,0,0,0,3804,446.38,548909.0,true,OpenSet RA,r,AT,8,11
116,77226,0,100001,0,581868,0,0,0,3169,434.82,576688.0,true,OpenSet RA,r,AT,8,12
117,84415,0,100001,0,727342,0,0,0,2406,458.95,721327.0,true,OpenSet RA,r,AT,8,13
118,88034,0,100001,0,880475,0,0,0,2072,518.73,873404.0,true,OpenSet RA,r,AT,8,14
119,90062,0,100001,0,991590,0,0,0,1715,517.17,984456.0,true,OpenSet RA,r,AT,8,15
120,5,0,4,0,71,0,0,0,1,0.0,28.0,false,OpenSet RA,r,AT,9,1
121,53262,0,68034,0,61806,0,0,0,12749,239.17,57716.0,false,OpenSet RA,r,AT,9,2
122,79888,0,100001,0,125726,0,0,0,19959,335.91,121229.0,true,OpenSet RA,r,AT,9,3
123,82386,0,100001,0,177339,0,0,0,16745,363.1,172689.0,true,OpenSet RA,r,AT,9,4
124,87101,0,100001,0,225700,0,0,0,14500,334.2,220720.0,true,OpenSet RA,r,AT,9,5
125,82288,0,100001,0,278187,0,0,0,11862,372.79,272777.0,true,OpenSet RA,r,AT,9,6
126,85399,0,100001,0,359068,0,0,0,8884,390.73,353872.0,true,OpenSet RA,r,AT,9,7
127,86778,0,100001,0,451126,0,0,0,6999,426.95,445678.0,true,OpenSet RA,r,AT,9,8
128,84821,0,100001,0,499608,0,0,0,5057,390.74,494185.0,true,OpenSet RA,r,AT,9,9
129,81176,0,100001,0,573938,0,0,0,4339,400.32,568429.0,true,OpenSet RA,r,AT,9,10
130,79349,0,100001,0,660840,0,0,0,3771,415.83,655067.0,true,OpenSet RA,r,AT,9,11
131,85590,0,100001,0,847705,0,0,0,3105,491.98,840757.0,true,OpenSet RA,r,AT,9,12
132,88156,0,100001,0,889691,0,0,0,2693,515.8,882144.0,true,OpenSet RA,r,AT,9,13
133,91535,0,100001,0,1109402,0,0,0,1955,525.65,1101875.0,true,OpenSet RA,r,AT,9,14
134,93414,0,100001,0,1270985,0,0,0,1833,558.17,1262517.0,true,OpenSet RA,r,AT,9,15
135,5,0,4,0,100,0,0,0,1,0.0,40.0,false,OpenSet RA,r,AT,10,1
136,81681,0,100001,0,124754,0,0,0,18672,284.69,117370.0,true,OpenSet RA,r,AT,10,2
137,88510,0,100001,0,201323,0,0,0,21282,314.36,196228.0,true,OpenSet RA,r,AT,10,3
138,87338,0,100001,0,237982,0,0,0,15585,376.03,233206.0,true,OpenSet RA,r,AT,10,4
139,88582,0,100001,0,285774,0,0,0,15492,356.99,280154.0,true,OpenSet RA,r,AT,10,5
140,84305,0,100001,0,357890,0,0,0,12269,396.64,352146.0,true,OpenSet RA,r,AT,10,6
141,87042,0,100001,0,517565,0,0,0,8857,402.98,511593.0,true,OpenSet RA,r,AT,10,7
142,85916,0,100001,0,539552,0,0,0,6768,399.65,533717.0,true,OpenSet RA,r,AT,10,8
143,81998,0,100001,0,626034,0,0,0,5338,425.51,620073.0,true,OpenSet RA,r,AT,10,9
144,80475,0,100001,0,724555,0,0,0,4570,489.08,718546.0,true,OpenSet RA,r,AT,10,10
145,86549,0,100001,0,932984,0,0,0,3480,615.3,925274.0,true,OpenSet RA,r,AT,10,11
146,90609,0,100001,0,1146293,0,0,0,3049,560.79,1136956.0,true,OpenSet RA,r,AT,10,12
147,91720,0,100001,0,1253666,0,0,0,2355,567.12,1244421.0,true,OpenSet RA,r,AT,10,13
148,93056,0,100001,0,1379754,0,0,0,2165,573.12,1371459.0,true,OpenSet RA,r,AT,10,14
149,94249,0,100001,0,1552144,0,0,0,2184,614.75,1542971.0,true,OpenSet RA,r,AT,10,15
150,5,0,4,0,146,0,0,0,1,0.0,53.0,false,OpenSet RA,r,AT,11,1
151,87573,0,100001,0,174698,0,0,0,21482,337.08,168099.0,true,OpenSet RA,r,AT,11,2
152,87699,0,100001,0,226345,0,0,0,23117,376.3,221233.0,true,OpenSet RA,r,AT,11,3
153,88604,0,100001,0,280859,0,0,0,17177,373.58,275780.0,true,OpenSet RA,r,AT,11,4
154,89611,0,100001,0,345094,0,0,0,16559,384.62,338786.0,true,OpenSet RA,r,AT,11,5
155,87844,0,100001,0,445858,0,0,0,12268,418.84,439618.0,true,OpenSet RA,r,AT,11,6
156,87423,0,100001,0,570242,0,0,0,8700,431.29,564118.0,true,OpenSet RA,r,AT,11,7
157,82979,0,100001,0,666822,0,0,0,6636,458.25,660872.0,true,OpenSet RA,r,AT,11,8
158,79835,0,100001,0,770884,0,0,0,5716,476.62,764699.0,true,OpenSet RA,r,AT,11,9
159,87446,0,100001,0,965095,0,0,0,4499,529.96,957780.0,true,OpenSet RA,r,AT,11,10
160,90309,0,100001,0,1142165,0,0,0,3615,593.83,1134151.0,true,OpenSet RA,r,AT,11,11
161,92836,0,100001,0,1331694,0,0,0,2918,584.68,1323249.0,true,OpenSet RA,r,AT,11,12
162,93784,0,100001,0,1488491,0,0,0,2618,653.0,1480359.0,true,OpenSet RA,r,AT,11,13
163,95008,0,100001,0,1700197,0,0,0,2430,730.1,1691429.0,true,OpenSet RA,r,AT,11,14
164,95682,0,100001,0,1889994,0,0,0,2033,696.82,1880873.0,true,OpenSet RA,r,AT,11,15
165,5,0,4,0,137,0,0,0,1,0.0,51.0,false,OpenSet RA,r,AT,12,1
166,88898,0,100001,0,193262,0,0,0,23232,352.61,186739.0,true,OpenSet RA,r,AT,12,2
167,88373,0,100001,0,266514,0,0,0,24518,554.04,260525.0,true,OpenSet RA,r,AT,12,3
168,88170,0,100001,0,331774,0,0,0,17761,547.58,326610.0,true,OpenSet RA,r,AT,12,4
169,90191,0,100001,0,431697,0,0,0,16800,461.45,424630.0,true,OpenSet RA,r,AT,12,5
170,88985,0,100001,0,546795,0,0,0,11563,422.25,540070.0,true,OpenSet RA,r,AT,12,6
171,86454,0,100001,0,678035,0,0,0,8580,466.88,671246.0,true,OpenSet RA,r,AT,12,7
172,80721,0,100001,0,779653,0,0,0,7121,474.04,772968.0,true,OpenSet RA,r,AT,12,8
173,85918,0,100001,0,969740,0,0,0,5473,533.29,962558.0,true,OpenSet RA,r,AT,12,9
174,90749,0,100001,0,1191053,0,0,0,4275,536.68,1182832.0,true,OpenSet RA,r,AT,12,10
175,92125,0,100001,0,1410927,0,0,0,3768,705.55,1402704.0,true,OpenSet RA,r,AT,12,11
176,93845,0,100001,0,1686146,0,0,0,3055,725.91,1675920.0,true,OpenSet RA,r,AT,12,12
177,94539,0,100001,0,2045295,0,0,0,2610,669.12,2032874.0,true,OpenSet RA,r,AT,12,13
178,95451,0,100001,0,2361903,0,0,0,2565,668.49,2348777.0,true,OpenSet RA,r,AT,12,14
179,96144,0,100001,0,2544516,0,0,0,2293,897.99,2532077.0,true,OpenSet RA,r,AT,12,15
180,5,0,4,0,169,0,0,0,1,0.0,52.0,false,OpenSet RA,r,AT,13,1
181,90603,0,100001,0,271721,0,0,0,27329,324.99,263097.0,true,OpenSet RA,r,AT,13,2
182,94864,0,100001,0,371640,0,0,0,20357,375.2,364258.0,true,OpenSet RA,r,AT,13,3
183,94503,0,100001,0,485197,0,0,0,19064,402.51,476923.0,true,OpenSet RA,r,AT,13,4
184,91469,0,100001,0,581838,0,0,0,17314,455.22,572456.0,true,OpenSet RA,r,AT,13,5
185,88609,0,100001,0,694205,0,0,0,10907,540.7,686641.0,true,OpenSet RA,r,AT,13,6
186,84465,0,100001,0,853465,0,0,0,8942,523.22,845338.0,true,OpenSet RA,r,AT,13,7
187,84159,0,100001,0,1038736,0,0,0,6963,561.95,1030146.0,true,OpenSet RA,r,AT,13,8
188,89871,0,100001,0,1279913,0,0,0,5193,785.19,1271284.0,true,OpenSet RA,r,AT,13,9
189,93024,0,100001,0,1485342,0,0,0,4417,586.09,1476353.0,true,OpenSet RA,r,AT,13,10
190,93480,0,100001,0,1708427,0,0,0,3872,619.62,1698271.0,true,OpenSet RA,r,AT,13,11
191,94931,0,100001,0,1851255,0,0,0,2788,811.33,1841767.0,true,OpenSet RA,r,AT,13,12
192,95618,0,100001,0,2145778,0,0,0,2604,800.12,2135523.0,true,OpenSet RA,r,AT,13,13
193,96358,0,100001,0,2490762,0,0,0,2509,784.41,2479656.0,true,OpenSet RA,r,AT,13,14
194,96545,0,100001,0,2814379,0,0,0,2449,750.35,2802310.0,true,OpenSet RA,r,AT,13,15
195,5,0,4,0,201,0,0,0,1,0.0,58.0,false,OpenSet RA,r,AT,14,1
196,92480,0,100001,0,309954,0,0,0,23547,372.28,303217.0,true,OpenSet RA,r,AT,14,2
197,95876,0,100001,0,407628,0,0,0,20573,418.77,401621.0,true,OpenSet RA,r,AT,14,3
198,94937,0,100001,0,499543,0,0,0,19421,475.47,493120.0,true,OpenSet RA,r,AT,14,4
199,91894,0,100001,0,660241,0,0,0,16739,478.9,651913.0,true,OpenSet RA,r,AT,14,5
200,88836,0,100001,0,831093,0,0,0,11153,470.3,823142.0,true,OpenSet RA,r,AT,14,6
201,81663,0,100001,0,924477,0,0,0,9085,625.92,917401.0,true,OpenSet RA,r,AT,14,7
202,87875,0,100001,0,1234782,0,0,0,6786,794.64,1226712.0,true,OpenSet RA,r,AT,14,8
203,91749,0,100001,0,1450120,0,0,0,5171,636.11,1441444.0,true,OpenSet RA,r,AT,14,9
204,93815,0,100001,0,1723798,0,0,0,4247,698.5,1714583.0,true,OpenSet RA,r,AT,14,10
205,95103,0,100001,0,2042854,0,0,0,3967,739.32,2032368.0,true,OpenSet RA,r,AT,14,11
206,95656,0,100001,0,2306774,0,0,0,3105,782.02,2295982.0,true,OpenSet RA,r,AT,14,12
207,96211,0,100001,0,2645359,0,0,0,2814,755.43,2633210.0,true,OpenSet RA,r,AT,14,13
208,96916,0,100001,0,3002680,0,0,0,2760,777.59,2989345.0,true,OpenSet RA,r,AT,14,14
209,96990,0,100001,0,3381888,0,0,0,1954,818.46,3367513.0,true,OpenSet RA,r,AT,14,15
210,5,0,4,0,259,0,0,0,1,0.0,81.0,false,OpenSet RA,r,AT,15,1
211,93754,0,100001,0,370571,0,0,0,20875,424.61,364371.0,true,OpenSet RA,r,AT,15,2
212,96571,0,100001,0,489391,0,0,0,20742,442.87,482961.0,true,OpenSet RA,r,AT,15,3
213,95259,0,100001,0,575514,0,0,0,19752,500.55,568382.0,true,OpenSet RA,r,AT,15,4
214,92491,0,100001,0,777188,0,0,0,15921,492.16,768544.0,true,OpenSet RA,r,AT,15,5
215,87403,0,100001,0,955865,0,0,0,11457,579.53,947821.0,true,OpenSet RA,r,AT,15,6
216,85382,0,100001,0,1141540,0,0,0,8954,709.94,1133833.0,true,OpenSet RA,r,AT,15,7
217,90558,0,100001,0,1432908,0,0,0,6679,645.3,1424324.0,true,OpenSet RA,r,AT,15,8
218,93053,0,100001,0,1715505,0,0,0,5377,730.39,1706147.0,true,OpenSet RA,r,AT,15,9
219,94757,0,100001,0,1940105,0,0,0,4028,774.52,1930139.0,true,OpenSet RA,r,AT,15,10
220,95975,0,100001,0,2352169,0,0,0,3986,713.13,2339978.0,true,OpenSet RA,r,AT,15,11
221,95978,0,100001,0,2725621,0,0,0,3489,760.32,2713326.0,true,OpenSet RA,r,AT,15,12
222,96615,0,100001,0,2968329,0,0,0,2826,789.22,2955103.0,true,OpenSet RA,r,AT,15,13
223,96926,0,100001,0,3352597,0,0,0,2126,849.21,3339029.0,true,OpenSet RA,r,AT,15,14
224,97545,0,100001,0,3848706,0,0,0,2812,979.63,3834684.0,true,OpenSet RA,r,AT,15,15
