,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,transitions/ms,algorithm,heuristic,problem,n,k
0,3,0,2,0,13,0,0,0,0,0.0,3.0,True,0.15384615384615385,OpenSet RA,r,AT,1,1
1,3,0,2,0,21,0,0,0,0,0.0,5.0,True,0.09523809523809523,OpenSet RA,r,AT,1,2
2,3,0,2,0,16,0,0,0,0,0.0,4.0,True,0.125,OpenSet RA,r,AT,1,3
3,3,0,2,0,23,0,0,0,0,0.0,6.0,True,0.08695652173913043,OpenSet RA,r,AT,1,4
4,3,0,2,0,18,0,0,0,0,0.0,3.0,True,0.1111111111111111,OpenSet RA,r,AT,1,5
5,3,0,2,0,20,0,0,0,0,0.0,5.0,True,0.1,OpenSet RA,r,AT,1,6
6,3,0,2,0,26,0,0,0,0,0.0,7.0,True,0.07692307692307693,OpenSet RA,r,AT,1,7
7,3,0,2,0,24,0,0,0,0,0.0,8.0,True,0.08333333333333333,OpenSet RA,r,AT,1,8
8,3,0,2,0,22,0,0,0,0,0.0,6.0,True,0.09090909090909091,OpenSet RA,r,AT,1,9
9,3,0,2,0,23,0,0,0,0,0.0,6.0,True,0.08695652173913043,OpenSet RA,r,AT,1,10
10,3,0,2,0,33,0,0,0,0,0.0,10.0,True,0.06060606060606061,OpenSet RA,r,AT,1,11
11,3,0,2,0,40,0,0,0,0,0.0,15.0,True,0.05,OpenSet RA,r,AT,1,12
12,3,0,2,0,27,0,0,0,0,0.0,10.0,True,0.07407407407407407,OpenSet RA,r,AT,1,13
13,3,0,2,0,30,0,0,0,0,0.0,10.0,True,0.06666666666666667,OpenSet RA,r,AT,1,14
14,3,0,2,0,30,0,0,0,0,0.0,11.0,True,0.06666666666666667,OpenSet RA,r,AT,1,15
15,3,0,2,0,17,0,0,0,0,0.0,3.0,True,0.11764705882352941,OpenSet RA,r,AT,2,1
16,3,0,2,0,25,0,0,0,0,0.0,5.0,True,0.08,OpenSet RA,r,AT,2,2
17,3,0,2,0,25,0,0,0,0,0.0,4.0,True,0.08,OpenSet RA,r,AT,2,3
18,3,0,2,0,22,0,0,0,0,0.0,5.0,True,0.09090909090909091,OpenSet RA,r,AT,2,4
19,3,0,2,0,29,0,0,0,0,0.0,11.0,True,0.06896551724137931,OpenSet RA,r,AT,2,5
20,3,0,2,0,36,0,0,0,0,0.0,11.0,True,0.05555555555555555,OpenSet RA,r,AT,2,6
21,3,0,2,0,30,0,0,0,0,0.0,9.0,True,0.06666666666666667,OpenSet RA,r,AT,2,7
22,3,0,2,0,32,0,0,0,0,0.0,10.0,True,0.0625,OpenSet RA,r,AT,2,8
23,3,0,2,0,32,0,0,0,0,0.0,10.0,True,0.0625,OpenSet RA,r,AT,2,9
24,3,0,2,0,38,0,0,0,0,0.0,12.0,True,0.05263157894736842,OpenSet RA,r,AT,2,10
25,3,0,2,0,41,0,0,0,0,0.0,16.0,True,0.04878048780487805,OpenSet RA,r,AT,2,11
26,3,0,2,0,44,0,0,0,0,0.0,17.0,True,0.045454545454545456,OpenSet RA,r,AT,2,12
27,3,0,2,0,48,0,0,0,0,0.0,19.0,True,0.041666666666666664,OpenSet RA,r,AT,2,13
28,3,0,2,0,83,0,0,0,0,0.0,38.0,True,0.024096385542168676,OpenSet RA,r,AT,2,14
29,3,0,2,0,57,0,0,0,0,0.0,24.0,True,0.03508771929824561,OpenSet RA,r,AT,2,15
30,3,0,2,0,20,0,0,0,0,0.0,4.0,True,0.1,OpenSet RA,r,AT,3,1
31,3,0,2,0,24,0,0,0,0,0.0,8.0,True,0.08333333333333333,OpenSet RA,r,AT,3,2
32,3,0,2,0,26,0,0,0,0,0.0,8.0,True,0.07692307692307693,OpenSet RA,r,AT,3,3
33,3,0,2,0,39,0,0,0,0,0.0,11.0,True,0.05128205128205128,OpenSet RA,r,AT,3,4
34,3,0,2,0,34,0,0,0,0,0.0,12.0,True,0.058823529411764705,OpenSet RA,r,AT,3,5
35,3,0,2,0,38,0,0,0,0,0.0,14.0,True,0.05263157894736842,OpenSet RA,r,AT,3,6
36,3,0,2,0,41,0,0,0,0,0.0,14.0,True,0.04878048780487805,OpenSet RA,r,AT,3,7
37,3,0,2,0,45,0,0,0,0,0.0,17.0,True,0.044444444444444446,OpenSet RA,r,AT,3,8
38,3,0,2,0,51,0,0,0,0,0.0,19.0,True,0.0392156862745098,OpenSet RA,r,AT,3,9
39,3,0,2,0,57,0,0,0,0,0.0,23.0,True,0.03508771929824561,OpenSet RA,r,AT,3,10
40,3,0,2,0,64,0,0,0,0,0.0,27.0,True,0.03125,OpenSet RA,r,AT,3,11
41,3,0,2,0,74,0,0,0,0,0.0,34.0,True,0.02702702702702703,OpenSet RA,r,AT,3,12
42,3,0,2,0,77,0,0,0,0,0.0,32.0,True,0.025974025974025976,OpenSet RA,r,AT,3,13
43,3,0,2,0,83,0,0,0,0,0.0,37.0,True,0.024096385542168676,OpenSet RA,r,AT,3,14
44,3,0,2,0,83,0,0,0,0,0.0,37.0,True,0.024096385542168676,OpenSet RA,r,AT,3,15
45,3,0,2,0,24,0,0,0,0,0.0,6.0,True,0.08333333333333333,OpenSet RA,r,AT,4,1
46,3,0,2,0,33,0,0,0,0,0.0,9.0,True,0.06060606060606061,OpenSet RA,r,AT,4,2
47,3,0,2,0,33,0,0,0,0,0.0,10.0,True,0.06060606060606061,OpenSet RA,r,AT,4,3
48,3,0,2,0,40,0,0,0,0,0.0,13.0,True,0.05,OpenSet RA,r,AT,4,4
49,3,0,2,0,44,0,0,0,0,0.0,15.0,True,0.045454545454545456,OpenSet RA,r,AT,4,5
50,3,0,2,0,52,0,0,0,0,0.0,19.0,True,0.038461538461538464,OpenSet RA,r,AT,4,6
51,3,0,2,0,59,0,0,0,0,0.0,20.0,True,0.03389830508474576,OpenSet RA,r,AT,4,7
52,3,0,2,0,73,0,0,0,0,0.0,26.0,True,0.0273972602739726,OpenSet RA,r,AT,4,8
53,3,0,2,0,76,0,0,0,0,0.0,28.0,True,0.02631578947368421,OpenSet RA,r,AT,4,9
54,3,0,2,0,78,0,0,0,0,0.0,32.0,True,0.02564102564102564,OpenSet RA,r,AT,4,10
55,3,0,2,0,97,0,0,0,0,0.0,40.0,True,0.020618556701030927,OpenSet RA,r,AT,4,11
56,3,0,2,0,101,0,0,0,0,0.0,41.0,True,0.019801980198019802,OpenSet RA,r,AT,4,12
57,3,0,2,0,107,0,0,0,0,0.0,47.0,True,0.018691588785046728,OpenSet RA,r,AT,4,13
58,3,0,2,0,121,0,0,0,0,0.0,46.0,True,0.01652892561983471,OpenSet RA,r,AT,4,14
59,3,0,2,0,127,0,0,0,0,0.0,50.0,True,0.015748031496062992,OpenSet RA,r,AT,4,15
60,3,0,2,0,29,0,0,0,0,0.0,8.0,True,0.06896551724137931,OpenSet RA,r,AT,5,1
61,3,0,2,0,54,0,0,0,0,0.0,15.0,True,0.037037037037037035,OpenSet RA,r,AT,5,2
62,3,0,2,0,45,0,0,0,0,0.0,14.0,True,0.044444444444444446,OpenSet RA,r,AT,5,3
63,3,0,2,0,62,0,0,0,0,0.0,21.0,True,0.03225806451612903,OpenSet RA,r,AT,5,4
64,3,0,2,0,63,0,0,0,0,0.0,21.0,True,0.031746031746031744,OpenSet RA,r,AT,5,5
65,3,0,2,0,78,0,0,0,0,0.0,26.0,True,0.02564102564102564,OpenSet RA,r,AT,5,6
66,3,0,2,0,87,0,0,0,0,0.0,30.0,True,0.022988505747126436,OpenSet RA,r,AT,5,7
67,3,0,2,0,96,0,0,0,0,0.0,33.0,True,0.020833333333333332,OpenSet RA,r,AT,5,8
68,3,0,2,0,103,0,0,0,0,0.0,44.0,True,0.019417475728155338,OpenSet RA,r,AT,5,9
69,3,0,2,0,115,0,0,0,0,0.0,44.0,True,0.017391304347826087,OpenSet RA,r,AT,5,10
70,3,0,2,0,171,0,0,0,0,0.0,69.0,True,0.011695906432748537,OpenSet RA,r,AT,5,11
71,3,0,2,0,180,0,0,0,0,0.0,84.0,True,0.011111111111111112,OpenSet RA,r,AT,5,12
72,3,0,2,0,146,0,0,0,0,0.0,54.0,True,0.0136986301369863,OpenSet RA,r,AT,5,13
73,3,0,2,0,134,0,0,0,0,0.0,51.0,True,0.014925373134328358,OpenSet RA,r,AT,5,14
74,3,0,2,0,165,0,0,0,0,0.0,61.0,True,0.012121212121212121,OpenSet RA,r,AT,5,15
75,3,0,2,0,53,0,0,0,0,0.0,18.0,True,0.03773584905660377,OpenSet RA,r,AT,6,1
76,3,0,2,0,45,0,0,0,0,0.0,15.0,True,0.044444444444444446,OpenSet RA,r,AT,6,2
77,3,0,2,0,97,0,0,0,0,0.0,30.0,True,0.020618556701030927,OpenSet RA,r,AT,6,3
78,3,0,2,0,124,0,0,0,0,0.0,40.0,True,0.016129032258064516,OpenSet RA,r,AT,6,4
79,3,0,2,0,90,0,0,0,0,0.0,29.0,True,0.022222222222222223,OpenSet RA,r,AT,6,5
80,3,0,2,0,170,0,0,0,0,0.0,53.0,True,0.011764705882352941,OpenSet RA,r,AT,6,6
81,3,0,2,0,135,0,0,0,0,0.0,39.0,True,0.014814814814814815,OpenSet RA,r,AT,6,7
82,3,0,2,0,131,0,0,0,0,0.0,40.0,True,0.015267175572519083,OpenSet RA,r,AT,6,8
83,3,0,2,0,148,0,0,0,0,0.0,40.0,True,0.013513513513513514,OpenSet RA,r,AT,6,9
84,3,0,2,0,139,0,0,0,0,0.0,44.0,True,0.014388489208633094,OpenSet RA,r,AT,6,10
85,3,0,2,0,142,0,0,0,0,0.0,54.0,True,0.014084507042253521,OpenSet RA,r,AT,6,11
86,3,0,2,0,165,0,0,0,0,0.0,57.0,True,0.012121212121212121,OpenSet RA,r,AT,6,12
87,3,0,2,0,176,0,0,0,0,0.0,63.0,True,0.011363636363636364,OpenSet RA,r,AT,6,13
88,3,0,2,0,177,0,0,0,0,0.0,60.0,True,0.011299435028248588,OpenSet RA,r,AT,6,14
89,3,0,2,0,236,0,0,0,0,0.0,91.0,True,0.00847457627118644,OpenSet RA,r,AT,6,15
90,3,0,2,0,45,0,0,0,0,0.0,13.0,True,0.044444444444444446,OpenSet RA,r,AT,7,1
91,3,0,2,0,99,0,0,0,0,0.0,30.0,True,0.020202020202020204,OpenSet RA,r,AT,7,2
92,3,0,2,0,81,0,0,0,0,0.0,22.0,True,0.024691358024691357,OpenSet RA,r,AT,7,3
93,3,0,2,0,148,0,0,0,0,0.0,51.0,True,0.013513513513513514,OpenSet RA,r,AT,7,4
94,3,0,2,0,147,0,0,0,0,0.0,32.0,True,0.013605442176870748,OpenSet RA,r,AT,7,5
95,3,0,2,0,141,0,0,0,0,0.0,42.0,True,0.014184397163120567,OpenSet RA,r,AT,7,6
96,3,0,2,0,155,0,0,0,0,0.0,48.0,True,0.012903225806451613,OpenSet RA,r,AT,7,7
97,3,0,2,0,163,0,0,0,0,0.0,61.0,True,0.012269938650306749,OpenSet RA,r,AT,7,8
98,3,0,2,0,181,0,0,0,0,0.0,52.0,True,0.011049723756906077,OpenSet RA,r,AT,7,9
99,3,0,2,0,182,0,0,0,0,0.0,54.0,True,0.01098901098901099,OpenSet RA,r,AT,7,10
100,3,0,2,0,204,0,0,0,0,0.0,68.0,True,0.00980392156862745,OpenSet RA,r,AT,7,11
101,3,0,2,0,378,0,0,0,0,0.0,121.0,True,0.005291005291005291,OpenSet RA,r,AT,7,12
102,3,0,2,0,380,0,0,0,0,0.0,139.0,True,0.005263157894736842,OpenSet RA,r,AT,7,13
103,3,0,2,0,266,0,0,0,0,0.0,83.0,True,0.007518796992481203,OpenSet RA,r,AT,7,14
104,3,0,2,0,432,0,0,0,0,0.0,174.0,True,0.004629629629629629,OpenSet RA,r,AT,7,15
105,3,0,2,0,57,0,0,0,0,0.0,18.0,True,0.03508771929824561,OpenSet RA,r,AT,8,1
106,3,0,2,0,74,0,0,0,0,0.0,21.0,True,0.02702702702702703,OpenSet RA,r,AT,8,2
107,3,0,2,0,101,0,0,0,0,0.0,26.0,True,0.019801980198019802,OpenSet RA,r,AT,8,3
108,3,0,2,0,136,0,0,0,0,0.0,37.0,True,0.014705882352941176,OpenSet RA,r,AT,8,4
109,3,0,2,0,191,0,0,0,0,0.0,66.0,True,0.010471204188481676,OpenSet RA,r,AT,8,5
110,3,0,2,0,248,0,0,0,0,0.0,82.0,True,0.008064516129032258,OpenSet RA,r,AT,8,6
111,3,0,2,0,271,0,0,0,0,0.0,100.0,True,0.007380073800738007,OpenSet RA,r,AT,8,7
112,3,0,2,0,244,0,0,0,0,0.0,88.0,True,0.00819672131147541,OpenSet RA,r,AT,8,8
113,3,0,2,0,287,0,0,0,0,0.0,85.0,True,0.006968641114982578,OpenSet RA,r,AT,8,9
114,3,0,2,0,252,0,0,0,0,0.0,108.0,True,0.007936507936507936,OpenSet RA,r,AT,8,10
115,3,0,2,0,243,0,0,0,0,0.0,75.0,True,0.00823045267489712,OpenSet RA,r,AT,8,11
116,3,0,2,0,395,0,0,0,0,0.0,157.0,True,0.005063291139240506,OpenSet RA,r,AT,8,12
117,3,0,2,0,452,0,0,0,0,0.0,180.0,True,0.004424778761061947,OpenSet RA,r,AT,8,13
118,3,0,2,0,485,0,0,0,0,0.0,202.0,True,0.004123711340206186,OpenSet RA,r,AT,8,14
119,3,0,2,0,395,0,0,0,0,0.0,169.0,True,0.005063291139240506,OpenSet RA,r,AT,8,15
120,3,0,2,0,63,0,0,0,0,0.0,20.0,True,0.031746031746031744,OpenSet RA,r,AT,9,1
121,3,0,2,0,113,0,0,0,0,0.0,41.0,True,0.017699115044247787,OpenSet RA,r,AT,9,2
122,3,0,2,0,119,0,0,0,0,0.0,35.0,True,0.01680672268907563,OpenSet RA,r,AT,9,3
123,3,0,2,0,146,0,0,0,0,0.0,52.0,True,0.0136986301369863,OpenSet RA,r,AT,9,4
124,3,0,2,0,235,0,0,0,0,0.0,75.0,True,0.00851063829787234,OpenSet RA,r,AT,9,5
125,3,0,2,0,219,0,0,0,0,0.0,66.0,True,0.0091324200913242,OpenSet RA,r,AT,9,6
126,3,0,2,0,261,0,0,0,0,0.0,58.0,True,0.007662835249042145,OpenSet RA,r,AT,9,7
127,3,0,2,0,306,0,0,0,0,0.0,99.0,True,0.006535947712418301,OpenSet RA,r,AT,9,8
128,3,0,2,0,437,0,0,0,0,0.0,148.0,True,0.004576659038901602,OpenSet RA,r,AT,9,9
129,3,0,2,0,460,0,0,0,0,0.0,158.0,True,0.004347826086956522,OpenSet RA,r,AT,9,10
130,3,0,2,0,467,0,0,0,0,0.0,168.0,True,0.004282655246252677,OpenSet RA,r,AT,9,11
131,3,0,2,0,462,0,0,0,0,0.0,197.0,True,0.004329004329004329,OpenSet RA,r,AT,9,12
132,3,0,2,0,387,0,0,0,0,0.0,132.0,True,0.00516795865633075,OpenSet RA,r,AT,9,13
