,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,idx
0,4.0,0.0,3.0,0.0,172.0,0.0,0.0,0.0,1.0,0.0,9.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,1,0
1,5.0,0.0,4.0,0.0,152.0,0.0,0.0,0.0,1.0,0.0,10.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,2,0
2,6.0,0.0,5.0,0.0,152.0,0.0,0.0,0.0,1.0,0.0,10.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,3,0
3,7.0,0.0,6.0,0.0,171.0,0.0,0.0,0.0,1.0,0.0,11.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,4,0
4,8.0,0.0,7.0,0.0,176.0,0.0,0.0,0.0,1.0,0.0,11.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,5,0
5,9.0,0.0,8.0,0.0,188.0,0.0,0.0,0.0,1.0,0.0,12.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,6,0
6,10.0,0.0,9.0,0.0,157.0,0.0,0.0,0.0,1.0,0.0,11.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,7,0
7,11.0,0.0,10.0,0.0,173.0,0.0,0.0,0.0,1.0,0.0,10.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,8,0
8,12.0,0.0,11.0,0.0,178.0,0.0,0.0,0.0,1.0,0.0,13.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,9,0
9,13.0,0.0,12.0,0.0,159.0,0.0,0.0,0.0,1.0,0.0,15.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,10,0
10,14.0,0.0,13.0,0.0,159.0,0.0,0.0,0.0,1.0,0.0,13.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,11,0
11,15.0,0.0,14.0,0.0,161.0,0.0,0.0,0.0,1.0,0.0,15.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,12,0
12,16.0,0.0,15.0,0.0,162.0,0.0,0.0,0.0,1.0,0.0,12.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,13,0
13,17.0,0.0,16.0,0.0,170.0,0.0,0.0,0.0,1.0,0.0,13.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,14,0
14,18.0,0.0,17.0,0.0,180.0,0.0,0.0,0.0,1.0,0.0,14.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,1,15,0
15,127.0,46.0,226.0,72.0,302.0,57.0,1.0,1.0,17.0,15.18,111.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,2,1,0
16,167.0,56.0,293.0,89.0,361.0,67.0,0.0,1.0,25.0,22.24,157.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,2,2,0
17,215.0,66.0,369.0,106.0,399.0,76.0,0.0,1.0,34.0,27.32,179.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,2,3,0
18,271.0,76.0,456.0,123.0,402.0,85.0,0.0,1.0,43.0,33.38,201.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,2,4,0
19,335.0,86.0,553.0,140.0,490.0,94.0,0.0,1.0,53.0,40.42,255.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,2,5,0
20,407.0,96.0,660.0,157.0,626.0,103.0,0.0,1.0,62.0,49.42,342.0,new,experiments/results/DP_2_2/5mill_RR10k_D_N/0.onnx,DP,2,6,0
