,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,5.0,5.0,6.0,6.0,158.0,2.0,0.0,1.0,0.0,15.7,7.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,1,
1,5.0,5.0,6.0,6.0,139.0,2.0,0.0,1.0,0.0,15.7,8.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,2,
2,5.0,5.0,6.0,6.0,139.0,2.0,0.0,1.0,0.0,15.7,7.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,3,
3,5.0,5.0,6.0,6.0,140.0,2.0,0.0,1.0,0.0,15.7,7.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,4,
4,5.0,5.0,6.0,6.0,140.0,2.0,0.0,1.0,0.0,15.7,9.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,5,
5,5.0,5.0,6.0,6.0,166.0,2.0,0.0,1.0,0.0,15.7,8.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,6,
6,5.0,5.0,6.0,6.0,158.0,2.0,0.0,1.0,0.0,15.7,8.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,7,
7,5.0,5.0,6.0,6.0,140.0,2.0,0.0,1.0,0.0,15.7,9.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,8,
8,5.0,5.0,6.0,6.0,157.0,2.0,0.0,1.0,0.0,15.7,7.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,9,
9,5.0,5.0,6.0,6.0,165.0,2.0,0.0,1.0,0.0,16.18,9.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,10,
10,5.0,5.0,6.0,6.0,162.0,2.0,0.0,1.0,0.0,16.18,9.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,11,
11,5.0,5.0,6.0,6.0,140.0,2.0,0.0,1.0,0.0,16.18,8.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,12,
12,5.0,5.0,6.0,6.0,168.0,2.0,0.0,1.0,0.0,16.18,10.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,13,
13,5.0,5.0,6.0,6.0,139.0,2.0,0.0,1.0,0.0,16.18,8.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,14,
14,5.0,5.0,6.0,6.0,147.0,2.0,0.0,1.0,0.0,16.69,7.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,1,15,
15,13.0,11.0,18.0,14.0,176.0,5.0,0.0,1.0,0.0,19.2,15.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,1,
16,21.0,18.0,36.0,29.0,157.0,13.0,0.0,1.0,0.0,19.17,21.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,2,
17,25.0,22.0,42.0,35.0,159.0,15.0,0.0,1.0,0.0,19.68,18.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,3,
18,29.0,26.0,48.0,41.0,174.0,17.0,0.0,1.0,0.0,19.68,36.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,4,
19,33.0,33.0,54.0,52.0,204.0,19.0,0.0,1.0,0.0,20.18,39.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,5,
20,37.0,34.0,60.0,53.0,172.0,21.0,0.0,1.0,0.0,20.18,27.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,6,
21,41.0,38.0,66.0,59.0,177.0,23.0,0.0,1.0,0.0,20.66,32.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,7,
22,45.0,45.0,72.0,70.0,206.0,25.0,0.0,1.0,0.0,21.14,36.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,8,
23,49.0,46.0,78.0,71.0,190.0,27.0,0.0,1.0,0.0,21.14,40.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,9,
24,53.0,53.0,84.0,82.0,216.0,29.0,0.0,1.0,0.0,21.62,43.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,10,
25,57.0,54.0,90.0,83.0,193.0,31.0,0.0,1.0,0.0,22.66,44.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,11,
26,61.0,58.0,96.0,89.0,224.0,33.0,0.0,1.0,0.0,23.14,56.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,12,
27,65.0,65.0,102.0,100.0,207.0,35.0,0.0,1.0,0.0,23.62,54.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,13,
28,69.0,66.0,108.0,101.0,202.0,37.0,0.0,1.0,0.0,24.66,47.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,14,
29,73.0,70.0,114.0,107.0,240.0,39.0,0.0,1.0,0.0,25.14,70.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,2,15,
30,49.0,23.0,93.0,30.0,213.0,41.0,0.0,1.0,0.0,21.14,64.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,1,
31,102.0,50.0,213.0,79.0,280.0,93.0,0.0,1.0,0.0,27.7,89.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,2,
32,164.0,72.0,333.0,127.0,339.0,139.0,0.0,1.0,0.0,25.05,123.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,3,
33,142.0,81.0,288.0,150.0,301.0,118.0,0.0,1.0,0.0,19.06,103.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,4,
34,191.0,128.0,390.0,237.0,409.0,172.0,0.0,1.0,0.0,41.1,167.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,5,
35,205.0,128.0,400.0,229.0,367.0,168.0,0.0,1.0,0.0,42.16,135.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,6,
36,250.0,125.0,483.0,204.0,442.0,194.0,0.0,1.0,0.0,41.17,174.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,7,
37,334.0,119.0,683.0,194.0,638.0,315.0,0.0,1.0,0.0,117.11,250.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,8,
38,275.0,189.0,561.0,355.0,518.0,250.0,0.0,1.0,0.0,81.13,181.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,9,
39,293.0,217.0,588.0,396.0,504.0,259.0,0.0,1.0,0.0,90.11,149.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,10,
40,428.0,164.0,811.0,271.0,694.0,348.0,0.0,1.0,0.0,25.32,224.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,11,
41,353.0,163.0,600.0,249.0,600.0,217.0,0.0,1.0,0.0,107.26,214.0,True,new,experiments/results/BW_2_2/rmsprop/74.onnx,BW,3,12,
