,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,552,316,1808,906,2275,702,0,1,130,178.34,1297.0,new,experiments/results/BW_2_2/ra_feature_2h/0.onnx,BW,3,3,75.88804364204407,50000,1e-05,20,0.1,14,True,0
1,138,47,243,74,321,70,0,1,84,17.64,82.0,new,experiments/results/BW_2_2/ra_feature_2h/5.onnx,BW,3,3,419.3498327732086,300000,1e-05,20,0.1,14,True,5
2,161,55,315,90,329,86,0,1,0,39.66,113.0,new,experiments/results/BW_2_2/ra_feature_2h/10.onnx,BW,3,3,751.4273643493652,550000,1e-05,20,0.1,14,True,10
3,151,37,269,51,397,77,0,2,10,35.66,163.0,new,experiments/results/BW_2_2/ra_feature_2h/15.onnx,BW,3,3,1087.1024792194366,800000,1e-05,20,0.1,14,True,15
4,87,49,125,69,224,29,0,2,0,29.62,48.0,new,experiments/results/BW_2_2/ra_feature_2h/20.onnx,BW,3,3,1431.211007118225,1050000,1e-05,20,0.1,14,True,20
5,123,45,206,63,275,77,0,2,3,21.65,89.0,new,experiments/results/BW_2_2/ra_feature_2h/25.onnx,BW,3,3,1776.402142047882,1300000,1e-05,20,0.1,14,True,25
6,266,43,534,60,533,203,0,1,3,116.67,261.0,new,experiments/results/BW_2_2/ra_feature_2h/30.onnx,BW,3,3,2118.618024110794,1550000,1e-05,20,0.1,14,True,30
7,141,52,244,73,411,98,0,1,2,34.65,147.0,new,experiments/results/BW_2_2/ra_feature_2h/35.onnx,BW,3,3,2459.0463507175446,1800000,1e-05,20,0.1,14,True,35
8,169,43,306,60,414,132,0,2,2,47.64,164.0,new,experiments/results/BW_2_2/ra_feature_2h/40.onnx,BW,3,3,2798.743064880371,2050000,1e-05,20,0.1,14,True,40
9,331,45,708,63,704,348,0,1,0,60.39,327.0,new,experiments/results/BW_2_2/ra_feature_2h/45.onnx,BW,3,3,3142.727285385132,2300000,1e-05,20,0.1,14,True,45
10,219,43,429,60,550,197,0,1,0,91.64,221.0,new,experiments/results/BW_2_2/ra_feature_2h/50.onnx,BW,3,3,3483.264241218567,2550000,1e-05,20,0.1,14,True,50
11,410,93,921,164,1067,475,0,1,2,68.68,597.0,new,experiments/results/BW_2_2/ra_feature_2h/55.onnx,BW,3,3,3831.334869861603,2800000,1e-05,20,0.1,14,True,55
12,268,47,534,66,565,257,0,1,8,124.65,235.0,new,experiments/results/BW_2_2/ra_feature_2h/60.onnx,BW,3,3,4182.4608545303345,3050000,1e-05,20,0.1,14,True,60
13,565,76,1216,138,1360,569,0,2,106,75.1,766.0,new,experiments/results/BW_2_2/ra_feature_2h/65.onnx,BW,3,3,4523.820429086685,3300000,1e-05,20,0.1,14,True,65
14,106,56,190,89,329,76,0,1,0,16.66,100.0,new,experiments/results/BW_2_2/ra_feature_2h/70.onnx,BW,3,3,4859.463911056519,3550000,1e-05,20,0.1,14,True,70
15,238,41,466,57,498,221,0,2,16,88.68,197.0,new,experiments/results/BW_2_2/ra_feature_2h/75.onnx,BW,3,3,5207.167839288712,3800000,1e-05,20,0.1,14,True,75
16,399,134,1065,291,1291,523,0,1,6,149.74,766.0,new,experiments/results/BW_2_2/ra_feature_2h/80.onnx,BW,3,3,5543.934965848923,4050000,1e-05,20,0.1,14,True,80
17,329,71,811,128,987,463,0,1,10,140.36,463.0,new,experiments/results/BW_2_2/ra_feature_2h/85.onnx,BW,3,3,5895.465702295303,4300000,1e-05,20,0.1,14,True,85
18,438,99,1053,179,1152,427,0,1,12,60.81,712.0,new,experiments/results/BW_2_2/ra_feature_2h/90.onnx,BW,3,3,6237.553731918335,4550000,1e-05,20,0.1,14,True,90
19,311,132,715,275,720,375,0,1,12,30.52,319.0,new,experiments/results/BW_2_2/ra_feature_2h/95.onnx,BW,3,3,6580.816474914551,4800000,1e-05,20,0.1,14,True,95
20,465,76,1102,136,1077,200,0,1,32,51.83,692.0,new,experiments/results/BW_2_2/ra_feature_2h/100.onnx,BW,3,3,6922.362888813019,5050000,1e-05,20,0.1,14,True,100
