,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,6.0,6.0,8.0,8.0,166.0,2.0,0.0,1.0,0.0,16.24,8.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,1,
1,7.0,6.0,10.0,8.0,169.0,2.0,0.0,1.0,0.0,16.24,10.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,2,
2,8.0,6.0,12.0,8.0,156.0,2.0,0.0,1.0,0.0,17.7,12.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,3,
3,9.0,6.0,14.0,8.0,196.0,2.0,0.0,1.0,0.0,17.7,11.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,4,
4,10.0,6.0,16.0,8.0,180.0,2.0,0.0,1.0,0.0,18.69,13.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,5,
5,11.0,6.0,18.0,8.0,179.0,2.0,0.0,1.0,0.0,19.2,16.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,6,
6,12.0,6.0,20.0,8.0,162.0,2.0,0.0,1.0,0.0,19.7,18.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,7,
7,13.0,6.0,22.0,8.0,204.0,2.0,0.0,1.0,0.0,19.23,12.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,8,
8,14.0,6.0,24.0,8.0,159.0,2.0,0.0,1.0,0.0,19.23,19.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,9,
9,15.0,6.0,26.0,8.0,185.0,2.0,0.0,1.0,0.0,19.23,18.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,10,
10,16.0,6.0,28.0,8.0,160.0,2.0,0.0,1.0,0.0,19.7,18.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,11,
11,17.0,6.0,30.0,8.0,199.0,2.0,0.0,1.0,0.0,19.7,20.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,12,
12,18.0,6.0,32.0,8.0,189.0,2.0,0.0,1.0,0.0,19.7,27.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,13,
13,19.0,6.0,34.0,8.0,181.0,2.0,0.0,1.0,0.0,20.18,20.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,14,
14,20.0,6.0,36.0,8.0,178.0,2.0,0.0,1.0,0.0,20.18,35.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,1,15,
15,5.0,0.0,4.0,0.0,181.0,0.0,0.0,0.0,1.0,0.0,9.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,1,
16,31.0,27.0,57.0,45.0,197.0,4.0,0.0,1.0,0.0,19.68,26.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,2,
17,43.0,27.0,89.0,45.0,223.0,4.0,0.0,1.0,0.0,20.18,36.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,3,
18,57.0,27.0,129.0,45.0,222.0,4.0,0.0,1.0,0.0,21.14,51.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,4,
19,73.0,31.0,177.0,51.0,239.0,4.0,0.0,1.0,0.0,22.18,64.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,5,
20,91.0,27.0,233.0,45.0,272.0,4.0,0.0,1.0,0.0,23.14,99.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,6,
21,111.0,37.0,297.0,60.0,294.0,4.0,0.0,1.0,0.0,24.66,99.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,7,
22,133.0,35.0,369.0,57.0,330.0,4.0,0.0,1.0,0.0,25.62,146.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,8,
23,157.0,33.0,449.0,54.0,341.0,4.0,0.0,1.0,0.0,27.62,117.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,9,
24,183.0,47.0,537.0,75.0,354.0,4.0,0.0,1.0,0.0,29.14,173.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,10,
25,211.0,55.0,633.0,87.0,362.0,4.0,0.0,1.0,0.0,15.6,148.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,11,
26,241.0,31.0,737.0,51.0,415.0,4.0,0.0,1.0,0.0,21.65,219.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,12,
27,273.0,47.0,849.0,75.0,469.0,4.0,0.0,1.0,0.0,23.67,240.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,13,
28,307.0,27.0,969.0,45.0,457.0,4.0,0.0,1.0,0.0,26.77,242.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,14,
29,343.0,43.0,1097.0,69.0,528.0,4.0,0.0,1.0,0.0,30.86,263.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,2,15,
30,5.0,0.0,4.0,0.0,166.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,1,
31,13.0,0.0,13.0,0.0,170.0,0.0,0.0,0.0,2.0,0.0,17.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,2,
32,219.0,148.0,517.0,274.0,302.0,10.0,0.0,1.0,0.0,29.62,134.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,3,
33,345.0,150.0,919.0,278.0,459.0,10.0,0.0,1.0,0.0,24.59,212.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,4,
34,513.0,157.0,1507.0,296.0,564.0,11.0,0.0,1.0,0.0,39.71,324.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,5,
35,729.0,148.0,2317.0,274.0,697.0,10.0,0.0,1.0,0.0,61.79,438.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,6,
36,999.0,211.0,3385.0,400.0,928.0,10.0,0.0,1.0,0.0,99.79,597.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,7,
37,1329.0,258.0,4747.0,484.0,1277.0,10.0,0.0,1.0,0.0,17.56,877.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,8,
38,1725.0,174.0,6439.0,329.0,1567.0,12.0,0.0,1.0,0.0,92.74,1093.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,9,
39,2193.0,284.0,8497.0,540.0,2082.0,10.0,0.0,1.0,0.0,79.1,1487.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,10,
40,2739.0,328.0,10957.0,570.0,2296.0,10.0,0.0,1.0,0.0,89.89,1619.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,11,
41,3369.0,313.0,13855.0,568.0,3152.0,10.0,0.0,1.0,0.0,164.18,2164.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,12,
42,4089.0,375.0,17227.0,681.0,3843.0,9.0,0.0,1.0,0.0,86.07,2719.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,13,
43,4905.0,331.0,21109.0,541.0,5404.0,10.0,0.0,1.0,0.0,130.04,3960.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,14,
44,5823.0,377.0,25537.0,669.0,7591.0,8.0,0.0,1.0,0.0,167.27,5756.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,3,15,
45,5.0,0.0,4.0,0.0,173.0,0.0,0.0,0.0,1.0,0.0,10.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,1,
46,13.0,0.0,13.0,0.0,163.0,0.0,0.0,0.0,2.0,0.0,26.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,2,
47,53.0,0.0,59.0,0.0,208.0,0.0,0.0,0.0,9.0,0.0,39.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,3,
48,1865.0,1065.0,5305.0,2165.0,1526.0,40.0,0.0,1.0,0.0,87.94,983.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,4,
49,3241.0,950.0,10337.0,1873.0,2417.0,39.0,0.0,1.0,0.0,71.86,1572.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,5,
50,5289.0,1525.0,18585.0,3178.0,4354.0,39.0,0.0,1.0,0.0,156.27,3089.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,6,
51,8201.0,1811.0,31249.0,3753.0,8262.0,36.0,0.0,1.0,0.0,56.97,6099.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,7,
52,12193.0,1279.0,49721.0,2634.0,16458.0,30.0,0.0,1.0,0.0,258.73,12604.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,8,
53,17505.0,1598.0,75585.0,3324.0,33831.0,17.0,0.0,1.0,0.0,337.02,27349.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,9,
54,24401.0,1807.0,110617.0,3766.0,70242.0,25.0,0.0,1.0,0.0,399.77,57683.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,10,
55,33169.0,4737.0,156785.0,9021.0,149184.0,29.0,0.0,1.0,0.0,518.11,126424.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,11,
56,44121.0,6592.0,216249.0,12702.0,343438.0,24.0,0.0,1.0,0.0,347.59,300277.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,12,
57,,,,,,,,,,,,False,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,4,13,True
58,5.0,0.0,4.0,0.0,552.0,0.0,0.0,0.0,1.0,0.0,32.0,True,new,experiments/results/AT_2_2/focused_1/0.onnx,AT,5,1,
