,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms
0,15.0,15.0,18.0,18.0,208.0,4.0,0.0,1.0,0.0,14.99,19.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,1,0.08653846153846154
1,17.0,17.0,21.0,21.0,210.0,5.0,0.0,1.0,0.0,15.5,20.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,2,0.1
2,19.0,19.0,24.0,24.0,211.0,6.0,0.0,1.0,0.0,15.5,16.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,3,0.11374407582938388
3,21.0,21.0,27.0,27.0,218.0,4.0,0.0,1.0,0.0,14.99,30.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,4,0.12385321100917432
4,23.0,23.0,30.0,30.0,219.0,5.0,0.0,1.0,0.0,15.5,25.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,5,0.136986301369863
5,25.0,25.0,33.0,33.0,223.0,6.0,0.0,1.0,0.0,15.5,28.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,6,0.14798206278026907
6,27.0,27.0,36.0,36.0,227.0,7.0,0.0,1.0,0.0,15.98,28.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,7,0.15859030837004406
7,29.0,29.0,39.0,39.0,226.0,8.0,0.0,1.0,0.0,15.98,34.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,8,0.17256637168141592
8,31.0,31.0,42.0,42.0,241.0,9.0,0.0,1.0,0.0,16.0,33.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,9,0.17427385892116182
9,33.0,33.0,45.0,45.0,255.0,9.0,0.0,1.0,0.0,16.0,54.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,10,0.17647058823529413
10,35.0,35.0,48.0,48.0,243.0,7.0,0.0,1.0,0.0,16.0,39.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,11,0.19753086419753085
11,37.0,37.0,51.0,51.0,232.0,10.0,0.0,1.0,0.0,16.48,32.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,12,0.21982758620689655
12,39.0,39.0,54.0,54.0,241.0,11.0,0.0,1.0,0.0,16.96,38.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,13,0.22406639004149378
13,41.0,41.0,57.0,57.0,241.0,12.0,0.0,1.0,0.0,16.96,39.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,14,0.23651452282157676
14,43.0,43.0,60.0,60.0,264.0,12.0,0.0,1.0,0.0,16.96,66.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,1,15,0.22727272727272727
15,57.0,39.0,89.0,47.0,272.0,33.0,0.0,1.0,0.0,18.48,66.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,2,1,0.3272058823529412
16,61.0,45.0,94.0,56.0,292.0,31.0,0.0,1.0,0.0,18.48,72.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,2,2,0.3219178082191781
17,67.0,51.0,103.0,65.0,289.0,32.0,0.0,1.0,0.0,18.96,76.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,2,3,0.356401384083045
18,73.0,57.0,112.0,74.0,304.0,34.0,0.0,1.0,0.0,19.44,82.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,2,4,0.3684210526315789
19,79.0,63.0,121.0,83.0,310.0,36.0,0.0,1.0,0.0,19.92,89.0,false,False,new,experiments/results/TA_2_2/boolean_3/64.onnx,TA,2,5,0.3903225806451613
