,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,avg q,idx
0,0.005178213119506836,0,1e-05,20,0.1,15,False,10000,True,1.9205242,0
1,13.409168004989624,10000,1e-05,20,0.1,15,False,10000,True,-5.8624854,1
2,26.98518204689026,20000,1e-05,20,0.1,15,False,10000,True,-32.901966,2
3,40.798874616622925,30000,1e-05,20,0.1,15,False,10000,True,-87.01054,3
4,54.68999648094177,40000,1e-05,20,0.1,15,False,10000,True,-124.3378,4
5,68.55740928649902,50000,1e-05,20,0.1,15,False,10000,True,-141.06116,5
6,82.37944197654724,60000,1e-05,20,0.1,15,False,10000,True,-141.63394,6
7,96.18429970741272,70000,1e-05,20,0.1,15,False,10000,True,-145.73718,7
8,109.95972204208374,80000,1e-05,20,0.1,15,False,10000,True,-160.07576,8
9,123.67489814758301,90000,1e-05,20,0.1,15,False,10000,True,-168.78331,9
10,137.37818670272827,100000,1e-05,20,0.1,15,False,10000,True,-159.63667,10
11,151.04933857917786,110000,1e-05,20,0.1,15,False,10000,True,-153.97911,11
12,164.7506401538849,120000,1e-05,20,0.1,15,False,10000,True,-157.15053,12
13,178.388573884964,130000,1e-05,20,0.1,15,False,10000,True,-170.43779,13
14,192.07361149787903,140000,1e-05,20,0.1,15,False,10000,True,-161.85448,14
15,205.69213843345642,150000,1e-05,20,0.1,15,False,10000,True,-172.41078,15
16,219.2514111995697,160000,1e-05,20,0.1,15,False,10000,True,-150.08658,16
17,232.940358877182,170000,1e-05,20,0.1,15,False,10000,True,-159.12598,17
18,246.79660630226135,180000,1e-05,20,0.1,15,False,10000,True,-162.55072,18
19,260.38173174858093,190000,1e-05,20,0.1,15,False,10000,True,-157.38165,19
20,273.8912537097931,200000,1e-05,20,0.1,15,False,10000,True,-161.5119,20
21,287.25998616218567,210000,1e-05,20,0.1,15,False,10000,True,-158.89862,21
22,300.50809502601624,220000,1e-05,20,0.1,15,False,10000,True,-171.58165,22
23,313.7482838630676,230000,1e-05,20,0.1,15,False,10000,True,-176.99869,23
24,327.28997778892517,240000,1e-05,20,0.1,15,False,10000,True,-157.69688,24
25,341.1533348560333,250000,1e-05,20,0.1,15,False,10000,True,-148.2561,25
26,355.1107702255249,260000,1e-05,20,0.1,15,False,10000,True,-174.86911,26
27,368.59077548980713,270000,1e-05,20,0.1,15,False,10000,True,-160.2073,27
28,381.9777796268463,280000,1e-05,20,0.1,15,False,10000,True,-157.10707,28
29,395.4503924846649,290000,1e-05,20,0.1,15,False,10000,True,-158.69595,29
30,408.95818567276,300000,1e-05,20,0.1,15,False,10000,True,-161.36147,30
31,422.4077272415161,310000,1e-05,20,0.1,15,False,10000,True,-178.04126,31
32,435.8604052066803,320000,1e-05,20,0.1,15,False,10000,True,-153.69347,32
33,449.4423065185547,330000,1e-05,20,0.1,15,False,10000,True,-179.28197,33
