,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,idx
39,1079,524,3077,1217,3408,1778,0,1,132,195.06,861.0,new,experiments/results/TA_2_2/_1mill/39.onnx,TA,3,3,531.1654829978943,390000,1e-05,20,0.1,15,False,10000,True,39
40,1083,531,3203,1228,3009,63,0,1,239,60.54,2260.0,new,experiments/results/TA_2_2/_1mill/40.onnx,TA,3,3,544.6595687866211,400000,1e-05,20,0.1,15,False,10000,True,40
41,1083,523,3279,1214,4510,1491,0,1,36,126.61,1436.0,new,experiments/results/TA_2_2/_1mill/41.onnx,TA,3,3,558.1027131080627,410000,1e-05,20,0.1,15,False,10000,True,41
42,487,109,878,140,1128,1,0,1,14,138.3,672.0,new,experiments/results/TA_2_2/_1mill/42.onnx,TA,3,3,571.5476787090302,420000,1e-05,20,0.1,15,False,10000,True,42
43,1083,526,3222,1220,4345,1929,0,1,71,163.11,1180.0,new,experiments/results/TA_2_2/_1mill/43.onnx,TA,3,3,585.0191547870636,430000,1e-05,20,0.1,15,False,10000,True,43
44,1075,433,3193,987,4520,2052,0,1,31,173.08,1666.0,new,experiments/results/TA_2_2/_1mill/44.onnx,TA,3,3,598.4744005203247,440000,1e-05,20,0.1,15,False,10000,True,44
45,883,303,1954,543,1674,13,0,1,189,138.38,1097.0,new,experiments/results/TA_2_2/_1mill/45.onnx,TA,3,3,611.9588668346405,450000,1e-05,20,0.1,15,False,10000,True,45
46,1031,371,2890,761,4367,1786,0,1,22,152.49,1583.0,new,experiments/results/TA_2_2/_1mill/46.onnx,TA,3,3,625.4376268386841,460000,1e-05,20,0.1,15,False,10000,True,46
47,408,130,927,178,1117,430,0,1,14,148.27,420.0,new,experiments/results/TA_2_2/_1mill/47.onnx,TA,3,3,638.889541387558,470000,1e-05,20,0.1,15,False,10000,True,47
48,1083,523,3261,1214,2022,63,0,1,228,13.29,1305.0,new,experiments/results/TA_2_2/_1mill/48.onnx,TA,3,3,652.3289821147919,480000,1e-05,20,0.1,15,False,10000,True,48
49,1083,526,3241,1217,5053,2043,0,1,14,267.83,1881.0,new,experiments/results/TA_2_2/_1mill/49.onnx,TA,3,3,665.834459066391,490000,1e-05,20,0.1,15,False,10000,True,49
50,401,111,884,142,1025,448,0,1,20,17.35,416.0,new,experiments/results/TA_2_2/_1mill/50.onnx,TA,3,3,679.3082892894745,500000,1e-05,20,0.1,15,False,10000,True,50
51,1080,524,3254,1215,2903,63,0,1,122,48.23,2112.0,new,experiments/results/TA_2_2/_1mill/51.onnx,TA,3,3,692.7882649898529,510000,1e-05,20,0.1,15,False,10000,True,51
52,1075,517,3214,1196,4036,2007,0,1,14,110.25,1032.0,new,experiments/results/TA_2_2/_1mill/52.onnx,TA,3,3,706.2970752716064,520000,1e-05,20,0.1,15,False,10000,True,52
53,1083,530,3239,1226,3311,1771,0,1,144,104.36,711.0,new,experiments/results/TA_2_2/_1mill/53.onnx,TA,3,3,719.7430183887482,530000,1e-05,20,0.1,15,False,10000,True,53
54,1077,508,3195,1146,2987,63,0,1,30,23.23,2194.0,new,experiments/results/TA_2_2/_1mill/54.onnx,TA,3,3,733.2635831832886,540000,1e-05,20,0.1,15,False,10000,True,54
55,1041,319,2631,609,2221,1,0,1,14,139.99,1635.0,new,experiments/results/TA_2_2/_1mill/55.onnx,TA,3,3,746.735188961029,550000,1e-05,20,0.1,15,False,10000,True,55
56,647,237,1498,402,1815,688,0,1,85,31.43,692.0,new,experiments/results/TA_2_2/_1mill/56.onnx,TA,3,3,760.259813785553,560000,1e-05,20,0.1,15,False,10000,True,56
57,1083,531,3282,1230,2615,141,0,1,45,25.17,1624.0,new,experiments/results/TA_2_2/_1mill/57.onnx,TA,3,3,773.7700293064117,570000,1e-05,20,0.1,15,False,10000,True,57
58,996,303,2275,546,4381,525,0,1,14,190.53,2674.0,new,experiments/results/TA_2_2/_1mill/58.onnx,TA,3,3,787.2545080184937,580000,1e-05,20,0.1,15,False,10000,True,58
59,911,320,2392,619,3266,1209,0,1,48,37.12,1406.0,new,experiments/results/TA_2_2/_1mill/59.onnx,TA,3,3,800.8567588329315,590000,1e-05,20,0.1,15,False,10000,True,59
60,1083,525,3254,1217,4437,1653,0,1,36,205.35,1444.0,new,experiments/results/TA_2_2/_1mill/60.onnx,TA,3,3,814.4312257766724,600000,1e-05,20,0.1,15,False,10000,True,60
61,1056,442,3034,956,3356,1691,0,1,131,116.35,981.0,new,experiments/results/TA_2_2/_1mill/61.onnx,TA,3,3,828.0195353031158,610000,1e-05,20,0.1,15,False,10000,True,61
62,953,369,2436,728,3448,1409,0,1,14,212.35,1283.0,new,experiments/results/TA_2_2/_1mill/62.onnx,TA,3,3,841.5813391208649,620000,1e-05,20,0.1,15,False,10000,True,62
63,971,355,2450,677,3617,1355,0,1,14,171.52,1562.0,new,experiments/results/TA_2_2/_1mill/63.onnx,TA,3,3,855.1441526412964,630000,1e-05,20,0.1,15,False,10000,True,63
64,1083,551,3193,1295,2958,63,0,1,201,61.38,2177.0,new,experiments/results/TA_2_2/_1mill/64.onnx,TA,3,3,868.7187857627869,640000,1e-05,20,0.1,15,False,10000,True,64
65,407,123,922,164,1025,463,0,1,19,16.49,390.0,new,experiments/results/TA_2_2/_1mill/65.onnx,TA,3,3,882.2902097702026,650000,1e-05,20,0.1,15,False,10000,True,65
66,1083,532,3293,1231,3625,2037,0,1,51,42.49,739.0,new,experiments/results/TA_2_2/_1mill/66.onnx,TA,3,3,895.9155371189117,660000,1e-05,20,0.1,15,False,10000,True,66
67,1058,500,2919,1117,3243,1610,0,1,147,42.1,822.0,new,experiments/results/TA_2_2/_1mill/67.onnx,TA,3,3,909.6146607398987,670000,1e-05,20,0.1,15,False,10000,True,67
68,992,282,2232,502,2279,56,0,1,156,110.93,1451.0,new,experiments/results/TA_2_2/_1mill/68.onnx,TA,3,3,923.2272388935089,680000,1e-05,20,0.1,15,False,10000,True,68
69,1083,531,3317,1227,3755,63,0,1,106,125.51,3046.0,new,experiments/results/TA_2_2/_1mill/69.onnx,TA,3,3,936.8401086330414,690000,1e-05,20,0.1,15,False,10000,True,69
70,1070,298,2503,532,2435,15,0,1,181,176.01,1762.0,new,experiments/results/TA_2_2/_1mill/70.onnx,TA,3,3,950.416588306427,700000,1e-05,20,0.1,15,False,10000,True,70
71,1075,519,2931,1148,4934,1183,0,1,148,298.51,2261.0,new,experiments/results/TA_2_2/_1mill/71.onnx,TA,3,3,964.0145931243896,710000,1e-05,20,0.1,15,False,10000,True,71
72,570,141,1104,206,1323,63,0,1,20,56.7,770.0,new,experiments/results/TA_2_2/_1mill/72.onnx,TA,3,3,977.7120757102966,720000,1e-05,20,0.1,15,False,10000,True,72
73,390,109,794,140,1037,313,0,1,60,93.08,421.0,new,experiments/results/TA_2_2/_1mill/73.onnx,TA,3,3,991.3598744869232,730000,1e-05,20,0.1,15,False,10000,True,73
74,577,155,942,235,1343,89,0,1,24,82.07,775.0,new,experiments/results/TA_2_2/_1mill/74.onnx,TA,3,3,1005.0449223518372,740000,1e-05,20,0.1,15,False,10000,True,74
75,769,279,1462,449,2149,105,0,1,14,99.68,1230.0,new,experiments/results/TA_2_2/_1mill/75.onnx,TA,3,3,1018.7267801761627,750000,1e-05,20,0.1,15,False,10000,True,75
76,1075,284,2546,511,3954,1243,0,1,36,139.67,1972.0,new,experiments/results/TA_2_2/_1mill/76.onnx,TA,3,3,1032.4166226387024,760000,1e-05,20,0.1,15,False,10000,True,76
77,563,187,1120,271,1212,60,0,1,39,36.17,662.0,new,experiments/results/TA_2_2/_1mill/77.onnx,TA,3,3,1046.1078958511353,770000,1e-05,20,0.1,15,False,10000,True,77
78,1076,498,3173,1114,3863,1862,0,1,49,23.39,1081.0,new,experiments/results/TA_2_2/_1mill/78.onnx,TA,3,3,1059.7851932048798,780000,1e-05,20,0.1,15,False,10000,True,78
79,1083,530,3271,1227,4710,1910,0,1,36,251.53,1752.0,new,experiments/results/TA_2_2/_1mill/79.onnx,TA,3,3,1073.5275011062622,790000,1e-05,20,0.1,15,False,10000,True,79
80,1083,287,2375,502,3867,1102,0,1,14,30.07,2239.0,new,experiments/results/TA_2_2/_1mill/80.onnx,TA,3,3,1087.266140460968,800000,1e-05,20,0.1,15,False,10000,True,80
81,989,341,2481,662,3515,1400,0,1,25,108.56,1368.0,new,experiments/results/TA_2_2/_1mill/81.onnx,TA,3,3,1100.956371307373,810000,1e-05,20,0.1,15,False,10000,True,81
82,609,152,1042,218,1301,120,0,1,24,127.7,758.0,new,experiments/results/TA_2_2/_1mill/82.onnx,TA,3,3,1114.6582071781158,820000,1e-05,20,0.1,15,False,10000,True,82
83,1083,251,2250,415,3262,1,0,1,14,54.4,2581.0,new,experiments/results/TA_2_2/_1mill/83.onnx,TA,3,3,1128.3967535495758,830000,1e-05,20,0.1,15,False,10000,True,83
84,859,274,2014,488,2759,907,0,1,146,183.94,1316.0,new,experiments/results/TA_2_2/_1mill/84.onnx,TA,3,3,1142.0902502536774,840000,1e-05,20,0.1,15,False,10000,True,84
85,989,260,2357,452,3362,1287,0,1,14,64.01,1441.0,new,experiments/results/TA_2_2/_1mill/85.onnx,TA,3,3,1155.6863782405853,850000,1e-05,20,0.1,15,False,10000,True,85
86,1045,247,2098,429,3260,865,0,1,34,197.35,1771.0,new,experiments/results/TA_2_2/_1mill/86.onnx,TA,3,3,1169.3782818317413,860000,1e-05,20,0.1,15,False,10000,True,86
87,395,132,940,184,1137,485,0,1,28,61.34,427.0,new,experiments/results/TA_2_2/_1mill/87.onnx,TA,3,3,1183.0228984355927,870000,1e-05,20,0.1,15,False,10000,True,87
88,1024,296,2533,540,3732,1420,0,1,14,94.83,1633.0,new,experiments/results/TA_2_2/_1mill/88.onnx,TA,3,3,1196.6362335681915,880000,1e-05,20,0.1,15,False,10000,True,88
89,1083,438,2983,915,4062,1677,0,1,14,39.7,1461.0,new,experiments/results/TA_2_2/_1mill/89.onnx,TA,3,3,1210.2356612682343,890000,1e-05,20,0.1,15,False,10000,True,89
90,1083,469,3034,1028,3984,324,0,1,120,126.72,2585.0,new,experiments/results/TA_2_2/_1mill/90.onnx,TA,3,3,1223.850448846817,900000,1e-05,20,0.1,15,False,10000,True,90
91,1023,362,2800,726,3458,1677,0,1,14,221.82,1133.0,new,experiments/results/TA_2_2/_1mill/91.onnx,TA,3,3,1237.5120525360107,910000,1e-05,20,0.1,15,False,10000,True,91
92,1051,380,3087,793,3605,1662,0,1,117,161.95,1117.0,new,experiments/results/TA_2_2/_1mill/92.onnx,TA,3,3,1251.1860823631287,920000,1e-05,20,0.1,15,False,10000,True,92
93,1069,536,2871,1205,4674,1510,0,1,51,169.29,1873.0,new,experiments/results/TA_2_2/_1mill/93.onnx,TA,3,3,1264.8279011249542,930000,1e-05,20,0.1,15,False,10000,True,93
94,1083,530,3272,1225,4143,1938,0,1,48,77.98,1031.0,new,experiments/results/TA_2_2/_1mill/94.onnx,TA,3,3,1278.547214269638,940000,1e-05,20,0.1,15,False,10000,True,94
95,433,119,796,156,1078,1,0,1,14,76.44,583.0,new,experiments/results/TA_2_2/_1mill/95.onnx,TA,3,3,1292.2157709598541,950000,1e-05,20,0.1,15,False,10000,True,95
96,893,273,2038,474,2430,969,0,1,164,31.26,920.0,new,experiments/results/TA_2_2/_1mill/96.onnx,TA,3,3,1305.8824355602264,960000,1e-05,20,0.1,15,False,10000,True,96
97,1080,336,2648,647,3730,1454,0,1,36,60.08,1563.0,new,experiments/results/TA_2_2/_1mill/97.onnx,TA,3,3,1319.6075673103333,970000,1e-05,20,0.1,15,False,10000,True,97
98,1083,576,3045,1346,2864,85,0,1,168,95.97,2119.0,new,experiments/results/TA_2_2/_1mill/98.onnx,TA,3,3,1333.3152332305908,980000,1e-05,20,0.1,15,False,10000,True,98
99,1078,471,2940,1000,4060,1731,0,1,45,100.95,1345.0,new,experiments/results/TA_2_2/_1mill/99.onnx,TA,3,3,1347.040384054184,990000,1e-05,20,0.1,15,False,10000,True,99
100,1053,558,2958,1303,4910,1714,0,1,39,128.29,1505.0,new,experiments/results/TA_2_2/_1mill/100.onnx,TA,3,3,1360.6999762058258,1000000,1e-05,20,0.1,15,False,10000,True,100
