,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,idx
0,1046,289,3088,546,2887,1212,0,1,225,25.7,514.0,new,experiments/results/TA_2_2/_1mill/0.onnx,TA,3,3,0.005178213119506836,0,1e-05,20,0.1,15,False,10000,True,0
1,1083,529,3295,1225,3346,145,0,1,244,29.77,2236.0,new,experiments/results/TA_2_2/_1mill/1.onnx,TA,3,3,13.409168004989624,10000,1e-05,20,0.1,15,False,10000,True,1
2,1083,210,3204,349,5709,475,0,1,169,163.4,4144.0,new,experiments/results/TA_2_2/_1mill/2.onnx,TA,3,3,26.98518204689026,20000,1e-05,20,0.1,15,False,10000,True,2
3,1083,184,3259,302,5868,611,0,1,144,234.1,3943.0,new,experiments/results/TA_2_2/_1mill/3.onnx,TA,3,3,40.798874616622925,30000,1e-05,20,0.1,15,False,10000,True,3
4,1083,374,3318,757,4898,1041,0,1,54,108.39,2841.0,new,experiments/results/TA_2_2/_1mill/4.onnx,TA,3,3,54.68999648094177,40000,1e-05,20,0.1,15,False,10000,True,4
5,1063,451,3067,959,5062,1391,0,1,32,205.82,2686.0,new,experiments/results/TA_2_2/_1mill/5.onnx,TA,3,3,68.55740928649902,50000,1e-05,20,0.1,15,False,10000,True,5
6,1083,519,3301,1203,4315,1951,0,1,45,146.12,1666.0,new,experiments/results/TA_2_2/_1mill/6.onnx,TA,3,3,82.37944197654724,60000,1e-05,20,0.1,15,False,10000,True,6
7,1065,464,2993,1055,3184,1649,0,1,130,174.83,737.0,new,experiments/results/TA_2_2/_1mill/7.onnx,TA,3,3,96.18429970741272,70000,1e-05,20,0.1,15,False,10000,True,7
8,925,111,1751,142,2581,693,0,1,21,102.64,1421.0,new,experiments/results/TA_2_2/_1mill/8.onnx,TA,3,3,109.95972204208374,80000,1e-05,20,0.1,15,False,10000,True,8
9,1083,475,3100,1050,6739,1807,0,1,39,98.46,3010.0,new,experiments/results/TA_2_2/_1mill/9.onnx,TA,3,3,123.67489814758301,90000,1e-05,20,0.1,15,False,10000,True,9
10,390,111,798,142,1036,335,0,1,14,140.21,512.0,new,experiments/results/TA_2_2/_1mill/10.onnx,TA,3,3,137.37818670272827,100000,1e-05,20,0.1,15,False,10000,True,10
11,1083,529,3317,1225,3802,2023,0,1,45,172.83,742.0,new,experiments/results/TA_2_2/_1mill/11.onnx,TA,3,3,151.04933857917786,110000,1e-05,20,0.1,15,False,10000,True,11
12,1083,527,3305,1222,2303,2,0,1,45,133.49,1586.0,new,experiments/results/TA_2_2/_1mill/12.onnx,TA,3,3,164.7506401538849,120000,1e-05,20,0.1,15,False,10000,True,12
13,1083,525,3231,1217,4312,424,0,1,14,108.42,2821.0,new,experiments/results/TA_2_2/_1mill/13.onnx,TA,3,3,178.388573884964,130000,1e-05,20,0.1,15,False,10000,True,13
14,1083,528,3252,1224,4445,2050,0,1,37,214.83,1201.0,new,experiments/results/TA_2_2/_1mill/14.onnx,TA,3,3,192.07361149787903,140000,1e-05,20,0.1,15,False,10000,True,14
15,1041,287,2833,526,5245,1409,0,1,14,131.7,2525.0,new,experiments/results/TA_2_2/_1mill/15.onnx,TA,3,3,205.69213843345642,150000,1e-05,20,0.1,15,False,10000,True,15
16,1079,520,3156,1209,3449,1767,0,1,219,57.3,722.0,new,experiments/results/TA_2_2/_1mill/16.onnx,TA,3,3,219.2514111995697,160000,1e-05,20,0.1,15,False,10000,True,16
17,365,109,764,140,966,329,0,1,27,100.93,392.0,new,experiments/results/TA_2_2/_1mill/17.onnx,TA,3,3,232.940358877182,170000,1e-05,20,0.1,15,False,10000,True,17
18,1082,527,3088,1222,2164,71,0,1,108,103.52,1453.0,new,experiments/results/TA_2_2/_1mill/18.onnx,TA,3,3,246.79660630226135,180000,1e-05,20,0.1,15,False,10000,True,18
19,1083,531,3279,1228,3848,1976,0,1,49,170.23,889.0,new,experiments/results/TA_2_2/_1mill/19.onnx,TA,3,3,260.38173174858093,190000,1e-05,20,0.1,15,False,10000,True,19
20,1083,527,3280,1222,3952,2039,0,1,14,224.36,990.0,new,experiments/results/TA_2_2/_1mill/20.onnx,TA,3,3,273.8912537097931,200000,1e-05,20,0.1,15,False,10000,True,20
21,661,202,1440,335,1435,54,0,1,14,48.13,928.0,new,experiments/results/TA_2_2/_1mill/21.onnx,TA,3,3,287.25998616218567,210000,1e-05,20,0.1,15,False,10000,True,21
22,1083,527,3270,1220,3786,1325,0,1,36,134.25,1787.0,new,experiments/results/TA_2_2/_1mill/22.onnx,TA,3,3,300.50809502601624,220000,1e-05,20,0.1,15,False,10000,True,22
23,1083,531,3250,1228,4196,2071,0,1,36,60.37,1069.0,new,experiments/results/TA_2_2/_1mill/23.onnx,TA,3,3,313.7482838630676,230000,1e-05,20,0.1,15,False,10000,True,23
24,1083,524,3296,1215,3889,2040,0,1,36,154.36,972.0,new,experiments/results/TA_2_2/_1mill/24.onnx,TA,3,3,327.28997778892517,240000,1e-05,20,0.1,15,False,10000,True,24
25,263,111,477,142,583,139,0,1,73,111.33,189.0,new,experiments/results/TA_2_2/_1mill/25.onnx,TA,3,3,341.1533348560333,250000,1e-05,20,0.1,15,False,10000,True,25
26,1083,529,3223,1225,5050,2031,0,1,36,54.32,1680.0,new,experiments/results/TA_2_2/_1mill/26.onnx,TA,3,3,355.1107702255249,260000,1e-05,20,0.1,15,False,10000,True,26
27,1083,524,3208,1215,3586,1846,0,1,172,35.96,749.0,new,experiments/results/TA_2_2/_1mill/27.onnx,TA,3,3,368.59077548980713,270000,1e-05,20,0.1,15,False,10000,True,27
28,1083,527,3261,1222,4365,2065,0,1,45,179.66,1164.0,new,experiments/results/TA_2_2/_1mill/28.onnx,TA,3,3,381.9777796268463,280000,1e-05,20,0.1,15,False,10000,True,28
29,442,122,911,161,1057,63,0,1,16,113.29,608.0,new,experiments/results/TA_2_2/_1mill/29.onnx,TA,3,3,395.4503924846649,290000,1e-05,20,0.1,15,False,10000,True,29
30,779,282,1829,502,2405,864,0,1,81,152.81,819.0,new,experiments/results/TA_2_2/_1mill/30.onnx,TA,3,3,408.95818567276,300000,1e-05,20,0.1,15,False,10000,True,30
31,913,452,2328,978,3101,649,0,1,50,125.6,1180.0,new,experiments/results/TA_2_2/_1mill/31.onnx,TA,3,3,422.4077272415161,310000,1e-05,20,0.1,15,False,10000,True,31
32,1083,528,3291,1221,3850,2058,0,1,36,30.97,779.0,new,experiments/results/TA_2_2/_1mill/32.onnx,TA,3,3,435.8604052066803,320000,1e-05,20,0.1,15,False,10000,True,32
33,1069,535,3050,1230,4688,1707,0,1,51,97.7,1554.0,new,experiments/results/TA_2_2/_1mill/33.onnx,TA,3,3,449.4423065185547,330000,1e-05,20,0.1,15,False,10000,True,33
34,1083,528,3302,1221,3777,2053,0,1,36,39.53,814.0,new,experiments/results/TA_2_2/_1mill/34.onnx,TA,3,3,463.0440740585327,340000,1e-05,20,0.1,15,False,10000,True,34
35,448,141,834,190,1006,54,0,1,14,89.22,553.0,new,experiments/results/TA_2_2/_1mill/35.onnx,TA,3,3,476.66429328918457,350000,1e-05,20,0.1,15,False,10000,True,35
36,1083,524,3223,1216,4138,2015,0,1,66,186.37,1074.0,new,experiments/results/TA_2_2/_1mill/36.onnx,TA,3,3,490.2519097328186,360000,1e-05,20,0.1,15,False,10000,True,36
37,1083,527,3178,1222,3128,1673,0,1,275,171.0,602.0,new,experiments/results/TA_2_2/_1mill/37.onnx,TA,3,3,503.8902909755707,370000,1e-05,20,0.1,15,False,10000,True,37
38,1083,533,3316,1233,3828,1937,0,1,145,29.51,1047.0,new,experiments/results/TA_2_2/_1mill/38.onnx,TA,3,3,517.5415921211243,380000,1e-05,20,0.1,15,False,10000,True,38
