,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,ra feature,idx
0,128,75,248,117,313,71,0,1,30,13.03,40.0,new,experiments/results/TA_2_2/_1mill/0.onnx,TA,2,2,0.005178213119506836,0,1e-05,20,0.1,15,False,10000,True,0
1,140,101,277,177,268,18,0,1,27,13.97,58.0,new,experiments/results/TA_2_2/_1mill/1.onnx,TA,2,2,13.409168004989624,10000,1e-05,20,0.1,15,False,10000,True,1
2,140,85,261,141,344,29,0,1,20,18.99,102.0,new,experiments/results/TA_2_2/_1mill/2.onnx,TA,2,2,26.98518204689026,20000,1e-05,20,0.1,15,False,10000,True,2
3,140,50,233,66,296,25,0,1,9,16.98,70.0,new,experiments/results/TA_2_2/_1mill/3.onnx,TA,2,2,40.798874616622925,30000,1e-05,20,0.1,15,False,10000,True,3
4,140,76,281,120,378,76,0,1,16,21.0,67.0,new,experiments/results/TA_2_2/_1mill/4.onnx,TA,2,2,54.68999648094177,40000,1e-05,20,0.1,15,False,10000,True,4
5,131,76,247,120,345,88,0,1,6,20.95,65.0,new,experiments/results/TA_2_2/_1mill/5.onnx,TA,2,2,68.55740928649902,50000,1e-05,20,0.1,15,False,10000,True,5
6,140,97,280,170,344,118,0,1,14,17.97,60.0,new,experiments/results/TA_2_2/_1mill/6.onnx,TA,2,2,82.37944197654724,60000,1e-05,20,0.1,15,False,10000,True,6
7,140,81,266,134,358,107,0,1,20,15.97,56.0,new,experiments/results/TA_2_2/_1mill/7.onnx,TA,2,2,96.18429970741272,70000,1e-05,20,0.1,15,False,10000,True,7
8,90,53,143,72,248,52,0,1,7,28.66,37.0,new,experiments/results/TA_2_2/_1mill/8.onnx,TA,2,2,109.95972204208374,80000,1e-05,20,0.1,15,False,10000,True,8
9,140,87,242,142,314,95,0,1,6,21.93,64.0,new,experiments/results/TA_2_2/_1mill/9.onnx,TA,2,2,123.67489814758301,90000,1e-05,20,0.1,15,False,10000,True,9
10,80,46,96,57,242,13,0,1,6,25.14,46.0,new,experiments/results/TA_2_2/_1mill/10.onnx,TA,2,2,137.37818670272827,100000,1e-05,20,0.1,15,False,10000,True,10
11,140,101,281,177,347,127,0,1,12,19.0,57.0,new,experiments/results/TA_2_2/_1mill/11.onnx,TA,2,2,151.04933857917786,110000,1e-05,20,0.1,15,False,10000,True,11
12,140,99,281,174,261,1,0,1,12,10.02,47.0,new,experiments/results/TA_2_2/_1mill/12.onnx,TA,2,2,164.7506401538849,120000,1e-05,20,0.1,15,False,10000,True,12
13,140,99,268,174,354,45,0,1,6,18.98,89.0,new,experiments/results/TA_2_2/_1mill/13.onnx,TA,2,2,178.388573884964,130000,1e-05,20,0.1,15,False,10000,True,13
14,139,97,272,170,350,119,0,1,13,20.95,60.0,new,experiments/results/TA_2_2/_1mill/14.onnx,TA,2,2,192.07361149787903,140000,1e-05,20,0.1,15,False,10000,True,14
15,122,73,198,110,340,63,0,1,6,14.99,64.0,new,experiments/results/TA_2_2/_1mill/15.onnx,TA,2,2,205.69213843345642,150000,1e-05,20,0.1,15,False,10000,True,15
16,140,101,284,177,352,111,0,1,30,18.0,45.0,new,experiments/results/TA_2_2/_1mill/16.onnx,TA,2,2,219.2514111995697,160000,1e-05,20,0.1,15,False,10000,True,16
17,81,46,120,57,239,39,0,1,6,26.18,28.0,new,experiments/results/TA_2_2/_1mill/17.onnx,TA,2,2,232.940358877182,170000,1e-05,20,0.1,15,False,10000,True,17
18,140,101,270,177,344,13,0,1,20,11.99,61.0,new,experiments/results/TA_2_2/_1mill/18.onnx,TA,2,2,246.79660630226135,180000,1e-05,20,0.1,15,False,10000,True,18
19,140,101,282,177,267,123,0,1,14,19.95,30.0,new,experiments/results/TA_2_2/_1mill/19.onnx,TA,2,2,260.38173174858093,190000,1e-05,20,0.1,15,False,10000,True,19
