testcase,controllerType,heuristic,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,comments
TL-2-6,mono,,9598,2744,44907,8452,264,0,0,0,0,129.68MB,91,True,
TL-2-7,compos,MA,14,9,16,10,30,2,0,1,0,16.96MB,27,True,
TL-2-7,compos,BFS,138,7,189,7,39,1,0,1,56,18.48MB,27,True,
TL-2-7,compos,RA,9,9,10,10,28,2,0,1,0,16.96MB,28,True,
TL-2-7,mono,,16377,4640,77794,14687,354,0,0,0,0,161.79MB,111,True,
TL-2-8,compos,BFS,152,7,210,7,38,1,0,1,62,19.44MB,29,True,
TL-2-8,compos,RA,9,9,10,10,28,2,0,1,0,16.96MB,29,True,
TL-2-8,compos,MA,14,9,16,10,37,2,0,1,0,16.96MB,28,True,
TL-2-8,mono,,26236,7371,126083,23817,577,0,0,0,0,305.26MB,160,True,
TL-2-9,compos,RA,9,9,10,10,31,2,0,1,0,16.96MB,28,True,
TL-2-9,compos,MA,14,9,16,10,38,2,0,1,0,17.44MB,41,True,
TL-2-9,compos,BFS,166,7,231,7,48,1,0,1,68,20.48MB,37,True,
TL-2-9,mono,,39991,11150,193962,36613,919,0,0,0,0,285.64MB,224,True,
TL-3-1,compos,BFS,57,9,65,9,29,1,0,1,33,16.48MB,35,True,
TL-3-1,compos,RA,17,11,19,12,32,2,0,1,3,16.48MB,26,True,
TL-3-1,compos,MA,22,11,27,12,34,2,0,1,5,17.44MB,27,True,
TL-3-1,mono,,255,60,1080,107,8,0,0,0,0,12.12MB,58,True,
TL-3-10,compos,MA,21,11,24,12,37,2,0,1,0,19.44MB,31,True,
TL-3-10,compos,RA,11,11,12,12,36,2,0,1,0,17.92MB,31,True,
TL-3-10,compos,BFS,618,9,902,9,126,1,0,1,331,30.72MB,42,True,
TL-3-11,compos,BFS,668,9,979,9,126,1,0,1,358,36.70MB,32,True,
TL-3-11,compos,RA,11,11,12,12,38,2,0,1,0,18.48MB,32,True,
TL-3-11,compos,MA,21,11,24,12,39,2,0,1,0,19.92MB,32,True,
TL-3-12,compos,BFS,718,9,1056,9,138,1,0,1,385,42.72MB,32,True,
TL-3-12,compos,RA,11,11,12,12,38,2,0,1,0,18.96MB,31,True,
TL-3-12,compos,MA,21,11,24,12,39,2,0,1,0,19.92MB,40,True,
TL-3-13,compos,MA,21,11,24,12,39,2,0,1,0,19.92MB,40,True,
TL-3-13,compos,RA,11,11,12,12,40,2,0,1,0,18.96MB,34,True,
TL-3-13,compos,BFS,768,9,1133,9,153,1,0,1,412,48.74MB,33,True,
TL-3-14,compos,BFS,818,9,1210,9,188,1,0,1,439,55.74MB,34,True,
TL-3-14,compos,MA,21,11,24,12,39,2,0,1,0,20.48MB,34,True,
TL-3-14,compos,RA,11,11,12,12,42,2,0,1,0,19.44MB,33,True,
TL-3-15,compos,BFS,868,9,1287,9,184,1,0,1,466,62.75MB,48,True,
TL-3-15,compos,MA,21,11,24,12,39,2,0,1,0,20.48MB,34,True,
TL-3-15,compos,RA,11,11,12,12,41,2,0,1,0,19.44MB,50,True,
TL-3-2,compos,BFS,129,9,163,9,36,1,0,1,79,17.92MB,35,True,
TL-3-2,compos,MA,22,11,28,12,34,2,0,1,2,17.92MB,26,True,
TL-3-2,compos,RA,11,11,12,12,31,2,0,1,0,16.48MB,27,True,
TL-3-2,mono,,2914,654,15296,1808,66,0,0,0,0,47.94MB,81,True,
TL-3-3,compos,BFS,312,9,424,9,66,1,0,1,175,24.96MB,27,True,
TL-3-3,compos,MA,30,11,40,12,45,2,0,1,3,19.44MB,27,True,
TL-3-3,compos,RA,11,11,12,12,45,2,0,1,0,16.48MB,34,True,
TL-3-3,mono,,16381,3356,94190,10912,281,0,0,0,0,186.46MB,131,True,
TL-3-4,compos,MA,21,11,24,12,47,2,0,1,0,17.92MB,38,True,
TL-3-4,compos,BFS,321,9,447,9,67,1,0,1,173,26.48MB,35,True,
TL-3-4,compos,RA,11,11,12,12,45,2,0,1,0,16.96MB,34,True,
TL-3-4,mono,,62496,11895,378102,42137,1185,0,0,0,0,600.59MB,273,True,
TL-3-5,compos,RA,11,11,12,12,34,2,0,1,0,16.96MB,28,True,
TL-3-5,compos,MA,21,11,24,12,35,2,0,1,0,18.48MB,28,True,
TL-3-5,compos,BFS,368,9,517,9,81,1,0,1,196,14.00MB,36,True,
TL-3-5,mono,,186619,33564,1166372,125411,3870,0,0,0,0,1.73GB,577,True,
TL-3-6,compos,MA,21,11,24,12,37,2,0,1,0,18.96MB,29,True,
TL-3-6,compos,RA,11,11,12,12,33,2,0,1,0,16.98MB,29,True,
TL-3-6,compos,BFS,418,9,594,9,87,1,0,1,223,14.00MB,29,True,
TL-3-6,mono,,470590,80990,3008420,313882,12271,0,0,0,0,3.86GB,1497,True,
TL-3-7,compos,RA,11,11,12,12,35,2,0,1,0,17.45MB,41,True,
TL-3-7,compos,BFS,468,9,671,9,96,1,0,1,250,16.67MB,30,True,
TL-3-7,compos,MA,21,11,24,12,37,2,0,1,0,18.96MB,30,True,
TL-3-7,mono,,1048569,174264,6815706,693638,86832,0,0,0,0,7.95GB,4151,True,
TL-3-8,compos,RA,11,11,12,12,36,2,0,1,0,17.44MB,30,True,
TL-3-8,compos,MA,21,11,24,12,38,2,0,1,0,19.44MB,30,True,
TL-3-8,compos,BFS,518,9,748,9,101,1,0,1,277,20.66MB,30,True,
TL-3-8,mono,,,,,,,,,,,,,,Exception
TL-3-9,compos,BFS,568,9,825,9,116,1,0,1,304,26.69MB,39,True,
TL-3-9,compos,RA,11,11,12,12,38,2,0,1,0,17.92MB,31,True,
TL-3-9,compos,MA,21,11,24,12,38,2,0,1,0,18.96MB,31,True,
TL-4-1,compos,BFS,137,11,161,11,49,1,0,1,94,17.92MB,34,True,
TL-4-1,compos,MA,31,13,39,14,43,2,0,1,7,18.96MB,27,True,
TL-4-1,compos,RA,35,13,40,14,54,2,0,1,10,17.92MB,26,True,
TL-4-1,mono,,1023,212,5366,473,34,0,0,0,0,17.07MB,84,True,
TL-4-10,compos,RA,13,13,14,14,47,2,0,1,0,18.96MB,33,True,
TL-4-10,compos,MA,37,13,42,14,55,2,0,1,0,23.92MB,43,True,
TL-4-10,compos,BFS,1980,11,2873,11,588,1,0,1,1250,91.66MB,41,True,
TL-4-11,compos,BFS,2146,11,3123,11,663,1,0,1,1355,129.58MB,34,True,
TL-4-11,compos,RA,13,13,14,14,65,2,0,1,0,19.44MB,42,True,
TL-4-11,compos,MA,37,13,42,14,61,2,0,1,0,24.48MB,35,True,
TL-4-12,compos,MA,37,13,42,14,61,2,0,1,0,24.48MB,34,True,
TL-4-12,compos,RA,13,13,14,14,50,2,0,1,0,19.92MB,36,True,
TL-4-12,compos,BFS,2312,11,3373,11,727,1,0,1,1460,29.21MB,44,True,
TL-4-13,compos,MA,37,13,42,14,61,2,0,1,0,24.96MB,36,True,
TL-4-13,compos,BFS,2478,11,3623,11,809,1,0,1,1565,73.20MB,43,True,
TL-4-13,compos,RA,13,13,14,14,52,2,0,1,0,20.50MB,35,True,
TL-4-14,compos,BFS,2644,11,3873,11,892,1,0,1,1670,119.11MB,36,True,
TL-4-14,compos,MA,37,13,42,14,60,2,0,1,0,25.44MB,37,True,
TL-4-14,compos,RA,13,13,14,14,51,2,0,1,0,20.96MB,37,True,
TL-4-15,compos,BFS,2810,11,4123,11,988,1,0,1,1775,28.91MB,45,True,
TL-4-15,compos,RA,13,13,14,14,56,2,0,1,0,21.44MB,38,True,
TL-4-15,compos,MA,37,13,42,14,62,2,0,1,0,25.92MB,36,True,
TL-4-2,compos,BFS,290,11,363,11,58,1,0,1,196,22.96MB,27,True,
TL-4-2,compos,MA,47,13,64,14,58,2,0,1,4,21.44MB,27,True,
TL-4-2,compos,RA,13,13,14,14,41,2,0,1,0,16.96MB,27,True,
TL-4-2,mono,,26242,4236,172757,14171,487,0,0,0,0,251.65MB,216,True,
TL-4-3,compos,RA,13,13,14,14,47,2,0,1,0,17.44MB,29,True,
TL-4-3,compos,MA,45,13,58,14,62,2,0,1,3,22.48MB,29,True,
TL-4-3,compos,BFS,847,11,1154,11,152,1,0,1,546,40.71MB,28,True,
TL-4-3,mono,,262141,35036,1900522,136888,5158,0,0,0,0,2.34GB,816,True,
TL-4-4,compos,RA,13,13,14,14,59,2,0,1,0,16.96MB,29,True,
TL-4-4,compos,MA,51,13,70,14,89,2,0,1,4,23.44MB,40,True,
TL-4-4,compos,BFS,1061,11,1467,11,209,1,0,1,687,65.72MB,29,True,
TL-4-4,mono,,,,,,,,,,,,,,Exception
TL-4-5,compos,RA,13,13,14,14,40,2,0,1,0,17.92MB,29,True,
TL-4-5,compos,MA,37,13,42,14,54,2,0,1,0,21.92MB,40,True,
TL-4-5,compos,BFS,1155,11,1632,11,271,1,0,1,731,83.72MB,30,True,
TL-4-6,compos,MA,37,13,42,14,54,2,0,1,0,22.48MB,41,True,
TL-4-6,compos,RA,13,13,14,14,65,2,0,1,0,17.44MB,38,True,
TL-4-6,compos,BFS,1316,11,1873,11,323,1,0,1,830,108.71MB,30,True,
TL-4-7,compos,MA,37,13,42,14,57,2,0,1,0,22.48MB,30,True,
TL-4-7,compos,BFS,1482,11,2123,11,406,1,0,1,935,136.73MB,40,True,
TL-4-7,compos,RA,13,13,14,14,45,2,0,1,0,18.00MB,31,True,
TL-4-8,compos,RA,13,13,14,14,53,2,0,1,0,18.48MB,32,True,
TL-4-8,compos,BFS,1648,11,2373,11,459,1,0,1,1040,23.55MB,32,True,
TL-4-8,compos,MA,37,13,42,14,78,2,0,1,0,22.96MB,40,True,
TL-4-9,compos,BFS,1814,11,2623,11,489,1,0,1,1145,55.65MB,45,True,
TL-4-9,compos,RA,13,13,14,14,46,2,0,1,0,18.96MB,33,True,
TL-4-9,compos,MA,37,13,42,14,58,2,0,1,0,23.44MB,33,True,
TL-5-1,compos,BFS,283,13,333,13,59,1,0,1,211,22.48MB,27,True,
TL-5-1,compos,RA,37,15,42,16,90,2,0,1,10,18.96MB,36,True,
TL-5-1,compos,MA,51,15,66,16,61,2,0,1,10,21.92MB,35,True,
TL-5-1,mono,,4095,696,25588,1844,110,0,0,0,0,58.97MB,91,True,
TL-5-10,compos,RA,15,15,16,16,63,2,0,1,0,20.48MB,35,True,
TL-5-10,compos,MA,51,15,61,16,79,2,0,1,0,14.96MB,35,True,
TL-5-10,compos,BFS,5185,13,7520,13,2104,1,0,1,3643,97.28MB,35,True,
TL-5-11,compos,BFS,5629,13,8185,13,2456,1,0,1,3955,119.86MB,35,True,
TL-5-11,compos,MA,51,15,61,16,82,2,0,1,0,14.96MB,35,True,
TL-5-11,compos,RA,15,15,16,16,64,2,0,1,0,20.96MB,36,True,
TL-5-12,compos,RA,15,15,16,16,66,2,0,1,0,21.44MB,39,True,
TL-5-12,compos,BFS,6073,13,8850,13,2878,1,0,1,4267,183.02MB,46,True,
TL-5-12,compos,MA,51,15,61,16,85,2,0,1,0,14.96MB,37,True,
TL-5-13,compos,RA,15,15,16,16,68,2,0,1,0,21.92MB,37,True,
TL-5-13,compos,MA,51,15,61,16,83,2,0,1,0,15.44MB,46,True,
TL-5-13,compos,BFS,6517,13,9515,13,3164,1,0,1,4579,143.18MB,45,True,
TL-5-14,compos,BFS,6961,13,10180,13,3585,1,0,1,4891,270.99MB,39,True,
TL-5-14,compos,RA,15,15,16,16,68,2,0,1,0,22.48MB,41,True,
TL-5-14,compos,MA,51,15,61,16,87,2,0,1,0,15.44MB,39,True,
TL-5-15,compos,MA,51,15,61,16,85,2,0,1,0,15.45MB,49,True,
TL-5-15,compos,BFS,7405,13,10845,13,3976,1,0,1,5203,231.15MB,40,True,
TL-5-15,compos,RA,15,15,16,16,72,2,0,1,0,22.96MB,39,True,
TL-5-2,compos,RA,15,15,16,16,55,2,0,1,0,17.92MB,29,True,
TL-5-2,compos,BFS,687,13,875,13,112,1,0,1,503,22.79MB,36,True,
TL-5-2,compos,MA,77,15,116,16,88,2,0,1,10,14.00MB,28,True,
TL-5-2,mono,,236194,26322,1869866,102743,4599,0,0,0,0,2.39GB,880,True,
TL-5-3,compos,MA,81,15,120,16,94,2,0,1,6,14.00MB,29,True,
TL-5-3,compos,BFS,2091,13,2871,13,511,1,0,1,1511,49.94MB,30,True,
TL-5-3,compos,RA,15,15,16,16,53,2,0,1,0,17.92MB,29,True,
TL-5-3,mono,,,,,,,,,,,,,,Exception
TL-5-4,compos,BFS,2544,13,3547,13,672,1,0,1,1809,145.96MB,29,True,
TL-5-4,compos,RA,15,15,16,16,55,2,0,1,0,18.48MB,30,True,
TL-5-4,compos,MA,76,15,101,16,96,2,0,1,4,14.00MB,29,True,
TL-5-5,compos,BFS,3115,13,4371,13,942,1,0,1,2212,134.68MB,30,True,
TL-5-5,compos,RA,15,15,16,16,77,2,0,1,0,18.00MB,40,True,
TL-5-5,compos,MA,76,15,109,16,97,2,0,1,5,14.00MB,31,True,
TL-5-6,compos,MA,51,15,61,16,77,2,0,1,0,26.96MB,32,True,
TL-5-6,compos,RA,15,15,16,16,66,2,0,1,0,18.96MB,32,True,
TL-5-6,compos,BFS,3416,13,4871,13,1062,1,0,1,2403,107.29MB,39,True,
TL-5-7,compos,BFS,3853,13,5525,13,1293,1,0,1,2707,102.59MB,47,True,
TL-5-7,compos,RA,15,15,16,16,56,2,0,1,0,18.96MB,33,True,
TL-5-7,compos,MA,51,15,61,16,72,2,0,1,0,27.44MB,32,True,
TL-5-8,compos,RA,15,15,16,16,61,2,0,1,0,19.44MB,34,True,
TL-5-8,compos,BFS,4297,13,6190,13,1539,1,0,1,3019,92.44MB,33,True,
TL-5-8,compos,MA,51,15,61,16,76,2,0,1,0,27.92MB,33,True,
TL-5-9,compos,RA,15,15,16,16,61,2,0,1,0,19.92MB,35,True,
TL-5-9,compos,MA,51,15,61,16,79,2,0,1,0,14.97MB,33,True,
TL-5-9,compos,BFS,4741,13,6855,13,1798,1,0,1,3331,87.30MB,35,True,
TL-6-1,compos,MA,64,17,86,18,75,2,0,1,12,24.96MB,27,True,
TL-6-1,compos,BFS,825,17,1025,18,140,2,0,1,668,30.76MB,27,True,
TL-6-1,compos,RA,89,17,111,18,111,2,0,1,33,24.48MB,37,True,
TL-6-1,mono,,16383,2204,118770,6729,325,0,0,0,0,201.56MB,145,True,
TL-6-10,compos,BFS,27814,17,41621,18,45456,47,0,1,20961,490.89MB,50,True,
TL-6-10,compos,RA,17,17,18,18,72,2,0,1,0,21.92MB,37,True,
TL-6-10,compos,MA,97,17,115,18,114,2,0,1,0,24.39MB,49,True,
TL-6-11,compos,BFS,30289,17,45403,18,53951,48,0,1,22819,505.21MB,38,True,
TL-6-11,compos,MA,97,17,115,18,118,2,0,1,0,24.38MB,37,True,
TL-6-11,compos,RA,17,17,18,18,76,2,0,1,0,22.48MB,45,True,
TL-6-12,compos,BFS,32764,17,49185,18,62561,50,0,1,24677,516.09MB,46,True,
TL-6-12,compos,RA,17,17,18,18,78,2,0,1,0,22.96MB,38,True,
TL-6-12,compos,MA,97,17,115,18,121,2,0,1,0,26.44MB,40,True,
TL-6-13,compos,RA,17,17,18,18,90,2,0,1,0,23.92MB,51,True,
TL-6-13,compos,BFS,35233,17,52938,18,71940,48,0,1,26512,503.06MB,40,True,
TL-6-13,compos,MA,97,17,115,18,122,2,0,1,0,28.39MB,42,True,
TL-6-14,compos,MA,97,17,115,18,120,2,0,1,0,28.46MB,42,True,
TL-6-14,compos,RA,17,17,18,18,84,2,0,1,0,24.48MB,39,True,
TL-6-14,compos,BFS,37714,17,56735,18,80532,52,0,1,28381,534.59MB,51,True,
TL-6-15,compos,RA,17,17,18,18,86,2,0,1,0,24.96MB,58,True,
TL-6-15,compos,MA,97,17,115,18,127,2,0,1,0,29.52MB,50,True,
TL-6-15,compos,BFS,40189,17,60531,18,92906,56,0,1,30251,533.45MB,43,True,
TL-6-2,compos,MA,120,17,192,18,114,2,0,1,19,16.18MB,42,True,
TL-6-2,compos,RA,17,17,18,18,60,2,0,1,0,18.96MB,29,True,
TL-6-2,compos,BFS,2485,17,3289,18,578,6,0,1,1955,74.29MB,29,True,
TL-6-2,mono,,,,,,,,,,,,,,Exception
TL-6-3,compos,BFS,7727,17,10983,18,3337,8,0,1,5944,150.03MB,30,True,
TL-6-3,compos,RA,17,17,18,18,66,2,0,1,0,18.96MB,33,True,
TL-6-3,compos,MA,102,17,150,18,114,2,0,1,6,16.19MB,31,True,
TL-6-4,compos,RA,17,17,18,18,65,2,0,1,0,19.44MB,30,True,
TL-6-4,compos,BFS,14663,17,21698,18,12358,31,0,1,11200,415.41MB,44,True,
TL-6-4,compos,MA,92,17,124,18,118,2,0,1,4,14.26MB,42,True,
TL-6-5,compos,BFS,18044,17,26888,18,19134,33,0,1,13669,437.32MB,32,True,
TL-6-5,compos,RA,17,17,18,18,65,2,0,1,0,19.92MB,33,True,
TL-6-5,compos,MA,124,17,166,18,129,2,0,1,5,24.27MB,33,True,
TL-6-6,compos,MA,139,17,192,18,130,2,0,1,6,28.26MB,33,True,
TL-6-6,compos,BFS,21031,17,31549,18,26943,35,0,1,15820,465.22MB,35,True,
TL-6-6,compos,RA,17,17,18,18,84,2,0,1,0,19.92MB,44,True,
TL-6-7,compos,MA,97,17,115,18,112,2,0,1,0,20.23MB,34,True,
TL-6-7,compos,BFS,24274,17,36481,18,35777,37,0,1,18225,442.20MB,34,True,
TL-6-7,compos,RA,17,17,18,18,81,2,0,1,0,20.48MB,42,True,
TL-6-8,compos,RA,17,17,18,18,74,2,0,1,0,20.96MB,36,True,
TL-6-8,compos,MA,97,17,115,18,124,2,0,1,0,20.25MB,36,True,
TL-6-8,compos,BFS,22862,17,34055,18,30079,41,0,1,17252,459.15MB,35,True,
TL-6-9,compos,MA,97,17,115,18,113,2,0,1,0,22.37MB,37,True,
TL-6-9,compos,RA,17,17,18,18,75,2,0,1,0,21.44MB,37,True,
TL-6-9,compos,BFS,25344,17,37840,18,38101,43,0,1,19102,463.18MB,37,True,
TL-7-1,compos,BFS,983,17,1167,17,165,1,0,1,810,38.79MB,28,True,
TL-7-1,compos,RA,91,19,113,20,139,2,0,1,33,27.92MB,27,True,
TL-7-1,compos,MA,111,19,164,20,117,2,0,1,27,14.13MB,28,True,
TL-7-1,mono,,65535,6840,540656,23571,1126,0,0,0,0,858.30MB,336,True,
TL-7-10,compos,MA,126,19,159,20,153,2,0,1,0,38.51MB,39,True,
TL-7-10,compos,BFS,26593,17,37682,17,34783,1,0,1,20905,433.65MB,39,True,
TL-7-10,compos,RA,19,19,20,20,91,2,0,1,0,23.92MB,38,True,
TL-7-11,compos,RA,19,19,20,20,95,2,0,1,0,24.48MB,40,True,
TL-7-11,compos,MA,126,19,159,20,157,2,0,1,0,39.42MB,39,True,
TL-7-11,compos,BFS,28931,17,41076,17,41130,1,0,1,22741,450.29MB,52,True,
TL-7-12,compos,RA,19,19,20,20,96,2,0,1,0,24.96MB,40,True,
TL-7-12,compos,BFS,31269,17,44470,17,48230,1,0,1,24577,505.70MB,40,True,
TL-7-12,compos,MA,126,19,159,20,156,2,0,1,0,41.52MB,42,True,
TL-7-13,compos,RA,19,19,20,20,94,2,0,1,0,25.93MB,54,True,
TL-7-13,compos,BFS,33607,17,47864,17,55580,1,0,1,26413,472.20MB,42,True,
TL-7-13,compos,MA,126,19,159,20,157,2,0,1,0,42.46MB,43,True,
TL-7-14,compos,RA,19,19,20,20,111,2,0,1,0,26.48MB,59,True,
TL-7-14,compos,BFS,35945,17,51258,17,64616,1,0,1,28249,509.44MB,42,True,
TL-7-14,compos,MA,126,19,159,20,163,2,0,1,0,45.58MB,41,True,
TL-7-15,compos,MA,126,19,159,20,163,2,0,1,0,46.59MB,52,True,
TL-7-15,compos,BFS,38283,17,54652,17,73901,1,0,1,30085,522.43MB,43,True,
TL-7-15,compos,RA,19,19,20,20,102,2,0,1,0,27.44MB,44,True,
TL-7-2,compos,BFS,2875,17,3654,17,695,1,0,1,2335,114.42MB,29,True,
TL-7-2,compos,MA,165,19,264,20,159,2,0,1,25,30.23MB,30,True,
TL-7-2,compos,RA,19,19,20,20,77,2,0,1,0,20.00MB,30,True,
TL-7-2,mono,,,,,,,,,,,,,,Exception
TL-7-3,compos,BFS,9019,17,12251,17,4100,1,0,1,7219,150.62MB,31,True,
TL-7-3,compos,MA,252,19,437,20,206,2,0,1,22,56.21MB,45,True,
TL-7-3,compos,RA,19,19,20,20,83,2,0,1,0,19.92MB,31,True,
TL-7-4,compos,MA,170,19,260,20,157,2,0,1,8,37.27MB,41,True,
TL-7-4,compos,BFS,12226,17,16844,17,7226,1,0,1,9736,197.38MB,33,True,
TL-7-4,compos,RA,19,19,20,20,81,2,0,1,0,20.96MB,33,True,
TL-7-5,compos,RA,19,19,20,20,82,2,0,1,0,20.96MB,34,True,
TL-7-5,compos,MA,159,19,215,20,151,2,0,1,5,36.32MB,34,True,
TL-7-5,compos,BFS,15210,17,21076,17,10830,1,0,1,12068,387.53MB,33,True,
TL-7-6,compos,BFS,17414,17,24291,17,14900,1,0,1,13732,309.04MB,36,True,
TL-7-6,compos,MA,189,19,257,20,182,2,0,1,6,48.30MB,34,True,
TL-7-6,compos,RA,19,19,20,20,80,2,0,1,0,21.44MB,36,True,
TL-7-7,compos,RA,19,19,20,20,86,2,0,1,0,21.92MB,35,True,
TL-7-7,compos,MA,126,19,159,20,133,2,0,1,0,31.33MB,35,True,
TL-7-7,compos,BFS,19980,17,27951,17,18796,1,0,1,15746,470.03MB,37,True,
TL-7-8,compos,RA,19,19,20,20,86,2,0,1,0,22.00MB,37,True,
TL-7-8,compos,MA,126,19,159,20,155,2,0,1,0,33.42MB,37,True,
TL-7-8,compos,BFS,21928,17,30909,17,23315,1,0,1,17245,480.13MB,37,True,
TL-7-9,compos,MA,126,19,159,20,145,2,0,1,0,35.46MB,38,True,
TL-7-9,compos,RA,19,19,20,20,130,2,0,1,0,22.96MB,48,True,
TL-7-9,compos,BFS,24255,17,34288,17,28940,1,0,1,19069,448.85MB,38,True,
TL-8-1,compos,MA,150,21,227,22,138,2,0,1,35,24.22MB,41,True,
TL-8-1,compos,BFS,1717,19,2033,19,343,2,0,1,1449,106.84MB,28,True,
TL-8-1,compos,RA,246,21,344,22,285,2,0,1,109,32.30MB,33,True,
TL-8-1,mono,,262143,20972,2424814,80326,4445,0,0,0,0,2.89GB,908,True,
TL-8-10,compos,RA,21,21,22,22,112,2,0,1,0,25.92MB,41,True,
TL-8-10,compos,BFS,53815,19,75272,19,141667,14,0,1,43727,546.04MB,40,True,
TL-8-10,compos,MA,235,21,291,22,263,2,0,1,0,84.41MB,50,True,
TL-8-11,compos,BFS,58581,19,82079,19,167744,14,0,1,47594,600.94MB,42,True,
TL-8-11,compos,MA,235,21,291,22,246,2,0,1,0,88.64MB,41,True,
TL-8-11,compos,RA,21,21,22,22,113,2,0,1,0,26.96MB,43,True,
TL-8-12,compos,MA,235,21,291,22,256,2,0,1,0,92.60MB,57,True,
TL-8-12,compos,BFS,63347,19,88886,19,195184,14,0,1,51461,630.55MB,43,True,
TL-8-12,compos,RA,21,21,22,22,123,2,0,1,0,27.44MB,42,True,
TL-8-13,compos,BFS,68113,19,95685,19,223036,13,0,1,55321,605.07MB,45,True,
TL-8-13,compos,MA,235,21,291,22,239,2,0,1,0,96.56MB,45,True,
TL-8-13,compos,RA,21,21,22,22,117,2,0,1,0,15.92MB,45,True,
TL-8-14,compos,MA,235,21,291,22,242,2,0,1,0,100.75MB,46,True,
TL-8-14,compos,BFS,72879,19,102500,19,261955,14,0,1,59195,622.13MB,58,True,
TL-8-14,compos,RA,21,21,22,22,131,2,0,1,0,15.93MB,47,True,
TL-8-15,compos,MA,235,21,291,22,279,2,0,1,0,103.82MB,62,True,
TL-8-15,compos,BFS,77645,19,109307,19,297314,14,0,1,63062,629.61MB,47,True,
TL-8-15,compos,RA,21,21,22,22,138,2,0,1,0,15.92MB,47,True,
TL-8-2,compos,BFS,5420,19,6870,19,1706,2,0,1,4549,54.56MB,31,True,
TL-8-2,compos,MA,240,21,410,22,192,2,0,1,35,53.15MB,39,True,
TL-8-2,compos,RA,21,21,22,22,96,2,0,1,0,21.92MB,40,True,
TL-8-2,mono,,,,,,,,,,,,,,Exception
TL-8-3,compos,MA,333,21,617,22,265,2,0,1,29,89.18MB,32,True,
TL-8-3,compos,RA,21,21,22,22,93,2,0,1,0,22.48MB,32,True,
TL-8-3,compos,BFS,17195,19,23146,19,13149,8,0,1,14248,467.78MB,31,True,
TL-8-4,compos,BFS,23740,19,32427,19,24837,9,0,1,19518,441.12MB,34,True,
TL-8-4,compos,RA,21,21,22,22,94,2,0,1,0,22.48MB,34,True,
TL-8-4,compos,MA,342,21,592,22,285,2,0,1,19,96.27MB,34,True,
TL-8-5,compos,BFS,29782,19,40946,19,40070,9,0,1,24394,494.58MB,36,True,
TL-8-5,compos,MA,365,21,612,22,299,2,0,1,16,110.36MB,36,True,
TL-8-5,compos,RA,21,21,22,22,106,2,0,1,0,22.96MB,34,True,
TL-8-6,compos,BFS,35398,19,48817,19,58975,9,0,1,28918,517.28MB,36,True,
TL-8-6,compos,MA,230,21,320,22,207,2,0,1,6,66.40MB,37,True,
TL-8-6,compos,RA,21,21,22,22,104,2,0,1,0,23.44MB,36,True,
TL-8-7,compos,BFS,39810,19,55168,19,76667,9,0,1,32408,525.69MB,37,True,
TL-8-7,compos,MA,288,21,392,22,249,2,0,1,7,90.44MB,35,True,
TL-8-7,compos,RA,21,21,22,22,108,2,0,1,0,23.92MB,38,True,
TL-8-8,compos,RA,21,21,22,22,106,2,0,1,0,24.96MB,44,True,
TL-8-8,compos,BFS,44868,19,62307,19,95828,9,0,1,36510,540.78MB,38,True,
TL-8-8,compos,MA,310,21,428,22,271,2,0,1,8,102.40MB,56,True,
TL-8-9,compos,BFS,49062,19,68482,19,116181,14,0,1,39874,535.11MB,38,True,
TL-8-9,compos,MA,235,21,291,22,230,2,0,1,0,79.45MB,38,True,
TL-8-9,compos,RA,21,21,22,22,108,2,0,1,0,25.44MB,41,True,
TL-9-1,compos,MA,197,23,310,24,194,2,0,1,45,39.14MB,28,True,
TL-9-1,compos,RA,248,23,346,24,349,2,0,1,109,44.31MB,29,True,
TL-9-1,compos,BFS,2314,21,2711,21,521,2,0,1,1984,26.43MB,29,True,
TL-9-1,mono,,,,,,,,,,,,,,Exception
TL-9-10,compos,RA,23,23,24,24,162,2,0,1,0,15.92MB,53,True,
TL-9-10,compos,MA,378,23,471,24,362,2,0,1,0,15.92MB,41,True,
TL-9-10,compos,BFS,74580,21,101116,21,236940,15,0,1,62110,629.02MB,42,True,
TL-9-11,compos,MA,378,23,471,24,381,2,0,1,0,19.66MB,43,True,
TL-9-11,compos,BFS,81253,21,110303,21,280715,15,0,1,67655,627.01MB,45,True,
TL-9-11,compos,RA,23,23,24,24,155,2,0,1,0,15.94MB,43,True,
TL-9-12,compos,MA,378,23,471,24,370,2,0,1,0,26.50MB,51,True,
TL-9-12,compos,BFS,87928,21,119483,21,329112,12,0,1,73196,661.19MB,55,True,
TL-9-12,compos,RA,23,23,24,24,153,2,0,1,0,15.93MB,54,True,
TL-9-13,compos,MA,378,23,471,24,377,2,0,1,0,33.72MB,44,True,
TL-9-13,compos,BFS,94633,21,128719,21,380626,15,0,1,78777,660.12MB,45,True,
TL-9-13,compos,RA,23,23,24,24,149,2,0,1,0,15.92MB,46,True,
TL-9-14,compos,BFS,101323,21,137927,21,436751,15,0,1,84338,664.26MB,47,True,
TL-9-14,compos,MA,378,23,471,24,373,2,0,1,0,41.71MB,48,True,
TL-9-14,compos,RA,23,23,24,24,152,2,0,1,0,16.00MB,47,True,
