testcase,controllerType,heuristic,comments,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,totalTimeMs,method,totalStates,totalTransitions,states_used/total,states_expanded/total,transitions_used/total,transitions_expanded/total,findGoalsRatio,findErrorsRatio,propagateGoalsRatio,propagateErrorsRatio,n,k,memUsedMB
AT-2-5,compos,BFS,,37.0,15.0,65.0,23.0,24.0,12.0,0.0,4.0,0.0,16.96MB,28.0,True,52.0,BFS,92.0,229.0,0.16,0.4,0.1,0.28,5.2402,0.0,1.7467,0.0,2,5,16.96
AT-2-5,mono,,,92.0,73.0,229.0,113.0,9.0,0.0,0.0,0.0,0.0,9.41MB,67.0,True,76.0,Monolithic,92.0,229.0,0.79,1.0,0.49,1.0,0.0,0.0,0.0,0.0,2,5,9.41
AT-2-6,compos,RA,,55.0,20.0,80.0,30.0,97.0,13.0,0.0,2.0,2.0,21.92MB,42.0,True,139.0,RA,112.0,291.0,0.18,0.49,0.1,0.27,4.4674,0.0,0.6873,0.6873,2,6,21.92
AT-2-6,compos,BFS,,46.0,16.0,84.0,24.0,29.0,19.0,0.0,4.0,0.0,17.92MB,30.0,True,59.0,BFS,112.0,291.0,0.14,0.41,0.08,0.29,6.5292,0.0,1.3746,0.0,2,6,17.92
AT-2-6,compos,MA,,105.0,27.0,259.0,45.0,224.0,136.0,0.0,3.0,26.0,46.15MB,40.0,True,264.0,MA,112.0,291.0,0.24,0.94,0.15,0.89,46.7354,0.0,1.0309,8.9347,2,6,46.15
AT-2-6,mono,,,112.0,91.0,291.0,137.0,10.0,0.0,0.0,0.0,0.0,9.70MB,66.0,True,76.0,Monolithic,112.0,291.0,0.81,1.0,0.47,1.0,0.0,0.0,0.0,0.0,2,6,9.7
AT-2-7,compos,BFS,,44.0,16.0,74.0,24.0,23.0,9.0,0.0,4.0,0.0,17.44MB,31.0,True,54.0,BFS,134.0,361.0,0.12,0.33,0.07,0.2,2.4931,0.0,1.108,0.0,2,7,17.44
AT-2-7,compos,MA,,127.0,37.0,327.0,60.0,279.0,184.0,0.0,3.0,30.0,73.26MB,41.0,True,320.0,MA,134.0,361.0,0.28,0.95,0.17,0.91,50.9695,0.0,0.831,8.3102,2,7,73.26
AT-2-7,compos,RA,,62.0,20.0,90.0,30.0,113.0,14.0,0.0,2.0,2.0,23.92MB,31.0,True,144.0,RA,134.0,361.0,0.15,0.46,0.08,0.25,3.8781,0.0,0.554,0.554,2,7,23.92
AT-2-7,mono,,,134.0,111.0,361.0,163.0,9.0,0.0,0.0,0.0,0.0,10.17MB,62.0,True,71.0,Monolithic,134.0,361.0,0.83,1.0,0.45,1.0,0.0,0.0,0.0,0.0,2,7,10.17
AT-2-8,compos,BFS,,161.0,25.0,403.0,38.0,60.0,18.0,0.0,1.0,32.0,24.96MB,30.0,True,90.0,BFS,158.0,439.0,0.16,1.02,0.09,0.92,4.1002,0.0,0.2278,7.2893,2,8,24.96
AT-2-8,compos,RA,,69.0,20.0,100.0,30.0,139.0,15.0,0.0,2.0,2.0,25.92MB,38.0,True,177.0,RA,158.0,439.0,0.13,0.44,0.07,0.23,3.4169,0.0,0.4556,0.4556,2,8,25.92
AT-2-8,compos,MA,,144.0,33.0,310.0,51.0,316.0,155.0,0.0,1.0,26.0,84.30MB,45.0,True,361.0,MA,158.0,439.0,0.21,0.91,0.12,0.71,35.3075,0.0,0.2278,5.9226,2,8,84.3
AT-2-8,mono,,,158.0,133.0,439.0,191.0,13.0,0.0,0.0,0.0,0.0,10.96MB,72.0,True,85.0,Monolithic,158.0,439.0,0.84,1.0,0.44,1.0,0.0,0.0,0.0,0.0,2,8,10.96
AT-2-9,compos,RA,,78.0,20.0,112.0,30.0,151.0,16.0,0.0,2.0,2.0,15.00MB,41.0,True,192.0,RA,184.0,525.0,0.11,0.42,0.06,0.21,3.0476,0.0,0.381,0.381,2,9,15.0
AT-2-9,compos,BFS,,186.0,23.0,485.0,33.0,81.0,28.0,0.0,1.0,30.0,14.96MB,32.0,True,113.0,BFS,184.0,525.0,0.12,1.01,0.06,0.92,5.3333,0.0,0.1905,5.7143,2,9,14.96
AT-2-9,compos,MA,,168.0,31.0,372.0,48.0,375.0,191.0,0.0,1.0,29.0,112.16MB,39.0,True,414.0,MA,184.0,525.0,0.17,0.91,0.09,0.71,36.381,0.0,0.1905,5.5238,2,9,112.16
AT-2-9,mono,,,184.0,157.0,525.0,221.0,11.0,0.0,0.0,0.0,0.0,11.32MB,65.0,True,76.0,Monolithic,184.0,525.0,0.85,1.0,0.42,1.0,0.0,0.0,0.0,0.0,2,9,11.32
AT-3-1,compos,MA,,5.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,1.0,14.00MB,27.0,False,50.0,MA,160.0,385.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.2597,3,1,14.0
AT-3-1,compos,BFS,,6.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,1.0,14.00MB,25.0,False,35.0,BFS,160.0,385.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.2597,3,1,14.0
AT-3-1,compos,RA,,5.0,0.0,4.0,0.0,31.0,0.0,0.0,0.0,1.0,14.00MB,27.0,False,58.0,RA,160.0,385.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.2597,3,1,14.0
AT-3-1,mono,,,160.0,0.0,385.0,0.0,6.0,0.0,0.0,0.0,0.0,8.29MB,74.0,False,80.0,Monolithic,160.0,385.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,8.29
AT-3-10,compos,BFS,,3414.0,212.0,10716.0,368.0,2993.0,113.0,0.0,1.0,1422.0,165.76MB,40.0,True,3033.0,BFS,3256.0,12997.0,0.07,1.05,0.03,0.82,0.8694,0.0,0.0077,10.941,3,10,165.76
AT-3-10,compos,RA,,2183.0,107.0,3885.0,178.0,3179.0,279.0,0.0,1.0,332.0,146.52MB,51.0,True,3230.0,RA,3256.0,12997.0,0.03,0.67,0.01,0.3,2.1466,0.0,0.0077,2.5544,3,10,146.52
AT-3-10,compos,MA,,665.0,126.0,897.0,231.0,1741.0,145.0,0.0,1.0,94.0,127.33MB,53.0,True,1794.0,MA,3256.0,12997.0,0.04,0.2,0.02,0.07,1.1156,0.0,0.0077,0.7232,3,10,127.33
AT-3-10,mono,,,3256.0,2193.0,12997.0,3499.0,102.0,0.0,0.0,0.0,0.0,31.93MB,92.0,True,194.0,Monolithic,3256.0,12997.0,0.67,1.0,0.27,1.0,0.0,0.0,0.0,0.0,3,10,31.93
AT-3-11,compos,BFS,,3830.0,138.0,11617.0,247.0,10263.0,980.0,0.0,1.0,614.0,279.07MB,40.0,True,10303.0,BFS,3970.0,16231.0,0.03,0.96,0.02,0.72,6.0378,0.0,0.0062,3.7829,3,11,279.07
AT-3-11,compos,MA,,3663.0,326.0,12661.0,571.0,109083.0,8035.0,0.0,5.0,1704.0,196.40MB,38.0,True,109121.0,MA,3970.0,16231.0,0.08,0.92,0.04,0.78,49.504,0.0,0.0308,10.4984,3,11,196.4
AT-3-11,compos,RA,,2595.0,103.0,4627.0,174.0,5871.0,306.0,0.0,1.0,366.0,140.34MB,38.0,True,5909.0,RA,3970.0,16231.0,0.03,0.65,0.01,0.29,1.8853,0.0,0.0062,2.2549,3,11,140.34
AT-3-11,mono,,,3970.0,2739.0,16231.0,4273.0,134.0,0.0,0.0,0.0,0.0,43.64MB,133.0,True,267.0,Monolithic,3970.0,16231.0,0.69,1.0,0.26,1.0,0.0,0.0,0.0,0.0,3,11,43.64
AT-3-12,compos,RA,,3063.0,116.0,5537.0,197.0,6005.0,475.0,0.0,1.0,420.0,179.81MB,39.0,True,6044.0,RA,4780.0,19963.0,0.02,0.64,0.01,0.28,2.3794,0.0,0.005,2.1039,3,12,179.81
AT-3-12,compos,BFS,,4672.0,148.0,14518.0,259.0,15134.0,1082.0,0.0,1.0,752.0,315.16MB,56.0,True,15190.0,BFS,4780.0,19963.0,0.03,0.98,0.01,0.73,5.42,0.0,0.005,3.767,3,12,315.16
AT-3-12,compos,MA,,4449.0,285.0,15859.0,487.0,184843.0,10274.0,0.0,5.0,2004.0,236.97MB,39.0,True,184882.0,MA,4780.0,19963.0,0.06,0.93,0.02,0.79,51.4652,0.0,0.025,10.0386,3,12,236.97
AT-3-12,mono,,,4780.0,3369.0,19963.0,5149.0,158.0,0.0,0.0,0.0,0.0,61.21MB,108.0,True,266.0,Monolithic,4780.0,19963.0,0.7,1.0,0.26,1.0,0.0,0.0,0.0,0.0,3,12,61.21
AT-3-13,compos,MA,,4930.0,262.0,15602.0,432.0,114115.0,6974.0,0.0,1.0,1897.0,233.51MB,42.0,True,114157.0,MA,5692.0,24229.0,0.05,0.87,0.02,0.64,28.7837,0.0,0.0041,7.8295,3,13,233.51
AT-3-13,compos,RA,,3505.0,104.0,6274.0,180.0,5762.0,205.0,0.0,1.0,420.0,121.06MB,41.0,True,5803.0,RA,5692.0,24229.0,0.02,0.62,0.01,0.26,0.8461,0.0,0.0041,1.7335,3,13,121.06
AT-3-13,compos,BFS,,6036.0,177.0,21004.0,282.0,38837.0,1284.0,0.0,1.0,2115.0,360.17MB,42.0,True,38879.0,BFS,5692.0,24229.0,0.03,1.06,0.01,0.87,5.2994,0.0,0.0041,8.7292,3,13,360.17
AT-3-13,mono,,,5692.0,4089.0,24229.0,6133.0,181.0,0.0,0.0,0.0,0.0,59.21MB,114.0,True,295.0,Monolithic,5692.0,24229.0,0.72,1.0,0.25,1.0,0.0,0.0,0.0,0.0,3,13,59.21
AT-3-14,compos,MA,,1064.0,126.0,1719.0,230.0,3643.0,517.0,0.0,1.0,136.0,130.24MB,44.0,True,3687.0,MA,6712.0,29065.0,0.02,0.16,0.01,0.06,1.7788,0.0,0.0034,0.4679,3,14,130.24
AT-3-14,compos,RA,,4023.0,104.0,7211.0,180.0,7539.0,219.0,0.0,1.0,452.0,122.22MB,42.0,True,7581.0,RA,6712.0,29065.0,0.02,0.6,0.01,0.25,0.7535,0.0,0.0034,1.5551,3,14,122.22
AT-3-14,compos,BFS,,7088.0,163.0,24930.0,251.0,19965.0,422.0,0.0,1.0,2488.0,317.96MB,51.0,True,20016.0,BFS,6712.0,29065.0,0.02,1.06,0.01,0.86,1.4519,0.0,0.0034,8.5601,3,14,317.96
AT-3-14,mono,,,6712.0,4905.0,29065.0,7231.0,173.0,0.0,0.0,0.0,0.0,63.79MB,152.0,True,325.0,Monolithic,6712.0,29065.0,0.73,1.0,0.25,1.0,0.0,0.0,0.0,0.0,3,14,63.79
AT-3-15,compos,BFS,,7579.0,265.0,24042.0,460.0,36584.0,1376.0,0.0,1.0,776.0,394.99MB,42.0,True,36626.0,BFS,7846.0,34507.0,0.03,0.97,0.01,0.7,3.9876,0.0,0.0029,2.2488,3,15,394.99
AT-3-15,compos,MA,,7443.0,382.0,28585.0,673.0,690349.0,19452.0,0.0,5.0,3048.0,256.15MB,42.0,True,690391.0,MA,7846.0,34507.0,0.05,0.95,0.02,0.83,56.3712,0.0,0.0145,8.833,3,15,256.15
AT-3-15,compos,RA,,4629.0,117.0,8390.0,195.0,11188.0,592.0,0.0,1.0,528.0,203.22MB,56.0,True,11244.0,RA,7846.0,34507.0,0.01,0.59,0.01,0.24,1.7156,0.0,0.0029,1.5301,3,15,203.22
AT-3-15,mono,,,7846.0,5823.0,34507.0,8449.0,207.0,0.0,0.0,0.0,0.0,72.08MB,134.0,True,341.0,Monolithic,7846.0,34507.0,0.74,1.0,0.24,1.0,0.0,0.0,0.0,0.0,3,15,72.08
AT-3-2,compos,BFS,,141.0,0.0,186.0,0.0,33.0,0.0,0.0,0.0,28.0,14.00MB,27.0,False,60.0,BFS,280.0,733.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,3.8199,3,2,14.0
AT-3-2,compos,MA,,172.0,0.0,313.0,0.0,214.0,81.0,0.0,0.0,62.0,14.00MB,28.0,False,242.0,MA,280.0,733.0,0.0,0.61,0.0,0.43,11.0505,0.0,0.0,8.4584,3,2,14.0
AT-3-2,compos,RA,,146.0,0.0,219.0,0.0,125.0,10.0,0.0,0.0,32.0,14.00MB,27.0,False,152.0,RA,280.0,733.0,0.0,0.52,0.0,0.3,1.3643,0.0,0.0,4.3656,3,2,14.0
AT-3-2,mono,,,280.0,0.0,733.0,0.0,13.0,0.0,0.0,0.0,0.0,1Bs,67.0,False,80.0,Monolithic,280.0,733.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2,0.0009765625
AT-3-3,compos,BFS,,351.0,102.0,702.0,183.0,216.0,141.0,0.0,1.0,86.0,66.46MB,30.0,True,246.0,BFS,442.0,1279.0,0.23,0.79,0.14,0.55,11.0242,0.0,0.0782,6.724,3,3,66.46
AT-3-3,compos,MA,,327.0,150.0,685.0,277.0,598.0,269.0,0.0,5.0,168.0,64.92MB,29.0,True,627.0,MA,442.0,1279.0,0.34,0.74,0.22,0.54,21.0321,0.0,0.3909,13.1353,3,3,64.92
AT-3-3,compos,RA,,246.0,91.0,411.0,147.0,200.0,40.0,0.0,1.0,60.0,20.67MB,30.0,True,230.0,RA,442.0,1279.0,0.21,0.56,0.11,0.32,3.1274,0.0,0.0782,4.6912,3,3,20.67
AT-3-3,mono,,,442.0,219.0,1279.0,433.0,15.0,0.0,0.0,0.0,0.0,14.65MB,83.0,True,98.0,Monolithic,442.0,1279.0,0.5,1.0,0.34,1.0,0.0,0.0,0.0,0.0,3,3,14.65
AT-3-4,compos,RA,,343.0,99.0,588.0,164.0,324.0,94.0,0.0,1.0,72.0,44.75MB,31.0,True,355.0,RA,652.0,2035.0,0.15,0.53,0.08,0.29,4.6192,0.0,0.0491,3.5381,3,4,44.75
AT-3-4,compos,BFS,,581.0,107.0,1237.0,199.0,469.0,204.0,0.0,1.0,170.0,35.53MB,30.0,True,499.0,BFS,652.0,2035.0,0.16,0.89,0.1,0.61,10.0246,0.0,0.0491,8.3538,3,4,35.53
AT-3-4,compos,MA,,513.0,147.0,1195.0,273.0,1235.0,522.0,0.0,5.0,276.0,147.31MB,32.0,True,1267.0,MA,652.0,2035.0,0.23,0.79,0.13,0.59,25.6511,0.0,0.2457,13.5627,3,4,147.31
AT-3-4,mono,,,652.0,345.0,2035.0,661.0,20.0,0.0,0.0,0.0,0.0,18.72MB,68.0,True,88.0,Monolithic,652.0,2035.0,0.53,1.0,0.32,1.0,0.0,0.0,0.0,0.0,3,4,18.72
AT-3-5,compos,BFS,,906.0,129.0,2129.0,223.0,722.0,186.0,0.0,1.0,344.0,20.69MB,33.0,True,755.0,BFS,916.0,3037.0,0.14,0.99,0.07,0.7,6.1245,0.0,0.0329,11.327,3,5,20.69
AT-3-5,compos,RA,,649.0,105.0,1109.0,179.0,673.0,151.0,0.0,1.0,148.0,137.84MB,40.0,True,713.0,RA,916.0,3037.0,0.11,0.71,0.06,0.37,4.972,0.0,0.0329,4.8732,3,5,137.84
AT-3-5,compos,MA,,688.0,130.0,1573.0,238.0,1685.0,585.0,0.0,1.0,336.0,170.31MB,32.0,True,1717.0,MA,916.0,3037.0,0.14,0.75,0.08,0.52,19.2624,0.0,0.0329,11.0635,3,5,170.31
AT-3-5,mono,,,916.0,513.0,3037.0,949.0,39.0,0.0,0.0,0.0,0.0,11.85MB,80.0,True,119.0,Monolithic,916.0,3037.0,0.56,1.0,0.31,1.0,0.0,0.0,0.0,0.0,3,5,11.85
AT-3-6,compos,MA,,475.0,122.0,769.0,220.0,902.0,176.0,0.0,1.0,112.0,50.49MB,34.0,True,936.0,MA,1240.0,4321.0,0.1,0.38,0.05,0.18,4.0731,0.0,0.0231,2.592,3,6,50.49
AT-3-6,compos,BFS,,1226.0,129.0,3124.0,214.0,737.0,111.0,0.0,1.0,472.0,133.87MB,34.0,True,771.0,BFS,1240.0,4321.0,0.1,0.99,0.05,0.72,2.5688,0.0,0.0231,10.9234,3,6,133.87
AT-3-6,compos,RA,,903.0,108.0,1613.0,186.0,1125.0,241.0,0.0,1.0,204.0,115.68MB,43.0,True,1168.0,RA,1240.0,4321.0,0.09,0.73,0.04,0.37,5.5774,0.0,0.0231,4.7211,3,6,115.68
AT-3-6,mono,,,1240.0,729.0,4321.0,1303.0,52.0,0.0,0.0,0.0,0.0,14.08MB,83.0,True,135.0,Monolithic,1240.0,4321.0,0.59,1.0,0.3,1.0,0.0,0.0,0.0,0.0,3,6,14.08
AT-3-7,compos,RA,,1173.0,108.0,2102.0,186.0,1611.0,280.0,0.0,1.0,240.0,26.13MB,35.0,True,1646.0,RA,1630.0,5923.0,0.07,0.72,0.03,0.35,4.7273,0.0,0.0169,4.052,3,7,26.13
AT-3-7,compos,BFS,,1477.0,183.0,3747.0,318.0,1793.0,465.0,0.0,1.0,269.0,134.53MB,47.0,True,1840.0,BFS,1630.0,5923.0,0.11,0.91,0.05,0.63,7.8508,0.0,0.0169,4.5416,3,7,134.53
AT-3-7,compos,MA,,1419.0,209.0,4129.0,397.0,9458.0,2292.0,0.0,5.0,744.0,215.79MB,47.0,True,9505.0,MA,1630.0,5923.0,0.13,0.87,0.07,0.7,38.6966,0.0,0.0844,12.5612,3,7,215.79
AT-3-7,mono,,,1630.0,999.0,5923.0,1729.0,57.0,0.0,0.0,0.0,0.0,27.15MB,84.0,True,141.0,Monolithic,1630.0,5923.0,0.61,1.0,0.29,1.0,0.0,0.0,0.0,0.0,3,7,27.15
AT-3-8,compos,MA,,1857.0,260.0,5695.0,487.0,18304.0,3304.0,0.0,5.0,948.0,203.57MB,35.0,True,18339.0,MA,2092.0,7879.0,0.12,0.89,0.06,0.72,41.9343,0.0,0.0635,12.032,3,8,203.57
AT-3-8,compos,BFS,,1951.0,164.0,5189.0,287.0,2913.0,545.0,0.0,1.0,377.0,136.91MB,36.0,True,2949.0,BFS,2092.0,7879.0,0.08,0.93,0.04,0.66,6.9171,0.0,0.0127,4.7849,3,8,136.91
AT-3-8,compos,RA,,1467.0,102.0,2596.0,173.0,1925.0,227.0,0.0,1.0,264.0,148.18MB,37.0,True,1962.0,RA,2092.0,7879.0,0.05,0.7,0.02,0.33,2.8811,0.0,0.0127,3.3507,3,8,148.18
AT-3-8,mono,,,2092.0,1329.0,7879.0,2233.0,86.0,0.0,0.0,0.0,0.0,24.89MB,82.0,True,168.0,Monolithic,2092.0,7879.0,0.64,1.0,0.28,1.0,0.0,0.0,0.0,0.0,3,8,24.89
AT-3-9,compos,BFS,,2761.0,150.0,8309.0,265.0,5728.0,540.0,0.0,1.0,998.0,201.53MB,41.0,True,5769.0,BFS,2632.0,10225.0,0.06,1.05,0.03,0.81,5.2812,0.0,0.0098,9.7604,3,9,201.53
AT-3-9,compos,RA,,1821.0,117.0,3278.0,198.0,2976.0,358.0,0.0,1.0,312.0,164.52MB,38.0,True,3014.0,RA,2632.0,10225.0,0.04,0.69,0.02,0.32,3.5012,0.0,0.0098,3.0513,3,9,164.52
AT-3-9,compos,MA,,2163.0,148.0,6016.0,269.0,16021.0,2759.0,0.0,1.0,949.0,192.48MB,37.0,True,16058.0,MA,2632.0,10225.0,0.06,0.82,0.03,0.59,26.9829,0.0,0.0098,9.2812,3,9,192.48
AT-3-9,mono,,,2632.0,1725.0,10225.0,2821.0,103.0,0.0,0.0,0.0,0.0,38.22MB,103.0,True,206.0,Monolithic,2632.0,10225.0,0.66,1.0,0.28,1.0,0.0,0.0,0.0,0.0,3,9,38.22
AT-4-1,compos,MA,,5.0,0.0,4.0,0.0,25.0,0.0,0.0,0.0,1.0,14.00MB,36.0,False,61.0,MA,690.0,1849.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0541,4,1,14.0
AT-4-1,compos,RA,,5.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,1.0,14.00MB,28.0,False,56.0,RA,690.0,1849.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0541,4,1,14.0
AT-4-1,compos,BFS,,17.0,0.0,16.0,0.0,12.0,0.0,0.0,0.0,2.0,14.00MB,27.0,False,39.0,BFS,690.0,1849.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.1082,4,1,14.0
AT-4-1,mono,,,690.0,0.0,1849.0,0.0,16.0,0.0,0.0,0.0,0.0,1Bs,77.0,False,93.0,Monolithic,690.0,1849.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1,0.0009765625
AT-4-10,compos,RA,,39665.0,701.0,95755.0,1417.0,101885.0,341.0,0.0,1.0,18198.0,543.54MB,44.0,True,101929.0,RA,51234.0,250465.0,0.01,0.77,0.01,0.38,0.1361,0.0,0.0004,7.2657,4,10,543.54
AT-4-10,compos,BFS,,54225.0,1322.0,171022.0,2605.0,582184.0,1177.0,0.0,1.0,34015.0,861.83MB,44.0,True,582228.0,BFS,51234.0,250465.0,0.03,1.06,0.01,0.68,0.4699,0.0,0.0004,13.5807,4,10,861.83
AT-4-10,mono,,,51234.0,24401.0,250465.0,43585.0,997.0,0.0,0.0,0.0,0.0,462.68MB,351.0,True,1348.0,Monolithic,51234.0,250465.0,0.48,1.0,0.17,1.0,0.0,0.0,0.0,0.0,4,10,462.68
AT-4-11,compos,RA,,53015.0,779.0,130021.0,1573.0,151923.0,343.0,0.0,1.0,23344.0,599.83MB,43.0,True,151966.0,RA,66770.0,335537.0,0.01,0.79,0.0,0.39,0.1022,0.0,0.0003,6.9572,4,11,599.83
AT-4-11,compos,BFS,,68621.0,2797.0,233469.0,4785.0,1268332.0,1826.0,0.0,1.0,40452.0,1018.26MB,42.0,True,1268374.0,BFS,66770.0,335537.0,0.04,1.03,0.01,0.7,0.5442,0.0,0.0003,12.0559,4,11,1018.26
AT-4-11,mono,,,66770.0,33169.0,335537.0,57705.0,1287.0,0.0,0.0,0.0,0.0,715.81MB,431.0,True,1718.0,Monolithic,66770.0,335537.0,0.5,1.0,0.17,1.0,0.0,0.0,0.0,0.0,4,11,715.81
AT-4-12,compos,RA,,69345.0,871.0,172603.0,1799.0,223938.0,336.0,0.0,1.0,29310.0,659.73MB,55.0,True,223993.0,RA,85522.0,440457.0,0.01,0.81,0.0,0.39,0.0763,0.0,0.0002,6.6545,4,12,659.73
AT-4-12,compos,BFS,TO,,,,,,,,,,0MB,,,1800000.0,BFS,85522.0,440457.0,,,,,,,,,4,12,
AT-4-12,mono,,,85522.0,44121.0,440457.0,74921.0,1604.0,0.0,0.0,0.0,0.0,841.43MB,540.0,True,2144.0,Monolithic,85522.0,440457.0,0.52,1.0,0.17,1.0,0.0,0.0,0.0,0.0,4,12,841.43
AT-4-13,compos,RA,,89157.0,856.0,225094.0,1724.0,307634.0,348.0,0.0,1.0,36314.0,796.49MB,44.0,True,307678.0,RA,107898.0,568081.0,0.01,0.83,0.0,0.4,0.0613,0.0,0.0002,6.3924,4,13,796.49
AT-4-13,mono,,,107898.0,57593.0,568081.0,95641.0,2128.0,0.0,0.0,0.0,0.0,1.05GB,625.0,True,2753.0,Monolithic,107898.0,568081.0,0.53,1.0,0.17,1.0,0.0,0.0,0.0,0.0,4,13,1075.2
AT-4-14,compos,RA,,112778.0,879.0,288685.0,1789.0,438511.0,349.0,0.0,1.0,44268.0,945.82MB,48.0,True,438559.0,RA,134330.0,721457.0,0.01,0.84,0.0,0.4,0.0484,0.0,0.0001,6.1359,4,14,945.82
AT-4-14,mono,,,134330.0,73945.0,721457.0,120297.0,2649.0,0.0,0.0,0.0,0.0,1.14GB,755.0,True,3404.0,Monolithic,134330.0,721457.0,0.55,1.0,0.17,1.0,0.0,0.0,0.0,0.0,4,14,1167.36
AT-4-15,compos,RA,,140746.0,914.0,365112.0,1875.0,596690.0,352.0,0.0,1.0,53364.0,1.12GB,49.0,True,596739.0,RA,165274.0,903825.0,0.01,0.85,0.0,0.4,0.0389,0.0,0.0001,5.9042,4,15,1146.88
AT-4-15,mono,,,165274.0,93561.0,903825.0,149345.0,3162.0,0.0,0.0,0.0,0.0,1.72GB,933.0,True,4095.0,Monolithic,165274.0,903825.0,0.57,1.0,0.17,1.0,0.0,0.0,0.0,0.0,4,15,1761.28
AT-4-2,compos,RA,,315.0,0.0,384.0,0.0,246.0,0.0,0.0,0.0,74.0,14.00MB,30.0,False,276.0,RA,1682.0,5057.0,0.0,0.19,0.0,0.08,0.0,0.0,0.0,1.4633,4,2,14.0
AT-4-2,compos,MA,,721.0,0.0,1204.0,0.0,897.0,345.0,0.0,0.0,270.0,14.00MB,29.0,False,926.0,MA,1682.0,5057.0,0.0,0.43,0.0,0.24,6.8222,0.0,0.0,5.3391,4,2,14.0
AT-4-2,compos,BFS,,664.0,0.0,1193.0,0.0,463.0,211.0,0.0,0.0,136.0,14.00MB,29.0,False,492.0,BFS,1682.0,5057.0,0.0,0.39,0.0,0.24,4.1724,0.0,0.0,2.6893,4,2,14.0
AT-4-2,mono,,,1682.0,0.0,5057.0,0.0,35.0,0.0,0.0,0.0,0.0,1Bs,98.0,False,133.0,Monolithic,1682.0,5057.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,2,0.0009765625
AT-4-3,compos,MA,,1686.0,0.0,3356.0,0.0,5170.0,1264.0,0.0,0.0,968.0,153.27MB,33.0,False,5203.0,MA,3298.0,11121.0,0.0,0.51,0.0,0.3,11.3659,0.0,0.0,8.7043,4,3,153.27
AT-4-3,compos,BFS,,2291.0,0.0,4344.0,0.0,3480.0,672.0,0.0,0.0,981.0,127.69MB,32.0,False,3512.0,BFS,3298.0,11121.0,0.0,0.69,0.0,0.39,6.0426,0.0,0.0,8.8211,4,3,127.69
AT-4-3,compos,RA,,1480.0,0.0,2552.0,0.0,1172.0,202.0,0.0,0.0,559.0,96.59MB,43.0,False,1215.0,RA,3298.0,11121.0,0.0,0.45,0.0,0.23,1.8164,0.0,0.0,5.0265,4,3,96.59
AT-4-3,mono,,,3298.0,0.0,11121.0,0.0,85.0,0.0,0.0,0.0,0.0,1Bs,81.0,False,166.0,Monolithic,3298.0,11121.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4,3,0.0009765625
AT-4-4,compos,MA,,2714.0,789.0,5016.0,1578.0,8647.0,1099.0,0.0,1.0,1381.0,199.78MB,50.0,True,8697.0,MA,5730.0,21097.0,0.14,0.47,0.07,0.24,5.2093,0.0,0.0047,6.546,4,4,199.78
AT-4-4,compos,BFS,,4474.0,1011.0,9355.0,1991.0,2313.0,112.0,0.0,1.0,2132.0,158.13MB,33.0,True,2346.0,BFS,5730.0,21097.0,0.18,0.78,0.09,0.44,0.5309,0.0,0.0047,10.1057,4,4,158.13
AT-4-4,compos,RA,,3377.0,910.0,6986.0,1853.0,4878.0,382.0,0.0,1.0,2060.0,79.00MB,43.0,True,4921.0,RA,5730.0,21097.0,0.16,0.59,0.09,0.33,1.8107,0.0,0.0047,9.7644,4,4,79.0
AT-4-4,mono,,,5730.0,1865.0,21097.0,4057.0,133.0,0.0,0.0,0.0,0.0,63.84MB,95.0,True,228.0,Monolithic,5730.0,21097.0,0.33,1.0,0.19,1.0,0.0,0.0,0.0,0.0,4,4,63.84
AT-4-5,compos,BFS,,6907.0,647.0,15841.0,1316.0,46645.0,2214.0,0.0,1.0,2638.0,335.15MB,36.0,True,46681.0,BFS,9194.0,36305.0,0.07,0.75,0.04,0.44,6.0983,0.0,0.0028,7.2662,4,5,335.15
AT-4-5,compos,MA,,6023.0,905.0,14672.0,1784.0,110584.0,5994.0,0.0,5.0,4380.0,277.91MB,43.0,True,110627.0,MA,9194.0,36305.0,0.1,0.66,0.05,0.4,16.5101,0.0,0.0138,12.0645,4,5,277.91
