testcase,controllerType,heuristic,comments,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,totalTimeMs,method,totalStates,totalTransitions,states_used/total,states_expanded/total,transitions_used/total,transitions_expanded/total,findGoalsRatio,findErrorsRatio,propagateGoalsRatio,propagateErrorsRatio,n,k,memUsedMB
AT-1-13,compos,RA,,6.0,6.0,8.0,8.0,56.0,2.0,0.0,2.0,0.0,17.44MB,38.0,True,94.0,RA,18.0,32.0,0.33,0.33,0.25,0.25,6.25,0.0,6.25,0.0,1,13,17.44
AT-1-13,compos,BFS,,18.0,6.0,32.0,8.0,15.0,2.0,0.0,2.0,0.0,15.92MB,41.0,True,56.0,BFS,18.0,32.0,0.33,1.0,0.25,1.0,6.25,0.0,6.25,0.0,1,13,15.92
AT-1-13,mono,,,18.0,18.0,32.0,20.0,3.0,0.0,0.0,0.0,0.0,7.71MB,66.0,True,69.0,Monolithic,18.0,32.0,1.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,1,13,7.71
AT-1-14,compos,RA,,6.0,6.0,8.0,8.0,48.0,2.0,0.0,2.0,0.0,17.44MB,41.0,True,89.0,RA,19.0,34.0,0.32,0.32,0.24,0.24,5.8824,0.0,5.8824,0.0,1,14,17.44
AT-1-14,compos,MA,,6.0,6.0,8.0,8.0,41.0,2.0,0.0,2.0,0.0,18.48MB,43.0,True,84.0,MA,19.0,34.0,0.32,0.32,0.24,0.24,5.8824,0.0,5.8824,0.0,1,14,18.48
AT-1-14,compos,BFS,,19.0,6.0,34.0,8.0,15.0,2.0,0.0,2.0,0.0,15.93MB,29.0,True,44.0,BFS,19.0,34.0,0.32,1.0,0.24,1.0,5.8824,0.0,5.8824,0.0,1,14,15.93
AT-1-14,mono,,,19.0,19.0,34.0,21.0,4.0,0.0,0.0,0.0,0.0,7.72MB,61.0,True,65.0,Monolithic,19.0,34.0,1.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,1,14,7.72
AT-1-15,compos,RA,,6.0,6.0,8.0,8.0,64.0,2.0,0.0,2.0,0.0,17.92MB,41.0,True,105.0,RA,20.0,36.0,0.3,0.3,0.22,0.22,5.5556,0.0,5.5556,0.0,1,15,17.92
AT-1-15,compos,MA,,6.0,6.0,8.0,8.0,34.0,2.0,0.0,2.0,0.0,18.96MB,30.0,True,64.0,MA,20.0,36.0,0.3,0.3,0.22,0.22,5.5556,0.0,5.5556,0.0,1,15,18.96
AT-1-15,compos,BFS,,20.0,6.0,36.0,8.0,18.0,2.0,0.0,2.0,0.0,16.00MB,31.0,True,49.0,BFS,20.0,36.0,0.3,1.0,0.22,1.0,5.5556,0.0,5.5556,0.0,1,15,16.0
AT-1-15,mono,,,20.0,20.0,36.0,22.0,3.0,0.0,0.0,0.0,0.0,7.72MB,72.0,True,75.0,Monolithic,20.0,36.0,1.0,1.0,0.61,1.0,0.0,0.0,0.0,0.0,1,15,7.72
AT-1-2,compos,RA,,6.0,6.0,8.0,8.0,20.0,2.0,0.0,2.0,0.0,15.45MB,24.0,True,44.0,RA,7.0,10.0,0.86,0.86,0.8,0.8,20.0,0.0,20.0,0.0,1,2,15.45
AT-1-2,compos,BFS,,7.0,6.0,10.0,8.0,11.0,2.0,0.0,2.0,0.0,14.48MB,24.0,True,35.0,BFS,7.0,10.0,0.86,1.0,0.8,1.0,20.0,0.0,20.0,0.0,1,2,14.48
AT-1-2,compos,MA,,6.0,6.0,8.0,8.0,20.0,2.0,0.0,2.0,0.0,15.92MB,32.0,True,52.0,MA,7.0,10.0,0.86,0.86,0.8,0.8,20.0,0.0,20.0,0.0,1,2,15.92
AT-1-2,mono,,,7.0,7.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,7.16MB,55.0,True,56.0,Monolithic,7.0,10.0,1.0,1.0,0.9,1.0,0.0,0.0,0.0,0.0,1,2,7.16
AT-1-3,compos,RA,,7.0,6.0,9.0,8.0,21.0,2.0,0.0,2.0,0.0,15.92MB,26.0,True,47.0,RA,8.0,12.0,0.75,0.88,0.67,0.75,16.6667,0.0,16.6667,0.0,1,3,15.92
AT-1-3,compos,BFS,,8.0,6.0,12.0,8.0,11.0,2.0,0.0,2.0,0.0,14.49MB,36.0,True,47.0,BFS,8.0,12.0,0.75,1.0,0.67,1.0,16.6667,0.0,16.6667,0.0,1,3,14.49
AT-1-3,compos,MA,,6.0,6.0,8.0,8.0,20.0,2.0,0.0,2.0,0.0,16.00MB,25.0,True,45.0,MA,8.0,12.0,0.75,0.75,0.67,0.67,16.6667,0.0,16.6667,0.0,1,3,16.0
AT-1-3,mono,,,8.0,8.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,7.34MB,61.0,True,62.0,Monolithic,8.0,12.0,1.0,1.0,0.83,1.0,0.0,0.0,0.0,0.0,1,3,7.34
AT-1-4,compos,RA,,6.0,6.0,8.0,8.0,23.0,2.0,0.0,2.0,0.0,15.93MB,25.0,True,48.0,RA,9.0,14.0,0.67,0.67,0.57,0.57,14.2857,0.0,14.2857,0.0,1,4,15.93
AT-1-4,compos,BFS,,9.0,6.0,14.0,8.0,11.0,2.0,0.0,2.0,0.0,14.98MB,25.0,True,36.0,BFS,9.0,14.0,0.67,1.0,0.57,1.0,14.2857,0.0,14.2857,0.0,1,4,14.98
AT-1-4,compos,MA,,6.0,6.0,8.0,8.0,21.0,2.0,0.0,2.0,0.0,16.48MB,25.0,True,46.0,MA,9.0,14.0,0.67,0.67,0.57,0.57,14.2857,0.0,14.2857,0.0,1,4,16.48
AT-1-4,mono,,,9.0,9.0,14.0,11.0,2.0,0.0,0.0,0.0,0.0,7.52MB,60.0,True,62.0,Monolithic,9.0,14.0,1.0,1.0,0.79,1.0,0.0,0.0,0.0,0.0,1,4,7.52
AT-1-5,compos,MA,,6.0,6.0,8.0,8.0,22.0,2.0,0.0,2.0,0.0,16.48MB,37.0,True,59.0,MA,10.0,16.0,0.6,0.6,0.5,0.5,12.5,0.0,12.5,0.0,1,5,16.48
AT-1-5,compos,BFS,,10.0,6.0,16.0,8.0,12.0,2.0,0.0,2.0,0.0,14.96MB,27.0,True,39.0,BFS,10.0,16.0,0.6,1.0,0.5,1.0,12.5,0.0,12.5,0.0,1,5,14.96
AT-1-5,compos,RA,,6.0,6.0,8.0,8.0,23.0,2.0,0.0,2.0,0.0,16.48MB,26.0,True,49.0,RA,10.0,16.0,0.6,0.6,0.5,0.5,12.5,0.0,12.5,0.0,1,5,16.48
AT-1-5,mono,,,10.0,10.0,16.0,12.0,2.0,0.0,0.0,0.0,0.0,7.34MB,55.0,True,57.0,Monolithic,10.0,16.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0,1,5,7.34
AT-1-6,compos,BFS,,11.0,6.0,18.0,8.0,13.0,2.0,0.0,2.0,0.0,14.96MB,36.0,True,49.0,BFS,11.0,18.0,0.55,1.0,0.44,1.0,11.1111,0.0,11.1111,0.0,1,6,14.96
AT-1-6,compos,RA,,6.0,6.0,8.0,8.0,26.0,2.0,0.0,2.0,0.0,16.48MB,39.0,True,65.0,RA,11.0,18.0,0.55,0.55,0.44,0.44,11.1111,0.0,11.1111,0.0,1,6,16.48
AT-1-6,compos,MA,,6.0,6.0,8.0,8.0,24.0,2.0,0.0,2.0,0.0,16.96MB,26.0,True,50.0,MA,11.0,18.0,0.55,0.55,0.44,0.44,11.1111,0.0,11.1111,0.0,1,6,16.96
AT-1-6,mono,,,11.0,11.0,18.0,13.0,2.0,0.0,0.0,0.0,0.0,7.35MB,56.0,True,58.0,Monolithic,11.0,18.0,1.0,1.0,0.72,1.0,0.0,0.0,0.0,0.0,1,6,7.35
AT-1-7,compos,BFS,,12.0,6.0,20.0,8.0,12.0,2.0,0.0,2.0,0.0,14.96MB,31.0,True,43.0,BFS,12.0,20.0,0.5,1.0,0.4,1.0,10.0,0.0,10.0,0.0,1,7,14.96
AT-1-7,compos,MA,,6.0,6.0,8.0,8.0,32.0,2.0,0.0,2.0,0.0,16.96MB,27.0,True,59.0,MA,12.0,20.0,0.5,0.5,0.4,0.4,10.0,0.0,10.0,0.0,1,7,16.96
AT-1-7,compos,RA,,6.0,6.0,8.0,8.0,29.0,2.0,0.0,2.0,0.0,16.48MB,27.0,True,56.0,RA,12.0,20.0,0.5,0.5,0.4,0.4,10.0,0.0,10.0,0.0,1,7,16.48
AT-1-7,mono,,,12.0,12.0,20.0,14.0,3.0,0.0,0.0,0.0,0.0,7.65MB,62.0,True,65.0,Monolithic,12.0,20.0,1.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1,7,7.65
AT-1-8,compos,RA,,6.0,6.0,8.0,8.0,30.0,2.0,0.0,2.0,0.0,16.96MB,34.0,True,64.0,RA,13.0,22.0,0.46,0.46,0.36,0.36,9.0909,0.0,9.0909,0.0,1,8,16.96
AT-1-8,compos,MA,,6.0,6.0,8.0,8.0,27.0,2.0,0.0,2.0,0.0,17.45MB,27.0,True,54.0,MA,13.0,22.0,0.46,0.46,0.36,0.36,9.0909,0.0,9.0909,0.0,1,8,17.45
AT-1-8,compos,BFS,,13.0,6.0,22.0,8.0,14.0,2.0,0.0,2.0,0.0,14.97MB,28.0,True,42.0,BFS,13.0,22.0,0.46,1.0,0.36,1.0,9.0909,0.0,9.0909,0.0,1,8,14.97
AT-1-8,mono,,,13.0,13.0,22.0,15.0,2.0,0.0,0.0,0.0,0.0,7.53MB,57.0,True,59.0,Monolithic,13.0,22.0,1.0,1.0,0.68,1.0,0.0,0.0,0.0,0.0,1,8,7.53
AT-1-9,compos,BFS,,14.0,6.0,24.0,8.0,14.0,2.0,0.0,2.0,0.0,14.96MB,28.0,True,42.0,BFS,14.0,24.0,0.43,1.0,0.33,1.0,8.3333,0.0,8.3333,0.0,1,9,14.96
AT-1-9,compos,RA,,6.0,6.0,8.0,8.0,29.0,2.0,0.0,2.0,0.0,16.48MB,27.0,True,56.0,RA,14.0,24.0,0.43,0.43,0.33,0.33,8.3333,0.0,8.3333,0.0,1,9,16.48
AT-1-9,compos,MA,,6.0,6.0,8.0,8.0,27.0,2.0,0.0,2.0,0.0,17.44MB,27.0,True,54.0,MA,14.0,24.0,0.43,0.43,0.33,0.33,8.3333,0.0,8.3333,0.0,1,9,17.44
AT-1-9,mono,,,14.0,14.0,24.0,16.0,2.0,0.0,0.0,0.0,0.0,7.53MB,58.0,True,60.0,Monolithic,14.0,24.0,1.0,1.0,0.67,1.0,0.0,0.0,0.0,0.0,1,9,7.53
AT-10-1,compos,BFS,,43.0,0.0,45.0,0.0,26.0,0.0,0.0,0.0,2.0,15.44MB,50.0,False,76.0,BFS,638466.0,2007061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,10,1,15.44
AT-10-1,compos,MA,,5.0,0.0,4.0,0.0,78.0,0.0,0.0,0.0,1.0,15.44MB,37.0,False,115.0,MA,638466.0,2007061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,15.44
AT-10-1,compos,RA,,5.0,0.0,4.0,0.0,99.0,0.0,0.0,0.0,1.0,15.45MB,39.0,False,138.0,RA,638466.0,2007061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,15.45
AT-10-1,mono,,,638466.0,0.0,2007061.0,0.0,3298.0,0.0,0.0,0.0,0.0,3.13GB,1648.0,False,4946.0,Monolithic,638466.0,2007061.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10,1,3205.12
AT-10-2,compos,RA,,124705.0,0.0,159033.0,0.0,197075.0,0.0,0.0,0.0,28805.0,633.70MB,47.0,False,197122.0,RA,,,,,,,,,,,10,2,633.7
AT-10-2,compos,BFS,TO,,,,,,,,,,0MB,,,1800000.0,BFS,,,,,,,,,,,10,2,
AT-10-2,compos,MA,,7254.0,0.0,8627.0,0.0,38306.0,2.0,0.0,0.0,1733.0,212.96MB,45.0,False,38351.0,MA,,,,,,,,,,,10,2,212.96
AT-10-2,mono,,Exception,,,,,,,,,,0MB,,,-1.0,Monolithic,,,,,,,,,,,10,2,
AT-10-3,compos,MA,TO,,,,,,,,,,0MB,,,1800000.0,MA,,,,,,,,,,,10,3,
AT-10-3,compos,RA,TO,,,,,,,,,,0MB,,,1800000.0,RA,,,,,,,,,,,10,3,
AT-11-1,compos,BFS,,33.0,0.0,35.0,0.0,19.0,0.0,0.0,0.0,2.0,15.92MB,37.0,False,56.0,BFS,1697282.0,5378583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,15.92
AT-11-1,compos,RA,,5.0,0.0,4.0,0.0,113.0,0.0,0.0,0.0,1.0,15.93MB,39.0,False,152.0,RA,1697282.0,5378583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,15.93
AT-11-1,compos,MA,,8.0,0.0,7.0,0.0,124.0,0.0,0.0,0.0,1.0,15.92MB,36.0,False,160.0,MA,1697282.0,5378583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,15.92
AT-11-1,mono,,,1697282.0,0.0,5378583.0,0.0,55869.0,0.0,0.0,0.0,0.0,7.41GB,6363.0,False,62232.0,Monolithic,1697282.0,5378583.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11,1,7587.84
AT-11-2,compos,RA,,289636.0,0.0,369319.0,0.0,685118.0,0.0,0.0,0.0,65232.0,804.28MB,46.0,False,685164.0,RA,,,,,,,,,,,11,2,804.28
AT-11-2,compos,BFS,,47.0,0.0,46.0,0.0,22.0,0.0,0.0,0.0,7.0,16.96MB,47.0,False,69.0,BFS,,,,,,,,,,,11,2,16.96
AT-11-2,compos,MA,TO,,,,,,,,,,0MB,,,1800000.0,MA,,,,,,,,,,,11,2,
AT-11-2,mono,,Exception,,,,,,,,,,0MB,,,-1.0,Monolithic,,,,,,,,,,,11,2,
AT-11-3,compos,RA,TO,,,,,,,,,,0MB,,,1800000.0,RA,,,,,,,,,,,11,3,
AT-12-1,compos,MA,,11.0,0.0,10.0,0.0,189.0,0.0,0.0,0.0,1.0,15.92MB,38.0,False,227.0,MA,,,,,,,,,,,12,1,15.92
AT-12-1,compos,BFS,,55.0,0.0,59.0,0.0,24.0,0.0,0.0,0.0,3.0,15.92MB,54.0,False,78.0,BFS,,,,,,,,,,,12,1,15.92
AT-12-1,compos,RA,,5.0,0.0,4.0,0.0,148.0,0.0,0.0,0.0,1.0,15.92MB,40.0,False,188.0,RA,,,,,,,,,,,12,1,15.92
AT-12-1,mono,,Exception,,,,,,,,,,0MB,,,-1.0,Monolithic,,,,,,,,,,,12,1,
AT-12-2,compos,RA,TO,,,,,,,,,,0MB,,,1800000.0,RA,,,,,,,,,,,12,2,
AT-12-2,compos,BFS,,51.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,7.0,17.44MB,48.0,False,73.0,BFS,,,,,,,,,,,12,2,17.44
AT-12-2,compos,MA,TO,,,,,,,,,,0MB,,,1800000.0,MA,,,,,,,,,,,12,2,
AT-13-1,compos,MA,,5.0,0.0,4.0,0.0,110.0,0.0,0.0,0.0,1.0,16.00MB,40.0,False,150.0,MA,,,,,,,,,,,13,1,16.0
AT-13-1,compos,RA,,5.0,0.0,4.0,0.0,144.0,0.0,0.0,0.0,1.0,16.00MB,40.0,False,184.0,RA,,,,,,,,,,,13,1,16.0
AT-13-1,compos,BFS,,6.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,1.0,16.00MB,57.0,False,68.0,BFS,,,,,,,,,,,13,1,16.0
AT-13-2,compos,MA,TO,,,,,,,,,,0MB,,,1800000.0,MA,,,,,,,,,,,13,2,
AT-13-2,compos,RA,TO,,,,,,,,,,0MB,,,1800000.0,RA,,,,,,,,,,,13,2,
AT-13-2,compos,BFS,,246.0,0.0,262.0,0.0,53.0,0.0,0.0,0.0,28.0,17.93MB,48.0,False,101.0,BFS,,,,,,,,,,,13,2,17.93
AT-14-1,compos,MA,,5.0,0.0,4.0,0.0,120.0,0.0,0.0,0.0,1.0,16.00MB,45.0,False,165.0,MA,,,,,,,,,,,14,1,16.0
AT-14-1,compos,RA,,5.0,0.0,4.0,0.0,186.0,0.0,0.0,0.0,1.0,16.00MB,43.0,False,229.0,RA,,,,,,,,,,,14,1,16.0
AT-14-1,compos,BFS,,6.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,1.0,16.00MB,41.0,False,53.0,BFS,,,,,,,,,,,14,1,16.0
AT-14-2,compos,BFS,,247.0,0.0,263.0,0.0,52.0,0.0,0.0,0.0,29.0,18.00MB,52.0,False,104.0,BFS,,,,,,,,,,,14,2,18.0
AT-14-2,compos,MA,TO,,,,,,,,,,0MB,,,1800000.0,MA,,,,,,,,,,,14,2,
AT-14-2,compos,RA,TO,,,,,,,,,,0MB,,,1800000.0,RA,,,,,,,,,,,14,2,
AT-15-1,compos,BFS,,6.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,1.0,16.96MB,44.0,False,56.0,BFS,,,,,,,,,,,15,1,16.96
AT-15-1,compos,RA,,5.0,0.0,4.0,0.0,202.0,0.0,0.0,0.0,1.0,16.99MB,46.0,False,248.0,RA,,,,,,,,,,,15,1,16.99
AT-15-1,compos,MA,,5.0,0.0,4.0,0.0,141.0,0.0,0.0,0.0,1.0,16.96MB,41.0,False,182.0,MA,,,,,,,,,,,15,1,16.96
AT-15-2,compos,MA,TO,,,,,,,,,,0MB,,,1800000.0,MA,,,,,,,,,,,15,2,
AT-15-2,compos,RA,TO,,,,,,,,,,0MB,,,1800000.0,RA,,,,,,,,,,,15,2,
AT-15-2,compos,BFS,,247.0,0.0,269.0,0.0,52.0,0.0,0.0,0.0,23.0,18.97MB,55.0,False,107.0,BFS,,,,,,,,,,,15,2,18.97
AT-2-1,compos,RA,,5.0,0.0,4.0,0.0,21.0,0.0,0.0,0.0,1.0,14.00MB,24.0,False,45.0,RA,32.0,61.0,0.0,0.16,0.0,0.07,0.0,0.0,0.0,1.6393,2,1,14.0
AT-2-1,compos,MA,,8.0,0.0,7.0,0.0,22.0,0.0,0.0,0.0,1.0,14.00MB,25.0,False,47.0,MA,32.0,61.0,0.0,0.25,0.0,0.11,0.0,0.0,0.0,1.6393,2,1,14.0
AT-2-1,compos,BFS,,24.0,0.0,33.0,0.0,16.0,9.0,0.0,0.0,1.0,14.00MB,25.0,False,41.0,BFS,32.0,61.0,0.0,0.75,0.0,0.54,14.7541,0.0,0.0,1.6393,2,1,14.0
AT-2-1,mono,,,32.0,0.0,61.0,0.0,2.0,0.0,0.0,0.0,0.0,7.28MB,72.0,False,74.0,Monolithic,32.0,61.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,7.28
AT-2-10,compos,BFS,,212.0,24.0,500.0,37.0,101.0,36.0,0.0,1.0,26.0,16.63MB,40.0,True,141.0,BFS,212.0,619.0,0.11,1.0,0.06,0.81,5.8158,0.0,0.1616,4.2003,2,10,16.63
AT-2-10,compos,RA,,85.0,20.0,122.0,30.0,178.0,17.0,0.0,2.0,2.0,14.99MB,32.0,True,210.0,RA,212.0,619.0,0.09,0.4,0.05,0.2,2.7464,0.0,0.3231,0.3231,2,10,14.99
AT-2-10,compos,MA,,205.0,47.0,579.0,75.0,613.0,346.0,0.0,3.0,42.0,50.91MB,33.0,True,646.0,MA,212.0,619.0,0.22,0.97,0.12,0.94,55.8966,0.0,0.4847,6.7851,2,10,50.91
AT-2-10,mono,,,212.0,183.0,619.0,253.0,10.0,0.0,0.0,0.0,0.0,11.57MB,66.0,True,76.0,Monolithic,212.0,619.0,0.86,1.0,0.41,1.0,0.0,0.0,0.0,0.0,2,10,11.57
AT-2-11,compos,RA,,90.0,20.0,130.0,30.0,190.0,18.0,0.0,2.0,2.0,14.96MB,42.0,True,232.0,RA,242.0,721.0,0.08,0.37,0.04,0.18,2.4965,0.0,0.2774,0.2774,2,11,14.96
AT-2-11,compos,MA,,235.0,55.0,679.0,87.0,760.0,411.0,0.0,3.0,46.0,115.12MB,33.0,True,793.0,MA,242.0,721.0,0.23,0.97,0.12,0.94,57.0042,0.0,0.4161,6.38,2,11,115.12
AT-2-11,compos,BFS,,243.0,21.0,592.0,31.0,94.0,39.0,0.0,1.0,27.0,22.66MB,33.0,True,127.0,BFS,242.0,721.0,0.09,1.0,0.04,0.82,5.4092,0.0,0.1387,3.7448,2,11,22.66
AT-2-11,mono,,,242.0,211.0,721.0,287.0,17.0,0.0,0.0,0.0,0.0,12.63MB,87.0,True,104.0,Monolithic,242.0,721.0,0.87,1.0,0.4,1.0,0.0,0.0,0.0,0.0,2,11,12.63
AT-2-12,compos,MA,,267.0,31.0,787.0,51.0,894.0,494.0,0.0,3.0,50.0,50.48MB,47.0,True,941.0,MA,274.0,831.0,0.11,0.97,0.06,0.95,59.4465,0.0,0.361,6.0168,2,12,50.48
AT-2-12,compos,BFS,,77.0,24.0,141.0,32.0,51.0,27.0,0.0,4.0,0.0,20.48MB,48.0,True,99.0,BFS,274.0,831.0,0.09,0.28,0.04,0.17,3.2491,0.0,0.4813,0.0,2,12,20.48
AT-2-12,compos,RA,,99.0,20.0,142.0,30.0,246.0,19.0,0.0,2.0,2.0,17.14MB,35.0,True,281.0,RA,274.0,831.0,0.07,0.36,0.04,0.17,2.2864,0.0,0.2407,0.2407,2,12,17.14
AT-2-12,mono,,,274.0,241.0,831.0,323.0,19.0,0.0,0.0,0.0,0.0,13.72MB,77.0,True,96.0,Monolithic,274.0,831.0,0.88,1.0,0.39,1.0,0.0,0.0,0.0,0.0,2,12,13.72
AT-2-13,compos,MA,,286.0,42.0,682.0,66.0,940.0,381.0,0.0,3.0,40.0,61.48MB,36.0,True,976.0,MA,308.0,949.0,0.14,0.93,0.07,0.72,40.1475,0.0,0.3161,4.215,2,13,61.48
AT-2-13,compos,BFS,,313.0,26.0,896.0,39.0,127.0,43.0,0.0,1.0,44.0,34.84MB,37.0,True,164.0,BFS,308.0,949.0,0.08,1.02,0.04,0.94,4.5311,0.0,0.1054,4.6365,2,13,34.84
AT-2-13,compos,RA,,104.0,20.0,150.0,30.0,250.0,20.0,0.0,2.0,2.0,22.24MB,44.0,True,294.0,RA,308.0,949.0,0.06,0.34,0.03,0.16,2.1075,0.0,0.2107,0.2107,2,13,22.24
AT-2-13,mono,,,308.0,273.0,949.0,361.0,16.0,0.0,0.0,0.0,0.0,13.81MB,69.0,True,85.0,Monolithic,308.0,949.0,0.89,1.0,0.38,1.0,0.0,0.0,0.0,0.0,2,13,13.81
AT-2-14,compos,RA,,111.0,20.0,160.0,30.0,329.0,21.0,0.0,2.0,2.0,26.29MB,35.0,True,364.0,RA,344.0,1075.0,0.06,0.32,0.03,0.15,1.9535,0.0,0.186,0.186,2,14,26.29
AT-2-14,compos,MA,,311.0,25.0,740.0,39.0,964.0,256.0,0.0,1.0,42.0,53.75MB,43.0,True,1007.0,MA,344.0,1075.0,0.07,0.9,0.04,0.69,23.814,0.0,0.093,3.907,2,14,53.75
AT-2-14,compos,BFS,,349.0,23.0,1019.0,33.0,141.0,31.0,0.0,1.0,51.0,34.22MB,37.0,True,178.0,BFS,344.0,1075.0,0.07,1.01,0.03,0.95,2.8837,0.0,0.093,4.7442,2,14,34.22
AT-2-14,mono,,,344.0,307.0,1075.0,401.0,18.0,0.0,0.0,0.0,0.0,14.66MB,70.0,True,88.0,Monolithic,344.0,1075.0,0.89,1.0,0.37,1.0,0.0,0.0,0.0,0.0,2,14,14.66
AT-2-15,compos,RA,,118.0,20.0,170.0,30.0,353.0,22.0,0.0,2.0,2.0,31.45MB,35.0,True,388.0,RA,382.0,1209.0,0.05,0.31,0.02,0.14,1.8197,0.0,0.1654,0.1654,2,15,31.45
AT-2-15,compos,BFS,,83.0,16.0,135.0,24.0,33.0,7.0,0.0,4.0,0.0,19.44MB,36.0,True,69.0,BFS,382.0,1209.0,0.04,0.22,0.02,0.11,0.579,0.0,0.3309,0.0,2,15,19.44
AT-2-15,compos,MA,,375.0,43.0,1159.0,69.0,1679.0,752.0,0.0,3.0,62.0,109.16MB,39.0,True,1718.0,MA,382.0,1209.0,0.11,0.98,0.06,0.96,62.2002,0.0,0.2481,5.1282,2,15,109.16
AT-2-15,mono,,,382.0,343.0,1209.0,443.0,19.0,0.0,0.0,0.0,0.0,15.16MB,92.0,True,111.0,Monolithic,382.0,1209.0,0.9,1.0,0.37,1.0,0.0,0.0,0.0,0.0,2,15,15.16
AT-2-2,compos,RA,,33.0,22.0,54.0,35.0,45.0,14.0,0.0,1.0,4.0,17.44MB,26.0,True,71.0,RA,44.0,91.0,0.5,0.75,0.38,0.59,15.3846,0.0,1.0989,4.3956,2,2,17.44
AT-2-2,compos,BFS,,40.0,22.0,66.0,36.0,24.0,13.0,0.0,1.0,5.0,16.96MB,26.0,True,50.0,BFS,44.0,91.0,0.5,0.91,0.4,0.73,14.2857,0.0,1.0989,5.4945,2,2,16.96
AT-2-2,compos,MA,,37.0,27.0,67.0,45.0,67.0,24.0,0.0,3.0,10.0,22.96MB,26.0,True,93.0,MA,44.0,91.0,0.61,0.84,0.49,0.74,26.3736,0.0,3.2967,10.989,2,2,22.96
AT-2-2,mono,,,44.0,31.0,91.0,53.0,4.0,0.0,0.0,0.0,0.0,8.27MB,57.0,True,61.0,Monolithic,44.0,91.0,0.7,1.0,0.58,1.0,0.0,0.0,0.0,0.0,2,2,8.27
AT-2-3,compos,RA,,35.0,20.0,52.0,30.0,52.0,7.0,0.0,1.0,4.0,18.48MB,27.0,True,79.0,RA,58.0,129.0,0.34,0.6,0.23,0.4,5.4264,0.0,0.7752,3.1008,2,3,18.48
AT-2-3,compos,MA,,49.0,25.0,85.0,39.0,95.0,28.0,0.0,1.0,11.0,26.96MB,35.0,True,130.0,MA,58.0,129.0,0.43,0.84,0.3,0.66,21.7054,0.0,0.7752,8.5271,2,3,26.96
AT-2-3,compos,BFS,,56.0,25.0,103.0,38.0,26.0,10.0,0.0,1.0,12.0,16.96MB,36.0,True,62.0,BFS,58.0,129.0,0.43,0.97,0.29,0.8,7.7519,0.0,0.7752,9.3023,2,3,16.96
AT-2-3,mono,,,58.0,43.0,129.0,71.0,6.0,0.0,0.0,0.0,0.0,8.41MB,59.0,True,65.0,Monolithic,58.0,129.0,0.74,1.0,0.55,1.0,0.0,0.0,0.0,0.0,2,3,8.41
AT-2-4,compos,BFS,,69.0,25.0,140.0,38.0,34.0,21.0,0.0,1.0,11.0,18.96MB,27.0,True,61.0,BFS,74.0,175.0,0.34,0.93,0.22,0.8,12.0,0.0,0.5714,6.2857,2,4,18.96
AT-2-4,compos,MA,,67.0,27.0,144.0,45.0,130.0,67.0,0.0,3.0,18.0,17.08MB,40.0,True,170.0,MA,74.0,175.0,0.36,0.91,0.26,0.82,38.2857,0.0,1.7143,10.2857,2,4,17.08
AT-2-4,compos,RA,,43.0,20.0,62.0,30.0,67.0,11.0,0.0,2.0,2.0,19.44MB,28.0,True,95.0,RA,74.0,175.0,0.27,0.58,0.17,0.35,6.2857,0.0,1.1429,1.1429,2,4,19.44
AT-2-4,mono,,,74.0,57.0,175.0,91.0,6.0,0.0,0.0,0.0,0.0,8.84MB,60.0,True,66.0,Monolithic,74.0,175.0,0.77,1.0,0.52,1.0,0.0,0.0,0.0,0.0,2,4,8.84
AT-2-5,compos,MA,,85.0,31.0,199.0,51.0,159.0,99.0,0.0,3.0,22.0,31.21MB,28.0,True,187.0,MA,92.0,229.0,0.34,0.92,0.22,0.87,43.2314,0.0,1.31,9.607,2,5,31.21
AT-2-5,compos,RA,,50.0,20.0,72.0,30.0,90.0,12.0,0.0,2.0,2.0,20.96MB,29.0,True,119.0,RA,92.0,229.0,0.22,0.54,0.13,0.31,5.2402,0.0,0.8734,0.8734,2,5,20.96
