testcase,controllerType,heuristic,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,comments,totalTimeMs,method,totalStates,totalTransitions,states_used/total,states_expanded/total,transitions_used/total,transitions_expanded/total,findGoalsRatio,findErrorsRatio,propagateGoalsRatio,propagateErrorsRatio,n,k,memUsedMB
TA-2-8,compos,MA,240.0,197.0,470.0,359.0,458.0,164.0,0.0,1.0,0.0,20.09MB,28.0,True,,486.0,MA,261.0,608.0,0.75,0.92,0.59,0.77,26.9737,0.0,0.1645,0.0,2,8,20.09
TA-2-8,compos,RA,115.0,82.0,164.0,111.0,154.0,32.0,0.0,1.0,0.0,14.00MB,28.0,True,,182.0,RA,261.0,608.0,0.31,0.44,0.18,0.27,5.2632,0.0,0.1645,0.0,2,8,14.0
TA-2-8,mono,,261.0,206.0,608.0,399.0,11.0,0.0,0.0,0.0,0.0,12.63MB,61.0,True,,72.0,Monolithic,261.0,608.0,0.79,1.0,0.66,1.0,0.0,0.0,0.0,0.0,2,8,12.63
TA-2-9,compos,BFS,272.0,158.0,571.0,279.0,155.0,91.0,0.0,1.0,99.0,46.50MB,29.0,True,,184.0,BFS,281.0,652.0,0.56,0.97,0.43,0.88,13.9571,0.0,0.1534,15.184,2,9,46.5
TA-2-9,compos,MA,260.0,211.0,515.0,392.0,509.0,185.0,0.0,1.0,0.0,44.66MB,27.0,True,,536.0,MA,281.0,652.0,0.75,0.93,0.6,0.79,28.3742,0.0,0.1534,0.0,2,9,44.66
TA-2-9,compos,RA,119.0,88.0,169.0,120.0,133.0,35.0,0.0,1.0,0.0,14.48MB,28.0,True,,161.0,RA,281.0,652.0,0.31,0.42,0.18,0.26,5.3681,0.0,0.1534,0.0,2,9,14.48
TA-2-9,mono,,281.0,222.0,652.0,433.0,20.0,0.0,0.0,0.0,0.0,13.23MB,78.0,True,,98.0,Monolithic,281.0,652.0,0.79,1.0,0.66,1.0,0.0,0.0,0.0,0.0,2,9,13.23
TA-3-1,compos,BFS,792.0,365.0,2548.0,791.0,2015.0,831.0,0.0,1.0,344.0,140.77MB,28.0,True,,2043.0,BFS,788.0,2624.0,0.46,1.01,0.3,0.97,31.6692,0.0,0.0381,13.1098,3,1,140.77
TA-3-1,compos,RA,295.0,90.0,507.0,111.0,272.0,102.0,0.0,1.0,0.0,41.85MB,37.0,True,,309.0,RA,788.0,2624.0,0.11,0.37,0.04,0.19,3.8872,0.0,0.0381,0.0,3,1,41.85
TA-3-1,compos,MA,725.0,244.0,1834.0,472.0,1914.0,703.0,0.0,1.0,0.0,33.56MB,28.0,True,,1942.0,MA,788.0,2624.0,0.31,0.92,0.18,0.7,26.7912,0.0,0.0381,0.0,3,1,33.56
TA-3-1,mono,,788.0,588.0,2624.0,1386.0,72.0,0.0,0.0,0.0,0.0,11.89MB,75.0,True,,147.0,Monolithic,788.0,2624.0,0.75,1.0,0.53,1.0,0.0,0.0,0.0,0.0,3,1,11.89
TA-3-10,compos,BFS,2121.0,931.0,6600.0,2275.0,11180.0,2011.0,0.0,1.0,692.0,223.08MB,45.0,True,,11225.0,BFS,2120.0,6872.0,0.44,1.0,0.33,0.96,29.2637,0.0,0.0146,10.0698,3,10,223.08
TA-3-10,compos,RA,765.0,433.0,1493.0,764.0,1284.0,506.0,0.0,1.0,0.0,96.55MB,30.0,True,,1314.0,RA,2120.0,6872.0,0.2,0.36,0.11,0.22,7.3632,0.0,0.0146,0.0,3,10,96.55
TA-3-10,compos,MA,2016.0,980.0,5763.0,2323.0,14763.0,2784.0,0.0,1.0,0.0,248.22MB,30.0,True,,14793.0,MA,2120.0,6872.0,0.46,0.95,0.34,0.84,40.5122,0.0,0.0146,0.0,3,10,248.22
TA-3-10,mono,,2120.0,1560.0,6872.0,4122.0,130.0,0.0,0.0,0.0,0.0,48.59MB,96.0,True,,226.0,Monolithic,2120.0,6872.0,0.74,1.0,0.6,1.0,0.0,0.0,0.0,0.0,3,10,48.59
TA-3-11,compos,BFS,2257.0,1130.0,7104.0,2825.0,15144.0,2828.0,0.0,1.0,463.0,290.83MB,30.0,True,,15174.0,BFS,2268.0,7344.0,0.5,1.0,0.38,0.97,38.5076,0.0,0.0136,6.3045,3,11,290.83
TA-3-11,compos,RA,468.0,227.0,785.0,318.0,571.0,179.0,0.0,1.0,0.0,136.25MB,30.0,True,,601.0,RA,2268.0,7344.0,0.1,0.21,0.04,0.11,2.4374,0.0,0.0136,0.0,3,11,136.25
TA-3-11,compos,MA,2205.0,1029.0,6130.0,2422.0,16912.0,2825.0,0.0,1.0,0.0,221.90MB,30.0,True,,16942.0,MA,2268.0,7344.0,0.45,0.97,0.33,0.83,38.4668,0.0,0.0136,0.0,3,11,221.9
TA-3-11,mono,,2268.0,1668.0,7344.0,4426.0,168.0,0.0,0.0,0.0,0.0,56.79MB,104.0,True,,272.0,Monolithic,2268.0,7344.0,0.74,1.0,0.6,1.0,0.0,0.0,0.0,0.0,3,11,56.79
TA-3-12,compos,RA,490.0,241.0,819.0,339.0,626.0,187.0,0.0,1.0,0.0,154.42MB,31.0,True,,657.0,RA,2416.0,7816.0,0.1,0.2,0.04,0.1,2.3925,0.0,0.0128,0.0,3,12,154.42
TA-3-12,compos,MA,2289.0,1104.0,6408.0,2612.0,18167.0,3145.0,0.0,1.0,0.0,266.04MB,31.0,True,,18198.0,MA,2416.0,7816.0,0.46,0.95,0.33,0.82,40.238,0.0,0.0128,0.0,3,12,266.04
TA-3-12,compos,BFS,2404.0,928.0,7521.0,2149.0,12839.0,1967.0,0.0,1.0,691.0,280.61MB,30.0,True,,12869.0,BFS,2416.0,7816.0,0.38,1.0,0.27,0.96,25.1663,0.0,0.0128,8.8408,3,12,280.61
TA-3-12,mono,,2416.0,1776.0,7816.0,4730.0,149.0,0.0,0.0,0.0,0.0,58.50MB,77.0,True,,226.0,Monolithic,2416.0,7816.0,0.74,1.0,0.61,1.0,0.0,0.0,0.0,0.0,3,12,58.5
TA-3-13,compos,RA,661.0,319.0,1182.0,473.0,975.0,352.0,0.0,1.0,0.0,57.62MB,31.0,True,,1006.0,RA,2564.0,8288.0,0.12,0.26,0.06,0.14,4.2471,0.0,0.0121,0.0,3,13,57.62
TA-3-13,compos,BFS,2545.0,864.0,7726.0,1967.0,12035.0,1784.0,0.0,1.0,741.0,239.48MB,33.0,True,,12068.0,BFS,2564.0,8288.0,0.34,0.99,0.24,0.93,21.5251,0.0,0.0121,8.9406,3,13,239.48
TA-3-13,compos,MA,2233.0,1071.0,6010.0,2445.0,15549.0,2785.0,0.0,1.0,0.0,215.70MB,38.0,True,,15587.0,MA,2564.0,8288.0,0.42,0.87,0.3,0.73,33.6028,0.0,0.0121,0.0,3,13,215.7
TA-3-13,mono,,2564.0,1884.0,8288.0,5034.0,159.0,0.0,0.0,0.0,0.0,35.67MB,76.0,True,,235.0,Monolithic,2564.0,8288.0,0.73,1.0,0.61,1.0,0.0,0.0,0.0,0.0,3,13,35.67
TA-3-14,compos,RA,524.0,269.0,866.0,381.0,675.0,200.0,0.0,1.0,0.0,27.47MB,33.0,True,,708.0,RA,2712.0,8760.0,0.1,0.19,0.04,0.1,2.2831,0.0,0.0114,0.0,3,14,27.47
TA-3-14,compos,MA,2529.0,1235.0,7081.0,2950.0,23909.0,3246.0,0.0,1.0,0.0,224.60MB,33.0,True,,23942.0,MA,2712.0,8760.0,0.46,0.93,0.34,0.81,37.0548,0.0,0.0114,0.0,3,14,224.6
TA-3-14,compos,BFS,2719.0,1389.0,8554.0,3502.0,17054.0,2330.0,0.0,1.0,758.0,214.00MB,40.0,True,,17094.0,BFS,2712.0,8760.0,0.51,1.0,0.4,0.98,26.5982,0.0,0.0114,8.653,3,14,214.0
TA-3-14,mono,,2712.0,1992.0,8760.0,5338.0,169.0,0.0,0.0,0.0,0.0,41.83MB,79.0,True,,248.0,Monolithic,2712.0,8760.0,0.73,1.0,0.61,1.0,0.0,0.0,0.0,0.0,3,14,41.83
TA-3-15,compos,RA,705.0,358.0,1256.0,534.0,998.0,379.0,0.0,1.0,0.0,25.41MB,39.0,True,,1037.0,RA,2860.0,9232.0,0.13,0.25,0.06,0.14,4.1053,0.0,0.0108,0.0,3,15,25.41
TA-3-15,compos,MA,2663.0,1298.0,7369.0,3075.0,29573.0,3849.0,0.0,1.0,0.0,219.23MB,32.0,True,,29605.0,MA,2860.0,9232.0,0.45,0.93,0.33,0.8,41.6919,0.0,0.0108,0.0,3,15,219.23
TA-3-15,compos,BFS,2846.0,1207.0,8704.0,3016.0,19077.0,2364.0,0.0,1.0,670.0,247.97MB,33.0,True,,19110.0,BFS,2860.0,9232.0,0.42,1.0,0.33,0.94,25.6066,0.0,0.0108,7.2574,3,15,247.97
TA-3-15,mono,,2860.0,2100.0,9232.0,5642.0,170.0,0.0,0.0,0.0,0.0,51.44MB,77.0,True,,247.0,Monolithic,2860.0,9232.0,0.73,1.0,0.61,1.0,0.0,0.0,0.0,0.0,3,15,51.44
TA-3-2,compos,RA,303.0,104.0,516.0,132.0,286.0,107.0,0.0,1.0,0.0,51.97MB,37.0,True,,323.0,RA,936.0,3096.0,0.11,0.32,0.04,0.17,3.4561,0.0,0.0323,0.0,3,2,51.97
TA-3-2,compos,BFS,888.0,307.0,2623.0,624.0,1527.0,592.0,0.0,1.0,401.0,108.17MB,28.0,True,,1555.0,BFS,936.0,3096.0,0.33,0.95,0.2,0.85,19.1214,0.0,0.0323,12.9522,3,2,108.17
TA-3-2,compos,MA,813.0,407.0,2080.0,862.0,2324.0,864.0,0.0,1.0,0.0,150.43MB,28.0,True,,2352.0,MA,936.0,3096.0,0.43,0.87,0.28,0.67,27.907,0.0,0.0323,0.0,3,2,150.43
TA-3-2,mono,,936.0,696.0,3096.0,1690.0,67.0,0.0,0.0,0.0,0.0,16.93MB,73.0,True,,140.0,Monolithic,936.0,3096.0,0.74,1.0,0.55,1.0,0.0,0.0,0.0,0.0,3,2,16.93
TA-3-3,compos,RA,416.0,142.0,774.0,195.0,491.0,230.0,0.0,1.0,0.0,124.06MB,29.0,True,,520.0,RA,1084.0,3568.0,0.13,0.38,0.05,0.22,6.4462,0.0,0.028,0.0,3,3,124.06
TA-3-3,compos,MA,1044.0,478.0,2918.0,1050.0,3712.0,1318.0,0.0,1.0,0.0,173.90MB,28.0,True,,3740.0,MA,1084.0,3568.0,0.44,0.96,0.29,0.82,36.9395,0.0,0.028,0.0,3,3,173.9
TA-3-3,compos,BFS,1075.0,474.0,3391.0,1066.0,2510.0,865.0,0.0,1.0,401.0,209.91MB,28.0,True,,2538.0,BFS,1084.0,3568.0,0.44,0.99,0.3,0.95,24.2433,0.0,0.028,11.2388,3,3,209.91
TA-3-3,mono,,1084.0,804.0,3568.0,1994.0,76.0,0.0,0.0,0.0,0.0,13.70MB,76.0,True,,152.0,Monolithic,1084.0,3568.0,0.74,1.0,0.56,1.0,0.0,0.0,0.0,0.0,3,3,13.7
TA-3-4,compos,RA,441.0,160.0,818.0,224.0,510.0,245.0,0.0,1.0,0.0,133.21MB,39.0,True,,549.0,RA,1232.0,4040.0,0.13,0.36,0.06,0.2,6.0644,0.0,0.0248,0.0,3,4,133.21
TA-3-4,compos,MA,1185.0,547.0,3328.0,1228.0,5028.0,1585.0,0.0,1.0,0.0,162.73MB,27.0,True,,5055.0,MA,1232.0,4040.0,0.44,0.96,0.3,0.82,39.2327,0.0,0.0248,0.0,3,4,162.73
TA-3-4,compos,BFS,1239.0,596.0,3984.0,1409.0,4108.0,1172.0,0.0,1.0,455.0,149.68MB,36.0,True,,4144.0,BFS,1232.0,4040.0,0.48,1.01,0.35,0.99,29.0099,0.0,0.0248,11.2624,3,4,149.68
TA-3-4,mono,,1232.0,912.0,4040.0,2298.0,104.0,0.0,0.0,0.0,0.0,17.48MB,78.0,True,,182.0,Monolithic,1232.0,4040.0,0.74,1.0,0.57,1.0,0.0,0.0,0.0,0.0,3,4,17.48
TA-3-5,compos,MA,1321.0,618.0,3826.0,1428.0,6803.0,1922.0,0.0,1.0,0.0,176.44MB,37.0,True,,6840.0,MA,1380.0,4512.0,0.45,0.96,0.32,0.85,42.5975,0.0,0.0222,0.0,3,5,176.44
TA-3-5,compos,BFS,1356.0,584.0,4206.0,1368.0,4733.0,1328.0,0.0,1.0,418.0,173.13MB,38.0,True,,4771.0,BFS,1380.0,4512.0,0.42,0.98,0.3,0.93,29.4326,0.0,0.0222,9.2642,3,5,173.13
TA-3-5,compos,RA,461.0,178.0,865.0,253.0,599.0,269.0,0.0,1.0,0.0,16.50MB,42.0,True,,641.0,RA,1380.0,4512.0,0.13,0.33,0.06,0.19,5.9619,0.0,0.0222,0.0,3,5,16.5
TA-3-5,mono,,1380.0,1020.0,4512.0,2602.0,92.0,0.0,0.0,0.0,0.0,28.25MB,79.0,True,,171.0,Monolithic,1380.0,4512.0,0.74,1.0,0.58,1.0,0.0,0.0,0.0,0.0,3,5,28.25
TA-3-6,compos,MA,1451.0,687.0,4096.0,1579.0,7983.0,1908.0,0.0,1.0,0.0,248.90MB,29.0,True,,8012.0,MA,1528.0,4984.0,0.45,0.95,0.32,0.82,38.2825,0.0,0.0201,0.0,3,6,248.9
TA-3-6,compos,BFS,1535.0,752.0,4938.0,1824.0,6070.0,1500.0,0.0,1.0,500.0,84.35MB,29.0,True,,6099.0,BFS,1528.0,4984.0,0.49,1.0,0.37,0.99,30.0963,0.0,0.0201,10.0321,3,6,84.35
TA-3-6,compos,RA,483.0,193.0,885.0,279.0,652.0,268.0,0.0,1.0,0.0,39.73MB,32.0,True,,684.0,RA,1528.0,4984.0,0.13,0.32,0.06,0.18,5.3772,0.0,0.0201,0.0,3,6,39.73
TA-3-6,mono,,1528.0,1128.0,4984.0,2906.0,110.0,0.0,0.0,0.0,0.0,28.49MB,88.0,True,,198.0,Monolithic,1528.0,4984.0,0.74,1.0,0.58,1.0,0.0,0.0,0.0,0.0,3,6,28.49
TA-3-7,compos,RA,517.0,214.0,943.0,309.0,688.0,280.0,0.0,1.0,0.0,49.77MB,29.0,True,,717.0,RA,1676.0,5456.0,0.13,0.31,0.06,0.17,5.132,0.0,0.0183,0.0,3,7,49.77
TA-3-7,compos,MA,1493.0,751.0,4106.0,1757.0,7904.0,1965.0,0.0,1.0,0.0,200.40MB,29.0,True,,7933.0,MA,1676.0,5456.0,0.45,0.89,0.32,0.75,36.0154,0.0,0.0183,0.0,3,7,200.4
TA-3-7,compos,BFS,1643.0,555.0,4972.0,1225.0,5067.0,1170.0,0.0,1.0,568.0,253.56MB,37.0,True,,5104.0,BFS,1676.0,5456.0,0.33,0.98,0.22,0.91,21.4443,0.0,0.0183,10.4106,3,7,253.56
TA-3-7,mono,,1676.0,1236.0,5456.0,3210.0,117.0,0.0,0.0,0.0,0.0,34.46MB,79.0,True,,196.0,Monolithic,1676.0,5456.0,0.74,1.0,0.59,1.0,0.0,0.0,0.0,0.0,3,7,34.46
TA-3-8,compos,MA,1671.0,849.0,4555.0,1997.0,9126.0,1937.0,0.0,1.0,0.0,224.74MB,30.0,True,,9156.0,MA,1824.0,5928.0,0.47,0.92,0.34,0.77,32.6754,0.0,0.0169,0.0,3,8,224.74
TA-3-8,compos,RA,580.0,241.0,1083.0,359.0,839.0,344.0,0.0,1.0,0.0,137.12MB,36.0,True,,875.0,RA,1824.0,5928.0,0.13,0.32,0.06,0.18,5.803,0.0,0.0169,0.0,3,8,137.12
TA-3-8,compos,BFS,1779.0,635.0,5223.0,1417.0,6016.0,1269.0,0.0,1.0,653.0,306.66MB,30.0,True,,6046.0,BFS,1824.0,5928.0,0.35,0.98,0.24,0.88,21.4069,0.0,0.0169,11.0155,3,8,306.66
TA-3-8,mono,,1824.0,1344.0,5928.0,3514.0,126.0,0.0,0.0,0.0,0.0,39.94MB,75.0,True,,201.0,Monolithic,1824.0,5928.0,0.74,1.0,0.59,1.0,0.0,0.0,0.0,0.0,3,8,39.94
TA-3-9,compos,MA,1897.0,910.0,5476.0,2170.0,13801.0,2643.0,0.0,1.0,0.0,216.43MB,39.0,True,,13840.0,MA,1972.0,6400.0,0.46,0.96,0.34,0.86,41.2969,0.0,0.0156,0.0,3,9,216.43
TA-3-9,compos,RA,738.0,403.0,1431.0,704.0,1167.0,478.0,0.0,1.0,0.0,113.55MB,43.0,True,,1210.0,RA,1972.0,6400.0,0.2,0.37,0.11,0.22,7.4688,0.0,0.0156,0.0,3,9,113.55
TA-3-9,compos,BFS,1979.0,890.0,6203.0,2153.0,9571.0,1774.0,0.0,1.0,696.0,241.14MB,30.0,True,,9601.0,BFS,1972.0,6400.0,0.45,1.0,0.34,0.97,27.7188,0.0,0.0156,10.875,3,9,241.14
TA-3-9,mono,,1972.0,1452.0,6400.0,3818.0,131.0,0.0,0.0,0.0,0.0,45.76MB,73.0,True,,204.0,Monolithic,1972.0,6400.0,0.74,1.0,0.6,1.0,0.0,0.0,0.0,0.0,3,9,45.76
TA-4-1,compos,MA,3996.0,1719.0,15493.0,4944.0,97533.0,7231.0,0.0,1.0,0.0,201.12MB,29.0,True,,97562.0,MA,4680.0,20156.0,0.37,0.85,0.25,0.77,35.8752,0.0,0.005,0.0,4,1,201.12
TA-4-1,compos,BFS,4528.0,2301.0,18854.0,6924.0,151703.0,8102.0,0.0,1.0,1692.0,274.14MB,28.0,True,,151731.0,BFS,4680.0,20156.0,0.49,0.97,0.34,0.94,40.1965,0.0,0.005,8.3945,4,1,274.14
TA-4-1,compos,RA,1513.0,234.0,3280.0,318.0,3401.0,1193.0,0.0,1.0,0.0,131.73MB,28.0,True,,3429.0,RA,4680.0,20156.0,0.05,0.32,0.02,0.16,5.9188,0.0,0.005,0.0,4,1,131.73
TA-4-1,mono,,4680.0,3461.0,20156.0,10338.0,302.0,0.0,0.0,0.0,0.0,74.64MB,89.0,True,,391.0,Monolithic,4680.0,20156.0,0.74,1.0,0.51,1.0,0.0,0.0,0.0,0.0,4,1,74.64
TA-4-10,compos,RA,2811.0,1114.0,6147.0,2081.0,14593.0,2486.0,0.0,1.0,0.0,267.52MB,41.0,True,,14634.0,RA,12996.0,55616.0,0.09,0.22,0.04,0.11,4.4699,0.0,0.0018,0.0,4,10,267.52
TA-4-10,compos,MA,11744.0,5405.0,46091.0,17070.0,1502167.0,25887.0,0.0,1.0,0.0,283.55MB,43.0,True,,1502210.0,MA,12996.0,55616.0,0.42,0.9,0.31,0.83,46.546,0.0,0.0018,0.0,4,10,283.55
TA-4-10,compos,BFS,12409.0,6720.0,51113.0,22159.0,1496058.0,22636.0,0.0,1.0,2893.0,365.76MB,33.0,True,,1496091.0,BFS,12996.0,55616.0,0.52,0.95,0.4,0.92,40.7005,0.0,0.0018,5.2017,4,10,365.76
TA-4-10,mono,,12996.0,9329.0,55616.0,30714.0,750.0,0.0,0.0,0.0,0.0,175.65MB,147.0,True,,897.0,Monolithic,12996.0,55616.0,0.72,1.0,0.55,1.0,0.0,0.0,0.0,0.0,4,10,175.65
TA-4-11,compos,BFS,13638.0,5658.0,54883.0,17331.0,1545312.0,21014.0,0.0,1.0,4295.0,373.39MB,41.0,True,,1545353.0,BFS,13920.0,59556.0,0.41,0.98,0.29,0.92,35.2844,0.0,0.0017,7.2117,4,11,373.39
TA-4-11,compos,MA,12190.0,5953.0,45412.0,18579.0,1313393.0,23744.0,0.0,1.0,0.0,282.23MB,32.0,True,,1313425.0,MA,13920.0,59556.0,0.43,0.88,0.31,0.76,39.8684,0.0,0.0017,0.0,4,11,282.23
TA-4-11,compos,RA,3152.0,1421.0,6864.0,2716.0,18259.0,2801.0,0.0,1.0,0.0,328.46MB,34.0,True,,18293.0,RA,13920.0,59556.0,0.1,0.23,0.05,0.12,4.7031,0.0,0.0017,0.0,4,11,328.46
TA-4-11,mono,,13920.0,9981.0,59556.0,32978.0,865.0,0.0,0.0,0.0,0.0,141.72MB,183.0,True,,1048.0,Monolithic,13920.0,59556.0,0.72,1.0,0.55,1.0,0.0,0.0,0.0,0.0,4,11,141.72
TA-4-12,compos,RA,3280.0,1527.0,7147.0,2920.0,22192.0,2922.0,0.0,1.0,0.0,232.14MB,40.0,True,,22232.0,RA,14844.0,63496.0,0.1,0.22,0.05,0.11,4.6019,0.0,0.0016,0.0,4,12,232.14
TA-4-12,compos,BFS,,,,,,,,,,0MB,,,TO,1800000.0,BFS,14844.0,63496.0,,,,,,,,,4,12,
TA-4-12,compos,MA,,,,,,,,,,0MB,,,TO,1800000.0,MA,14844.0,63496.0,,,,,,,,,4,12,
TA-4-12,mono,,14844.0,10633.0,63496.0,35242.0,904.0,0.0,0.0,0.0,0.0,223.26MB,161.0,True,,1065.0,Monolithic,14844.0,63496.0,0.72,1.0,0.56,1.0,0.0,0.0,0.0,0.0,4,12,223.26
TA-4-13,compos,RA,2747.0,1053.0,5836.0,1817.0,14260.0,2350.0,0.0,1.0,0.0,272.08MB,35.0,True,,14295.0,RA,15768.0,67436.0,0.07,0.17,0.03,0.09,3.4848,0.0,0.0015,0.0,4,13,272.08
TA-4-13,mono,,15768.0,11285.0,67436.0,37506.0,1011.0,0.0,0.0,0.0,0.0,411.88MB,152.0,True,,1163.0,Monolithic,15768.0,67436.0,0.72,1.0,0.56,1.0,0.0,0.0,0.0,0.0,4,13,411.88
TA-4-14,compos,RA,2850.0,1115.0,6020.0,1927.0,15188.0,2433.0,0.0,1.0,0.0,242.35MB,35.0,True,,15223.0,RA,16692.0,71376.0,0.07,0.17,0.03,0.08,3.4087,0.0,0.0014,0.0,4,14,242.35
TA-4-14,mono,,16692.0,11937.0,71376.0,39770.0,1058.0,0.0,0.0,0.0,0.0,322.18MB,167.0,True,,1225.0,Monolithic,16692.0,71376.0,0.72,1.0,0.56,1.0,0.0,0.0,0.0,0.0,4,14,322.18
TA-4-15,compos,RA,2965.0,1177.0,6218.0,2034.0,16254.0,2486.0,0.0,1.0,0.0,324.30MB,47.0,True,,16301.0,RA,17616.0,75316.0,0.07,0.17,0.03,0.08,3.3008,0.0,0.0013,0.0,4,15,324.3
TA-4-15,mono,,17616.0,12589.0,75316.0,42034.0,1129.0,0.0,0.0,0.0,0.0,405.81MB,189.0,True,,1318.0,Monolithic,17616.0,75316.0,0.71,1.0,0.56,1.0,0.0,0.0,0.0,0.0,4,15,405.81
TA-4-2,compos,BFS,5432.0,2723.0,22364.0,8383.0,210033.0,8977.0,0.0,1.0,1696.0,332.99MB,29.0,True,,210062.0,BFS,5604.0,24096.0,0.49,0.97,0.35,0.93,37.2551,0.0,0.0042,7.0385,4,2,332.99
TA-4-2,compos,MA,5276.0,2239.0,20601.0,6669.0,208358.0,9749.0,0.0,1.0,0.0,238.75MB,28.0,True,,208386.0,MA,5604.0,24096.0,0.4,0.94,0.28,0.85,40.459,0.0,0.0042,0.0,4,2,238.75
TA-4-2,compos,RA,1741.0,292.0,3817.0,421.0,4699.0,1450.0,0.0,1.0,0.0,157.55MB,29.0,True,,4728.0,RA,5604.0,24096.0,0.05,0.31,0.02,0.16,6.0176,0.0,0.0042,0.0,4,2,157.55
TA-4-2,mono,,5604.0,4113.0,24096.0,12602.0,328.0,0.0,0.0,0.0,0.0,76.56MB,102.0,True,,430.0,Monolithic,5604.0,24096.0,0.73,1.0,0.52,1.0,0.0,0.0,0.0,0.0,4,2,76.56
TA-4-3,compos,BFS,6474.0,2917.0,26681.0,8713.0,305172.0,9778.0,0.0,1.0,2315.0,341.59MB,29.0,True,,305201.0,BFS,6528.0,28036.0,0.45,0.99,0.31,0.95,34.8766,0.0,0.0036,8.2572,4,3,341.59
TA-4-3,compos,RA,1843.0,350.0,4018.0,521.0,4635.0,1532.0,0.0,1.0,0.0,147.55MB,30.0,True,,4665.0,RA,6528.0,28036.0,0.05,0.28,0.02,0.14,5.4644,0.0,0.0036,0.0,4,3,147.55
TA-4-3,compos,MA,6014.0,2634.0,23024.0,8056.0,258527.0,11941.0,0.0,1.0,0.0,245.38MB,30.0,True,,258557.0,MA,6528.0,28036.0,0.4,0.92,0.29,0.82,42.5917,0.0,0.0036,0.0,4,3,245.38
TA-4-3,mono,,6528.0,4765.0,28036.0,14866.0,368.0,0.0,0.0,0.0,0.0,70.15MB,96.0,True,,464.0,Monolithic,6528.0,28036.0,0.73,1.0,0.53,1.0,0.0,0.0,0.0,0.0,4,3,70.15
TA-4-4,compos,BFS,7247.0,3798.0,29859.0,12069.0,444666.0,12571.0,0.0,1.0,2463.0,344.40MB,30.0,True,,444696.0,BFS,7452.0,31976.0,0.51,0.97,0.38,0.93,39.3139,0.0,0.0031,7.7027,4,4,344.4
TA-4-4,compos,RA,1950.0,396.0,4262.0,600.0,5787.0,1646.0,0.0,1.0,0.0,259.90MB,37.0,True,,5824.0,RA,7452.0,31976.0,0.05,0.26,0.02,0.13,5.1476,0.0,0.0031,0.0,4,4,259.9
TA-4-4,compos,MA,6949.0,3002.0,27694.0,9271.0,412498.0,14428.0,0.0,1.0,0.0,217.56MB,31.0,True,,412529.0,MA,7452.0,31976.0,0.4,0.93,0.29,0.87,45.1213,0.0,0.0031,0.0,4,4,217.56
TA-4-4,mono,,7452.0,5417.0,31976.0,17130.0,426.0,0.0,0.0,0.0,0.0,109.62MB,104.0,True,,530.0,Monolithic,7452.0,31976.0,0.73,1.0,0.54,1.0,0.0,0.0,0.0,0.0,4,4,109.62
TA-4-5,compos,BFS,8316.0,4437.0,34724.0,14201.0,563580.0,15337.0,0.0,1.0,2362.0,345.69MB,32.0,True,,563612.0,BFS,8376.0,35916.0,0.53,0.99,0.4,0.97,42.7024,0.0,0.0028,6.5765,4,5,345.69
TA-4-5,compos,MA,7888.0,3355.0,30721.0,10414.0,604888.0,17235.0,0.0,1.0,0.0,292.24MB,30.0,True,,604918.0,MA,8376.0,35916.0,0.4,0.94,0.29,0.86,47.987,0.0,0.0028,0.0,4,5,292.24
TA-4-5,compos,RA,1949.0,436.0,4221.0,666.0,5507.0,1615.0,0.0,1.0,0.0,184.16MB,41.0,True,,5548.0,RA,8376.0,35916.0,0.05,0.23,0.02,0.12,4.4966,0.0,0.0028,0.0,4,5,184.16
TA-4-5,mono,,8376.0,6069.0,35916.0,19394.0,511.0,0.0,0.0,0.0,0.0,155.76MB,115.0,True,,626.0,Monolithic,8376.0,35916.0,0.72,1.0,0.54,1.0,0.0,0.0,0.0,0.0,4,5,155.76
TA-4-6,compos,RA,2022.0,595.0,4366.0,997.0,6377.0,1687.0,0.0,1.0,0.0,258.28MB,30.0,True,,6407.0,RA,9300.0,39856.0,0.06,0.22,0.03,0.11,4.2327,0.0,0.0025,0.0,4,6,258.28
TA-4-6,compos,MA,8758.0,3787.0,34711.0,11861.0,636099.0,17858.0,0.0,1.0,0.0,223.59MB,34.0,True,,636133.0,MA,9300.0,39856.0,0.41,0.94,0.3,0.87,44.8063,0.0,0.0025,0.0,4,6,223.59
TA-4-6,compos,BFS,9089.0,4668.0,37721.0,15143.0,666353.0,15143.0,0.0,1.0,2345.0,353.36MB,32.0,True,,666385.0,BFS,9300.0,39856.0,0.5,0.98,0.38,0.95,37.9943,0.0,0.0025,5.8837,4,6,353.36
TA-4-6,mono,,9300.0,6721.0,39856.0,21658.0,516.0,0.0,0.0,0.0,0.0,172.83MB,114.0,True,,630.0,Monolithic,9300.0,39856.0,0.72,1.0,0.54,1.0,0.0,0.0,0.0,0.0,4,6,172.83
TA-4-7,compos,BFS,10131.0,4243.0,41046.0,12844.0,774973.0,15009.0,0.0,1.0,2984.0,358.53MB,38.0,True,,775011.0,BFS,10224.0,43796.0,0.42,0.99,0.29,0.94,34.2703,0.0,0.0023,6.8134,4,7,358.53
