testcase,controllerType,heuristic,expandedStates,usedStates,expandedTransitions,usedTransitions,synthesisTimeMs,findGoals,findErrors,propGoals,propErrors,memUsed,compositionTimeMs,isControllable,comments,totalTimeMs,method,totalStates,totalTransitions,states_used/total,states_expanded/total,transitions_used/total,transitions_expanded/total,findGoalsRatio,findErrorsRatio,propagateGoalsRatio,propagateErrorsRatio,n,k,memUsedMB
DP-2-14,compos,MA,1089.0,202.0,1476.0,347.0,523.0,143.0,2.0,1.0,68.0,90.93MB,27.0,True,,550.0,MA,1497.0,3119.0,0.13,0.73,0.11,0.47,4.5848,0.0641,0.0321,2.1802,2,14,90.93
DP-2-14,compos,BFS,667.0,116.0,854.0,173.0,98.0,15.0,1.0,44.0,32.0,26.40MB,28.0,True,,126.0,BFS,1497.0,3119.0,0.08,0.45,0.06,0.27,0.4809,0.0321,1.4107,1.026,2,14,26.4
DP-2-14,compos,RA,64.0,49.0,68.0,53.0,53.0,4.0,0.0,1.0,1.0,19.44MB,35.0,True,,88.0,RA,1497.0,3119.0,0.03,0.04,0.02,0.02,0.1282,0.0,0.0321,0.0321,2,14,19.44
DP-2-14,mono,,1497.0,371.0,3119.0,635.0,47.0,0.0,0.0,0.0,0.0,15.58MB,87.0,True,,134.0,Monolithic,1497.0,3119.0,0.25,1.0,0.2,1.0,0.0,0.0,0.0,0.0,2,14,15.58
DP-2-15,compos,MA,1205.0,212.0,1614.0,364.0,532.0,150.0,2.0,1.0,73.0,123.95MB,27.0,True,,559.0,MA,1672.0,3494.0,0.13,0.72,0.1,0.46,4.2931,0.0572,0.0286,2.0893,2,15,123.95
DP-2-15,compos,RA,67.0,51.0,71.0,55.0,55.0,4.0,0.0,1.0,1.0,19.44MB,27.0,True,,82.0,RA,1672.0,3494.0,0.03,0.04,0.02,0.02,0.1145,0.0,0.0286,0.0286,2,15,19.44
DP-2-15,compos,BFS,726.0,122.0,924.0,182.0,112.0,15.0,1.0,47.0,34.0,28.39MB,27.0,True,,139.0,BFS,1672.0,3494.0,0.07,0.43,0.05,0.26,0.4293,0.0286,1.3452,0.9731,2,15,28.39
DP-2-15,mono,,1672.0,391.0,3494.0,669.0,45.0,0.0,0.0,0.0,0.0,16.15MB,85.0,True,,130.0,Monolithic,1672.0,3494.0,0.23,1.0,0.19,1.0,0.0,0.0,0.0,0.0,2,15,16.15
DP-2-2,compos,RA,28.0,25.0,32.0,29.0,37.0,4.0,0.0,1.0,1.0,16.96MB,26.0,True,,63.0,RA,177.0,335.0,0.14,0.16,0.09,0.1,1.194,0.0,0.2985,0.2985,2,2,16.96
DP-2-2,compos,MA,165.0,82.0,288.0,143.0,114.0,51.0,3.0,1.0,18.0,21.16MB,27.0,True,,141.0,MA,177.0,335.0,0.46,0.93,0.43,0.86,15.2239,0.8955,0.2985,5.3731,2,2,21.16
DP-2-2,compos,BFS,107.0,44.0,163.0,65.0,37.0,14.0,1.0,8.0,10.0,19.44MB,25.0,True,,62.0,BFS,177.0,335.0,0.25,0.6,0.19,0.49,4.1791,0.2985,2.3881,2.9851,2,2,19.44
DP-2-2,mono,,177.0,131.0,335.0,227.0,10.0,0.0,0.0,0.0,0.0,10.28MB,58.0,True,,68.0,Monolithic,177.0,335.0,0.74,1.0,0.68,1.0,0.0,0.0,0.0,0.0,2,2,10.28
DP-2-3,compos,BFS,136.0,50.0,204.0,74.0,42.0,15.0,1.0,11.0,13.0,20.96MB,26.0,True,,68.0,BFS,232.0,446.0,0.22,0.59,0.17,0.46,3.3632,0.2242,2.4664,2.9148,2,3,20.96
DP-2-3,compos,MA,209.0,92.0,354.0,160.0,135.0,60.0,2.0,1.0,25.0,28.21MB,26.0,True,,161.0,MA,232.0,446.0,0.4,0.9,0.36,0.79,13.4529,0.4484,0.2242,5.6054,2,3,28.21
DP-2-3,compos,RA,31.0,27.0,35.0,31.0,42.0,4.0,0.0,1.0,1.0,17.44MB,26.0,True,,68.0,RA,232.0,446.0,0.12,0.13,0.07,0.08,0.8969,0.0,0.2242,0.2242,2,3,17.44
DP-2-3,mono,,232.0,151.0,446.0,261.0,9.0,0.0,0.0,0.0,0.0,10.71MB,57.0,True,,66.0,Monolithic,232.0,446.0,0.65,1.0,0.59,1.0,0.0,0.0,0.0,0.0,2,3,10.71
DP-2-4,compos,BFS,169.0,56.0,249.0,83.0,49.0,14.0,1.0,14.0,17.0,22.96MB,26.0,True,,75.0,BFS,297.0,579.0,0.19,0.57,0.14,0.43,2.418,0.1727,2.418,2.9361,2,4,22.96
DP-2-4,compos,MA,259.0,102.0,426.0,177.0,147.0,68.0,3.0,1.0,27.0,36.24MB,31.0,True,,178.0,MA,297.0,579.0,0.34,0.87,0.31,0.74,11.7444,0.5181,0.1727,4.6632,2,4,36.24
DP-2-4,compos,RA,34.0,29.0,38.0,33.0,41.0,4.0,0.0,1.0,1.0,17.44MB,27.0,True,,68.0,RA,297.0,579.0,0.1,0.11,0.06,0.07,0.6908,0.0,0.1727,0.1727,2,4,17.44
DP-2-4,mono,,297.0,171.0,579.0,295.0,10.0,0.0,0.0,0.0,0.0,10.93MB,59.0,True,,69.0,Monolithic,297.0,579.0,0.58,1.0,0.51,1.0,0.0,0.0,0.0,0.0,2,4,10.93
DP-2-5,compos,BFS,206.0,62.0,298.0,92.0,53.0,15.0,1.0,17.0,18.0,24.48MB,25.0,True,,78.0,BFS,372.0,734.0,0.17,0.55,0.13,0.41,2.0436,0.1362,2.3161,2.4523,2,5,24.48
DP-2-5,compos,MA,315.0,112.0,504.0,194.0,230.0,101.0,2.0,1.0,27.0,66.24MB,36.0,True,,266.0,MA,372.0,734.0,0.3,0.85,0.26,0.69,13.7602,0.2725,0.1362,3.6785,2,5,66.24
DP-2-5,compos,RA,37.0,31.0,41.0,35.0,43.0,4.0,0.0,1.0,1.0,17.92MB,26.0,True,,69.0,RA,372.0,734.0,0.08,0.1,0.05,0.06,0.545,0.0,0.1362,0.1362,2,5,17.92
DP-2-5,mono,,372.0,191.0,734.0,329.0,11.0,0.0,0.0,0.0,0.0,12.16MB,56.0,True,,67.0,Monolithic,372.0,734.0,0.51,1.0,0.45,1.0,0.0,0.0,0.0,0.0,2,5,12.16
DP-2-6,compos,RA,40.0,33.0,44.0,37.0,43.0,4.0,0.0,1.0,1.0,17.92MB,27.0,True,,70.0,RA,457.0,911.0,0.07,0.09,0.04,0.05,0.4391,0.0,0.1098,0.1098,2,6,17.92
DP-2-6,compos,BFS,247.0,68.0,351.0,101.0,59.0,15.0,1.0,20.0,21.0,26.96MB,26.0,True,,85.0,BFS,457.0,911.0,0.15,0.54,0.11,0.39,1.6465,0.1098,2.1954,2.3052,2,6,26.96
DP-2-6,compos,MA,377.0,122.0,588.0,211.0,207.0,80.0,3.0,1.0,29.0,59.24MB,35.0,True,,242.0,MA,457.0,911.0,0.27,0.82,0.23,0.65,8.7816,0.3293,0.1098,3.1833,2,6,59.24
DP-2-6,mono,,457.0,211.0,911.0,363.0,21.0,0.0,0.0,0.0,0.0,13.99MB,60.0,True,,81.0,Monolithic,457.0,911.0,0.46,1.0,0.4,1.0,0.0,0.0,0.0,0.0,2,6,13.99
DP-2-7,compos,MA,445.0,132.0,678.0,228.0,217.0,94.0,2.0,1.0,33.0,72.24MB,26.0,True,,243.0,MA,552.0,1110.0,0.24,0.81,0.21,0.61,8.4685,0.1802,0.0901,2.973,2,7,72.24
DP-2-7,compos,BFS,292.0,74.0,408.0,110.0,61.0,15.0,1.0,23.0,24.0,27.92MB,26.0,True,,87.0,BFS,552.0,1110.0,0.13,0.53,0.1,0.37,1.3514,0.0901,2.0721,2.1622,2,7,27.92
DP-2-7,compos,RA,43.0,35.0,47.0,39.0,45.0,4.0,0.0,1.0,1.0,18.00MB,26.0,True,,71.0,RA,552.0,1110.0,0.06,0.08,0.04,0.04,0.3604,0.0,0.0901,0.0901,2,7,18.0
DP-2-7,mono,,552.0,231.0,1110.0,397.0,22.0,0.0,0.0,0.0,0.0,14.37MB,69.0,True,,91.0,Monolithic,552.0,1110.0,0.42,1.0,0.36,1.0,0.0,0.0,0.0,0.0,2,7,14.37
DP-2-8,compos,RA,46.0,37.0,50.0,41.0,45.0,4.0,0.0,1.0,1.0,18.48MB,38.0,True,,83.0,RA,657.0,1331.0,0.06,0.07,0.03,0.04,0.3005,0.0,0.0751,0.0751,2,8,18.48
DP-2-8,compos,BFS,341.0,80.0,469.0,119.0,68.0,15.0,1.0,26.0,27.0,14.00MB,36.0,True,,104.0,BFS,657.0,1331.0,0.12,0.52,0.09,0.35,1.127,0.0751,1.9534,2.0285,2,8,14.0
DP-2-8,compos,MA,519.0,142.0,774.0,245.0,225.0,84.0,3.0,1.0,35.0,80.24MB,26.0,True,,251.0,MA,657.0,1331.0,0.22,0.79,0.18,0.58,6.311,0.2254,0.0751,2.6296,2,8,80.24
DP-2-8,mono,,657.0,251.0,1331.0,431.0,29.0,0.0,0.0,0.0,0.0,15.90MB,70.0,True,,99.0,Monolithic,657.0,1331.0,0.38,1.0,0.32,1.0,0.0,0.0,0.0,0.0,2,8,15.9
DP-2-9,compos,MA,599.0,152.0,876.0,262.0,289.0,108.0,2.0,1.0,48.0,108.25MB,27.0,True,,316.0,MA,772.0,1574.0,0.2,0.78,0.17,0.56,6.8615,0.1271,0.0635,3.0496,2,9,108.25
DP-2-9,compos,RA,49.0,39.0,53.0,43.0,61.0,4.0,0.0,1.0,1.0,18.48MB,27.0,True,,88.0,RA,772.0,1574.0,0.05,0.06,0.03,0.03,0.2541,0.0,0.0635,0.0635,2,9,18.48
DP-2-9,compos,BFS,394.0,86.0,534.0,128.0,97.0,15.0,1.0,29.0,30.0,14.00MB,33.0,True,,130.0,BFS,772.0,1574.0,0.11,0.51,0.08,0.34,0.953,0.0635,1.8424,1.906,2,9,14.0
DP-2-9,mono,,772.0,271.0,1574.0,465.0,18.0,0.0,0.0,0.0,0.0,16.50MB,77.0,True,,95.0,Monolithic,772.0,1574.0,0.35,1.0,0.3,1.0,0.0,0.0,0.0,0.0,2,9,16.5
DP-3-1,compos,BFS,989.0,247.0,2200.0,515.0,1557.0,419.0,46.0,1.0,54.0,137.93MB,26.0,True,,1583.0,BFS,1206.0,3151.0,0.2,0.82,0.16,0.7,13.2974,1.4599,0.0317,1.7137,3,1,137.93
DP-3-1,compos,RA,41.0,34.0,49.0,42.0,57.0,4.0,0.0,5.0,0.0,18.96MB,27.0,True,,84.0,RA,1206.0,3151.0,0.03,0.03,0.01,0.02,0.1269,0.0,0.1587,0.0,3,1,18.96
DP-3-1,compos,MA,69.0,34.0,84.0,42.0,110.0,4.0,0.0,10.0,0.0,14.00MB,35.0,True,,145.0,MA,1206.0,3151.0,0.03,0.06,0.01,0.03,0.1269,0.0,0.3174,0.0,3,1,14.0
DP-3-1,mono,,1206.0,1132.0,3151.0,2738.0,57.0,0.0,0.0,0.0,0.0,14.64MB,65.0,True,,122.0,Monolithic,1206.0,3151.0,0.94,1.0,0.87,1.0,0.0,0.0,0.0,0.0,3,1,14.64
DP-3-10,compos,MA,10783.0,1489.0,17579.0,3472.0,10140.0,298.0,544.0,1.0,570.0,398.43MB,36.0,True,,10176.0,MA,21591.0,62362.0,0.07,0.5,0.06,0.28,0.4779,0.8723,0.0016,0.914,3,10,398.43
DP-3-10,compos,RA,110.0,71.0,129.0,89.0,98.0,12.0,1.0,2.0,2.0,25.92MB,28.0,True,,126.0,RA,21591.0,62362.0,0.0,0.01,0.0,0.0,0.0192,0.0016,0.0032,0.0032,3,10,25.92
DP-3-10,compos,BFS,8688.0,832.0,13881.0,1622.0,30760.0,1391.0,189.0,1.0,457.0,430.56MB,28.0,True,,30788.0,BFS,21591.0,62362.0,0.04,0.4,0.03,0.22,2.2305,0.3031,0.0016,0.7328,3,10,430.56
DP-3-10,mono,,21591.0,9610.0,62362.0,24662.0,295.0,0.0,0.0,0.0,0.0,165.90MB,125.0,True,,420.0,Monolithic,21591.0,62362.0,0.45,1.0,0.4,1.0,0.0,0.0,0.0,0.0,3,10,165.9
DP-3-11,compos,RA,116.0,74.0,135.0,92.0,107.0,12.0,1.0,2.0,2.0,26.48MB,28.0,True,,135.0,RA,26646.0,77351.0,0.0,0.0,0.0,0.0,0.0155,0.0013,0.0026,0.0026,3,11,26.48
DP-3-11,compos,BFS,10112.0,952.0,15349.0,1862.0,37735.0,1459.0,207.0,1.0,401.0,490.34MB,28.0,True,,37763.0,BFS,26646.0,77351.0,0.04,0.38,0.02,0.2,1.8862,0.2676,0.0013,0.5184,3,11,490.34
DP-3-11,compos,MA,13616.0,1694.0,21870.0,3959.0,13657.0,414.0,628.0,1.0,669.0,681.91MB,28.0,True,,13685.0,MA,26646.0,77351.0,0.06,0.51,0.05,0.28,0.5352,0.8119,0.0013,0.8649,3,11,681.91
DP-3-11,mono,,26646.0,11092.0,77351.0,28508.0,331.0,0.0,0.0,0.0,0.0,163.53MB,153.0,True,,484.0,Monolithic,26646.0,77351.0,0.42,1.0,0.37,1.0,0.0,0.0,0.0,0.0,3,11,163.53
DP-3-12,compos,RA,122.0,77.0,141.0,95.0,109.0,12.0,1.0,2.0,2.0,27.92MB,29.0,True,,138.0,RA,32457.0,94638.0,0.0,0.0,0.0,0.0,0.0127,0.0011,0.0021,0.0021,3,12,27.92
DP-3-12,compos,MA,16605.0,1917.0,26265.0,4493.0,18434.0,470.0,714.0,1.0,800.0,604.47MB,29.0,True,,18463.0,MA,32457.0,94638.0,0.06,0.51,0.05,0.28,0.4966,0.7545,0.0011,0.8453,3,12,604.47
DP-3-12,compos,BFS,11344.0,1041.0,16432.0,2036.0,31100.0,1374.0,233.0,1.0,188.0,434.89MB,28.0,True,,31128.0,BFS,32457.0,94638.0,0.03,0.35,0.02,0.17,1.4518,0.2462,0.0011,0.1987,3,12,434.89
DP-3-12,mono,,32457.0,12682.0,94638.0,32636.0,433.0,0.0,0.0,0.0,0.0,202.80MB,182.0,True,,615.0,Monolithic,32457.0,94638.0,0.39,1.0,0.34,1.0,0.0,0.0,0.0,0.0,3,12,202.8
DP-3-13,compos,BFS,12672.0,1174.0,18054.0,2300.0,37564.0,1579.0,260.0,1.0,175.0,516.04MB,28.0,True,,37592.0,BFS,39078.0,114391.0,0.03,0.32,0.02,0.16,1.3804,0.2273,0.0009,0.153,3,13,516.04
DP-3-13,compos,MA,19521.0,2142.0,30391.0,5023.0,23233.0,558.0,794.0,1.0,574.0,754.48MB,29.0,True,,23262.0,MA,39078.0,114391.0,0.05,0.5,0.04,0.27,0.4878,0.6941,0.0009,0.5018,3,13,754.48
DP-3-13,compos,RA,128.0,80.0,147.0,98.0,134.0,12.0,1.0,2.0,2.0,14.00MB,29.0,True,,163.0,RA,39078.0,114391.0,0.0,0.0,0.0,0.0,0.0105,0.0009,0.0017,0.0017,3,13,14.0
DP-3-13,mono,,39078.0,14380.0,114391.0,37046.0,443.0,0.0,0.0,0.0,0.0,295.44MB,168.0,True,,611.0,Monolithic,39078.0,114391.0,0.37,1.0,0.32,1.0,0.0,0.0,0.0,0.0,3,13,295.44
DP-3-14,compos,MA,23337.0,2405.0,35387.0,5663.0,29329.0,603.0,894.0,1.0,635.0,716.38MB,29.0,True,,29358.0,MA,46563.0,136778.0,0.05,0.5,0.04,0.26,0.4409,0.6536,0.0007,0.4643,3,14,716.38
DP-3-14,compos,RA,134.0,83.0,153.0,101.0,108.0,12.0,1.0,2.0,2.0,14.00MB,30.0,True,,138.0,RA,46563.0,136778.0,0.0,0.0,0.0,0.0,0.0088,0.0007,0.0015,0.0015,3,14,14.0
DP-3-14,compos,BFS,13902.0,1315.0,19628.0,2580.0,46184.0,1733.0,291.0,1.0,159.0,531.28MB,37.0,True,,46221.0,BFS,46563.0,136778.0,0.03,0.3,0.02,0.14,1.267,0.2128,0.0007,0.1162,3,14,531.28
DP-3-14,mono,,46563.0,16186.0,136778.0,41738.0,579.0,0.0,0.0,0.0,0.0,338.49MB,216.0,True,,795.0,Monolithic,46563.0,136778.0,0.35,1.0,0.31,1.0,0.0,0.0,0.0,0.0,3,14,338.49
DP-3-15,compos,MA,27345.0,2674.0,41357.0,6311.0,37071.0,594.0,997.0,1.0,1171.0,738.88MB,29.0,True,,37100.0,MA,54966.0,161967.0,0.05,0.5,0.04,0.26,0.3667,0.6156,0.0006,0.723,3,15,738.88
DP-3-15,compos,RA,140.0,86.0,159.0,104.0,141.0,12.0,1.0,2.0,2.0,14.00MB,37.0,True,,178.0,RA,54966.0,161967.0,0.0,0.0,0.0,0.0,0.0074,0.0006,0.0012,0.0012,3,15,14.0
DP-3-15,compos,BFS,15122.0,1125.0,21213.0,2216.0,52875.0,1791.0,324.0,1.0,155.0,540.90MB,28.0,True,,52903.0,BFS,54966.0,161967.0,0.02,0.28,0.01,0.13,1.1058,0.2,0.0006,0.0957,3,15,540.9
DP-3-15,mono,,54966.0,18100.0,161967.0,46712.0,631.0,0.0,0.0,0.0,0.0,418.60MB,226.0,True,,857.0,Monolithic,54966.0,161967.0,0.33,1.0,0.29,1.0,0.0,0.0,0.0,0.0,3,15,418.6
DP-3-2,compos,MA,1015.0,320.0,2090.0,690.0,588.0,75.0,122.0,1.0,65.0,130.88MB,27.0,True,,615.0,MA,1887.0,5018.0,0.17,0.54,0.14,0.42,1.4946,2.4312,0.0199,1.2953,3,2,130.88
DP-3-2,compos,RA,62.0,47.0,81.0,65.0,90.0,12.0,1.0,2.0,2.0,20.96MB,34.0,True,,124.0,RA,1887.0,5018.0,0.02,0.03,0.01,0.02,0.2391,0.0199,0.0399,0.0399,3,2,20.96
DP-3-2,compos,BFS,1401.0,382.0,3092.0,827.0,2566.0,554.0,57.0,1.0,106.0,158.26MB,27.0,True,,2593.0,BFS,1887.0,5018.0,0.2,0.74,0.16,0.62,11.0403,1.1359,0.0199,2.1124,3,2,158.26
DP-3-2,mono,,1887.0,1642.0,5018.0,4046.0,76.0,0.0,0.0,0.0,0.0,16.78MB,71.0,True,,147.0,Monolithic,1887.0,5018.0,0.87,1.0,0.81,1.0,0.0,0.0,0.0,0.0,3,2,16.78
DP-3-3,compos,MA,1514.0,424.0,3041.0,938.0,787.0,98.0,163.0,1.0,98.0,36.68MB,35.0,True,,822.0,MA,2838.0,7671.0,0.15,0.53,0.12,0.4,1.2775,2.1249,0.013,1.2775,3,3,36.68
DP-3-3,compos,RA,68.0,50.0,87.0,68.0,75.0,12.0,1.0,2.0,2.0,20.96MB,30.0,True,,105.0,RA,2838.0,7671.0,0.02,0.02,0.01,0.01,0.1564,0.013,0.0261,0.0261,3,3,20.96
DP-3-3,compos,BFS,1836.0,434.0,3802.0,957.0,3617.0,551.0,74.0,1.0,144.0,210.59MB,27.0,True,,3644.0,BFS,2838.0,7671.0,0.15,0.65,0.12,0.5,7.1829,0.9647,0.013,1.8772,3,3,210.59
DP-3-3,mono,,2838.0,2260.0,7671.0,5636.0,93.0,0.0,0.0,0.0,0.0,33.94MB,90.0,True,,183.0,Monolithic,2838.0,7671.0,0.8,1.0,0.73,1.0,0.0,0.0,0.0,0.0,3,3,33.94
DP-3-4,compos,BFS,2314.0,535.0,4638.0,1160.0,4507.0,672.0,83.0,1.0,194.0,145.00MB,27.0,True,,4534.0,BFS,4113.0,11278.0,0.13,0.56,0.1,0.41,5.9585,0.7359,0.0089,1.7202,3,4,145.0
DP-3-4,compos,MA,2165.0,553.0,4222.0,1258.0,1262.0,130.0,209.0,1.0,130.0,91.44MB,27.0,True,,1289.0,MA,4113.0,11278.0,0.13,0.53,0.11,0.37,1.1527,1.8532,0.0089,1.1527,3,4,91.44
DP-3-4,compos,RA,74.0,53.0,93.0,71.0,80.0,12.0,1.0,2.0,2.0,21.92MB,27.0,True,,107.0,RA,4113.0,11278.0,0.01,0.02,0.01,0.01,0.1064,0.0089,0.0177,0.0177,3,4,21.92
DP-3-4,mono,,4113.0,2986.0,11278.0,7508.0,101.0,0.0,0.0,0.0,0.0,49.70MB,75.0,True,,176.0,Monolithic,4113.0,11278.0,0.73,1.0,0.67,1.0,0.0,0.0,0.0,0.0,3,4,49.7
DP-3-5,compos,RA,80.0,56.0,99.0,74.0,82.0,12.0,1.0,2.0,2.0,22.48MB,27.0,True,,109.0,RA,5766.0,16007.0,0.01,0.01,0.0,0.01,0.075,0.0062,0.0125,0.0125,3,5,22.48
DP-3-5,compos,MA,3061.0,687.0,5805.0,1578.0,2013.0,160.0,263.0,1.0,197.0,76.95MB,27.0,True,,2040.0,MA,5766.0,16007.0,0.12,0.53,0.1,0.36,0.9996,1.643,0.0062,1.2307,3,5,76.95
DP-3-5,compos,BFS,3003.0,568.0,5807.0,1238.0,6276.0,773.0,96.0,1.0,266.0,227.93MB,27.0,True,,6303.0,BFS,5766.0,16007.0,0.1,0.52,0.08,0.36,4.8291,0.5997,0.0062,1.6618,3,5,227.93
DP-3-5,mono,,5766.0,3820.0,16007.0,9662.0,115.0,0.0,0.0,0.0,0.0,47.96MB,78.0,True,,193.0,Monolithic,5766.0,16007.0,0.66,1.0,0.6,1.0,0.0,0.0,0.0,0.0,3,5,47.96
DP-3-6,compos,RA,86.0,59.0,105.0,77.0,81.0,12.0,1.0,2.0,2.0,23.44MB,28.0,True,,109.0,RA,7851.0,22026.0,0.01,0.01,0.0,0.0,0.0545,0.0045,0.0091,0.0091,3,6,23.44
DP-3-6,compos,MA,4108.0,793.0,7517.0,1811.0,3089.0,213.0,300.0,1.0,227.0,278.00MB,27.0,True,,3116.0,MA,7851.0,22026.0,0.1,0.52,0.08,0.34,0.967,1.362,0.0045,1.0306,3,6,278.0
DP-3-6,compos,BFS,4065.0,691.0,7583.0,1478.0,10992.0,986.0,112.0,1.0,357.0,295.03MB,36.0,True,,11028.0,BFS,7851.0,22026.0,0.09,0.52,0.07,0.34,4.4765,0.5085,0.0045,1.6208,3,6,295.03
DP-3-6,mono,,7851.0,4762.0,22026.0,12098.0,162.0,0.0,0.0,0.0,0.0,53.06MB,83.0,True,,245.0,Monolithic,7851.0,22026.0,0.61,1.0,0.55,1.0,0.0,0.0,0.0,0.0,3,6,53.06
DP-3-7,compos,RA,92.0,62.0,111.0,80.0,88.0,12.0,1.0,2.0,2.0,23.92MB,33.0,True,,121.0,RA,10422.0,29503.0,0.01,0.01,0.0,0.0,0.0407,0.0034,0.0068,0.0068,3,7,23.92
DP-3-7,compos,BFS,5166.0,802.0,9176.0,1742.0,14663.0,1202.0,122.0,1.0,408.0,345.96MB,35.0,True,,14698.0,BFS,10422.0,29503.0,0.08,0.5,0.06,0.31,4.0742,0.4135,0.0034,1.3829,3,7,345.96
DP-3-7,compos,MA,5384.0,943.0,9532.0,2165.0,4041.0,259.0,332.0,1.0,320.0,246.63MB,39.0,True,,4080.0,MA,10422.0,29503.0,0.09,0.52,0.07,0.32,0.8779,1.1253,0.0034,1.0846,3,7,246.63
DP-3-7,mono,,10422.0,5812.0,29503.0,14816.0,203.0,0.0,0.0,0.0,0.0,70.27MB,90.0,True,,293.0,Monolithic,10422.0,29503.0,0.56,1.0,0.5,1.0,0.0,0.0,0.0,0.0,3,7,70.27
DP-3-8,compos,MA,6905.0,1111.0,11833.0,2567.0,5839.0,281.0,401.0,1.0,373.0,285.30MB,27.0,True,,5866.0,MA,13533.0,38606.0,0.08,0.51,0.07,0.31,0.7279,1.0387,0.0026,0.9662,3,8,285.3
DP-3-8,compos,RA,98.0,65.0,117.0,83.0,89.0,12.0,1.0,2.0,2.0,24.48MB,27.0,True,,116.0,RA,13533.0,38606.0,0.0,0.01,0.0,0.0,0.0311,0.0026,0.0052,0.0052,3,8,24.48
DP-3-8,compos,BFS,6343.0,836.0,10914.0,1682.0,21538.0,1358.0,144.0,1.0,470.0,351.70MB,28.0,True,,21566.0,BFS,13533.0,38606.0,0.06,0.47,0.04,0.28,3.5176,0.373,0.0026,1.2174,3,8,351.7
DP-3-8,mono,,13533.0,6970.0,38606.0,17816.0,204.0,0.0,0.0,0.0,0.0,120.23MB,119.0,True,,323.0,Monolithic,13533.0,38606.0,0.52,1.0,0.46,1.0,0.0,0.0,0.0,0.0,3,8,120.23
DP-3-9,compos,BFS,7562.0,835.0,12540.0,1688.0,26286.0,1416.0,166.0,1.0,456.0,407.22MB,40.0,True,,26326.0,BFS,17238.0,49503.0,0.05,0.44,0.03,0.25,2.8604,0.3353,0.002,0.9212,3,9,407.22
DP-3-9,compos,MA,8949.0,1247.0,14969.0,2864.0,7309.0,237.0,465.0,1.0,410.0,303.20MB,28.0,True,,7337.0,MA,17238.0,49503.0,0.07,0.52,0.06,0.3,0.4788,0.9393,0.002,0.8282,3,9,303.2
DP-3-9,compos,RA,104.0,68.0,123.0,86.0,91.0,12.0,1.0,2.0,2.0,25.44MB,29.0,True,,120.0,RA,17238.0,49503.0,0.0,0.01,0.0,0.0,0.0242,0.002,0.004,0.004,3,9,25.44
DP-3-9,mono,,17238.0,8236.0,49503.0,21098.0,250.0,0.0,0.0,0.0,0.0,115.04MB,129.0,True,,379.0,Monolithic,17238.0,49503.0,0.48,1.0,0.43,1.0,0.0,0.0,0.0,0.0,3,9,115.04
DP-4-1,compos,RA,76.0,49.0,97.0,69.0,103.0,4.0,0.0,9.0,0.0,22.48MB,35.0,True,,138.0,RA,11536.0,39084.0,0.0,0.01,0.0,0.0,0.0102,0.0,0.023,0.0,4,1,22.48
DP-4-1,compos,BFS,10396.0,2809.0,32382.0,8129.0,558561.0,7680.0,272.0,1.0,388.0,392.31MB,28.0,True,,558589.0,BFS,11536.0,39084.0,0.24,0.9,0.21,0.83,19.65,0.6959,0.0026,0.9927,4,1,392.31
DP-4-1,compos,MA,9177.0,49.0,23712.0,69.0,4010.0,16.0,61.0,7954.0,149.0,106.08MB,27.0,True,,4037.0,MA,11536.0,39084.0,0.0,0.8,0.0,0.61,0.0409,0.1561,20.351,0.3812,4,1,106.08
DP-4-1,mono,,11536.0,11259.0,39084.0,34493.0,268.0,0.0,0.0,0.0,0.0,133.29MB,106.0,True,,374.0,Monolithic,11536.0,39084.0,0.98,1.0,0.88,1.0,0.0,0.0,0.0,0.0,4,1,133.29
DP-4-10,compos,RA,281.0,135.0,404.0,225.0,271.0,56.0,36.0,2.0,4.0,68.79MB,30.0,True,,301.0,RA,545065.0,2050017.0,0.0,0.0,0.0,0.0,0.0027,0.0018,0.0001,0.0002,4,10,68.79
DP-4-10,mono,,545065.0,296163.0,2050017.0,1017635.0,8255.0,0.0,0.0,0.0,0.0,3.87GB,1391.0,True,,9646.0,Monolithic,545065.0,2050017.0,0.54,1.0,0.5,1.0,0.0,0.0,0.0,0.0,4,10,3962.88
DP-4-11,compos,RA,296.0,139.0,421.0,229.0,286.0,56.0,38.0,2.0,4.0,74.85MB,30.0,True,,316.0,RA,721696.0,2728444.0,0.0,0.0,0.0,0.0,0.0021,0.0014,0.0001,0.0001,4,11,74.85
DP-4-11,mono,,721696.0,369179.0,2728444.0,1272413.0,11893.0,0.0,0.0,0.0,0.0,4.92GB,1881.0,True,,13774.0,Monolithic,721696.0,2728444.0,0.51,1.0,0.47,1.0,0.0,0.0,0.0,0.0,4,11,5038.08
DP-4-12,compos,RA,311.0,143.0,438.0,233.0,298.0,56.0,40.0,2.0,4.0,77.89MB,30.0,True,,328.0,RA,939001.0,3566201.0,0.0,0.0,0.0,0.0,0.0016,0.0011,0.0001,0.0001,4,12,77.89
DP-4-12,mono,,939001.0,453459.0,3566201.0,1566947.0,15412.0,0.0,0.0,0.0,0.0,6.39GB,2519.0,True,,17931.0,Monolithic,939001.0,3566201.0,0.48,1.0,0.44,1.0,0.0,0.0,0.0,0.0,4,12,6543.36
DP-4-13,compos,RA,326.0,147.0,455.0,237.0,334.0,56.0,42.0,2.0,4.0,86.92MB,29.0,True,,363.0,RA,1202896.0,4586892.0,0.0,0.0,0.0,0.0,0.0012,0.0009,0.0,0.0001,4,13,86.92
