,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k
0,5.0,5.0,6.0,6.0,189.0,2.0,0.0,1.0,0.0,16.69,10.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,1
1,5.0,5.0,6.0,6.0,154.0,2.0,0.0,1.0,0.0,16.69,11.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,2
2,5.0,5.0,6.0,6.0,167.0,2.0,0.0,1.0,0.0,16.69,12.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,3
3,5.0,5.0,6.0,6.0,174.0,2.0,0.0,1.0,0.0,16.7,9.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,4
4,5.0,5.0,6.0,6.0,175.0,2.0,0.0,1.0,0.0,16.7,11.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,5
5,5.0,5.0,6.0,6.0,155.0,2.0,0.0,1.0,0.0,17.18,10.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,6
6,5.0,5.0,6.0,6.0,157.0,2.0,0.0,1.0,0.0,17.22,10.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,7
7,5.0,5.0,6.0,6.0,159.0,2.0,0.0,1.0,0.0,17.17,12.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,8
8,5.0,5.0,6.0,6.0,162.0,2.0,0.0,1.0,0.0,17.65,17.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,9
9,5.0,5.0,6.0,6.0,178.0,2.0,0.0,1.0,0.0,17.7,13.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,10
10,5.0,5.0,6.0,6.0,162.0,2.0,0.0,1.0,0.0,17.65,14.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,11
11,5.0,5.0,6.0,6.0,166.0,2.0,0.0,1.0,0.0,18.18,18.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,12
12,5.0,5.0,6.0,6.0,165.0,2.0,0.0,1.0,0.0,18.18,14.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,13
13,5.0,5.0,6.0,6.0,164.0,2.0,0.0,1.0,0.0,18.21,12.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,14
14,5.0,5.0,6.0,6.0,164.0,2.0,0.0,1.0,0.0,18.18,13.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,1,15
15,14.0,11.0,20.0,14.0,173.0,6.0,0.0,1.0,0.0,20.18,29.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,1
16,15.0,15.0,20.0,20.0,190.0,6.0,0.0,1.0,0.0,20.18,28.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,2
17,19.0,19.0,26.0,26.0,205.0,8.0,0.0,1.0,0.0,20.69,33.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,3
18,23.0,23.0,32.0,32.0,212.0,10.0,0.0,1.0,0.0,20.66,43.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,4
19,29.0,27.0,41.0,38.0,217.0,13.0,0.0,1.0,0.0,21.68,46.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,5
20,33.0,31.0,48.0,44.0,221.0,16.0,0.0,1.0,0.0,21.62,57.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,6
21,45.0,35.0,70.0,50.0,220.0,26.0,0.0,1.0,0.0,23.62,61.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,7
22,53.0,39.0,84.0,56.0,245.0,32.0,0.0,1.0,0.0,25.14,63.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,8
23,59.0,43.0,94.0,62.0,235.0,36.0,0.0,1.0,0.0,25.62,73.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,9
24,65.0,47.0,104.0,68.0,268.0,40.0,0.0,1.0,0.0,27.14,88.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,10
25,71.0,51.0,114.0,74.0,252.0,44.0,0.0,1.0,0.0,28.66,81.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,11
26,77.0,55.0,124.0,80.0,285.0,48.0,0.0,1.0,0.0,9.73,80.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,12
27,83.0,59.0,134.0,86.0,294.0,52.0,0.0,1.0,0.0,17.87,86.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,13
28,115.0,63.0,183.0,92.0,345.0,69.0,0.0,1.0,0.0,23.0,152.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,14
29,127.0,67.0,202.0,98.0,356.0,76.0,0.0,1.0,0.0,27.14,124.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,2,15
30,40.0,26.0,69.0,39.0,228.0,27.0,0.0,1.0,0.0,22.18,53.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,1
31,78.0,46.0,166.0,83.0,296.0,76.0,0.0,1.0,0.0,28.18,100.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,2
32,138.0,107.0,320.0,224.0,388.0,148.0,0.0,1.0,0.0,29.22,156.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,3
33,254.0,168.0,631.0,380.0,574.0,304.0,0.0,1.0,0.0,80.3,265.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,4
34,302.0,249.0,766.0,580.0,680.0,370.0,0.0,1.0,0.0,115.42,270.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,5
35,408.0,317.0,1061.0,754.0,975.0,514.0,0.0,1.0,0.0,67.04,422.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,6
36,530.0,451.0,1404.0,1104.0,1114.0,700.0,0.0,1.0,0.0,63.8,445.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,7
37,668.0,545.0,1795.0,1348.0,1673.0,860.0,0.0,1.0,0.0,118.22,593.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,8
38,1084.0,862.0,3015.0,2218.0,2850.0,1596.0,0.0,1.0,0.0,203.7,770.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,9
39,992.0,879.0,2721.0,2230.0,2501.0,1318.0,0.0,1.0,0.0,103.7,768.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,10
40,1178.0,1009.0,3256.0,2573.0,3242.0,1588.0,0.0,1.0,0.0,69.84,910.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,11
41,1380.0,1187.0,3839.0,3052.0,4331.0,1922.0,0.0,1.0,0.0,204.33,1020.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,12
42,2180.0,1830.0,6205.0,4814.0,9054.0,3230.0,0.0,1.0,0.0,244.25,1425.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,13
43,1832.0,1615.0,5149.0,4190.0,6598.0,2533.0,0.0,1.0,0.0,276.68,1225.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,14
44,2926.0,2581.0,8430.0,6870.0,16078.0,4451.0,0.0,1.0,0.0,317.53,1890.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,3,15
45,152.0,47.0,302.0,62.0,362.0,116.0,0.0,1.0,0.0,25.22,145.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,4,1
46,1297.0,177.0,4044.0,358.0,4685.0,1246.0,0.0,1.0,0.0,125.16,2013.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,4,2
47,4097.0,1149.0,17240.0,3659.0,87227.0,7606.0,0.0,1.0,0.0,272.87,15970.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,4,3
48,,,,,,,,,,,,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,4,4
49,1025.0,101.0,2597.0,144.0,2181.0,362.0,0.0,1.0,0.0,95.59,1349.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,5,1
50,7777.0,1397.0,36902.0,4476.0,518965.0,16100.0,0.0,1.0,0.0,306.0,85852.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,5,2
51,,,,,,,,,,,,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,5,3
52,4097.0,537.0,13558.0,1109.0,36944.0,2774.0,0.0,1.0,0.0,230.0,13963.0,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,6,1
53,,,,,,,,,,,,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,6,2
54,,,,,,,,,,,,new,experiments/results/BW_2_2/5mill_JE20/47.onnx,BW,7,1
