,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),expansion_budget_exceeded,OutOfMem,algorithm,heuristic,problem,n,k,transitions/ms,idx
0,6.0,6.0,8.0,8.0,186.0,2.0,0.0,1.0,0.0,13.51,15.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,1,0.043010752688172046,0
1,7.0,6.0,10.0,8.0,183.0,2.0,0.0,1.0,0.0,13.52,15.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,2,0.0546448087431694,0
2,8.0,6.0,12.0,8.0,185.0,2.0,0.0,1.0,0.0,14.0,16.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,3,0.06486486486486487,0
3,9.0,6.0,14.0,8.0,186.0,2.0,0.0,1.0,0.0,14.51,20.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,4,0.07526881720430108,0
4,10.0,6.0,16.0,8.0,192.0,2.0,0.0,1.0,0.0,14.99,20.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,5,0.08333333333333333,0
5,11.0,6.0,18.0,8.0,187.0,2.0,0.0,1.0,0.0,15.5,25.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,6,0.0962566844919786,0
6,12.0,6.0,20.0,8.0,190.0,2.0,0.0,1.0,0.0,15.5,21.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,7,0.10526315789473684,0
7,13.0,6.0,22.0,8.0,189.0,2.0,0.0,1.0,0.0,15.5,23.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,8,0.1164021164021164,0
8,14.0,6.0,24.0,8.0,191.0,2.0,0.0,1.0,0.0,15.5,24.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,9,0.1256544502617801,0
9,15.0,6.0,26.0,8.0,198.0,2.0,0.0,1.0,0.0,15.5,24.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,10,0.13131313131313133,0
10,16.0,6.0,28.0,8.0,200.0,2.0,0.0,1.0,0.0,15.53,26.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,11,0.14,0
11,17.0,6.0,30.0,8.0,200.0,2.0,0.0,1.0,0.0,16.0,27.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,12,0.15,0
12,18.0,6.0,32.0,8.0,202.0,2.0,0.0,1.0,0.0,16.0,29.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,13,0.15841584158415842,0
13,19.0,6.0,34.0,8.0,200.0,2.0,0.0,1.0,0.0,16.0,30.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,14,0.17,0
14,20.0,6.0,36.0,8.0,208.0,2.0,0.0,1.0,0.0,16.48,36.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,1,15,0.17307692307692307,0
15,9.0,0.0,8.0,0.0,181.0,0.0,0.0,0.0,1.0,0.0,19.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,1,0.04419889502762431,0
16,31.0,27.0,57.0,45.0,214.0,7.0,0.0,1.0,0.0,15.98,39.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,2,0.26635514018691586,0
17,43.0,27.0,89.0,45.0,236.0,7.0,0.0,1.0,0.0,16.96,59.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,3,0.3771186440677966,0
18,57.0,27.0,129.0,45.0,268.0,7.0,0.0,1.0,0.0,17.92,85.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,4,0.48134328358208955,0
19,73.0,31.0,177.0,51.0,286.0,7.0,0.0,1.0,0.0,19.44,98.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,5,0.6188811188811189,0
20,91.0,27.0,233.0,45.0,317.0,7.0,0.0,1.0,0.0,20.96,121.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,6,0.7350157728706624,0
21,111.0,37.0,297.0,60.0,361.0,7.0,0.0,1.0,0.0,22.48,168.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,7,0.8227146814404432,0
22,133.0,35.0,369.0,57.0,387.0,7.0,0.0,1.0,0.0,24.48,179.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,8,0.9534883720930233,0
23,157.0,33.0,449.0,54.0,407.0,7.0,0.0,1.0,0.0,27.92,205.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,9,1.1031941031941033,0
24,183.0,47.0,537.0,75.0,482.0,7.0,0.0,1.0,0.0,21.19,252.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,10,1.1141078838174274,0
25,211.0,55.0,633.0,87.0,503.0,7.0,0.0,1.0,0.0,23.27,299.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,11,1.2584493041749503,0
26,241.0,31.0,737.0,51.0,530.0,7.0,0.0,1.0,0.0,29.39,314.0,false,False,new,experiments/results/AT_2_2/sample3NoFeature/0.onnx,AT,2,12,1.390566037735849,0
