,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,avg q,idx
0,56.825478315353394,50000,1e-05,20,0.1,12,False,-113.52015,0
1,111.21090936660767,100000,1e-05,20,0.1,12,False,-88.86507,1
2,165.87737202644348,150000,1e-05,20,0.1,12,False,-84.1865,2
3,218.79249906539917,200000,1e-05,20,0.1,12,False,-82.93611,3
4,272.48250675201416,250000,1e-05,20,0.1,12,False,-81.288124,4
5,325.22900199890137,300000,1e-05,20,0.1,12,False,-66.26486,5
6,378.78096079826355,350000,1e-05,20,0.1,12,False,-73.49538,6
7,432.06248331069946,400000,1e-05,20,0.1,12,False,-81.17543,7
8,485.5632576942444,450000,1e-05,20,0.1,12,False,-77.267654,8
9,539.3950762748718,500000,1e-05,20,0.1,12,False,-79.455376,9
10,594.0974056720734,550000,1e-05,20,0.1,12,False,-86.92027,10
11,650.1385035514832,600000,1e-05,20,0.1,12,False,-135.42361,11
12,703.6727271080017,650000,1e-05,20,0.1,12,False,-68.65065,12
13,774.513171672821,700000,1e-05,20,0.1,12,False,-119.68724,13
14,830.59907579422,750000,1e-05,20,0.1,12,False,-101.196106,14
15,889.3332555294037,800000,1e-05,20,0.1,12,False,-142.66515,15
16,955.238228559494,850000,1e-05,20,0.1,12,False,-101.667725,16
17,1019.1127376556396,900000,1e-05,20,0.1,12,False,-106.03602,17
18,1091.3644678592682,950000,1e-05,20,0.1,12,False,-95.707664,18
19,1148.6351554393768,1000000,1e-05,20,0.1,12,False,-98.2481,19
20,1203.8495981693268,1050000,1e-05,20,0.1,12,False,-124.30102,20
21,1267.6565403938293,1100000,1e-05,20,0.1,12,False,-106.45415,21
22,1329.26593875885,1150000,1e-05,20,0.1,12,False,-113.153275,22
23,1389.575206041336,1200000,1e-05,20,0.1,12,False,-88.15138,23
24,1451.9214560985565,1250000,1e-05,20,0.1,12,False,-140.5285,24
25,1505.3253014087677,1300000,1e-05,20,0.1,12,False,-107.80911,25
26,1567.3516700267792,1350000,1e-05,20,0.1,12,False,-113.34165,26
27,1627.043543100357,1400000,1e-05,20,0.1,12,False,-75.88317,27
28,1681.0079338550568,1450000,1e-05,20,0.1,12,False,-133.06532,28
29,1743.5701582431793,1500000,1e-05,20,0.1,12,False,-111.33781,29
30,1820.8619515895844,1550000,1e-05,20,0.1,12,False,-120.74671,30
31,1891.1594092845917,1600000,1e-05,20,0.1,12,False,-102.10569,31
32,1950.380234003067,1650000,1e-05,20,0.1,12,False,-117.35949,32
33,2003.5888977050781,1700000,1e-05,20,0.1,12,False,-94.267654,33
34,2060.6893212795258,1750000,1e-05,20,0.1,12,False,-108.82335,34
35,2114.400144815445,1800000,1e-05,20,0.1,12,False,-125.44394,35
36,2169.255103826523,1850000,1e-05,20,0.1,12,False,-131.28793,36
37,2224.7827410697937,1900000,1e-05,20,0.1,12,False,-90.52401,37
38,2283.200752258301,1950000,1e-05,20,0.1,12,False,-114.64807,38
39,2347.484512090683,2000000,1e-05,20,0.1,12,False,-118.12307,39
40,2407.773590326309,2050000,1e-05,20,0.1,12,False,-104.08907,40
41,2462.9614777565002,2100000,1e-05,20,0.1,12,False,-119.036224,41
42,2521.4314835071564,2150000,1e-05,20,0.1,12,False,-90.494484,42
43,2589.6590371131897,2200000,1e-05,20,0.1,12,False,-90.29486,43
44,2649.02125620842,2250000,1e-05,20,0.1,12,False,-118.515465,44
45,2707.070904493332,2300000,1e-05,20,0.1,12,False,-67.449455,45
