,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,Exception
0,6.0,6.0,8.0,8.0,177.0,2.0,0.0,1.0,0.0,15.7,12.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,1,
1,7.0,6.0,10.0,8.0,150.0,2.0,0.0,1.0,0.0,16.24,10.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,2,
2,8.0,6.0,12.0,8.0,152.0,2.0,0.0,1.0,0.0,17.23,12.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,3,
3,9.0,6.0,14.0,8.0,150.0,2.0,0.0,1.0,0.0,18.18,11.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,4,
4,10.0,6.0,16.0,8.0,152.0,2.0,0.0,1.0,0.0,18.18,13.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,5,
5,11.0,6.0,18.0,8.0,172.0,2.0,0.0,1.0,0.0,19.2,13.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,6,
6,12.0,6.0,20.0,8.0,155.0,2.0,0.0,1.0,0.0,19.7,16.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,7,
7,13.0,6.0,22.0,8.0,177.0,2.0,0.0,1.0,0.0,19.23,13.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,8,
8,14.0,6.0,24.0,8.0,160.0,2.0,0.0,1.0,0.0,19.23,20.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,9,
9,15.0,6.0,26.0,8.0,163.0,2.0,0.0,1.0,0.0,19.23,18.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,10,
10,16.0,6.0,28.0,8.0,159.0,2.0,0.0,1.0,0.0,19.7,14.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,11,
11,17.0,6.0,30.0,8.0,160.0,2.0,0.0,1.0,0.0,20.18,18.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,12,
12,18.0,6.0,32.0,8.0,178.0,2.0,0.0,1.0,0.0,20.18,17.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,13,
13,19.0,6.0,34.0,8.0,167.0,2.0,0.0,1.0,0.0,20.18,23.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,14,
14,20.0,6.0,36.0,8.0,167.0,2.0,0.0,1.0,0.0,20.18,23.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,1,15,
15,5.0,0.0,4.0,0.0,147.0,0.0,0.0,0.0,1.0,0.0,8.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,1,
16,31.0,27.0,57.0,45.0,170.0,4.0,0.0,1.0,0.0,19.68,23.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,2,
17,43.0,27.0,89.0,45.0,190.0,4.0,0.0,1.0,0.0,20.18,43.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,3,
18,57.0,27.0,129.0,45.0,214.0,4.0,0.0,1.0,0.0,21.14,63.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,4,
19,73.0,31.0,177.0,51.0,222.0,4.0,0.0,1.0,0.0,22.18,68.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,5,
20,91.0,27.0,233.0,45.0,236.0,4.0,0.0,1.0,0.0,23.14,78.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,6,
21,111.0,37.0,297.0,60.0,272.0,4.0,0.0,1.0,0.0,24.66,106.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,7,
22,133.0,35.0,369.0,57.0,270.0,4.0,0.0,1.0,0.0,26.18,104.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,8,
23,157.0,33.0,449.0,54.0,334.0,4.0,0.0,1.0,0.0,27.62,149.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,9,
24,183.0,47.0,537.0,75.0,323.0,4.0,0.0,1.0,0.0,29.62,146.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,10,
25,211.0,55.0,633.0,87.0,389.0,4.0,0.0,1.0,0.0,10.73,179.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,11,
26,241.0,31.0,737.0,51.0,425.0,4.0,0.0,1.0,0.0,20.66,235.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,12,
27,273.0,45.0,847.0,69.0,421.0,18.0,0.0,1.0,0.0,28.67,192.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,13,
28,307.0,27.0,969.0,45.0,437.0,4.0,0.0,1.0,0.0,26.75,238.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,14,
29,343.0,43.0,1097.0,69.0,456.0,4.0,0.0,1.0,0.0,30.74,246.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,2,15,
30,5.0,0.0,4.0,0.0,149.0,0.0,0.0,0.0,1.0,0.0,11.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,1,
31,13.0,0.0,13.0,0.0,174.0,0.0,0.0,0.0,2.0,0.0,14.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,2,
32,219.0,146.0,517.0,271.0,336.0,6.0,0.0,1.0,0.0,29.14,151.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,3,
33,345.0,147.0,919.0,273.0,435.0,6.0,0.0,1.0,0.0,23.61,234.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,4,
34,513.0,159.0,1507.0,299.0,564.0,6.0,0.0,1.0,0.0,37.63,331.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,5,
35,729.0,148.0,2317.0,274.0,678.0,6.0,0.0,1.0,0.0,59.64,384.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,6,
36,999.0,210.0,3385.0,398.0,841.0,6.0,0.0,1.0,0.0,91.76,515.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,7,
37,1329.0,256.0,4747.0,482.0,1108.0,6.0,0.0,1.0,0.0,140.79,739.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,8,
38,1725.0,176.0,6439.0,332.0,1332.0,6.0,0.0,1.0,0.0,64.7,887.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,9,
39,2193.0,284.0,8497.0,540.0,1788.0,6.0,0.0,1.0,0.0,21.49,1195.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,10,
40,2739.0,334.0,10957.0,580.0,2199.0,6.0,0.0,1.0,0.0,136.49,1529.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,11,
41,3369.0,310.0,13855.0,559.0,2714.0,6.0,0.0,1.0,0.0,154.11,1870.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,12,
42,4089.0,373.0,17227.0,678.0,2870.0,6.0,0.0,1.0,0.0,65.81,1831.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,13,
43,4905.0,324.0,21109.0,530.0,3857.0,6.0,0.0,1.0,0.0,119.2,2594.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,14,
44,5823.0,389.0,25537.0,685.0,4669.0,6.0,0.0,1.0,0.0,183.36,3025.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,3,15,
45,5.0,0.0,4.0,0.0,153.0,0.0,0.0,0.0,1.0,0.0,14.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,1,
46,13.0,0.0,13.0,0.0,166.0,0.0,0.0,0.0,2.0,0.0,24.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,2,
47,88.0,0.0,108.0,0.0,237.0,0.0,0.0,0.0,6.0,0.0,66.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,3,
48,1865.0,1064.0,5304.0,2155.0,1354.0,8.0,0.0,1.0,0.0,21.94,939.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,4,
49,3241.0,969.0,10330.0,1913.0,2319.0,8.0,0.0,1.0,0.0,81.6,1681.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,5,
50,5289.0,1516.0,18576.0,3138.0,3678.0,8.0,0.0,1.0,0.0,194.94,2658.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,6,
51,8201.0,1817.0,31229.0,3761.0,6353.0,8.0,0.0,1.0,0.0,72.02,4742.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,7,
52,12193.0,1316.0,49695.0,2682.0,13016.0,8.0,0.0,1.0,0.0,220.66,10201.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,8,
53,17505.0,1629.0,75553.0,3350.0,23860.0,8.0,0.0,1.0,0.0,363.09,18831.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,9,
54,24401.0,1833.0,110575.0,3749.0,35669.0,8.0,0.0,1.0,0.0,447.2,28162.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,10,
55,33169.0,4675.0,156748.0,8893.0,62590.0,8.0,0.0,1.0,0.0,463.1,49754.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,11,
56,44121.0,6571.0,216213.0,12696.0,118503.0,8.0,0.0,1.0,0.0,277.82,95610.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,12,
57,57593.0,4902.0,291317.0,9007.0,177363.0,8.0,0.0,1.0,0.0,504.2,144655.0,True,new,experiments/results/AT_2_2/rmsprop/84.onnx,AT,4,13,
