,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,ra feature,idx
0,26,26,50,49,167,16,0,1,0,17.14,11.0,new,experiments/results/BW_2_2/ra_feature2_target/0.onnx,BW,2,2,0.0033087730407714844,0,1e-05,20,0.1,15,True,0
1,37,19,70,30,195,20,0,1,0,18.18,21.0,new,experiments/results/BW_2_2/ra_feature2_target/1.onnx,BW,2,2,63.601845502853394,50000,1e-05,20,0.1,15,True,1
2,31,30,65,60,171,35,0,1,0,17.62,12.0,new,experiments/results/BW_2_2/ra_feature2_target/2.onnx,BW,2,2,123.95629525184631,100000,1e-05,20,0.1,15,True,2
3,19,15,27,20,157,8,0,2,0,16.66,15.0,new,experiments/results/BW_2_2/ra_feature2_target/3.onnx,BW,2,2,184.37112021446228,150000,1e-05,20,0.1,15,True,3
4,19,15,26,20,136,7,0,1,0,16.66,7.0,new,experiments/results/BW_2_2/ra_feature2_target/4.onnx,BW,2,2,247.48486852645874,200000,1e-05,20,0.1,15,True,4
5,20,15,27,20,158,7,0,2,0,16.66,10.0,new,experiments/results/BW_2_2/ra_feature2_target/5.onnx,BW,2,2,309.005539894104,250000,1e-05,20,0.1,15,True,5
6,34,30,72,60,172,35,0,1,0,18.18,17.0,new,experiments/results/BW_2_2/ra_feature2_target/6.onnx,BW,2,2,369.84809279441833,300000,1e-05,20,0.1,15,True,6
7,21,15,27,20,156,6,0,1,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/7.onnx,BW,2,2,431.0838062763214,350000,1e-05,20,0.1,15,True,7
8,21,15,29,20,161,7,0,2,0,16.66,15.0,new,experiments/results/BW_2_2/ra_feature2_target/8.onnx,BW,2,2,492.2533917427063,400000,1e-05,20,0.1,15,True,8
9,26,15,38,20,146,12,0,1,0,16.66,11.0,new,experiments/results/BW_2_2/ra_feature2_target/9.onnx,BW,2,2,553.4989786148071,450000,1e-05,20,0.1,15,True,9
10,30,23,54,40,156,23,0,3,0,17.62,12.0,new,experiments/results/BW_2_2/ra_feature2_target/10.onnx,BW,2,2,615.5573947429657,500000,1e-05,20,0.1,15,True,10
11,21,18,33,29,157,10,0,1,0,16.66,10.0,new,experiments/results/BW_2_2/ra_feature2_target/11.onnx,BW,2,2,676.7941706180573,550000,1e-05,20,0.1,15,True,11
12,19,15,25,20,140,6,0,1,0,16.66,10.0,new,experiments/results/BW_2_2/ra_feature2_target/12.onnx,BW,2,2,738.2446537017822,600000,1e-05,20,0.1,15,True,12
13,22,15,30,20,160,7,0,2,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/13.onnx,BW,2,2,800.1219239234924,650000,1e-05,20,0.1,15,True,13
14,23,15,32,20,171,8,0,1,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/14.onnx,BW,2,2,861.2638735771179,700000,1e-05,20,0.1,15,True,14
15,19,15,25,20,140,6,0,1,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/15.onnx,BW,2,2,922.0749654769897,750000,1e-05,20,0.1,15,True,15
16,24,15,35,20,141,10,0,1,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/16.onnx,BW,2,2,983.6192991733551,800000,1e-05,20,0.1,15,True,16
17,19,15,25,20,156,6,0,1,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/17.onnx,BW,2,2,1044.5944848060608,850000,1e-05,20,0.1,15,True,17
18,27,15,46,20,143,16,0,1,0,17.14,11.0,new,experiments/results/BW_2_2/ra_feature2_target/18.onnx,BW,2,2,1105.4798829555511,900000,1e-05,20,0.1,15,True,18
19,19,15,26,20,142,6,0,3,0,16.66,13.0,new,experiments/results/BW_2_2/ra_feature2_target/19.onnx,BW,2,2,1167.7396512031555,950000,1e-05,20,0.1,15,True,19
20,24,15,38,20,145,14,0,1,0,16.66,13.0,new,experiments/results/BW_2_2/ra_feature2_target/20.onnx,BW,2,2,1228.8556866645813,1000000,1e-05,20,0.1,15,True,20
21,22,15,31,20,151,8,0,2,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/21.onnx,BW,2,2,1289.6277782917023,1050000,1e-05,20,0.1,15,True,21
22,19,15,26,20,161,6,0,3,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/22.onnx,BW,2,2,1351.1721563339233,1100000,1e-05,20,0.1,15,True,22
23,20,15,26,20,142,6,0,2,0,16.66,7.0,new,experiments/results/BW_2_2/ra_feature2_target/23.onnx,BW,2,2,1412.5290892124176,1150000,1e-05,20,0.1,15,True,23
24,20,15,28,20,140,7,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/24.onnx,BW,2,2,1473.523806810379,1200000,1e-05,20,0.1,15,True,24
25,20,15,27,20,161,7,0,2,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/25.onnx,BW,2,2,1535.5467994213104,1250000,1e-05,20,0.1,15,True,25
26,23,15,32,20,141,8,0,2,0,16.66,13.0,new,experiments/results/BW_2_2/ra_feature2_target/26.onnx,BW,2,2,1596.5878448486328,1300000,1e-05,20,0.1,15,True,26
27,27,15,44,20,159,14,0,1,0,17.14,12.0,new,experiments/results/BW_2_2/ra_feature2_target/27.onnx,BW,2,2,1657.7635803222656,1350000,1e-05,20,0.1,15,True,27
28,21,15,30,20,153,8,0,2,0,16.66,7.0,new,experiments/results/BW_2_2/ra_feature2_target/28.onnx,BW,2,2,1720.1820850372314,1400000,1e-05,20,0.1,15,True,28
29,19,15,26,20,137,6,0,3,0,16.66,8.0,new,experiments/results/BW_2_2/ra_feature2_target/29.onnx,BW,2,2,1781.393065214157,1450000,1e-05,20,0.1,15,True,29
30,19,15,26,20,135,6,0,3,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/30.onnx,BW,2,2,1842.346641778946,1500000,1e-05,20,0.1,15,True,30
31,32,21,59,33,167,13,0,2,0,17.62,15.0,new,experiments/results/BW_2_2/ra_feature2_target/31.onnx,BW,2,2,1905.0611426830292,1550000,1e-05,20,0.1,15,True,31
32,20,15,27,20,171,7,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/32.onnx,BW,2,2,1966.4477047920227,1600000,1e-05,20,0.1,15,True,32
33,22,15,33,20,161,9,0,1,0,16.66,14.0,new,experiments/results/BW_2_2/ra_feature2_target/33.onnx,BW,2,2,2027.3718025684357,1650000,1e-05,20,0.1,15,True,33
34,20,15,30,20,140,9,0,3,0,16.66,10.0,new,experiments/results/BW_2_2/ra_feature2_target/34.onnx,BW,2,2,2089.8396792411804,1700000,1e-05,20,0.1,15,True,34
35,21,15,30,20,139,8,0,2,0,16.66,11.0,new,experiments/results/BW_2_2/ra_feature2_target/35.onnx,BW,2,2,2151.16117310524,1750000,1e-05,20,0.1,15,True,35
36,24,15,35,20,175,10,0,2,0,16.66,10.0,new,experiments/results/BW_2_2/ra_feature2_target/36.onnx,BW,2,2,2212.0121569633484,1800000,1e-05,20,0.1,15,True,36
37,21,15,29,20,168,7,0,1,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/37.onnx,BW,2,2,2273.9447181224823,1850000,1e-05,20,0.1,15,True,37
38,19,15,25,20,139,6,0,2,0,16.66,15.0,new,experiments/results/BW_2_2/ra_feature2_target/38.onnx,BW,2,2,2335.4805996418,1900000,1e-05,20,0.1,15,True,38
39,29,15,47,20,144,16,0,2,0,17.14,10.0,new,experiments/results/BW_2_2/ra_feature2_target/39.onnx,BW,2,2,2397.544319152832,1950000,1e-05,20,0.1,15,True,39
40,29,15,47,20,163,16,0,2,0,17.14,14.0,new,experiments/results/BW_2_2/ra_feature2_target/40.onnx,BW,2,2,2459.5645694732666,2000000,1e-05,20,0.1,15,True,40
41,19,15,26,20,141,6,0,3,0,16.66,11.0,new,experiments/results/BW_2_2/ra_feature2_target/41.onnx,BW,2,2,2521.2339882850647,2050000,1e-05,20,0.1,15,True,41
42,29,15,48,20,147,17,0,2,0,17.14,13.0,new,experiments/results/BW_2_2/ra_feature2_target/42.onnx,BW,2,2,2582.2803888320923,2100000,1e-05,20,0.1,15,True,42
43,20,15,26,20,168,6,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/43.onnx,BW,2,2,2643.875848054886,2150000,1e-05,20,0.1,15,True,43
44,20,15,29,20,138,8,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/44.onnx,BW,2,2,2705.2747750282288,2200000,1e-05,20,0.1,15,True,44
45,35,20,66,28,173,9,0,1,0,17.62,16.0,new,experiments/results/BW_2_2/ra_feature2_target/45.onnx,BW,2,2,3178.6943697929382,2250000,1e-05,20,0.1,15,True,45
46,22,15,34,20,145,9,0,2,0,16.66,11.0,new,experiments/results/BW_2_2/ra_feature2_target/46.onnx,BW,2,2,3592.292083501816,2300000,1e-05,20,0.1,15,True,46
47,27,15,45,20,178,16,0,2,0,17.14,16.0,new,experiments/results/BW_2_2/ra_feature2_target/47.onnx,BW,2,2,3722.7048523426056,2350000,1e-05,20,0.1,15,True,47
48,23,15,32,20,143,7,0,2,0,16.66,12.0,new,experiments/results/BW_2_2/ra_feature2_target/48.onnx,BW,2,2,4013.254135131836,2400000,1e-05,20,0.1,15,True,48
49,19,15,27,20,138,7,0,2,0,16.66,10.0,new,experiments/results/BW_2_2/ra_feature2_target/49.onnx,BW,2,2,4319.10352230072,2450000,1e-05,20,0.1,15,True,49
50,20,15,28,20,154,8,0,2,0,16.66,13.0,new,experiments/results/BW_2_2/ra_feature2_target/50.onnx,BW,2,2,4435.556612730026,2500000,1e-05,20,0.1,15,True,50
51,27,15,44,20,168,14,0,2,0,17.14,13.0,new,experiments/results/BW_2_2/ra_feature2_target/51.onnx,BW,2,2,4724.660172462463,2550000,1e-05,20,0.1,15,True,51
52,21,15,31,20,139,9,0,1,0,16.66,8.0,new,experiments/results/BW_2_2/ra_feature2_target/52.onnx,BW,2,2,5058.260052680969,2600000,1e-05,20,0.1,15,True,52
53,19,15,26,20,158,6,0,3,0,16.66,11.0,new,experiments/results/BW_2_2/ra_feature2_target/53.onnx,BW,2,2,5454.232773303986,2650000,1e-05,20,0.1,15,True,53
54,24,15,37,20,141,12,0,2,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/54.onnx,BW,2,2,5721.579946279526,2700000,1e-05,20,0.1,15,True,54
55,24,15,35,20,161,10,0,2,0,16.66,11.0,new,experiments/results/BW_2_2/ra_feature2_target/55.onnx,BW,2,2,5983.25447845459,2750000,1e-05,20,0.1,15,True,55
56,29,15,46,20,145,13,0,3,0,17.14,11.0,new,experiments/results/BW_2_2/ra_feature2_target/56.onnx,BW,2,2,6221.829549789429,2800000,1e-05,20,0.1,15,True,56
57,27,15,44,20,151,16,0,3,0,17.14,12.0,new,experiments/results/BW_2_2/ra_feature2_target/57.onnx,BW,2,2,6320.973451137543,2850000,1e-05,20,0.1,15,True,57
58,21,15,27,20,159,6,0,2,0,16.66,9.0,new,experiments/results/BW_2_2/ra_feature2_target/58.onnx,BW,2,2,6558.293404579163,2900000,1e-05,20,0.1,15,True,58
59,20,15,26,20,136,6,0,2,0,16.66,7.0,new,experiments/results/BW_2_2/ra_feature2_target/59.onnx,BW,2,2,6991.710579156876,2950000,1e-05,20,0.1,15,True,59
