,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),OutOfMem,algorithm,heuristic,problem,n,k,idx,Exception
0,6.0,6.0,8.0,8.0,184.0,2.0,0.0,1.0,0.0,17.7,14.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,1,0,
1,7.0,6.0,10.0,8.0,180.0,2.0,0.0,1.0,0.0,18.21,16.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,2,0,
2,8.0,6.0,12.0,8.0,189.0,2.0,0.0,1.0,0.0,18.72,18.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,3,0,
3,9.0,6.0,14.0,8.0,181.0,2.0,0.0,1.0,0.0,19.7,18.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,4,0,
4,10.0,6.0,16.0,8.0,182.0,2.0,0.0,1.0,0.0,20.18,17.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,5,0,
5,11.0,6.0,18.0,8.0,185.0,2.0,0.0,1.0,0.0,20.18,20.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,6,0,
6,12.0,6.0,20.0,8.0,192.0,2.0,0.0,1.0,0.0,20.21,23.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,7,0,
7,13.0,6.0,22.0,8.0,187.0,2.0,0.0,1.0,0.0,20.21,22.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,8,0,
8,14.0,6.0,24.0,8.0,194.0,2.0,0.0,1.0,0.0,19.7,27.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,9,0,
9,15.0,6.0,26.0,8.0,192.0,2.0,0.0,1.0,0.0,19.7,26.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,10,0,
10,16.0,6.0,28.0,8.0,192.0,2.0,0.0,1.0,0.0,20.66,22.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,11,0,
11,17.0,6.0,30.0,8.0,196.0,2.0,0.0,1.0,0.0,20.69,26.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,12,0,
12,18.0,6.0,32.0,8.0,204.0,2.0,0.0,1.0,0.0,20.18,34.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,13,0,
13,19.0,6.0,34.0,8.0,198.0,2.0,0.0,1.0,0.0,20.69,32.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,14,0,
14,20.0,6.0,36.0,8.0,204.0,2.0,0.0,1.0,0.0,20.69,39.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,1,15,0,
15,20.0,0.0,28.0,0.0,190.0,8.0,0.0,0.0,1.0,0.0,24.0,False,new,experiments/results/AT_2_2/pathLabels/0.onnx,AT,2,1,0,
