,expanded states,used states,expanded transitions,used transitions,synthesis time(ms),findNewGoals,findNewErrors,propagateGoals,propagateErrors,memory(mb),heuristic time(ms),algorithm,heuristic,problem,n,k,training time,training steps,eta,nnsize,epsilon,nfeatures,target q,reset target freq,experience replay,buffer size,ra feature,idx
0,2835,98,5832,150,18036,369,22,1,25,293.39,16441.0,new,experiments/results/DP_2_2/TB_5mill_bs100/0.onnx,DP,3,3,2.2912437915802,0,1e-05,20,0.1,15,True,10000,True,10000,True,0
1,2270,1481,4857,3332,12429,1114,16,932,33,317.29,8507.0,new,experiments/results/DP_2_2/TB_5mill_bs100/5.onnx,DP,3,3,763.880964756012,250000,1e-05,20,0.1,15,True,10000,True,10000,True,5
2,1395,101,2728,159,4017,566,7,1,3,231.24,2867.0,new,experiments/results/DP_2_2/TB_5mill_bs100/10.onnx,DP,3,3,1486.0395646095276,500000,1e-05,20,0.1,15,True,10000,True,10000,True,10
3,1467,283,2435,462,3650,232,3,102,0,74.91,2811.0,new,experiments/results/DP_2_2/TB_5mill_bs100/15.onnx,DP,3,3,2199.606385946274,750000,1e-05,20,0.1,15,True,10000,True,10000,True,15
4,999,164,1890,334,1836,397,9,4,43,137.03,978.0,new,experiments/results/DP_2_2/TB_5mill_bs100/20.onnx,DP,3,3,2916.4406402111053,1000000,1e-05,20,0.1,15,True,10000,True,10000,True,20
5,282,191,557,387,449,65,0,65,0,70.69,166.0,new,experiments/results/DP_2_2/TB_5mill_bs100/25.onnx,DP,3,3,3648.004135131836,1250000,1e-05,20,0.1,15,True,10000,True,10000,True,25
6,2366,1631,5462,3701,9670,1666,20,308,154,224.5,4766.0,new,experiments/results/DP_2_2/TB_5mill_bs100/30.onnx,DP,3,3,4418.1786897182465,1500000,1e-05,20,0.1,15,True,10000,True,10000,True,30
7,455,84,783,133,921,147,1,2,3,52.66,462.0,new,experiments/results/DP_2_2/TB_5mill_bs100/35.onnx,DP,3,3,5303.391233921051,1750000,1e-05,20,0.1,15,True,10000,True,10000,True,35
8,605,93,897,154,919,45,4,1,0,118.62,556.0,new,experiments/results/DP_2_2/TB_5mill_bs100/40.onnx,DP,3,3,6254.824652194977,2000000,1e-05,20,0.1,15,True,10000,True,10000,True,40
9,909,293,1610,512,1832,446,1,1,12,147.7,967.0,new,experiments/results/DP_2_2/TB_5mill_bs100/45.onnx,DP,3,3,7146.564169883728,2250000,1e-05,20,0.1,15,True,10000,True,10000,True,45
10,2043,180,4443,367,6146,1353,1,1,120,185.62,3086.0,new,experiments/results/DP_2_2/TB_5mill_bs100/50.onnx,DP,3,3,8045.4810910224915,2500000,1e-05,20,0.1,15,True,10000,True,10000,True,50
11,1831,108,3754,196,5668,906,0,6,44,210.25,3571.0,new,experiments/results/DP_2_2/TB_5mill_bs100/55.onnx,DP,3,3,8947.566943407059,2750000,1e-05,20,0.1,15,True,10000,True,10000,True,55
12,1567,176,2887,326,4338,616,6,3,41,217.43,3165.0,new,experiments/results/DP_2_2/TB_5mill_bs100/60.onnx,DP,3,3,9864.81908607483,3000000,1e-05,20,0.1,15,True,10000,True,10000,True,60
13,2203,699,4837,1334,8103,1213,16,46,189,217.52,4711.0,new,experiments/results/DP_2_2/TB_5mill_bs100/65.onnx,DP,3,3,10797.847514152527,3250000,1e-05,20,0.1,15,True,10000,True,10000,True,65
14,2254,617,5364,1331,9118,1866,2,33,80,138.48,4718.0,new,experiments/results/DP_2_2/TB_5mill_bs100/70.onnx,DP,3,3,11667.145188808441,3500000,1e-05,20,0.1,15,True,10000,True,10000,True,70
15,2545,182,5969,365,11850,1590,0,3,320,407.84,6805.0,new,experiments/results/DP_2_2/TB_5mill_bs100/75.onnx,DP,3,3,12396.616234779358,3750000,1e-05,20,0.1,15,True,10000,True,10000,True,75
16,2725,291,6746,624,14219,2516,2,3,193,276.31,6780.0,new,experiments/results/DP_2_2/TB_5mill_bs100/80.onnx,DP,3,3,13129.09164428711,4000000,1e-05,20,0.1,15,True,10000,True,10000,True,80
17,2780,1319,6817,3210,15587,2379,1,15,353,270.21,7021.0,new,experiments/results/DP_2_2/TB_5mill_bs100/85.onnx,DP,3,3,13855.376774549484,4250000,1e-05,20,0.1,15,True,10000,True,10000,True,85
18,2762,625,7162,1446,14046,3013,0,3,98,184.95,5514.0,new,experiments/results/DP_2_2/TB_5mill_bs100/90.onnx,DP,3,3,14587.359708070755,4500000,1e-05,20,0.1,15,True,10000,True,10000,True,90
19,2658,522,6540,1232,12767,2637,3,3,368,336.51,5376.0,new,experiments/results/DP_2_2/TB_5mill_bs100/95.onnx,DP,3,3,15315.582768678665,4750000,1e-05,20,0.1,15,True,10000,True,10000,True,95
20,2785,201,6882,404,16602,2731,6,3,210,357.64,8947.0,new,experiments/results/DP_2_2/TB_5mill_bs100/100.onnx,DP,3,3,16047.688101768494,5000000,1e-05,20,0.1,15,True,10000,True,10000,True,100
